restoration_case_id,model_name,algorithm,inpaint_radius,opencv_version,restoration_generator_name,restoration_generator_version,execution_device,execution_backend,operating_system,processor,python_version,retry_count,dataset_name,source_case_id,source_case_id_original,case_id,painting_id,telea_applicability,source_mask_semantics,telea_mask_threshold,clean_path,damaged_path,mask_path,restored_filename,restored_path,restored_sha256,runtime_seconds,started_at_utc,completed_at_utc,output_written,status,issue,source_metadata_path,mask_id,mask_type,generator_name,generator_version,generated_at_utc,generation_action,clean_filename,mask_filename,damaged_filename,damage_fill_strategy,damage_fill_r,damage_fill_g,damage_fill_b,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,width,height,mode,format,damaged_file_size_bytes,clean_sha256,mask_sha256,damaged_sha256,config_version,experiment_name,experiment_version,notebook_stage,base_mask_id,base_mask_type,sensitivity_mask_id,target_percentage_content,target_pixels,realised_pixels,realised_percentage_content,realised_percentage_full,percentage_error_content,absolute_percentage_error_content,absolute_pixel_error,scale_factor,base_mask_pixels,base_percentage_content,base_percentage_full,content_area_pixels,content_bbox_left,content_bbox_top,content_bbox_right,content_bbox_bottom,deterministic_seed,global_seed,base_mask_path,sensitivity_mask_filename,sensitivity_mask_path,base_mask_sha256,sensitivity_mask_sha256,sensitivity_mask_file_size_bytes,source,title,artist,category,full_generation_started_at_utc,full_generation_completed_at_utc,variant_id,robustness_group_id,painting_index,mask_type_index,variant_index,painting_seed,mask_seed,variant_seed,generation_attempt_index,generation_seed,maximum_generation_attempts,generation_area_tolerance,raw_mask_pixels,content_x_min,content_y_min,content_x_max,content_y_max,canvas_area_pixels,padding_area_pixels,actual_mask_area_pixels,damaged_content_pixels,padding_overlap_pixels,actual_mask_area_percentage_content,actual_mask_area_percentage_full,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,bbox_area_pixels,bbox_fill_ratio,bbox_aspect_ratio,connected_component_count,largest_component_pixels,smallest_component_pixels,mean_component_pixels,median_component_pixels,component_area_std_pixels,largest_component_fraction,component_density_per_100k_content_pixels,mean_component_aspect_ratio,maximum_component_aspect_ratio,touches_content_border,minimum_distance_to_content_border_pixels,centroid_x_pixels,centroid_y_pixels,centroid_x_normalised_content,centroid_y_normalised_content,centroid_quadrant,mask_bbox_width_normalised_content,mask_bbox_height_normalised_content,mask_bbox_area_fraction_content_bbox,touches_left_content_border,touches_right_content_border,touches_top_content_border,touches_bottom_content_border,mask_file_size_bytes,mask_generator_name,mask_generator_version,full_generation_finished_at_utc,full_generation_duration_seconds,degradation_type,severity,severity_rank,is_combined,component_degradations,component_count,case_seed,effect_mask_seed,operator_seeds_json,operator_parameters_json,effect_support_pixels,effect_active_pixels,effect_percentage_content,effect_percentage_full,effect_mean_intensity,effect_max_intensity,effect_bbox_x_min,effect_bbox_y_min,effect_bbox_x_max,effect_bbox_y_max,effect_centroid_x,effect_centroid_y,changed_pixels,changed_percentage_full,outside_effect_changed_pixels,inside_effect_changed_pixels,mean_absolute_difference_effect,maximum_absolute_difference,effect_mask_filename,effect_mask_path,degraded_filename,degraded_path,effect_mask_sha256,degraded_sha256,effect_mask_file_size_bytes,degraded_file_size_bytes
opencv_telea__canonical__canonical__p003_loss_large,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p003_loss_large,p003_loss_large,canonical__p003_loss_large,p003,primary,binary_missing_content,127,data/processed/clean/p003_clean.png,data/processed/masked/p003_loss_large_damaged.png,data/processed/masks/p003_loss_large_mask.png,canonical__p003_loss_large_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p003_loss_large_restored_opencv_telea.png,d8a3084c8c678aed883faf4d74864f080d5b350e701b79cff5786e12cb5845b0,0.6135142999701202,2026-07-26T14:03:41.646001+00:00,2026-07-26T14:03:42.256555+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p003_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p003_clean.png,p003_loss_large_mask.png,p003_loss_large_damaged.png,white_fill,255.0,255.0,255.0,61056.0,12.947883,10.351562,768,768,RGB,PNG,561852.0,1e2ef6b59b4383d7d44ce2f9bb016c126633d2c3e4f39b14f47ed85f371f377b,37c0a50a3074183712c2a77f17d72a9b0d9ef6b50aaa3fdd4d8b41d10ef31ea3,12001baba143513eccd8cbeefadf7f6b782222130fd73396669600703d44175a,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p003_loss_small,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p003_loss_small,p003_loss_small,canonical__p003_loss_small,p003,primary,binary_missing_content,127,data/processed/clean/p003_clean.png,data/processed/masked/p003_loss_small_damaged.png,data/processed/masks/p003_loss_small_mask.png,canonical__p003_loss_small_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p003_loss_small_restored_opencv_telea.png,d221aad7b7a67f9b62ec657cae56c22194e86d4aa90edd0b03e3f5338b807ca0,0.5476225999882445,2026-07-26T14:03:42.262203+00:00,2026-07-26T14:03:42.806691+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p003_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p003_clean.png,p003_loss_small_mask.png,p003_loss_small_damaged.png,white_fill,255.0,255.0,255.0,21602.0,4.581043,3.662448,768,768,RGB,PNG,626977.0,1e2ef6b59b4383d7d44ce2f9bb016c126633d2c3e4f39b14f47ed85f371f377b,6e667b51f52406b7fed963b01571caaf03d6fd8c726730d906274a9333bb04bf,d07531434b01cb18aed281def683a85726e05164827ebcf776a56fd2c81048f9,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p003_mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p003_mixed_damage,p003_mixed_damage,canonical__p003_mixed_damage,p003,primary,binary_missing_content,127,data/processed/clean/p003_clean.png,data/processed/masked/p003_mixed_damage_damaged.png,data/processed/masks/p003_mixed_damage_mask.png,canonical__p003_mixed_damage_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p003_mixed_damage_restored_opencv_telea.png,bc1ae4b93bd29af8dd78196e06c1bf23d7bedafdf07df7246b6b0d2773b505b1,0.602537399972789,2026-07-26T14:03:42.811919+00:00,2026-07-26T14:03:43.413403+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p003_mixed_damage,mixed_damage,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p003_clean.png,p003_mixed_damage_mask.png,p003_mixed_damage_damaged.png,white_fill,255.0,255.0,255.0,43486.0,9.221889,7.372708,768,768,RGB,PNG,608291.0,1e2ef6b59b4383d7d44ce2f9bb016c126633d2c3e4f39b14f47ed85f371f377b,3c8ec1a7692704f841e098d591f50650e28b5eca7fc79d9b0871b76cf18e9d60,8da76da32f23b11d1a66b0936a3415481d784fc9b0b2a6443d389058a5124791,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p003_scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p003_scratch_thin,p003_scratch_thin,canonical__p003_scratch_thin,p003,primary,binary_missing_content,127,data/processed/clean/p003_clean.png,data/processed/masked/p003_scratch_thin_damaged.png,data/processed/masks/p003_scratch_thin_mask.png,canonical__p003_scratch_thin_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p003_scratch_thin_restored_opencv_telea.png,06a2e515d7347f9f241f109588dce66a9a543a748568a0b59f7b4903a5f56d0f,0.5324022000422701,2026-07-26T14:03:43.416517+00:00,2026-07-26T14:03:43.948558+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p003_scratch_thin,scratch_thin,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p003_clean.png,p003_scratch_thin_mask.png,p003_scratch_thin_damaged.png,white_fill,255.0,255.0,255.0,7403.0,1.569922,1.25512,768,768,RGB,PNG,652556.0,1e2ef6b59b4383d7d44ce2f9bb016c126633d2c3e4f39b14f47ed85f371f377b,8bdd876a2d9ba3b625e40da528ef66ca1d465396d5dc1ae07b12e5d480d6fe10,16b6ef16876653b9c9c6a0e6c211523d8e4216eec7057efd9e888e3146c8feb0,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p003_zero_control,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p003_zero_control,p003_zero_control,canonical__p003_zero_control,p003,primary,binary_missing_content,127,data/processed/clean/p003_clean.png,data/processed/masked/p003_zero_control_damaged.png,data/processed/masks/p003_zero_control_mask.png,canonical__p003_zero_control_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p003_zero_control_restored_opencv_telea.png,1e2ef6b59b4383d7d44ce2f9bb016c126633d2c3e4f39b14f47ed85f371f377b,0.5191618999815546,2026-07-26T14:03:43.952080+00:00,2026-07-26T14:03:44.468137+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p003_zero_control,zero_control,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p003_clean.png,p003_zero_control_mask.png,p003_zero_control_damaged.png,white_fill,255.0,255.0,255.0,0.0,0.0,0.0,768,768,RGB,PNG,648764.0,1e2ef6b59b4383d7d44ce2f9bb016c126633d2c3e4f39b14f47ed85f371f377b,49e2b0f2e0dc8fe44017bdabfa19ff50311b0bdd17623355fd396afa7862f30a,1e2ef6b59b4383d7d44ce2f9bb016c126633d2c3e4f39b14f47ed85f371f377b,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p004_loss_large,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p004_loss_large,p004_loss_large,canonical__p004_loss_large,p004,primary,binary_missing_content,127,data/processed/clean/p004_clean.png,data/processed/masked/p004_loss_large_damaged.png,data/processed/masks/p004_loss_large_mask.png,canonical__p004_loss_large_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p004_loss_large_restored_opencv_telea.png,06683eacccc16c86ae1e77542bebfaa512e8a361e280009685319f04c65e17d5,0.44474370003445074,2026-07-26T14:03:44.473980+00:00,2026-07-26T14:03:44.918106+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p004_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p004_clean.png,p004_loss_large_mask.png,p004_loss_large_damaged.png,white_fill,255.0,255.0,255.0,64390.0,13.414583,10.916816,768,768,RGB,PNG,607297.0,ae8cfa01d84bd2e8c2f41cfdfe1cb25b6f2abf3430135165255c071c08e2ee97,8f1202ad5b4d4e657343d494b8ea1aa8da5357de8165e022815d1b31c41d8008,ed525d85dd92d02a15dacc43a6ed721cfd1bca29c2e5a12ec3e6fd271b7b8b3c,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p004_loss_small,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p004_loss_small,p004_loss_small,canonical__p004_loss_small,p004,primary,binary_missing_content,127,data/processed/clean/p004_clean.png,data/processed/masked/p004_loss_small_damaged.png,data/processed/masks/p004_loss_small_mask.png,canonical__p004_loss_small_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p004_loss_small_restored_opencv_telea.png,b34f37bfbbd4903a2300de5c5630de8ee63f1b67c642965396fe84ddcfd807fc,0.36821149999741465,2026-07-26T14:03:44.918106+00:00,2026-07-26T14:03:45.289169+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p004_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p004_clean.png,p004_loss_small_mask.png,p004_loss_small_damaged.png,white_fill,255.0,255.0,255.0,20406.0,4.25125,3.459676,768,768,RGB,PNG,684523.0,ae8cfa01d84bd2e8c2f41cfdfe1cb25b6f2abf3430135165255c071c08e2ee97,50f19669d5bf865b3a112ef5c001a650f1519a8de4fbca1d3a8d5caf8c8a380f,dc979fbb604b003b41b2b81bab9d634f9c82855aef536d593e98beab2b155508,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p004_mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p004_mixed_damage,p004_mixed_damage,canonical__p004_mixed_damage,p004,primary,binary_missing_content,127,data/processed/clean/p004_clean.png,data/processed/masked/p004_mixed_damage_damaged.png,data/processed/masks/p004_mixed_damage_mask.png,canonical__p004_mixed_damage_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p004_mixed_damage_restored_opencv_telea.png,4dc60df53662c0f74fd2f40c112c6890b71ccc91001729fbbd8f506da26d2c7a,0.42253530002199113,2026-07-26T14:03:45.289169+00:00,2026-07-26T14:03:45.713180+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p004_mixed_damage,mixed_damage,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p004_clean.png,p004_mixed_damage_mask.png,p004_mixed_damage_damaged.png,white_fill,255.0,255.0,255.0,49686.0,10.35125,8.423869,768,768,RGB,PNG,655353.0,ae8cfa01d84bd2e8c2f41cfdfe1cb25b6f2abf3430135165255c071c08e2ee97,f406d70632cd64da3771ec5cac6bbbfd6c219b813565da0580f36e95eb422681,a7e2d60320a5d36328406dddc74f5581a2bec72effa1ab89b2dfea968d31ff3d,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p004_scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p004_scratch_thin,p004_scratch_thin,canonical__p004_scratch_thin,p004,primary,binary_missing_content,127,data/processed/clean/p004_clean.png,data/processed/masked/p004_scratch_thin_damaged.png,data/processed/masks/p004_scratch_thin_mask.png,canonical__p004_scratch_thin_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p004_scratch_thin_restored_opencv_telea.png,68abf2c872d6c40bfef2b69643212f6daed238c9af1c02fd62196ff45f98ddc7,0.35421799996402115,2026-07-26T14:03:45.715229+00:00,2026-07-26T14:03:46.070361+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p004_scratch_thin,scratch_thin,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p004_clean.png,p004_scratch_thin_mask.png,p004_scratch_thin_damaged.png,white_fill,255.0,255.0,255.0,7733.0,1.611042,1.311069,768,768,RGB,PNG,718472.0,ae8cfa01d84bd2e8c2f41cfdfe1cb25b6f2abf3430135165255c071c08e2ee97,ad77cde65251898d3c3ee0af4d6552083baf2c5ad303dca0b7384091bcba50a3,b609bd0ca19beefe4bb328983af122fb34e87f8a3e29493b92c3846bc97be778,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p004_zero_control,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p004_zero_control,p004_zero_control,canonical__p004_zero_control,p004,primary,binary_missing_content,127,data/processed/clean/p004_clean.png,data/processed/masked/p004_zero_control_damaged.png,data/processed/masks/p004_zero_control_mask.png,canonical__p004_zero_control_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p004_zero_control_restored_opencv_telea.png,ae8cfa01d84bd2e8c2f41cfdfe1cb25b6f2abf3430135165255c071c08e2ee97,0.32707150001078844,2026-07-26T14:03:46.073171+00:00,2026-07-26T14:03:46.400058+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p004_zero_control,zero_control,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p004_clean.png,p004_zero_control_mask.png,p004_zero_control_damaged.png,white_fill,255.0,255.0,255.0,0.0,0.0,0.0,768,768,RGB,PNG,709746.0,ae8cfa01d84bd2e8c2f41cfdfe1cb25b6f2abf3430135165255c071c08e2ee97,49e2b0f2e0dc8fe44017bdabfa19ff50311b0bdd17623355fd396afa7862f30a,ae8cfa01d84bd2e8c2f41cfdfe1cb25b6f2abf3430135165255c071c08e2ee97,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p005_loss_large,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p005_loss_large,p005_loss_large,canonical__p005_loss_large,p005,primary,binary_missing_content,127,data/processed/clean/p005_clean.png,data/processed/masked/p005_loss_large_damaged.png,data/processed/masks/p005_loss_large_mask.png,canonical__p005_loss_large_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p005_loss_large_restored_opencv_telea.png,50d61c4a4f103c7eece2b7d9821944a44ec1e1b9ed0f9803b78de1376227e048,0.4905486999778077,2026-07-26T14:03:46.402108+00:00,2026-07-26T14:03:46.893508+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p005_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p005_clean.png,p005_loss_large_mask.png,p005_loss_large_damaged.png,white_fill,255.0,255.0,255.0,55771.0,12.762476,9.455532,768,768,RGB,PNG,655432.0,da4c53324f40a8a662edb554ee6215db2a53bcb94fcdb7d6bdd3017175a47199,012c6099fec559f368f9964eb5f26faf901c6fd1394f274c95703cf8249be8c6,a7a1fa5fcb6bc86e5f87b971f6e99c41d3cd4cde688c4a7f6e32d8cc97381b69,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p005_loss_small,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p005_loss_small,p005_loss_small,canonical__p005_loss_small,p005,primary,binary_missing_content,127,data/processed/clean/p005_clean.png,data/processed/masked/p005_loss_small_damaged.png,data/processed/masks/p005_loss_small_mask.png,canonical__p005_loss_small_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p005_loss_small_restored_opencv_telea.png,daa7e7c9658e47f4782c9a899851b6e7ac666366d5d22719e7c914008ba1eb0b,0.40245059999870136,2026-07-26T14:03:46.895555+00:00,2026-07-26T14:03:47.296296+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p005_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p005_clean.png,p005_loss_small_mask.png,p005_loss_small_damaged.png,white_fill,255.0,255.0,255.0,16173.0,3.700983,2.742004,768,768,RGB,PNG,724042.0,da4c53324f40a8a662edb554ee6215db2a53bcb94fcdb7d6bdd3017175a47199,8258ffe1998809101adeb29b2e7dd11ed8ddef23cfddf4262c668630b39e13c2,7a485605d5626e836fa6995e24d8a4035f60836a458f16dce8fcc3676641d6f2,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p005_mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p005_mixed_damage,p005_mixed_damage,canonical__p005_mixed_damage,p005,primary,binary_missing_content,127,data/processed/clean/p005_clean.png,data/processed/masked/p005_mixed_damage_damaged.png,data/processed/masks/p005_mixed_damage_mask.png,canonical__p005_mixed_damage_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p005_mixed_damage_restored_opencv_telea.png,ff5a86dea3b8667ac4f17ba658f7325103f492a0c3b8d873dc9348d3fd4ead72,0.4402266999823041,2026-07-26T14:03:47.300050+00:00,2026-07-26T14:03:47.740628+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p005_mixed_damage,mixed_damage,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p005_clean.png,p005_mixed_damage_mask.png,p005_mixed_damage_damaged.png,white_fill,255.0,255.0,255.0,35823.0,8.197633,6.073507,768,768,RGB,PNG,707826.0,da4c53324f40a8a662edb554ee6215db2a53bcb94fcdb7d6bdd3017175a47199,1dcf834135b6523ccb6ea2275bc545d7bd115b527431b32fdc19006ef1c060df,9979f7c6cb99d7bcf8a4914affd1d19b20034c79c6131de33307057d2c52d2b3,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p005_scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p005_scratch_thin,p005_scratch_thin,canonical__p005_scratch_thin,p005,primary,binary_missing_content,127,data/processed/clean/p005_clean.png,data/processed/masked/p005_scratch_thin_damaged.png,data/processed/masks/p005_scratch_thin_mask.png,canonical__p005_scratch_thin_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p005_scratch_thin_restored_opencv_telea.png,f6d88c3600c49042ea7b59be4c552668b0f9d443cdb0c52d0deba17e50e1a276,0.4160513000097126,2026-07-26T14:03:47.743160+00:00,2026-07-26T14:03:48.159483+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p005_scratch_thin,scratch_thin,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p005_clean.png,p005_scratch_thin_mask.png,p005_scratch_thin_damaged.png,white_fill,255.0,255.0,255.0,10708.0,2.450388,1.815457,768,768,RGB,PNG,743168.0,da4c53324f40a8a662edb554ee6215db2a53bcb94fcdb7d6bdd3017175a47199,0f80ff5ac9ddad691e7495ad920c02c74dc33ce2afba37a08a858bf732b373e7,885c286bbed0d6a9aa3717bfcb66b128d105c986ed5203bb72ae2dbb8e3986e5,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
