restoration_case_id,model_name,algorithm,inpaint_radius,opencv_version,restoration_generator_name,restoration_generator_version,execution_device,execution_backend,operating_system,processor,python_version,retry_count,dataset_name,source_case_id,source_case_id_original,case_id,painting_id,telea_applicability,source_mask_semantics,telea_mask_threshold,clean_path,damaged_path,mask_path,restored_filename,restored_path,restored_sha256,runtime_seconds,started_at_utc,completed_at_utc,output_written,status,issue,source_metadata_path,mask_id,mask_type,generator_name,generator_version,generated_at_utc,generation_action,clean_filename,mask_filename,damaged_filename,damage_fill_strategy,damage_fill_r,damage_fill_g,damage_fill_b,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,width,height,mode,format,damaged_file_size_bytes,clean_sha256,mask_sha256,damaged_sha256,config_version,experiment_name,experiment_version,notebook_stage,base_mask_id,base_mask_type,sensitivity_mask_id,target_percentage_content,target_pixels,realised_pixels,realised_percentage_content,realised_percentage_full,percentage_error_content,absolute_percentage_error_content,absolute_pixel_error,scale_factor,base_mask_pixels,base_percentage_content,base_percentage_full,content_area_pixels,content_bbox_left,content_bbox_top,content_bbox_right,content_bbox_bottom,deterministic_seed,global_seed,base_mask_path,sensitivity_mask_filename,sensitivity_mask_path,base_mask_sha256,sensitivity_mask_sha256,sensitivity_mask_file_size_bytes,source,title,artist,category,full_generation_started_at_utc,full_generation_completed_at_utc,variant_id,robustness_group_id,painting_index,mask_type_index,variant_index,painting_seed,mask_seed,variant_seed,generation_attempt_index,generation_seed,maximum_generation_attempts,generation_area_tolerance,raw_mask_pixels,content_x_min,content_y_min,content_x_max,content_y_max,canvas_area_pixels,padding_area_pixels,actual_mask_area_pixels,damaged_content_pixels,padding_overlap_pixels,actual_mask_area_percentage_content,actual_mask_area_percentage_full,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,bbox_area_pixels,bbox_fill_ratio,bbox_aspect_ratio,connected_component_count,largest_component_pixels,smallest_component_pixels,mean_component_pixels,median_component_pixels,component_area_std_pixels,largest_component_fraction,component_density_per_100k_content_pixels,mean_component_aspect_ratio,maximum_component_aspect_ratio,touches_content_border,minimum_distance_to_content_border_pixels,centroid_x_pixels,centroid_y_pixels,centroid_x_normalised_content,centroid_y_normalised_content,centroid_quadrant,mask_bbox_width_normalised_content,mask_bbox_height_normalised_content,mask_bbox_area_fraction_content_bbox,touches_left_content_border,touches_right_content_border,touches_top_content_border,touches_bottom_content_border,mask_file_size_bytes,mask_generator_name,mask_generator_version,full_generation_finished_at_utc,full_generation_duration_seconds,degradation_type,severity,severity_rank,is_combined,component_degradations,component_count,case_seed,effect_mask_seed,operator_seeds_json,operator_parameters_json,effect_support_pixels,effect_active_pixels,effect_percentage_content,effect_percentage_full,effect_mean_intensity,effect_max_intensity,effect_bbox_x_min,effect_bbox_y_min,effect_bbox_x_max,effect_bbox_y_max,effect_centroid_x,effect_centroid_y,changed_pixels,changed_percentage_full,outside_effect_changed_pixels,inside_effect_changed_pixels,mean_absolute_difference_effect,maximum_absolute_difference,effect_mask_filename,effect_mask_path,degraded_filename,degraded_path,effect_mask_sha256,degraded_sha256,effect_mask_file_size_bytes,degraded_file_size_bytes
opencv_telea__canonical__canonical__p009_loss_large,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p009_loss_large,p009_loss_large,canonical__p009_loss_large,p009,primary,binary_missing_content,127,data/processed/clean/p009_clean.png,data/processed/masked/p009_loss_large_damaged.png,data/processed/masks/p009_loss_large_mask.png,canonical__p009_loss_large_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p009_loss_large_restored_opencv_telea.png,eb4f164c348cb95f84f22c7e44aa56dd92715b2809236ea8c45e2adeeb6c8abe,0.3869206000235863,2026-07-26T14:03:56.212314+00:00,2026-07-26T14:03:56.599034+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p009_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p009_clean.png,p009_loss_large_mask.png,p009_loss_large_damaged.png,white_fill,255.0,255.0,255.0,54933.0,11.592762,9.313456,768,768,RGB,PNG,818400.0,570a1d0e79bb7935e3f4a497e5ca62b1fc34973cc2a12b1e4e1cee5d78391e4a,7c046ec57d6747e0688e7d339d42da7fa6c74581cda02352cd6d74eca16a85ed,3dee7dec5a8256a65db9a695bf2ecbe491af0131aa478cc66c3043ac5e3764a8,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p009_loss_small,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p009_loss_small,p009_loss_small,canonical__p009_loss_small,p009,primary,binary_missing_content,127,data/processed/clean/p009_clean.png,data/processed/masked/p009_loss_small_damaged.png,data/processed/masks/p009_loss_small_mask.png,canonical__p009_loss_small_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p009_loss_small_restored_opencv_telea.png,75949abd2a97dfb296b3e178722802517aeda3871b0b513d473344002301b908,0.3193479999899864,2026-07-26T14:03:56.601087+00:00,2026-07-26T14:03:56.921532+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p009_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p009_clean.png,p009_loss_small_mask.png,p009_loss_small_damaged.png,white_fill,255.0,255.0,255.0,18061.0,3.811495,3.0621,768,768,RGB,PNG,900002.0,570a1d0e79bb7935e3f4a497e5ca62b1fc34973cc2a12b1e4e1cee5d78391e4a,c8236ae9dffb5b213ecbc7075aa0689345759df9d324cb5c8dd63a268265a3a9,916f41c5e5b1c4010fd46b8de7f9fd8cd57006f7e78a1e11596884b6253ba7fe,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p009_mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p009_mixed_damage,p009_mixed_damage,canonical__p009_mixed_damage,p009,primary,binary_missing_content,127,data/processed/clean/p009_clean.png,data/processed/masked/p009_mixed_damage_damaged.png,data/processed/masks/p009_mixed_damage_mask.png,canonical__p009_mixed_damage_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p009_mixed_damage_restored_opencv_telea.png,a6c787cae0f2601ba231700c462acd33769bf5bcfea1e75cb4bbe89e37762fe6,0.38071290001971647,2026-07-26T14:03:56.921532+00:00,2026-07-26T14:03:57.305369+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p009_mixed_damage,mixed_damage,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p009_clean.png,p009_mixed_damage_mask.png,p009_mixed_damage_damaged.png,white_fill,255.0,255.0,255.0,40422.0,8.53044,6.853231,768,768,RGB,PNG,868142.0,570a1d0e79bb7935e3f4a497e5ca62b1fc34973cc2a12b1e4e1cee5d78391e4a,2849bbb0d39ea7041dd69d518bd72b949effa60d9710a74fccfc8ef26b13b060,d1c7f5fc044efec847c41a38ef390edc467d02e3a20c525bb87734974cb4c6f4,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p009_scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p009_scratch_thin,p009_scratch_thin,canonical__p009_scratch_thin,p009,primary,binary_missing_content,127,data/processed/clean/p009_clean.png,data/processed/masked/p009_scratch_thin_damaged.png,data/processed/masks/p009_scratch_thin_mask.png,canonical__p009_scratch_thin_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p009_scratch_thin_restored_opencv_telea.png,644264594d18fa2b2751693eca966d6c7e714fd5b043c0737128cdc2f35f546b,0.38912349997553974,2026-07-26T14:03:57.305369+00:00,2026-07-26T14:03:57.696868+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p009_scratch_thin,scratch_thin,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p009_clean.png,p009_scratch_thin_mask.png,p009_scratch_thin_damaged.png,white_fill,255.0,255.0,255.0,12074.0,2.548031,2.047051,768,768,RGB,PNG,927263.0,570a1d0e79bb7935e3f4a497e5ca62b1fc34973cc2a12b1e4e1cee5d78391e4a,28acb319d171653516c8039de6febf9bc89caa31e623f74a2730f21fc5e82a5a,fa84cd1db6e42bc19ccf15af60de6bce15343eaeeb25540bef79a04f4ce87df1,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p009_zero_control,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p009_zero_control,p009_zero_control,canonical__p009_zero_control,p009,primary,binary_missing_content,127,data/processed/clean/p009_clean.png,data/processed/masked/p009_zero_control_damaged.png,data/processed/masks/p009_zero_control_mask.png,canonical__p009_zero_control_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p009_zero_control_restored_opencv_telea.png,570a1d0e79bb7935e3f4a497e5ca62b1fc34973cc2a12b1e4e1cee5d78391e4a,0.2836257999879308,2026-07-26T14:03:57.696868+00:00,2026-07-26T14:03:57.980790+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p009_zero_control,zero_control,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p009_clean.png,p009_zero_control_mask.png,p009_zero_control_damaged.png,white_fill,255.0,255.0,255.0,0.0,0.0,0.0,768,768,RGB,PNG,932461.0,570a1d0e79bb7935e3f4a497e5ca62b1fc34973cc2a12b1e4e1cee5d78391e4a,49e2b0f2e0dc8fe44017bdabfa19ff50311b0bdd17623355fd396afa7862f30a,570a1d0e79bb7935e3f4a497e5ca62b1fc34973cc2a12b1e4e1cee5d78391e4a,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p010_loss_large,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p010_loss_large,p010_loss_large,canonical__p010_loss_large,p010,primary,binary_missing_content,127,data/processed/clean/p010_clean.png,data/processed/masked/p010_loss_large_damaged.png,data/processed/masks/p010_loss_large_mask.png,canonical__p010_loss_large_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p010_loss_large_restored_opencv_telea.png,18b0112455e2e6535ab0d158ef6ac17b348999ddfcc2eb09e240b73045f5e2d2,0.48131329996977,2026-07-26T14:03:57.984364+00:00,2026-07-26T14:03:58.462830+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p010_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p010_clean.png,p010_loss_large_mask.png,p010_loss_large_damaged.png,white_fill,255.0,255.0,255.0,73017.0,13.679744,12.379456,768,768,RGB,PNG,821214.0,b0b5ec6a1ec8678ccb6a0b3eb54f4c4467d3f4b2c632f29d7014fbe7b5947e51,9107e217730ca4ee55bf3388fff176362cc02e64d20f2186aa012027485fcb03,ff69a1e9afee722c5b47b115ef1c9fd4e893b7a7f1d7c50de93b405ef558d216,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p010_loss_small,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p010_loss_small,p010_loss_small,canonical__p010_loss_small,p010,primary,binary_missing_content,127,data/processed/clean/p010_clean.png,data/processed/masked/p010_loss_small_damaged.png,data/processed/masks/p010_loss_small_mask.png,canonical__p010_loss_small_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p010_loss_small_restored_opencv_telea.png,951578dfbe88eff973b6e45448cca71a83cd59eed11ea3e84298b1ecea44a852,0.39085379999596626,2026-07-26T14:03:58.469862+00:00,2026-07-26T14:03:58.860806+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p010_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p010_clean.png,p010_loss_small_mask.png,p010_loss_small_damaged.png,white_fill,255.0,255.0,255.0,19717.0,3.693982,3.342862,768,768,RGB,PNG,918515.0,b0b5ec6a1ec8678ccb6a0b3eb54f4c4467d3f4b2c632f29d7014fbe7b5947e51,508edbcbf585ef9f6902208d28008e8ae8874b6d653af53b44e1e64461e3d2f2,7d2dd0074196214fb5134126e5993da3a8fbdb5fa71dd2bcf87dda46fcf65ee9,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p010_mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p010_mixed_damage,p010_mixed_damage,canonical__p010_mixed_damage,p010,primary,binary_missing_content,127,data/processed/clean/p010_clean.png,data/processed/masked/p010_mixed_damage_damaged.png,data/processed/masks/p010_mixed_damage_mask.png,canonical__p010_mixed_damage_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p010_mixed_damage_restored_opencv_telea.png,c55d94577d16275ea067ed67def2a88870e0282d0cf74dfff8e480817be5ee1c,0.4813878000131808,2026-07-26T14:03:58.860806+00:00,2026-07-26T14:03:59.344106+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p010_mixed_damage,mixed_damage,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p010_clean.png,p010_mixed_damage_mask.png,p010_mixed_damage_damaged.png,white_fill,255.0,255.0,255.0,43214.0,8.096148,7.326592,768,768,RGB,PNG,894179.0,b0b5ec6a1ec8678ccb6a0b3eb54f4c4467d3f4b2c632f29d7014fbe7b5947e51,c2c469cb0930a2b8b86a0ab2a4e7ffef7490fe3605773268e7c64b09ca14c1e6,cdb170280ad70ff73beba9f9794acd6f22dcd5c4989f5fde784eaf5afa4eeb8d,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p010_scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p010_scratch_thin,p010_scratch_thin,canonical__p010_scratch_thin,p010,primary,binary_missing_content,127,data/processed/clean/p010_clean.png,data/processed/masked/p010_scratch_thin_damaged.png,data/processed/masks/p010_scratch_thin_mask.png,canonical__p010_scratch_thin_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p010_scratch_thin_restored_opencv_telea.png,e075547fb6a0f9fa1911e84026634550ca48d907a62e3de661e006dcdaac8e9e,0.3826344000408426,2026-07-26T14:03:59.344106+00:00,2026-07-26T14:03:59.729713+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p010_scratch_thin,scratch_thin,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p010_clean.png,p010_scratch_thin_mask.png,p010_scratch_thin_damaged.png,white_fill,255.0,255.0,255.0,13544.0,2.53747,2.296278,768,768,RGB,PNG,953926.0,b0b5ec6a1ec8678ccb6a0b3eb54f4c4467d3f4b2c632f29d7014fbe7b5947e51,6c159bae6ccd4745224db0447fa46d1abe7caae9a7cf5c9f885a111c44ab0828,edc837a232e4fc41fb3200429cb15209bb585034e56617b54537a94b8c08eb5b,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p010_zero_control,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p010_zero_control,p010_zero_control,canonical__p010_zero_control,p010,primary,binary_missing_content,127,data/processed/clean/p010_clean.png,data/processed/masked/p010_zero_control_damaged.png,data/processed/masks/p010_zero_control_mask.png,canonical__p010_zero_control_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p010_zero_control_restored_opencv_telea.png,b0b5ec6a1ec8678ccb6a0b3eb54f4c4467d3f4b2c632f29d7014fbe7b5947e51,0.36719870002707466,2026-07-26T14:03:59.731920+00:00,2026-07-26T14:04:00.098437+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p010_zero_control,zero_control,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p010_clean.png,p010_zero_control_mask.png,p010_zero_control_damaged.png,white_fill,255.0,255.0,255.0,0.0,0.0,0.0,768,768,RGB,PNG,947871.0,b0b5ec6a1ec8678ccb6a0b3eb54f4c4467d3f4b2c632f29d7014fbe7b5947e51,49e2b0f2e0dc8fe44017bdabfa19ff50311b0bdd17623355fd396afa7862f30a,b0b5ec6a1ec8678ccb6a0b3eb54f4c4467d3f4b2c632f29d7014fbe7b5947e51,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p011_loss_large,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p011_loss_large,p011_loss_large,canonical__p011_loss_large,p011,primary,binary_missing_content,127,data/processed/clean/p011_clean.png,data/processed/masked/p011_loss_large_damaged.png,data/processed/masks/p011_loss_large_mask.png,canonical__p011_loss_large_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p011_loss_large_restored_opencv_telea.png,422cfb9e0a9bee34d688fd27a6100fd57b40e307b17d30557a4375f35ccb965e,0.5287549999775365,2026-07-26T14:04:00.100568+00:00,2026-07-26T14:04:00.628979+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p011_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p011_clean.png,p011_loss_large_mask.png,p011_loss_large_damaged.png,white_fill,255.0,255.0,255.0,42824.0,10.560685,7.260471,768,768,RGB,PNG,554187.0,0ffabfe2fd662e4196288479ccfe36357db824d9a54e571be1b815a285d3851e,1481e67b96b5e55cdb134231cf342cd9742756b426376d0392e199d597456865,7a7a0209cd91bdd28476181a4a353eb30e83a4df50115f3b3dacc3e5461ff291,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p011_loss_small,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p011_loss_small,p011_loss_small,canonical__p011_loss_small,p011,primary,binary_missing_content,127,data/processed/clean/p011_clean.png,data/processed/masked/p011_loss_small_damaged.png,data/processed/masks/p011_loss_small_mask.png,canonical__p011_loss_small_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p011_loss_small_restored_opencv_telea.png,ba24debf09950b08fc844e65cd7fddc58e254fa725cdf538a725f95564476efa,0.47504329995717853,2026-07-26T14:04:00.632516+00:00,2026-07-26T14:04:01.107409+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p011_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p011_clean.png,p011_loss_small_mask.png,p011_loss_small_damaged.png,white_fill,255.0,255.0,255.0,19318.0,4.763948,3.275214,768,768,RGB,PNG,586708.0,0ffabfe2fd662e4196288479ccfe36357db824d9a54e571be1b815a285d3851e,a15f03dde6ec7604b3aaadf1e8edabee8dc394791cc9f1a753032842fe2719c1,e90e901f52aa16c1789ec6a06b241a70f76d98fba14449ce4cac04092f9dedb9,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p011_mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p011_mixed_damage,p011_mixed_damage,canonical__p011_mixed_damage,p011,primary,binary_missing_content,127,data/processed/clean/p011_clean.png,data/processed/masked/p011_mixed_damage_damaged.png,data/processed/masks/p011_mixed_damage_mask.png,canonical__p011_mixed_damage_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p011_mixed_damage_restored_opencv_telea.png,29d93008dcbf549809ad33ecafcc7f5013c268f8bc0c49115b41299f3ffdf485,0.509477199986577,2026-07-26T14:04:01.108418+00:00,2026-07-26T14:04:01.616557+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p011_mixed_damage,mixed_damage,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p011_clean.png,p011_mixed_damage_mask.png,p011_mixed_damage_damaged.png,white_fill,255.0,255.0,255.0,36991.0,9.122228,6.271532,768,768,RGB,PNG,569982.0,0ffabfe2fd662e4196288479ccfe36357db824d9a54e571be1b815a285d3851e,d7e10228e617127805d8e22b4e35ff57803a52ebb89887754aa781da3c74957b,271ad0d5e37ffe06fe0b7cfa1f491de85b4d0c310601929f8d224774b2a530ee,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opencv_telea__canonical__canonical__p011_scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,cpu,opencv_cpu,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",3.12.6,0,canonical,canonical__p011_scratch_thin,p011_scratch_thin,canonical__p011_scratch_thin,p011,primary,binary_missing_content,127,data/processed/clean/p011_clean.png,data/processed/masked/p011_scratch_thin_damaged.png,data/processed/masks/p011_scratch_thin_mask.png,canonical__p011_scratch_thin_restored_opencv_telea.png,data\processed\restored\opencv_telea\canonical\canonical__p011_scratch_thin_restored_opencv_telea.png,d089ffe6b93132fc5f916dade072079c53a1453d0ff61ab573875136bc01e978,0.44648939999751747,2026-07-26T14:04:01.620796+00:00,2026-07-26T14:04:02.067157+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p011_scratch_thin,scratch_thin,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p011_clean.png,p011_scratch_thin_mask.png,p011_scratch_thin_damaged.png,white_fill,255.0,255.0,255.0,7275.0,1.794064,1.233419,768,768,RGB,PNG,607015.0,0ffabfe2fd662e4196288479ccfe36357db824d9a54e571be1b815a285d3851e,6274be5c95f8bb781e48838aaafec32e2505449e0cd3fcefa2a96e69eced244d,73e41f02e5405dbe4b82b3f2c1f1f8783bb5d745a6d687d003def75d48aee793,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
