case_id,painting_id,mask_id,mask_type,clean_filename,clean_path,mask_filename,mask_path,damaged_filename,damaged_path,damage_fill_strategy,damage_fill_r,damage_fill_g,damage_fill_b,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,status,issue,model_name,model_id,prompt,negative_prompt,restored_path,inference_mode,elapsed_seconds,seed,num_inference_steps,guidance_scale,strength,inference_size,output_size
p001_loss_large,p001,p001_loss_large,loss_large,p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,p001_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_loss_large_mask.png,p001_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_loss_large_damaged.png,white_fill,255,255,255,67242,13.2058,11.4003,ok,,sdxl_inpainting,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,"restore the missing damaged area of the painting, preserve the original style, colors, brushwork, composition, and surrounding visual context","modern objects, text, watermark, signature, frame, border, people added, face changed, extra objects, oversharpened, cartoon, digital art, photorealistic, unrealistic texture",data/processed/restored/sdxl_inpainting/smoke_test/p001_loss_large.png,model_inference,593.9759607315063,2026,12,6.0,1.0,512,768
