table_name,dataset_name,evaluation_region,mask_type,category,lama_applicability,metric,row_count,mean_value,median_value,std_value,min_value,max_value,positive_improvement_count,negative_improvement_count,zero_improvement_count,positive_improvement_share
dataset_by_region,mask_robustness,content_region,,,,mae_improvement,75,9.640985724528631,6.956629544496536,7.070251413375303,1.8074209690093994,26.521284580230713,75,0,0,1.0
dataset_by_region,mask_robustness,masked_region,,,,mae_improvement,75,156.69037364959718,152.86805152893066,35.4210288161745,85.53115463256836,230.52768993377686,75,0,0,1.0
dataset_by_region,mask_robustness,boundary_region,,,,mae_improvement,75,74.01192667007446,73.12233853340149,18.259853627013747,39.9480082988739,116.67595982551575,75,0,0,1.0
dataset_by_region,mask_robustness,outside_mask_region,,,,mae_improvement,75,0.0,0.0,0.0,0.0,0.0,0,0,75,0.0
dataset_by_region,mask_robustness,mask_bbox_crop,,,,mae_improvement,75,30.739477713306744,10.95157390832901,33.63912749323082,2.69302462041378,125.24347591400146,75,0,0,1.0
dataset_by_region,synthetic_degradation,full_image,,,,mae_improvement,50,-0.7880599089458701,-0.09486954659223557,1.536104372339782,-6.956502914428711,0.0,0,45,5,0.0
dataset_by_region,synthetic_degradation,content_region,,,,mae_improvement,50,-1.0376081953934044,-0.12399690598249435,1.967239623740035,-8.0582275390625,0.0,0,45,5,0.0
dataset_by_region,synthetic_degradation,masked_region,,,,mae_improvement,50,-2.1960403862723616,-0.37899577617645264,3.1045434076787575,-10.368043422698975,0.0,0,45,5,0.0
dataset_by_region,synthetic_degradation,boundary_region,,,,mae_improvement,50,-0.16969052818138153,0.0,0.279751668466916,-0.9074991345405579,0.0,0,15,35,0.0
dataset_by_region,synthetic_degradation,outside_mask_region,,,,mae_improvement,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0
dataset_by_region,synthetic_degradation,mask_bbox_crop,,,,mae_improvement,50,-1.5410567705519498,-0.2155923843383789,2.361927355610602,-7.868324279785156,0.0,0,45,5,0.0
dataset_by_region,canonical,full_image,,,,psnr_improvement,250,14.922263156496244,17.047446920486117,8.651034490562022,0.0,35.43934887211043,200,0,50,0.8
dataset_by_region,canonical,content_region,,,,psnr_improvement,250,14.922263139745004,17.047447031685124,8.65103450948798,0.0,35.43934893476052,200,0,50,0.8
dataset_by_region,canonical,masked_region,,,,psnr_improvement,200,18.652829039737227,18.71166146320334,4.86921292314213,7.163611858873562,35.43934820361272,200,0,0,1.0
dataset_by_region,canonical,boundary_region,,,,psnr_improvement,200,22.553549694710345,22.583598274347754,4.302386926914371,11.792634305228782,38.93838949557321,200,0,0,1.0
dataset_by_region,canonical,outside_mask_region,,,,psnr_improvement,200,0.0,0.0,0.0,0.0,0.0,0,0,200,0.0
dataset_by_region,canonical,mask_bbox_crop,,,,psnr_improvement,200,18.652829138371647,18.711661503666562,4.86921293076398,7.163612181409638,35.43934786365048,200,0,0,1.0
dataset_by_region,damage_size,full_image,,,,psnr_improvement,35,17.56513828582466,17.16903063815679,3.6715414960168133,8.726547879175712,26.22840601290978,35,0,0,1.0
dataset_by_region,damage_size,content_region,,,,psnr_improvement,35,17.565138130959866,17.169030814625682,3.6715415150063917,8.726549570584947,26.228405114015064,35,0,0,1.0
dataset_by_region,damage_size,masked_region,,,,psnr_improvement,35,17.565138092231244,17.169030585330933,3.6715413939010255,8.726549398464151,26.228405155142042,35,0,0,1.0
dataset_by_region,damage_size,boundary_region,,,,psnr_improvement,35,25.43369515527655,24.572563929804655,4.911383637732878,17.697591552404305,36.01551891479161,35,0,0,1.0
dataset_by_region,damage_size,outside_mask_region,,,,psnr_improvement,35,0.0,0.0,0.0,0.0,0.0,0,0,35,0.0
dataset_by_region,damage_size,mask_bbox_crop,,,,psnr_improvement,35,17.565138178173445,17.169030148679667,3.6715414632794334,8.726548917059006,26.228404921148858,35,0,0,1.0
dataset_by_region,mask_robustness,full_image,,,,psnr_improvement,75,20.247584269999372,20.24959586136473,4.880430365602852,10.850082880387548,32.63268119478443,75,0,0,1.0
dataset_by_region,mask_robustness,content_region,,,,psnr_improvement,75,20.24758430296015,20.249596831268786,4.880430446256893,10.850082352166345,32.632682351795886,75,0,0,1.0
dataset_by_region,mask_robustness,masked_region,,,,psnr_improvement,75,20.24758433078309,20.249596572071436,4.880430283015987,10.850082159461302,32.632680842992514,75,0,0,1.0
dataset_by_region,mask_robustness,boundary_region,,,,psnr_improvement,75,24.209647911680985,23.906137574283527,4.2258381451968186,13.320696753255659,36.33441319392843,75,0,0,1.0
dataset_by_region,mask_robustness,outside_mask_region,,,,psnr_improvement,75,0.0,0.0,0.0,0.0,0.0,0,0,75,0.0
dataset_by_region,mask_robustness,mask_bbox_crop,,,,psnr_improvement,75,20.247584387556532,20.249597418499835,4.880430300918547,10.850082487811175,32.63268111230787,75,0,0,1.0
dataset_by_region,synthetic_degradation,full_image,,,,psnr_improvement,50,-7.584931589829312,-6.382678944322935,7.146799281571698,-30.04171168545772,0.0,0,45,5,0.0
dataset_by_region,synthetic_degradation,content_region,,,,psnr_improvement,50,-7.584931737547384,-6.38267715272651,7.146799300500488,-30.041711545170074,0.0,0,45,5,0.0
dataset_by_region,synthetic_degradation,masked_region,,,,psnr_improvement,50,-7.584931619608986,-6.3826782884701885,7.146799331556811,-30.0417115362351,0.0,0,45,5,0.0
dataset_by_region,synthetic_degradation,boundary_region,,,,psnr_improvement,50,-4.695901151660753,0.0,8.450309613476302,-32.23073321375327,0.0,0,15,35,0.0
dataset_by_region,synthetic_degradation,outside_mask_region,,,,psnr_improvement,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0
dataset_by_region,synthetic_degradation,mask_bbox_crop,,,,psnr_improvement,50,-7.584931585317166,-6.382678002668419,7.146799318332774,-30.041711302023202,0.0,0,45,5,0.0
dataset_by_region,canonical,full_image,,,,ssim_improvement,250,0.0291923540249995,0.024896024654752547,0.023463133495147278,0.0,0.10090640853525157,200,0,50,0.8
dataset_by_region,canonical,content_region,,,,ssim_improvement,250,0.03739118258646269,0.031078113492429005,0.030079701001036317,0.0,0.13256498190689847,200,0,50,0.8
dataset_by_region,canonical,mask_bbox_crop,,,,ssim_improvement,200,0.07825277315810808,0.06467927038851173,0.05311184648773404,0.0080780243319436,0.37094944308832234,200,0,0,1.0
dataset_by_region,damage_size,full_image,,,,ssim_improvement,35,0.02293924413035497,0.015310871659627079,0.021610501845624033,0.005054305152514704,0.10851889037194629,35,0,0,1.0
dataset_by_region,damage_size,content_region,,,,ssim_improvement,35,0.029581344198107484,0.020836615993007457,0.024850163881950434,0.007113990496217304,0.12586209202956322,35,0,0,1.0
dataset_by_region,damage_size,mask_bbox_crop,,,,ssim_improvement,35,0.1917567771377562,0.1724273763025288,0.09112737566712413,0.07221602413758921,0.3910685715355549,35,0,0,1.0
dataset_by_region,mask_robustness,full_image,,,,ssim_improvement,75,0.029479702752785587,0.02430734116221489,0.015236852708812042,0.006438419916218852,0.0686483492824832,75,0,0,1.0
dataset_by_region,mask_robustness,content_region,,,,ssim_improvement,75,0.038478551898049225,0.035748343257347215,0.018112284727655508,0.008686652146198792,0.07961954665639581,75,0,0,1.0
dataset_by_region,mask_robustness,mask_bbox_crop,,,,ssim_improvement,75,0.09156421179016568,0.0690610958471255,0.07420924692469354,0.026084246039646097,0.3679899308836509,75,0,0,1.0
dataset_by_region,synthetic_degradation,full_image,,,,ssim_improvement,50,-0.025699380936350113,-0.005751623584690613,0.04200742606738344,-0.17029065016130074,0.0,0,45,5,0.0
dataset_by_region,synthetic_degradation,content_region,,,,ssim_improvement,50,-0.034509526357995916,-0.0075250707012867735,0.055955703852451036,-0.21448177755853048,0.0,0,45,5,0.0
dataset_by_region,synthetic_degradation,mask_bbox_crop,,,,ssim_improvement,50,-0.05402232806605636,-0.01299980063117423,0.06997443976372204,-0.24070206825559293,0.0,0,45,5,0.0
dataset_mask_type_by_region,canonical,full_image,loss_large,,,mse_improvement,50,2348.430196995735,2240.5478744506836,1234.910308464095,318.55257987976074,5660.389976501465,50,0,0,1.0
dataset_mask_type_by_region,canonical,content_region,loss_large,,,mse_improvement,50,3026.837035484314,2966.789047241211,1496.4038492361235,462.47342681884766,6591.247646331787,50,0,0,1.0
dataset_mask_type_by_region,canonical,masked_region,loss_large,,,mse_improvement,50,24443.101353607177,24683.065490722656,11219.530653487927,3184.1441040039062,48485.23036193848,50,0,0,1.0
dataset_mask_type_by_region,canonical,boundary_region,loss_large,,,mse_improvement,50,12742.629408550263,13304.222754478455,5547.7120517157855,2145.061851501465,25396.024811267853,50,0,0,1.0
dataset_mask_type_by_region,canonical,outside_mask_region,loss_large,,,mse_improvement,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0
dataset_mask_type_by_region,canonical,mask_bbox_crop,loss_large,,,mse_improvement,50,12497.243096961975,12624.90461730957,6279.644396402281,1533.8589477539062,26794.820190429688,50,0,0,1.0
dataset_mask_type_by_region,canonical,full_image,loss_small,,,mse_improvement,50,828.6061849188804,801.9065618515015,379.18963426724855,105.65953826904297,1677.8632332086563,50,0,0,1.0
dataset_mask_type_by_region,canonical,content_region,loss_small,,,mse_improvement,50,1085.7893922638893,1046.5810623168945,499.503711911797,153.39608192443848,2387.366075158119,50,0,0,1.0
dataset_mask_type_by_region,canonical,masked_region,loss_small,,,mse_improvement,50,26642.677037067413,26131.403190612793,11149.123266560458,4782.115661621094,54259.773040771484,50,0,0,1.0
dataset_mask_type_by_region,canonical,boundary_region,loss_small,,,mse_improvement,50,12926.33480937004,12648.311017990112,5335.433103463256,2430.3310928344727,26222.200209617615,50,0,0,1.0
dataset_mask_type_by_region,canonical,outside_mask_region,loss_small,,,mse_improvement,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0
dataset_mask_type_by_region,canonical,mask_bbox_crop,loss_small,,,mse_improvement,50,1937.8073184251784,1885.265293121338,967.7152989544181,275.3183047771454,5121.4732666015625,50,0,0,1.0
dataset_mask_type_by_region,canonical,full_image,mixed_damage,,,mse_improvement,50,1988.883182477951,2050.5221271514893,844.2860873388895,303.7971649169922,3922.0059185028076,50,0,0,1.0
dataset_mask_type_by_region,canonical,content_region,mixed_damage,,,mse_improvement,50,2618.8536653757096,2753.199378967285,1122.2987042735144,441.0514965057373,4819.084020614624,50,0,0,1.0
dataset_mask_type_by_region,canonical,masked_region,mixed_damage,,,mse_improvement,50,27154.329601669313,28490.907806396484,11329.45708513784,5238.0030517578125,50582.5751953125,50,0,0,1.0
dataset_mask_type_by_region,canonical,boundary_region,mixed_damage,,,mse_improvement,50,11981.532369422912,12922.266855239868,4602.296582693196,2054.4337978363037,21385.885131835938,50,0,0,1.0
dataset_mask_type_by_region,canonical,outside_mask_region,mixed_damage,,,mse_improvement,50,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0
