artifact_id,artifact_key,producer_notebook,artifact_type,artifact_role,relative_path,format,dataset_scope,experiment_id,schema_version,row_count,file_count,size_bytes,checksum,validation_status
artifact_42a989f7c2157f69bea2,failure_taxonomy.taxonomy,27_failure_taxonomy_and_trustworthiness_flags,normalized_taxonomy_table,transparent_failure_category_definitions,outputs/27_failure_taxonomy_and_trustworthiness_flags/data/failure_taxonomy.csv,csv,controlled_300,cross_experiment_failure_screening,failure_taxonomy.v1,14,1,13025,3c09f1e425757279510ebd8d548bba7fd62fb7ae280536652d81cbc9f6c833a9,passed
artifact_abd99694a6be4e01b2af,failure_taxonomy.assignments,27_failure_taxonomy_and_trustworthiness_flags,normalized_assignment_table,candidate_failure_category_evidence,outputs/27_failure_taxonomy_and_trustworthiness_flags/metrics/failure_assignments.csv,csv,controlled_300,cross_experiment_failure_screening,failure_assignments.v1,194306,1,223874701,1c998f42fde3bacc22e0901ef264e99d085f85cc332ccfa3ad3626f34333f5f2,passed
artifact_986b9c76c7052faeb3f1,failure_taxonomy.flags,27_failure_taxonomy_and_trustworthiness_flags,normalized_flag_table,independent_candidate_trustworthiness_flags,outputs/27_failure_taxonomy_and_trustworthiness_flags/metrics/trustworthiness_flags.csv,csv,controlled_300,cross_experiment_failure_screening,trustworthiness_flags.v1,152669,1,120864519,a582c7a100caeffca7f34d9a8588eb09e19c8762007ec6a8aa035c68b8ed7aca,passed
artifact_804ca7fffa5198bac7f1,failure_taxonomy.figure,27_failure_taxonomy_and_trustworthiness_flags,analytical_figure,failure_flag_and_recommendation_overview,outputs/27_failure_taxonomy_and_trustworthiness_flags/figures/failure_taxonomy.png,png,controlled_300,cross_experiment_failure_screening,failure_taxonomy_figure.v1,,1,484328,78c5cc781d6b9f4fb0bf0c338abf3e417451c38a6fc149f6e333538e848f941d,passed
artifact_fbd031d87c550c527dbc,failure_taxonomy.report,27_failure_taxonomy_and_trustworthiness_flags,self_contained_html_report,thesis_aligned_failure_and_flag_report,outputs/27_failure_taxonomy_and_trustworthiness_flags/reports/flag_definitions.html,html,controlled_300,cross_experiment_failure_screening,approved_mock_aligned_self_contained_flag_report.v1,,1,4034929,623e3deac3e953bb2ff3eccbf4d0b640e223cc0449a1e0ad61ad18e1ab24b64f,passed
artifact_43cf56f351bf28381b16,validation.27_failure_taxonomy_and_trustworthiness_flags,27_failure_taxonomy_and_trustworthiness_flags,validation_table,validation_evidence,outputs/27_failure_taxonomy_and_trustworthiness_flags/validation/checks.csv,csv,controlled_300,cross_experiment_failure_screening,validation_checks.v1,167,1,46801,1d37daa976080de26bbdc208781219f05dc874ccff63a81fdf359bbd63f09ac5,passed
