case_id,dataset_name,painting_id,mask_id,mask_type,evaluation_region,method,source_id,source_relative_path,metric_family,metric_column,metric_name,metric_value_type,metric_direction,metric_value,metric_value_is_numeric,status,issue,restored_path
canonical__p018_scratch_thin,canonical,p018,p018_scratch_thin,scratch_thin,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p018_zero_control,canonical,p018,p018_zero_control,zero_control,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p018_zero_control,canonical,p018,p018_zero_control,zero_control,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p018_zero_control,canonical,p018,p018_zero_control,zero_control,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p019_loss_large,canonical,p019,p019_loss_large,loss_large,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,32.95081500462666,True,ok,,
canonical__p019_loss_large,canonical,p019,p019_loss_large,loss_large,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,4.230212073840185,True,ok,,
canonical__p019_loss_large,canonical,p019,p019_loss_large,loss_large,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,3.706943653247976,True,ok,,
canonical__p019_loss_large,canonical,p019,p019_loss_large,loss_large,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,11.215698444860514,True,ok,,
canonical__p019_loss_large,canonical,p019,p019_loss_large,loss_large,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,29.997727075244327,True,ok,,
canonical__p019_loss_large,canonical,p019,p019_loss_large,loss_large,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p019_loss_small,canonical,p019,p019_loss_small,loss_small,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,32.08654036757002,True,ok,,
canonical__p019_loss_small,canonical,p019,p019_loss_small,loss_small,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.7133456125144462,True,ok,,
canonical__p019_loss_small,canonical,p019,p019_loss_small,loss_small,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.501408329716435,True,ok,,
canonical__p019_loss_small,canonical,p019,p019_loss_small,loss_small,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,4.168863530800034,True,ok,,
canonical__p019_loss_small,canonical,p019,p019_loss_small,loss_small,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,51.86334797462177,True,ok,,
canonical__p019_loss_small,canonical,p019,p019_loss_small,loss_small,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p019_mixed_damage,canonical,p019,p019_mixed_damage,mixed_damage,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,19.549750635064903,True,ok,,
canonical__p019_mixed_damage,canonical,p019,p019_mixed_damage,mixed_damage,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,3.863205150033021,True,ok,,
canonical__p019_mixed_damage,canonical,p019,p019_mixed_damage,mixed_damage,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,3.3853347213179967,True,ok,,
canonical__p019_mixed_damage,canonical,p019,p019_mixed_damage,mixed_damage,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,3.773493564546041,True,ok,,
canonical__p019_mixed_damage,canonical,p019,p019_mixed_damage,mixed_damage,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,43.63244688212457,True,ok,,
canonical__p019_mixed_damage,canonical,p019,p019_mixed_damage,mixed_damage,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p019_scratch_thin,canonical,p019,p019_scratch_thin,scratch_thin,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,12.607601849029766,True,ok,,
canonical__p019_scratch_thin,canonical,p019,p019_scratch_thin,scratch_thin,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.6402541738897144,True,ok,,
canonical__p019_scratch_thin,canonical,p019,p019_scratch_thin,scratch_thin,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.5610560664424191,True,ok,,
canonical__p019_scratch_thin,canonical,p019,p019_scratch_thin,scratch_thin,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.6253861524350911,True,ok,,
canonical__p019_scratch_thin,canonical,p019,p019_scratch_thin,scratch_thin,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,53.487042723991166,True,ok,,
canonical__p019_scratch_thin,canonical,p019,p019_scratch_thin,scratch_thin,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p019_zero_control,canonical,p019,p019_zero_control,zero_control,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p019_zero_control,canonical,p019,p019_zero_control,zero_control,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p019_zero_control,canonical,p019,p019_zero_control,zero_control,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p020_loss_large,canonical,p020,p020_loss_large,loss_large,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,37.88029683477207,True,ok,,
canonical__p020_loss_large,canonical,p020,p020_loss_large,loss_large,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,8.477903965816004,True,ok,,
canonical__p020_loss_large,canonical,p020,p020_loss_large,loss_large,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,5.839597913953993,True,ok,,
canonical__p020_loss_large,canonical,p020,p020_loss_large,loss_large,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,31.386322216147256,True,ok,,
canonical__p020_loss_large,canonical,p020,p020_loss_large,loss_large,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,58.37064465835141,True,ok,,
canonical__p020_loss_large,canonical,p020,p020_loss_large,loss_large,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p020_loss_small,canonical,p020,p020_loss_small,loss_small,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,30.02941896666317,True,ok,,
canonical__p020_loss_small,canonical,p020,p020_loss_small,loss_small,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.6685865626969123,True,ok,,
canonical__p020_loss_small,canonical,p020,p020_loss_small,loss_small,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.149325900607639,True,ok,,
canonical__p020_loss_small,canonical,p020,p020_loss_small,loss_small,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,5.608597809180262,True,ok,,
canonical__p020_loss_small,canonical,p020,p020_loss_small,loss_small,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,52.01810926949049,True,ok,,
canonical__p020_loss_small,canonical,p020,p020_loss_small,loss_small,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p020_mixed_damage,canonical,p020,p020_mixed_damage,mixed_damage,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,22.86425419240953,True,ok,,
canonical__p020_mixed_damage,canonical,p020,p020_mixed_damage,mixed_damage,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,6.174682642827136,True,ok,,
canonical__p020_mixed_damage,canonical,p020,p020_mixed_damage,mixed_damage,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,4.253134268301505,True,ok,,
canonical__p020_mixed_damage,canonical,p020,p020_mixed_damage,mixed_damage,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,5.99340755606524,True,ok,,
canonical__p020_mixed_damage,canonical,p020,p020_mixed_damage,mixed_damage,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,73.33159889697643,True,ok,,
canonical__p020_mixed_damage,canonical,p020,p020_mixed_damage,mixed_damage,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p020_scratch_thin,canonical,p020,p020_scratch_thin,scratch_thin,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,17.973788328387734,True,ok,,
canonical__p020_scratch_thin,canonical,p020,p020_scratch_thin,scratch_thin,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.5803689810438986,True,ok,,
canonical__p020_scratch_thin,canonical,p020,p020_scratch_thin,scratch_thin,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.0885614465784144,True,ok,,
canonical__p020_scratch_thin,canonical,p020,p020_scratch_thin,scratch_thin,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.5339728274719673,True,ok,,
canonical__p020_scratch_thin,canonical,p020,p020_scratch_thin,scratch_thin,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,73.51267078848943,True,ok,,
canonical__p020_scratch_thin,canonical,p020,p020_scratch_thin,scratch_thin,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p020_zero_control,canonical,p020,p020_zero_control,zero_control,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p020_zero_control,canonical,p020,p020_zero_control,zero_control,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p020_zero_control,canonical,p020,p020_zero_control,zero_control,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p021_loss_large,canonical,p021,p021_loss_large,loss_large,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,26.473197912258428,True,ok,,
canonical__p021_loss_large,canonical,p021,p021_loss_large,loss_large,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.40807572547509,True,ok,,
canonical__p021_loss_large,canonical,p021,p021_loss_large,loss_large,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.1898973253038196,True,ok,,
canonical__p021_loss_large,canonical,p021,p021_loss_large,loss_large,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,7.006738880846605,True,ok,,
canonical__p021_loss_large,canonical,p021,p021_loss_large,loss_large,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,12.14848280279034,True,ok,,
canonical__p021_loss_large,canonical,p021,p021_loss_large,loss_large,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p021_loss_small,canonical,p021,p021_loss_small,loss_small,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,24.56317040272336,True,ok,,
canonical__p021_loss_small,canonical,p021,p021_loss_small,loss_small,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.3856814971751414,True,ok,,
canonical__p021_loss_small,canonical,p021,p021_loss_small,loss_small,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.1709730360243054,True,ok,,
canonical__p021_loss_small,canonical,p021,p021_loss_small,loss_small,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.965698998178507,True,ok,,
canonical__p021_loss_small,canonical,p021,p021_loss_small,loss_small,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,36.979600578251336,True,ok,,
canonical__p021_loss_small,canonical,p021,p021_loss_small,loss_small,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p021_mixed_damage,canonical,p021,p021_mixed_damage,mixed_damage,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,21.12374769269938,True,ok,,
canonical__p021_mixed_damage,canonical,p021,p021_mixed_damage,mixed_damage,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,3.5570081107687037,True,ok,,
canonical__p021_mixed_damage,canonical,p021,p021_mixed_damage,mixed_damage,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,3.0058571144386583,True,ok,,
canonical__p021_mixed_damage,canonical,p021,p021_mixed_damage,mixed_damage,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,3.672252255984314,True,ok,,
canonical__p021_mixed_damage,canonical,p021,p021_mixed_damage,mixed_damage,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,35.57522005511412,True,ok,,
canonical__p021_mixed_damage,canonical,p021,p021_mixed_damage,mixed_damage,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p021_scratch_thin,canonical,p021,p021_scratch_thin,scratch_thin,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,13.413555135841928,True,ok,,
canonical__p021_scratch_thin,canonical,p021,p021_scratch_thin,scratch_thin,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.1113913231895225,True,ok,,
canonical__p021_scratch_thin,canonical,p021,p021_scratch_thin,scratch_thin,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.9391835530598958,True,ok,,
canonical__p021_scratch_thin,canonical,p021,p021_scratch_thin,scratch_thin,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.0846510808270675,True,ok,,
canonical__p021_scratch_thin,canonical,p021,p021_scratch_thin,scratch_thin,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,56.38198473282442,True,ok,,
canonical__p021_scratch_thin,canonical,p021,p021_scratch_thin,scratch_thin,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p021_zero_control,canonical,p021,p021_zero_control,zero_control,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p021_zero_control,canonical,p021,p021_zero_control,zero_control,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p021_zero_control,canonical,p021,p021_zero_control,zero_control,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p022_loss_large,canonical,p022,p022_loss_large,loss_large,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,35.13044029945438,True,ok,,
canonical__p022_loss_large,canonical,p022,p022_loss_large,loss_large,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,3.8508243624581935,True,ok,,
canonical__p022_loss_large,canonical,p022,p022_loss_large,loss_large,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,2.9984283447265625,True,ok,,
canonical__p022_loss_large,canonical,p022,p022_loss_large,loss_large,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,17.32033728992831,True,ok,,
canonical__p022_loss_large,canonical,p022,p022_loss_large,loss_large,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,32.81707520736302,True,ok,,
canonical__p022_loss_large,canonical,p022,p022_loss_large,loss_large,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p022_loss_small,canonical,p022,p022_loss_small,loss_small,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,31.075998804051277,True,ok,,
canonical__p022_loss_small,canonical,p022,p022_loss_small,loss_small,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,2.3042883105722782,True,ok,,
canonical__p022_loss_small,canonical,p022,p022_loss_small,loss_small,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.79422449182581,True,ok,,
canonical__p022_loss_small,canonical,p022,p022_loss_small,loss_small,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,2.8472024177854305,True,ok,,
canonical__p022_loss_small,canonical,p022,p022_loss_small,loss_small,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,52.14983820364986,True,ok,,
canonical__p022_loss_small,canonical,p022,p022_loss_small,loss_small,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p022_mixed_damage,canonical,p022,p022_mixed_damage,mixed_damage,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,24.571351972847776,True,ok,,
canonical__p022_mixed_damage,canonical,p022,p022_mixed_damage,mixed_damage,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,5.254070280564846,True,ok,,
canonical__p022_mixed_damage,canonical,p022,p022_mixed_damage,mixed_damage,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,4.091059932002315,True,ok,,
canonical__p022_mixed_damage,canonical,p022,p022_mixed_damage,mixed_damage,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,5.330417404853106,True,ok,,
canonical__p022_mixed_damage,canonical,p022,p022_mixed_damage,mixed_damage,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,53.679598979652376,True,ok,,
canonical__p022_mixed_damage,canonical,p022,p022_mixed_damage,mixed_damage,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
canonical__p022_scratch_thin,canonical,p022,p022_scratch_thin,scratch_thin,boundary_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,16.788905510502232,True,ok,,
canonical__p022_scratch_thin,canonical,p022,p022_scratch_thin,scratch_thin,content_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.3928974765421775,True,ok,,
canonical__p022_scratch_thin,canonical,p022,p022_scratch_thin,scratch_thin,full_image,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.084573816370081,True,ok,,
canonical__p022_scratch_thin,canonical,p022,p022_scratch_thin,scratch_thin,mask_bbox_crop,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,1.479489682011052,True,ok,,
canonical__p022_scratch_thin,canonical,p022,p022_scratch_thin,scratch_thin,masked_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,71.75632828566089,True,ok,,
canonical__p022_scratch_thin,canonical,p022,p022_scratch_thin,scratch_thin,outside_mask_region,opencv_telea,opencv_classical_metrics,data/processed/metrics/metrics_opencv_telea_classical.csv,classical_metrics,mse_improvement,mse,improvement,higher_is_better,0.0,True,ok,,
