model_name,is_deterministic_failure,deterministic_failure_pattern,summary_dataset_name,summary_mask_type,summary_category,summary_style_or_period,summary_damage_family,case_count,runtime_available_cases,runtime_median_seconds,case_examples
opencv_telea,False,success_or_not_flagged,canonical,loss_small,high_texture_brushwork,Impressionist outdoor figure painting,canonical,1,1,0.3931588999694213,canonical__p045_loss_small
opencv_telea,False,success_or_not_flagged,canonical,loss_small,high_texture_brushwork,Modern French painting,canonical,1,1,0.3786885000299662,canonical__p049_loss_small
opencv_telea,False,success_or_not_flagged,canonical,loss_small,portrait_figure,18th century portraiture,canonical,1,1,0.4024505999987013,canonical__p005_loss_small
opencv_telea,False,success_or_not_flagged,canonical,loss_small,portrait_figure,19th century French painting,canonical,1,1,0.3908537999959662,canonical__p010_loss_small
opencv_telea,False,success_or_not_flagged,canonical,loss_small,portrait_figure,19th century portraiture,canonical,1,1,0.3722886000177823,canonical__p002_loss_small
opencv_telea,False,success_or_not_flagged,canonical,loss_small,portrait_figure,Baroque,canonical,1,1,0.5779497000039555,canonical__p001_loss_small
opencv_telea,False,success_or_not_flagged,canonical,loss_small,portrait_figure,Impressionism,canonical,1,1,0.3682114999974146,canonical__p004_loss_small
opencv_telea,False,success_or_not_flagged,canonical,loss_small,portrait_figure,Neoclassical,canonical,1,1,0.4595750999869779,canonical__p007_loss_small
opencv_telea,False,success_or_not_flagged,canonical,loss_small,portrait_figure,Neoclassical / early 19th century,canonical,1,1,0.5476225999882445,canonical__p003_loss_small
opencv_telea,False,success_or_not_flagged,canonical,loss_small,portrait_figure,Post-Impressionism,canonical,1,1,0.3193479999899864,canonical__p009_loss_small
opencv_telea,False,success_or_not_flagged,canonical,loss_small,portrait_figure,Realism / early modern French painting,canonical,1,1,0.5113206999958493,canonical__p006_loss_small
opencv_telea,False,success_or_not_flagged,canonical,loss_small,portrait_figure,Spanish portraiture,canonical,1,1,0.4909882000065408,canonical__p008_loss_small
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,high_texture_brushwork,Impressionism / modern French painting,canonical,1,1,0.4545876000192947,canonical__p046_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,high_texture_brushwork,Impressionist outdoor figure painting,canonical,1,1,0.4354757000110112,canonical__p045_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,high_texture_brushwork,Modern French painting,canonical,1,1,0.4355884999968111,canonical__p049_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,portrait_figure,18th century portraiture,canonical,1,1,0.4402266999823041,canonical__p005_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,portrait_figure,19th century French painting,canonical,1,1,0.4813878000131808,canonical__p010_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,portrait_figure,19th century portraiture,canonical,1,1,0.4222679000231437,canonical__p002_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,portrait_figure,Baroque,canonical,1,1,0.6422706000157632,canonical__p001_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,portrait_figure,Impressionism,canonical,1,1,0.4225353000219911,canonical__p004_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,portrait_figure,Neoclassical,canonical,1,1,0.5087402999633923,canonical__p007_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,portrait_figure,Neoclassical / early 19th century,canonical,1,1,0.602537399972789,canonical__p003_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,portrait_figure,Post-Impressionism,canonical,1,1,0.3807129000197164,canonical__p009_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,portrait_figure,Realism / early modern French painting,canonical,1,1,0.5711089000105858,canonical__p006_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,mixed_damage,portrait_figure,Spanish portraiture,canonical,1,1,0.5589238000102341,canonical__p008_mixed_damage
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,high_texture_brushwork,Impressionism / modern French painting,canonical,1,1,0.414332700020168,canonical__p046_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,high_texture_brushwork,Impressionist outdoor figure painting,canonical,1,1,0.372052899969276,canonical__p045_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,high_texture_brushwork,Modern French painting,canonical,1,1,0.3711357000283897,canonical__p049_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,portrait_figure,18th century portraiture,canonical,1,1,0.4160513000097126,canonical__p005_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,portrait_figure,19th century French painting,canonical,1,1,0.3826344000408426,canonical__p010_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,portrait_figure,19th century portraiture,canonical,1,1,0.3840182999847457,canonical__p002_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,portrait_figure,Baroque,canonical,1,1,0.5956975999870338,canonical__p001_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,portrait_figure,Impressionism,canonical,1,1,0.3542179999640211,canonical__p004_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,portrait_figure,Neoclassical,canonical,1,1,0.4607498000259511,canonical__p007_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,portrait_figure,Neoclassical / early 19th century,canonical,1,1,0.5324022000422701,canonical__p003_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,portrait_figure,Post-Impressionism,canonical,1,1,0.3891234999755397,canonical__p009_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,portrait_figure,Realism / early modern French painting,canonical,1,1,0.5010451999842189,canonical__p006_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,scratch_thin,portrait_figure,Spanish portraiture,canonical,1,1,0.4755257000215351,canonical__p008_scratch_thin
opencv_telea,False,success_or_not_flagged,canonical,zero_control,high_texture_brushwork,Impressionism / modern French painting,zero_control,1,1,0.348594699986279,canonical__p046_zero_control
opencv_telea,False,success_or_not_flagged,canonical,zero_control,high_texture_brushwork,Impressionist outdoor figure painting,zero_control,1,1,0.3511419999995269,canonical__p045_zero_control
opencv_telea,False,success_or_not_flagged,canonical,zero_control,high_texture_brushwork,Modern French painting,zero_control,1,1,0.3429304999881424,canonical__p049_zero_control
opencv_telea,False,success_or_not_flagged,canonical,zero_control,portrait_figure,18th century portraiture,zero_control,1,1,0.3887689999537542,canonical__p005_zero_control
opencv_telea,False,success_or_not_flagged,canonical,zero_control,portrait_figure,19th century French painting,zero_control,1,1,0.3671987000270746,canonical__p010_zero_control
opencv_telea,False,success_or_not_flagged,canonical,zero_control,portrait_figure,19th century portraiture,zero_control,1,1,0.3538499000133015,canonical__p002_zero_control
opencv_telea,False,success_or_not_flagged,canonical,zero_control,portrait_figure,Baroque,zero_control,1,1,0.5527208999847062,canonical__p001_zero_control
opencv_telea,False,success_or_not_flagged,canonical,zero_control,portrait_figure,Impressionism,zero_control,1,1,0.3270715000107884,canonical__p004_zero_control
opencv_telea,False,success_or_not_flagged,canonical,zero_control,portrait_figure,Neoclassical,zero_control,1,1,0.423457299999427,canonical__p007_zero_control
opencv_telea,False,success_or_not_flagged,canonical,zero_control,portrait_figure,Neoclassical / early 19th century,zero_control,1,1,0.5191618999815546,canonical__p003_zero_control
opencv_telea,False,success_or_not_flagged,canonical,zero_control,portrait_figure,Post-Impressionism,zero_control,1,1,0.2836257999879308,canonical__p009_zero_control
opencv_telea,False,success_or_not_flagged,canonical,zero_control,portrait_figure,Realism / early modern French painting,zero_control,1,1,0.4816254999605007,canonical__p006_zero_control
opencv_telea,False,success_or_not_flagged,canonical,zero_control,portrait_figure,Spanish portraiture,zero_control,1,1,0.4516946999938227,canonical__p008_zero_control
