mask_type,cases,mean_metric_ties,mean_opencv_telea_metric_wins,mean_lama_metric_wins,mean_stable_diffusion_inpainting_metric_wins,mean_opencv_telea_mse_improvement,mean_lama_mse_improvement,mean_stable_diffusion_inpainting_mse_improvement,mean_opencv_telea_psnr_improvement,mean_lama_psnr_improvement,mean_stable_diffusion_inpainting_psnr_improvement,mean_opencv_telea_ssim_improvement,mean_lama_ssim_improvement,mean_stable_diffusion_inpainting_ssim_improvement,mean_opencv_telea_lpips_improvement,mean_lama_lpips_improvement,mean_stable_diffusion_inpainting_lpips_improvement,mean_opencv_telea_clip_improvement,mean_lama_clip_improvement,mean_stable_diffusion_inpainting_clip_improvement,mean_opencv_telea_dinov2_improvement,mean_lama_dinov2_improvement,mean_stable_diffusion_inpainting_dinov2_improvement
loss_large,50,0.0,0.8,4.82,0.38,23999.733308410643,24555.37581253052,23124.429133758546,12.61548634802732,15.1582772154035,10.824049585968616,0.1360094192994905,0.1350096392614745,-0.0990966552951582,0.1858786931633949,0.3079576095379888,0.2214074910804629,0.026313624382019,0.1581918311119079,0.1066877210140228,-0.1221290284395217,0.1355005526542663,0.0395771878957748
loss_small,50,0.0,0.82,5.18,0.0,25902.88156402588,26147.753707647324,25636.699246673583,17.393118670611674,20.167371719600418,15.503051224433277,0.0442037831516588,0.0461091011474281,-0.263090595874509,0.1665264478325843,0.1826317467959597,0.1087003161385655,0.0988121950626372,0.103703908920288,0.0738492190837859,0.0579316473007201,0.0788490688800811,0.0203510046005249
mixed_damage,50,0.0,0.72,5.28,0.0,26381.819261474608,26669.089760169983,25735.03314880371,15.39599067672843,17.582774875202862,12.518475084455808,0.073761216261636,0.073807194967236,-0.2359540891048191,0.2644519013911485,0.2905104105919599,0.1883340061455964,0.1323954331874847,0.1497956669330596,0.1049238157272338,0.1727979147434234,0.2319177472591399,0.1107593047618865
scratch_thin,50,0.0,2.8,3.2,0.0,28319.66894569397,28387.47346622467,25670.202736816405,20.491108259449696,21.24147087866354,9.925126039280126,0.0601404235345183,0.0585713848714881,-0.2747275831620212,0.2565868621645495,0.2581982061063172,0.1312300502508878,0.1011581850051879,0.1012320470809935,0.0486186397075652,0.1476475167274474,0.1468522930145263,0.0180377221107482
