mask_type,cases,mean_combined_uncertainty_index,median_combined_uncertainty_index,max_combined_uncertainty_index,mean_masked_std,mean_pairwise_lpips,mean_clip_uncertainty_distance,mean_dinov2_uncertainty_distance
loss_large,10,0.5174509468965468,0.4565851773085925,0.9834162335148644,0.0965590961277484,0.3164114015797774,0.0853034655253092,0.2480413399636745
mixed_damage,10,0.174809751809174,0.1481872334420084,0.3561871615550787,0.0693680509924888,0.0845361630121866,0.0223064094781875,0.0805967221657435
loss_small,10,0.1412080984346858,0.1353343071172185,0.2716852770258381,0.0629331562668085,0.0755591893258194,0.0229973584413528,0.0601122130950292
scratch_thin,10,0.0569442123035702,0.0560902759791081,0.1012089483086184,0.0473518278449773,0.036719277439018,0.0098344475030899,0.0272818466027577
