report,package_path,size_mb,github_warning,github_hard_limit_risk
final_controlled_50_evaluation_report.html,outputs/supervisor_package/reports/final_controlled_50_evaluation_report.html,192.95425987243652,True,True
opencv_lama_stable_diffusion_refined_metric_comparison_report_50.html,outputs/supervisor_package/reports/opencv_lama_stable_diffusion_refined_metric_comparison_report_50.html,24.678207397460938,False,False
stable_diffusion_uncertainty_report_50.html,outputs/supervisor_package/reports/stable_diffusion_uncertainty_report_50.html,185.91496562957764,True,True
