category,cases,mean_combined_uncertainty_index,median_combined_uncertainty_index,max_combined_uncertainty_index,mean_masked_std,mean_pairwise_lpips,mean_clip_uncertainty_distance,mean_dinov2_uncertainty_distance
landscape_natural,8,0.31299706366598296,0.2021842190284232,0.9834162335148644,0.07778503419831395,0.15433093680379292,0.068877878288428,0.2092451804007093
portrait_figure,8,0.2321531311591245,0.15051344609155187,0.719251401201778,0.0706774415448308,0.13825151339794198,0.030826156338055927,0.09245382994413376
abstraction_surrealism,8,0.22990087707391432,0.1816010943666258,0.5625869738362576,0.07865027245134115,0.11195056978613138,0.02460242932041486,0.08085657407840094
architecture_structured,8,0.169530710046508,0.12437309552615966,0.4841082828630068,0.05643147602677345,0.1231614340795204,0.03248573342959086,0.08465661853551865
high_texture_brushwork,8,0.16843447985944132,0.1332844996499438,0.4116464237619671,0.06172093981876969,0.11383808512861529,0.018759903808434803,0.05282794932524363
