lpips_row_id,lpips_case_id,restoration_case_id,source_case_id,case_id,dataset_name,painting_id,category,title,artist,style,model_name,mask_type,mask_id,is_zero_control,evaluation_region,region_pixel_count,mask_area_pixels,damaged_lpips,restored_lpips,lpips_improvement,lpips_net,lpips_input_size,status,issue
lama__canonical__canonical__p013_scratch_thin__mask_bbox_crop__lpips,lama__canonical__canonical__p013_scratch_thin,lama__canonical__canonical__p013_scratch_thin,canonical__p013_scratch_thin,canonical__p013_scratch_thin,canonical,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,lama,scratch_thin,p013_scratch_thin,False,mask_bbox_crop,589824,8069,0.333375,0.001637,0.331738,alex,256,ok,
lama__canonical__canonical__p013_zero_control__content_region__lpips,lama__canonical__canonical__p013_zero_control,lama__canonical__canonical__p013_zero_control,canonical__p013_zero_control,canonical__p013_zero_control,canonical,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,lama,zero_control,p013_zero_control,True,content_region,410112,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p013_zero_control__full_image__lpips,lama__canonical__canonical__p013_zero_control,lama__canonical__canonical__p013_zero_control,canonical__p013_zero_control,canonical__p013_zero_control,canonical,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,lama,zero_control,p013_zero_control,True,full_image,589824,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p014_loss_large__content_region__lpips,lama__canonical__canonical__p014_loss_large,lama__canonical__canonical__p014_loss_large,canonical__p014_loss_large,canonical__p014_loss_large,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,loss_large,p014_loss_large,False,content_region,334080,48567,0.248368,0.065693,0.182675,alex,256,ok,
lama__canonical__canonical__p014_loss_large__full_image__lpips,lama__canonical__canonical__p014_loss_large,lama__canonical__canonical__p014_loss_large,canonical__p014_loss_large,canonical__p014_loss_large,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,loss_large,p014_loss_large,False,full_image,589824,48567,0.176559,0.043938,0.132621,alex,256,ok,
lama__canonical__canonical__p014_loss_large__mask_bbox_crop__lpips,lama__canonical__canonical__p014_loss_large,lama__canonical__canonical__p014_loss_large,canonical__p014_loss_large,canonical__p014_loss_large,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,loss_large,p014_loss_large,False,mask_bbox_crop,99856,48567,0.646015,0.209833,0.436181,alex,256,ok,
lama__canonical__canonical__p014_loss_small__content_region__lpips,lama__canonical__canonical__p014_loss_small,lama__canonical__canonical__p014_loss_small,canonical__p014_loss_small,canonical__p014_loss_small,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,loss_small,p014_loss_small,False,content_region,334080,16029,0.274309,0.006923,0.267386,alex,256,ok,
lama__canonical__canonical__p014_loss_small__full_image__lpips,lama__canonical__canonical__p014_loss_small,lama__canonical__canonical__p014_loss_small,canonical__p014_loss_small,canonical__p014_loss_small,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,loss_small,p014_loss_small,False,full_image,589824,16029,0.17548,0.00255,0.172931,alex,256,ok,
lama__canonical__canonical__p014_loss_small__mask_bbox_crop__lpips,lama__canonical__canonical__p014_loss_small,lama__canonical__canonical__p014_loss_small,canonical__p014_loss_small,canonical__p014_loss_small,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,loss_small,p014_loss_small,False,mask_bbox_crop,342225,16029,0.243048,0.00684,0.236208,alex,256,ok,
lama__canonical__canonical__p014_mixed_damage__content_region__lpips,lama__canonical__canonical__p014_mixed_damage,lama__canonical__canonical__p014_mixed_damage,canonical__p014_mixed_damage,canonical__p014_mixed_damage,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,mixed_damage,p014_mixed_damage,False,content_region,334080,41872,0.469035,0.042405,0.42663,alex,256,ok,
lama__canonical__canonical__p014_mixed_damage__full_image__lpips,lama__canonical__canonical__p014_mixed_damage,lama__canonical__canonical__p014_mixed_damage,canonical__p014_mixed_damage,canonical__p014_mixed_damage,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,mixed_damage,p014_mixed_damage,False,full_image,589824,41872,0.334254,0.022069,0.312184,alex,256,ok,
lama__canonical__canonical__p014_mixed_damage__mask_bbox_crop__lpips,lama__canonical__canonical__p014_mixed_damage,lama__canonical__canonical__p014_mixed_damage,canonical__p014_mixed_damage,canonical__p014_mixed_damage,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,mixed_damage,p014_mixed_damage,False,mask_bbox_crop,589824,41872,0.334254,0.022069,0.312184,alex,256,ok,
lama__canonical__canonical__p014_scratch_thin__content_region__lpips,lama__canonical__canonical__p014_scratch_thin,lama__canonical__canonical__p014_scratch_thin,canonical__p014_scratch_thin,canonical__p014_scratch_thin,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,scratch_thin,p014_scratch_thin,False,content_region,334080,9807,0.439618,0.004399,0.435218,alex,256,ok,
lama__canonical__canonical__p014_scratch_thin__full_image__lpips,lama__canonical__canonical__p014_scratch_thin,lama__canonical__canonical__p014_scratch_thin,canonical__p014_scratch_thin,canonical__p014_scratch_thin,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,scratch_thin,p014_scratch_thin,False,full_image,589824,9807,0.347339,0.002489,0.34485,alex,256,ok,
lama__canonical__canonical__p014_scratch_thin__mask_bbox_crop__lpips,lama__canonical__canonical__p014_scratch_thin,lama__canonical__canonical__p014_scratch_thin,canonical__p014_scratch_thin,canonical__p014_scratch_thin,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,scratch_thin,p014_scratch_thin,False,mask_bbox_crop,589824,9807,0.347339,0.002489,0.34485,alex,256,ok,
lama__canonical__canonical__p014_zero_control__content_region__lpips,lama__canonical__canonical__p014_zero_control,lama__canonical__canonical__p014_zero_control,canonical__p014_zero_control,canonical__p014_zero_control,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,zero_control,p014_zero_control,True,content_region,334080,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p014_zero_control__full_image__lpips,lama__canonical__canonical__p014_zero_control,lama__canonical__canonical__p014_zero_control,canonical__p014_zero_control,canonical__p014_zero_control,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,zero_control,p014_zero_control,True,full_image,589824,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p015_loss_large__content_region__lpips,lama__canonical__canonical__p015_loss_large,lama__canonical__canonical__p015_loss_large,canonical__p015_loss_large,canonical__p015_loss_large,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,loss_large,p015_loss_large,False,content_region,423936,63227,0.229503,0.085658,0.143846,alex,256,ok,
lama__canonical__canonical__p015_loss_large__full_image__lpips,lama__canonical__canonical__p015_loss_large,lama__canonical__canonical__p015_loss_large,canonical__p015_loss_large,canonical__p015_loss_large,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,loss_large,p015_loss_large,False,full_image,589824,63227,0.167043,0.062462,0.104581,alex,256,ok,
lama__canonical__canonical__p015_loss_large__mask_bbox_crop__lpips,lama__canonical__canonical__p015_loss_large,lama__canonical__canonical__p015_loss_large,canonical__p015_loss_large,canonical__p015_loss_large,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,loss_large,p015_loss_large,False,mask_bbox_crop,153664,63227,0.520778,0.244439,0.276339,alex,256,ok,
lama__canonical__canonical__p015_loss_small__content_region__lpips,lama__canonical__canonical__p015_loss_small,lama__canonical__canonical__p015_loss_small,canonical__p015_loss_small,canonical__p015_loss_small,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,loss_small,p015_loss_small,False,content_region,423936,21482,0.21765,0.019817,0.197833,alex,256,ok,
lama__canonical__canonical__p015_loss_small__full_image__lpips,lama__canonical__canonical__p015_loss_small,lama__canonical__canonical__p015_loss_small,canonical__p015_loss_small,canonical__p015_loss_small,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,loss_small,p015_loss_small,False,full_image,589824,21482,0.178663,0.012988,0.165675,alex,256,ok,
lama__canonical__canonical__p015_loss_small__mask_bbox_crop__lpips,lama__canonical__canonical__p015_loss_small,lama__canonical__canonical__p015_loss_small,canonical__p015_loss_small,canonical__p015_loss_small,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,loss_small,p015_loss_small,False,mask_bbox_crop,448900,21482,0.199454,0.018183,0.181272,alex,256,ok,
lama__canonical__canonical__p015_mixed_damage__content_region__lpips,lama__canonical__canonical__p015_mixed_damage,lama__canonical__canonical__p015_mixed_damage,canonical__p015_mixed_damage,canonical__p015_mixed_damage,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,mixed_damage,p015_mixed_damage,False,content_region,423936,40213,0.35761,0.046346,0.311265,alex,256,ok,
lama__canonical__canonical__p015_mixed_damage__full_image__lpips,lama__canonical__canonical__p015_mixed_damage,lama__canonical__canonical__p015_mixed_damage,canonical__p015_mixed_damage,canonical__p015_mixed_damage,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,mixed_damage,p015_mixed_damage,False,full_image,589824,40213,0.284159,0.035462,0.248697,alex,256,ok,
lama__canonical__canonical__p015_mixed_damage__mask_bbox_crop__lpips,lama__canonical__canonical__p015_mixed_damage,lama__canonical__canonical__p015_mixed_damage,canonical__p015_mixed_damage,canonical__p015_mixed_damage,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,mixed_damage,p015_mixed_damage,False,mask_bbox_crop,553536,40213,0.289985,0.035765,0.25422,alex,256,ok,
lama__canonical__canonical__p015_scratch_thin__content_region__lpips,lama__canonical__canonical__p015_scratch_thin,lama__canonical__canonical__p015_scratch_thin,canonical__p015_scratch_thin,canonical__p015_scratch_thin,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,scratch_thin,p015_scratch_thin,False,content_region,423936,8459,0.243777,0.002866,0.240911,alex,256,ok,
lama__canonical__canonical__p015_scratch_thin__full_image__lpips,lama__canonical__canonical__p015_scratch_thin,lama__canonical__canonical__p015_scratch_thin,canonical__p015_scratch_thin,canonical__p015_scratch_thin,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,scratch_thin,p015_scratch_thin,False,full_image,589824,8459,0.168463,0.002145,0.166317,alex,256,ok,
lama__canonical__canonical__p015_scratch_thin__mask_bbox_crop__lpips,lama__canonical__canonical__p015_scratch_thin,lama__canonical__canonical__p015_scratch_thin,canonical__p015_scratch_thin,canonical__p015_scratch_thin,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,scratch_thin,p015_scratch_thin,False,mask_bbox_crop,355216,8459,0.25471,0.00548,0.24923,alex,256,ok,
lama__canonical__canonical__p015_zero_control__content_region__lpips,lama__canonical__canonical__p015_zero_control,lama__canonical__canonical__p015_zero_control,canonical__p015_zero_control,canonical__p015_zero_control,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,zero_control,p015_zero_control,True,content_region,423936,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p015_zero_control__full_image__lpips,lama__canonical__canonical__p015_zero_control,lama__canonical__canonical__p015_zero_control,canonical__p015_zero_control,canonical__p015_zero_control,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,zero_control,p015_zero_control,True,full_image,589824,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p016_loss_large__content_region__lpips,lama__canonical__canonical__p016_loss_large,lama__canonical__canonical__p016_loss_large,canonical__p016_loss_large,canonical__p016_loss_large,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,loss_large,p016_loss_large,False,content_region,372480,44564,0.189758,0.067407,0.122352,alex,256,ok,
lama__canonical__canonical__p016_loss_large__full_image__lpips,lama__canonical__canonical__p016_loss_large,lama__canonical__canonical__p016_loss_large,canonical__p016_loss_large,canonical__p016_loss_large,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,loss_large,p016_loss_large,False,full_image,589824,44564,0.125933,0.038415,0.087518,alex,256,ok,
lama__canonical__canonical__p016_loss_large__mask_bbox_crop__lpips,lama__canonical__canonical__p016_loss_large,lama__canonical__canonical__p016_loss_large,canonical__p016_loss_large,canonical__p016_loss_large,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,loss_large,p016_loss_large,False,mask_bbox_crop,109561,44564,0.502469,0.252105,0.250365,alex,256,ok,
lama__canonical__canonical__p016_loss_small__content_region__lpips,lama__canonical__canonical__p016_loss_small,lama__canonical__canonical__p016_loss_small,canonical__p016_loss_small,canonical__p016_loss_small,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,loss_small,p016_loss_small,False,content_region,372480,12394,0.124641,0.01483,0.109811,alex,256,ok,
lama__canonical__canonical__p016_loss_small__full_image__lpips,lama__canonical__canonical__p016_loss_small,lama__canonical__canonical__p016_loss_small,canonical__p016_loss_small,canonical__p016_loss_small,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,loss_small,p016_loss_small,False,full_image,589824,12394,0.082534,0.006842,0.075692,alex,256,ok,
lama__canonical__canonical__p016_loss_small__mask_bbox_crop__lpips,lama__canonical__canonical__p016_loss_small,lama__canonical__canonical__p016_loss_small,canonical__p016_loss_small,canonical__p016_loss_small,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,loss_small,p016_loss_small,False,mask_bbox_crop,196249,12394,0.156507,0.028007,0.1285,alex,256,ok,
lama__canonical__canonical__p016_mixed_damage__content_region__lpips,lama__canonical__canonical__p016_mixed_damage,lama__canonical__canonical__p016_mixed_damage,canonical__p016_mixed_damage,canonical__p016_mixed_damage,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,mixed_damage,p016_mixed_damage,False,content_region,372480,42648,0.353158,0.031818,0.32134,alex,256,ok,
lama__canonical__canonical__p016_mixed_damage__full_image__lpips,lama__canonical__canonical__p016_mixed_damage,lama__canonical__canonical__p016_mixed_damage,canonical__p016_mixed_damage,canonical__p016_mixed_damage,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,mixed_damage,p016_mixed_damage,False,full_image,589824,42648,0.248172,0.025714,0.222458,alex,256,ok,
lama__canonical__canonical__p016_mixed_damage__mask_bbox_crop__lpips,lama__canonical__canonical__p016_mixed_damage,lama__canonical__canonical__p016_mixed_damage,canonical__p016_mixed_damage,canonical__p016_mixed_damage,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,mixed_damage,p016_mixed_damage,False,mask_bbox_crop,559504,42648,0.25501,0.027312,0.227698,alex,256,ok,
lama__canonical__canonical__p016_scratch_thin__content_region__lpips,lama__canonical__canonical__p016_scratch_thin,lama__canonical__canonical__p016_scratch_thin,canonical__p016_scratch_thin,canonical__p016_scratch_thin,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,scratch_thin,p016_scratch_thin,False,content_region,372480,11050,0.290692,0.005316,0.285376,alex,256,ok,
lama__canonical__canonical__p016_scratch_thin__full_image__lpips,lama__canonical__canonical__p016_scratch_thin,lama__canonical__canonical__p016_scratch_thin,canonical__p016_scratch_thin,canonical__p016_scratch_thin,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,scratch_thin,p016_scratch_thin,False,full_image,589824,11050,0.221334,0.004138,0.217195,alex,256,ok,
lama__canonical__canonical__p016_scratch_thin__mask_bbox_crop__lpips,lama__canonical__canonical__p016_scratch_thin,lama__canonical__canonical__p016_scratch_thin,canonical__p016_scratch_thin,canonical__p016_scratch_thin,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,scratch_thin,p016_scratch_thin,False,mask_bbox_crop,589824,11050,0.221334,0.004138,0.217195,alex,256,ok,
lama__canonical__canonical__p016_zero_control__content_region__lpips,lama__canonical__canonical__p016_zero_control,lama__canonical__canonical__p016_zero_control,canonical__p016_zero_control,canonical__p016_zero_control,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,zero_control,p016_zero_control,True,content_region,372480,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p016_zero_control__full_image__lpips,lama__canonical__canonical__p016_zero_control,lama__canonical__canonical__p016_zero_control,canonical__p016_zero_control,canonical__p016_zero_control,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,zero_control,p016_zero_control,True,full_image,589824,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p017_loss_large__content_region__lpips,lama__canonical__canonical__p017_loss_large,lama__canonical__canonical__p017_loss_large,canonical__p017_loss_large,canonical__p017_loss_large,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,loss_large,p017_loss_large,False,content_region,434688,46260,0.18685,0.074073,0.112778,alex,256,ok,
lama__canonical__canonical__p017_loss_large__full_image__lpips,lama__canonical__canonical__p017_loss_large,lama__canonical__canonical__p017_loss_large,canonical__p017_loss_large,canonical__p017_loss_large,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,loss_large,p017_loss_large,False,full_image,589824,46260,0.15087,0.057641,0.093229,alex,256,ok,
lama__canonical__canonical__p017_loss_large__mask_bbox_crop__lpips,lama__canonical__canonical__p017_loss_large,lama__canonical__canonical__p017_loss_large,canonical__p017_loss_large,canonical__p017_loss_large,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,loss_large,p017_loss_large,False,mask_bbox_crop,108241,46260,0.465241,0.198866,0.266376,alex,256,ok,
lama__canonical__canonical__p017_loss_small__content_region__lpips,lama__canonical__canonical__p017_loss_small,lama__canonical__canonical__p017_loss_small,canonical__p017_loss_small,canonical__p017_loss_small,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,loss_small,p017_loss_small,False,content_region,434688,19853,0.166608,0.021003,0.145605,alex,256,ok,
lama__canonical__canonical__p017_loss_small__full_image__lpips,lama__canonical__canonical__p017_loss_small,lama__canonical__canonical__p017_loss_small,canonical__p017_loss_small,canonical__p017_loss_small,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,loss_small,p017_loss_small,False,full_image,589824,19853,0.139706,0.016573,0.123133,alex,256,ok,
lama__canonical__canonical__p017_loss_small__mask_bbox_crop__lpips,lama__canonical__canonical__p017_loss_small,lama__canonical__canonical__p017_loss_small,canonical__p017_loss_small,canonical__p017_loss_small,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,loss_small,p017_loss_small,False,mask_bbox_crop,477481,19853,0.152186,0.02047,0.131716,alex,256,ok,
lama__canonical__canonical__p017_mixed_damage__content_region__lpips,lama__canonical__canonical__p017_mixed_damage,lama__canonical__canonical__p017_mixed_damage,canonical__p017_mixed_damage,canonical__p017_mixed_damage,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,mixed_damage,p017_mixed_damage,False,content_region,434688,45115,0.26349,0.037682,0.225808,alex,256,ok,
lama__canonical__canonical__p017_mixed_damage__full_image__lpips,lama__canonical__canonical__p017_mixed_damage,lama__canonical__canonical__p017_mixed_damage,canonical__p017_mixed_damage,canonical__p017_mixed_damage,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,mixed_damage,p017_mixed_damage,False,full_image,589824,45115,0.225743,0.029967,0.195777,alex,256,ok,
lama__canonical__canonical__p017_mixed_damage__mask_bbox_crop__lpips,lama__canonical__canonical__p017_mixed_damage,lama__canonical__canonical__p017_mixed_damage,canonical__p017_mixed_damage,canonical__p017_mixed_damage,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,mixed_damage,p017_mixed_damage,False,mask_bbox_crop,423801,45115,0.273829,0.038346,0.235483,alex,256,ok,
lama__canonical__canonical__p017_scratch_thin__content_region__lpips,lama__canonical__canonical__p017_scratch_thin,lama__canonical__canonical__p017_scratch_thin,canonical__p017_scratch_thin,canonical__p017_scratch_thin,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,scratch_thin,p017_scratch_thin,False,content_region,434688,12946,0.21627,0.005148,0.211122,alex,256,ok,
lama__canonical__canonical__p017_scratch_thin__full_image__lpips,lama__canonical__canonical__p017_scratch_thin,lama__canonical__canonical__p017_scratch_thin,canonical__p017_scratch_thin,canonical__p017_scratch_thin,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,scratch_thin,p017_scratch_thin,False,full_image,589824,12946,0.187666,0.004621,0.183045,alex,256,ok,
lama__canonical__canonical__p017_scratch_thin__mask_bbox_crop__lpips,lama__canonical__canonical__p017_scratch_thin,lama__canonical__canonical__p017_scratch_thin,canonical__p017_scratch_thin,canonical__p017_scratch_thin,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,scratch_thin,p017_scratch_thin,False,mask_bbox_crop,589824,12946,0.187666,0.004621,0.183045,alex,256,ok,
lama__canonical__canonical__p017_zero_control__content_region__lpips,lama__canonical__canonical__p017_zero_control,lama__canonical__canonical__p017_zero_control,canonical__p017_zero_control,canonical__p017_zero_control,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,zero_control,p017_zero_control,True,content_region,434688,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p017_zero_control__full_image__lpips,lama__canonical__canonical__p017_zero_control,lama__canonical__canonical__p017_zero_control,canonical__p017_zero_control,canonical__p017_zero_control,canonical,p017,landscape_natural,Picturesque Landscape,"Anonymous, British, 18th century",,lama,zero_control,p017_zero_control,True,full_image,589824,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p018_loss_large__content_region__lpips,lama__canonical__canonical__p018_loss_large,lama__canonical__canonical__p018_loss_large,canonical__p018_loss_large,canonical__p018_loss_large,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,loss_large,p018_loss_large,False,content_region,389376,42285,0.176745,0.049781,0.126964,alex,256,ok,
lama__canonical__canonical__p018_loss_large__full_image__lpips,lama__canonical__canonical__p018_loss_large,lama__canonical__canonical__p018_loss_large,canonical__p018_loss_large,canonical__p018_loss_large,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,loss_large,p018_loss_large,False,full_image,589824,42285,0.119859,0.030325,0.089534,alex,256,ok,
lama__canonical__canonical__p018_loss_large__mask_bbox_crop__lpips,lama__canonical__canonical__p018_loss_large,lama__canonical__canonical__p018_loss_large,canonical__p018_loss_large,canonical__p018_loss_large,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,loss_large,p018_loss_large,False,mask_bbox_crop,85264,42285,0.655016,0.226371,0.428645,alex,256,ok,
lama__canonical__canonical__p018_loss_small__content_region__lpips,lama__canonical__canonical__p018_loss_small,lama__canonical__canonical__p018_loss_small,canonical__p018_loss_small,canonical__p018_loss_small,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,loss_small,p018_loss_small,False,content_region,389376,14239,0.162297,0.008846,0.153451,alex,256,ok,
lama__canonical__canonical__p018_loss_small__full_image__lpips,lama__canonical__canonical__p018_loss_small,lama__canonical__canonical__p018_loss_small,canonical__p018_loss_small,canonical__p018_loss_small,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,loss_small,p018_loss_small,False,full_image,589824,14239,0.129427,0.00624,0.123187,alex,256,ok,
lama__canonical__canonical__p018_loss_small__mask_bbox_crop__lpips,lama__canonical__canonical__p018_loss_small,lama__canonical__canonical__p018_loss_small,canonical__p018_loss_small,canonical__p018_loss_small,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,loss_small,p018_loss_small,False,mask_bbox_crop,231361,14239,0.197585,0.012993,0.184592,alex,256,ok,
lama__canonical__canonical__p018_mixed_damage__content_region__lpips,lama__canonical__canonical__p018_mixed_damage,lama__canonical__canonical__p018_mixed_damage,canonical__p018_mixed_damage,canonical__p018_mixed_damage,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,mixed_damage,p018_mixed_damage,False,content_region,389376,49951,0.492337,0.014774,0.477563,alex,256,ok,
lama__canonical__canonical__p018_mixed_damage__full_image__lpips,lama__canonical__canonical__p018_mixed_damage,lama__canonical__canonical__p018_mixed_damage,canonical__p018_mixed_damage,canonical__p018_mixed_damage,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,mixed_damage,p018_mixed_damage,False,full_image,589824,49951,0.405996,0.008068,0.397928,alex,256,ok,
lama__canonical__canonical__p018_mixed_damage__mask_bbox_crop__lpips,lama__canonical__canonical__p018_mixed_damage,lama__canonical__canonical__p018_mixed_damage,canonical__p018_mixed_damage,canonical__p018_mixed_damage,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,mixed_damage,p018_mixed_damage,False,mask_bbox_crop,589824,49951,0.405996,0.008068,0.397928,alex,256,ok,
lama__canonical__canonical__p018_scratch_thin__content_region__lpips,lama__canonical__canonical__p018_scratch_thin,lama__canonical__canonical__p018_scratch_thin,canonical__p018_scratch_thin,canonical__p018_scratch_thin,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,scratch_thin,p018_scratch_thin,False,content_region,389376,7269,0.251192,0.002362,0.24883,alex,256,ok,
lama__canonical__canonical__p018_scratch_thin__full_image__lpips,lama__canonical__canonical__p018_scratch_thin,lama__canonical__canonical__p018_scratch_thin,canonical__p018_scratch_thin,canonical__p018_scratch_thin,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,scratch_thin,p018_scratch_thin,False,full_image,589824,7269,0.229308,0.001532,0.227776,alex,256,ok,
lama__canonical__canonical__p018_scratch_thin__mask_bbox_crop__lpips,lama__canonical__canonical__p018_scratch_thin,lama__canonical__canonical__p018_scratch_thin,canonical__p018_scratch_thin,canonical__p018_scratch_thin,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,scratch_thin,p018_scratch_thin,False,mask_bbox_crop,423801,7269,0.276423,0.00248,0.273943,alex,256,ok,
lama__canonical__canonical__p018_zero_control__content_region__lpips,lama__canonical__canonical__p018_zero_control,lama__canonical__canonical__p018_zero_control,canonical__p018_zero_control,canonical__p018_zero_control,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,zero_control,p018_zero_control,True,content_region,389376,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p018_zero_control__full_image__lpips,lama__canonical__canonical__p018_zero_control,lama__canonical__canonical__p018_zero_control,canonical__p018_zero_control,canonical__p018_zero_control,canonical,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,zero_control,p018_zero_control,True,full_image,589824,0,0.0,0.0,0.0,alex,256,ok,
lama__canonical__canonical__p019_loss_large__content_region__lpips,lama__canonical__canonical__p019_loss_large,lama__canonical__canonical__p019_loss_large,canonical__p019_loss_large,canonical__p019_loss_large,canonical,p019,landscape_natural,Evening: Landscape with an Aqueduct,Théodore Géricault,,lama,loss_large,p019_loss_large,False,content_region,516864,72887,0.234246,0.061896,0.17235,alex,256,ok,
