case_id,painting_id,mask_id,mask_type,category,title,opencv_telea_mse_improvement,opencv_telea_psnr_improvement,opencv_telea_ssim_improvement,opencv_telea_lpips_improvement,opencv_telea_clip_improvement,opencv_telea_dinov2_improvement,lama_mse_improvement,lama_psnr_improvement,lama_ssim_improvement,lama_lpips_improvement,lama_clip_improvement,lama_dinov2_improvement,stable_diffusion_inpainting_mse_improvement,stable_diffusion_inpainting_psnr_improvement,stable_diffusion_inpainting_ssim_improvement,stable_diffusion_inpainting_lpips_improvement,stable_diffusion_inpainting_clip_improvement,stable_diffusion_inpainting_dinov2_improvement,winner_mse_improvement,winner_psnr_improvement,winner_ssim_improvement,winner_lpips_improvement,winner_clip_improvement,winner_dinov2_improvement,opencv_telea_metric_wins,lama_metric_wins,stable_diffusion_inpainting_metric_wins,metric_ties,overall_metric_vote,mixed_metric_outcome,all_metrics_same_winner,opencv_telea_all_metrics_win,lama_all_metrics_win,stable_diffusion_inpainting_all_metrics_win,num_unique_metric_winners,max_model_metric_wins,disagreement_strength,selection_reason,opencv_telea_clean_path,opencv_telea_damaged_path,opencv_telea_restored_path,opencv_telea_mask_path,lama_clean_path,lama_damaged_path,lama_restored_path,lama_mask_path,stable_diffusion_inpainting_clean_path,stable_diffusion_inpainting_damaged_path,stable_diffusion_inpainting_restored_path,stable_diffusion_inpainting_mask_path,comparison_figure_path
p029_loss_small,p029,p029_loss_small,loss_small,architecture_structured,"The Trading Post of the Dutch East India Company in Hooghly, Bengal",23614.281494140625,15.59056143663946,,0.1489727385342121,0.0816797614097595,0.0169413089752197,23952.82342529297,18.644983483901903,,0.1753311911597848,0.0927768945693969,0.0393027067184448,23678.542846679688,16.028244691583716,,0.0809021294116973,0.0389434695243835,-0.0261192321777343,lama,lama,no_valid_values,lama,lama,lama,0,5,0,1,lama,True,False,False,False,False,,,,category_mask_representative; majority_vote_lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p029_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p029_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p029_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p029_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p029_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p029_loss_small_damaged.png,data/processed/restored/lama/p029_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p029_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p029_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p029_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p029_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p029_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p029_loss_small_opencv_lama_stable_diffusion_comparison.png
p028_mixed_damage,p028,p028_mixed_damage,mixed_damage,architecture_structured,Trading posts of the Dutch East India Company (VOC),24426.45767211914,19.43994414126964,,0.27699626237154,0.1354156732559204,0.1366775631904602,24433.86846923828,19.555982918824977,,0.3014222458004951,0.1493095755577087,0.1761588454246521,24006.63842773437,15.471718614860436,,0.1676036566495895,0.0124500393867492,0.0826451182365417,lama,lama,no_valid_values,lama,lama,lama,0,5,0,1,lama,True,False,False,False,False,,5.0,,category_mask_representative,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p028_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p028_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p028_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p028_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p028_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p028_mixed_damage_damaged.png,data/processed/restored/lama/p028_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p028_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p028_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p028_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p028_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p028_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p028_mixed_damage_opencv_lama_stable_diffusion_comparison.png
p029_mixed_damage,p029,p029_mixed_damage,mixed_damage,architecture_structured,"The Trading Post of the Dutch East India Company in Hooghly, Bengal",21619.71655273437,16.273438870637566,,0.2294890433549881,0.1516043543815612,0.0887613296508789,21672.71356201172,16.738159973129843,,0.26709920540452,0.1608136296272277,0.1110081076622009,21183.02423095703,13.634269834679213,,0.139661967754364,0.0974428653717041,-0.0406013131141662,lama,lama,no_valid_values,lama,lama,lama,0,5,0,1,lama,True,False,False,False,False,,,,majority_vote_lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p029_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p029_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p029_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p029_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p029_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p029_mixed_damage_damaged.png,data/processed/restored/lama/p029_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p029_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p029_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p029_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p029_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p029_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p029_mixed_damage_opencv_lama_stable_diffusion_comparison.png
p024_scratch_thin,p024,p024_scratch_thin,scratch_thin,architecture_structured,Interior of the Church of St Bavo in Haarlem,35513.329917907715,26.860041343760663,,0.2971309179556556,0.0889835357666015,0.0567128658294677,35434.624450683594,23.69341637015669,,0.2943493665661663,0.0875849723815918,0.0499400496482849,33975.85852050781,13.442451689892076,,0.2043969184160232,0.0588552355766296,0.0211443901062011,opencv_telea,opencv_telea,no_valid_values,opencv_telea,opencv_telea,opencv_telea,5,0,0,1,opencv_telea,True,False,False,False,False,,,,majority_vote_opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p024_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_scratch_thin_damaged.png,data/processed/restored/lama/p024_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p024_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p024_scratch_thin_opencv_lama_stable_diffusion_comparison.png
p029_scratch_thin,p029,p029_scratch_thin,scratch_thin,architecture_structured,"The Trading Post of the Dutch East India Company in Hooghly, Bengal",20453.45401000977,20.886818784718603,,0.2460128185339272,0.0916076302528381,0.0788788795471191,20421.501922607426,20.131138672603484,,0.2455362814944237,0.0915165543556213,0.0791146159172058,19539.60791015625,12.80104363935972,,0.1489317193627357,0.0702811479568481,-0.004509687423706,opencv_telea,opencv_telea,no_valid_values,opencv_telea,opencv_telea,lama,4,1,0,1,opencv_telea,True,False,False,False,False,,,,majority_vote_opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p029_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p029_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p029_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p029_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p029_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p029_scratch_thin_damaged.png,data/processed/restored/lama/p029_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p029_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p029_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p029_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p029_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p029_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p029_scratch_thin_opencv_lama_stable_diffusion_comparison.png
p030_scratch_thin,p030,p030_scratch_thin,scratch_thin,architecture_structured,Interior with Five Women,35483.98045349121,27.19526686440445,,0.345065982255619,0.196303904056549,0.1732300519943237,35459.6379699707,25.86324249816547,,0.3439278446603566,0.1960881948471069,0.1731989383697509,31956.5302734375,9.95130455564582,,0.1607543230056762,0.0720787048339843,-0.0077072381973266,opencv_telea,opencv_telea,no_valid_values,opencv_telea,opencv_telea,opencv_telea,5,0,0,1,opencv_telea,True,False,False,False,False,,,,category_mask_representative; majority_vote_opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p030_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p030_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p030_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p030_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p030_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p030_scratch_thin_damaged.png,data/processed/restored/lama/p030_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p030_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p030_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p030_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p030_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p030_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p030_scratch_thin_opencv_lama_stable_diffusion_comparison.png
p044_loss_large,p044,p044_loss_large,loss_large,high_texture_brushwork,Versailles,15768.85922241211,15.339738033927633,,0.2678842842578888,0.0080387592315673,-0.2900055050849914,15958.3984375,17.551060446041586,,0.3875567018985748,0.1460874080657959,0.1650347113609314,14760.298461914062,10.393773443787776,,0.1691799759864807,0.0499793887138366,-0.1196202635765075,lama,lama,no_valid_values,lama,lama,lama,0,5,0,1,lama,True,False,False,False,False,,5.0,,category_mask_representative,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p044_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_loss_large_damaged.png,data/processed/restored/lama/p044_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p044_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p044_loss_large_opencv_lama_stable_diffusion_comparison.png
p044_loss_small,p044,p044_loss_small,loss_small,high_texture_brushwork,Versailles,22045.582565307617,21.85814715694981,,0.2643042560666799,0.1410356163978576,0.309384286403656,22060.45812988281,22.32934196791904,,0.2786026820540428,0.1452041268348693,0.3219135403633117,21587.862915039062,15.66290652687232,,0.1941480636596679,0.1109918355941772,0.2821773290634155,lama,lama,no_valid_values,lama,lama,lama,0,5,0,1,lama,True,False,False,False,False,,5.0,,category_mask_representative,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p044_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_loss_small_damaged.png,data/processed/restored/lama/p044_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p044_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p044_loss_small_opencv_lama_stable_diffusion_comparison.png
p044_mixed_damage,p044,p044_mixed_damage,mixed_damage,high_texture_brushwork,Versailles,25095.49227905273,18.457004892729422,,0.3092356137931347,0.158825933933258,0.3122182488441467,25226.947372436523,20.40845649533265,,0.3469051979482174,0.1832256317138672,0.4167578220367431,24533.02899169922,14.39387861989368,,0.2524313479661941,0.1409049034118652,0.328883945941925,lama,lama,no_valid_values,lama,lama,lama,0,5,0,1,lama,True,False,False,False,False,,5.0,,category_mask_representative,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p044_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_mixed_damage_damaged.png,data/processed/restored/lama/p044_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p044_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p044_mixed_damage_opencv_lama_stable_diffusion_comparison.png
p044_scratch_thin,p044,p044_scratch_thin,scratch_thin,high_texture_brushwork,Versailles,20893.765090942383,23.837875039464063,,0.3657963768346235,0.1253157258033752,0.3348971009254455,20913.186714172363,24.939411972167026,,0.3663274977006949,0.125515341758728,0.3367446660995483,19330.773681640625,11.04412458442592,,0.2109580934047699,0.0585138797760009,0.2268584370613098,lama,lama,no_valid_values,lama,lama,lama,0,5,0,1,lama,True,False,False,False,False,,5.0,,category_mask_representative,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p044_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_scratch_thin_damaged.png,data/processed/restored/lama/p044_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p044_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p044_scratch_thin_opencv_lama_stable_diffusion_comparison.png
p014_loss_large,p014,p014_loss_large,loss_large,landscape_natural,Landscape on a River,26803.85009765625,13.426743734750737,,0.2232939302921295,-0.0114455223083496,-0.3040172159671783,27540.70709228516,17.170091929247267,,0.4130358397960663,0.164441168308258,0.3455824255943298,26834.002807617188,13.530641901476915,,0.3364683389663696,0.1319248676300048,0.2143839597702026,lama,lama,no_valid_values,lama,lama,lama,0,5,0,1,lama,True,False,False,False,False,,5.0,,category_mask_representative,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,data/processed/restored/lama/p014_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p014_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p014_loss_large_opencv_lama_stable_diffusion_comparison.png
p014_loss_small,p014,p014_loss_small,loss_small,landscape_natural,Landscape on a River,23962.766662597656,22.46071938936428,,0.2742894701659679,0.1176103949546814,0.3123480081558227,24046.542751312256,26.5792282694301,,0.2916019442491233,0.1204913854598999,0.3419457674026489,23366.703125,15.170132004652444,,0.1165874898433685,0.0695773363113403,0.2377304434776306,lama,lama,no_valid_values,lama,lama,lama,0,5,0,1,lama,True,False,False,False,False,,5.0,,category_mask_representative,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_small_damaged.png,data/processed/restored/lama/p014_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p014_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p014_loss_small_opencv_lama_stable_diffusion_comparison.png
p014_mixed_damage,p014,p014_mixed_damage,mixed_damage,landscape_natural,Landscape on a River,24221.775665283203,17.016828315192193,,0.3723422586917877,0.1601943373680114,0.4683293104171753,24338.50500488281,18.19528528922574,,0.4164317436516285,0.1896793842315673,0.6571817398071289,23335.64599609375,12.53892686948062,,0.2389728873968124,0.0638896822929382,0.2071213722229004,lama,lama,no_valid_values,lama,lama,lama,0,5,0,1,lama,True,False,False,False,False,,5.0,,category_mask_representative,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_mixed_damage_damaged.png,data/processed/restored/lama/p014_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p014_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p014_mixed_damage_opencv_lama_stable_diffusion_comparison.png
p013_scratch_thin,p013,p013_scratch_thin,scratch_thin,landscape_natural,Landscape with a Village in the Distance,40196.86880493164,20.422584694625296,,0.3745400886982679,0.1088119745254516,0.2849072217941284,40324.689712524414,22.275475739319024,,0.3798619443550706,0.1093055605888366,0.2882455587387085,38290.935546875,12.513656114906125,,0.2413711994886398,0.073251724243164,-0.0679764747619628,lama,lama,no_valid_values,lama,lama,lama,0,5,0,1,lama,True,False,False,False,False,,5.0,,category_mask_representative,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p013_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_scratch_thin_damaged.png,data/processed/restored/lama/p013_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p013_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p013_scratch_thin_opencv_lama_stable_diffusion_comparison.png
p001_loss_large,p001,p001_loss_large,loss_large,portrait_figure,Juan de Pareja,48015.95104980469,16.981298687118507,,0.3182264566421509,-0.0028921961784362,0.0418266654014587,48703.6318359375,22.215740318555344,,0.4446377009153366,0.1667868494987487,0.2536272406578064,48133.03063964844,17.532739743795705,,0.3911323845386505,0.119137167930603,0.2484029531478881,lama,lama,no_valid_values,lama,lama,lama,0,5,0,1,lama,True,False,False,False,False,,,,category_mask_representative; majority_vote_lama; stable_diffusion_zero_metric_wins,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p001_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_loss_large_damaged.png,data/processed/restored/lama/p001_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p001_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p001_loss_large_opencv_lama_stable_diffusion_comparison.png
