original_case_id,case_id,painting_id,mask_id,mask_type,category,title,uncertainty_selection_role,seed_a,seed_b,seed_pair,clip_model_name,dinov2_model_name,feature_target_size,bbox_margin,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,pairwise_clip_similarity,pairwise_dinov2_similarity,pairwise_clip_uncertainty_distance,pairwise_dinov2_uncertainty_distance
p018_loss_large,p018_loss_large,p018,p018_loss_large,loss_large,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,202,144,546,490,344,346,0.8428341150283813,0.4219296872615814,0.15716588497161865,0.5780703127384186
p018_loss_large,p018_loss_large,p018,p018_loss_large,loss_large,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,202,144,546,490,344,346,0.9094265103340149,0.6608845591545105,0.09057348966598511,0.3391154408454895
p018_loss_large,p018_loss_large,p018,p018_loss_large,loss_large,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,202,144,546,490,344,346,0.927077054977417,0.7348281145095825,0.07292294502258301,0.2651718854904175
p018_loss_large,p018_loss_large,p018,p018_loss_large,loss_large,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,202,144,546,490,344,346,0.9030028581619263,0.6708403825759888,0.09699714183807373,0.32915961742401123
p018_loss_small,p018_loss_small,p018,p018_loss_small,loss_small,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,145,663,592,663,447,0.9778722524642944,0.9569196701049805,0.022127747535705566,0.04308032989501953
p018_loss_small,p018_loss_small,p018,p018_loss_small,loss_small,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,145,663,592,663,447,0.9687984585762024,0.9603743553161621,0.031201541423797607,0.03962564468383789
p018_loss_small,p018_loss_small,p018,p018_loss_small,loss_small,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,145,663,592,663,447,0.9424459338188171,0.9450366497039795,0.05755406618118286,0.05496335029602051
p018_loss_small,p018_loss_small,p018,p018_loss_small,loss_small,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,145,663,592,663,447,0.9652726650238037,0.9617921710014343,0.03472733497619629,0.038207828998565674
p018_loss_small,p018_loss_small,p018,p018_loss_small,loss_small,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,145,663,592,663,447,0.9324755072593689,0.9400250911712646,0.0675244927406311,0.05997490882873535
p018_loss_small,p018_loss_small,p018,p018_loss_small,loss_small,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,145,663,592,663,447,0.9703129529953003,0.9709296226501465,0.029687047004699707,0.029070377349853516
p018_mixed_damage,p018_mixed_damage,p018,p018_mixed_damage,mixed_damage,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,114,768,653,768,539,0.9672253131866455,0.9432806968688965,0.03277468681335449,0.056719303131103516
p018_mixed_damage,p018_mixed_damage,p018,p018_mixed_damage,mixed_damage,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,114,768,653,768,539,0.9687067270278931,0.8597874641418457,0.031293272972106934,0.1402125358581543
p018_mixed_damage,p018_mixed_damage,p018,p018_mixed_damage,mixed_damage,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,114,768,653,768,539,0.9733145833015442,0.9594677090644836,0.02668541669845581,0.04053229093551636
p018_mixed_damage,p018_mixed_damage,p018,p018_mixed_damage,mixed_damage,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,114,768,653,768,539,0.9619163274765015,0.8674288392066956,0.038083672523498535,0.13257116079330444
p018_mixed_damage,p018_mixed_damage,p018,p018_mixed_damage,mixed_damage,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,114,768,653,768,539,0.9756306409835815,0.950322687625885,0.024369359016418457,0.04967731237411499
p018_mixed_damage,p018_mixed_damage,p018,p018_mixed_damage,mixed_damage,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,114,768,653,768,539,0.970925509929657,0.876606285572052,0.029074490070343018,0.123393714427948
p018_scratch_thin,p018_scratch_thin,p018,p018_scratch_thin,scratch_thin,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,116,768,653,768,537,0.9905841946601868,0.9775623083114624,0.009415805339813232,0.022437691688537598
p018_scratch_thin,p018_scratch_thin,p018,p018_scratch_thin,scratch_thin,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,116,768,653,768,537,0.9762663841247559,0.9665654301643372,0.02373361587524414,0.03343456983566284
p018_scratch_thin,p018_scratch_thin,p018,p018_scratch_thin,scratch_thin,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,116,768,653,768,537,0.9930569529533386,0.969963014125824,0.006943047046661377,0.030036985874176025
p018_scratch_thin,p018_scratch_thin,p018,p018_scratch_thin,scratch_thin,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,116,768,653,768,537,0.9688907861709595,0.9783226251602173,0.031109213829040527,0.021677374839782715
p018_scratch_thin,p018_scratch_thin,p018,p018_scratch_thin,scratch_thin,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,116,768,653,768,537,0.9902345538139343,0.9672828316688538,0.009765446186065674,0.03271716833114624
p018_scratch_thin,p018_scratch_thin,p018,p018_scratch_thin,scratch_thin,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,116,768,653,768,537,0.9762179255485535,0.9707202911376953,0.023782074451446533,0.029279708862304688
p021_loss_large,p021_loss_large,p021,p021_loss_large,loss_large,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,375,161,705,464,330,303,0.9539806842803955,0.807011067867279,0.04601931571960449,0.19298893213272095
p021_loss_large,p021_loss_large,p021,p021_loss_large,loss_large,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,375,161,705,464,330,303,0.9648253917694092,0.7801936268806458,0.03517460823059082,0.21980637311935425
p021_loss_large,p021_loss_large,p021,p021_loss_large,loss_large,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,375,161,705,464,330,303,0.9431183338165283,0.8080241680145264,0.05688166618347168,0.19197583198547363
p021_loss_large,p021_loss_large,p021,p021_loss_large,loss_large,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,375,161,705,464,330,303,0.9454710483551025,0.8005477786064148,0.05452895164489746,0.1994522213935852
p021_loss_large,p021_loss_large,p021,p021_loss_large,loss_large,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,375,161,705,464,330,303,0.931810200214386,0.7756536602973938,0.06818979978561401,0.2243463397026062
p021_loss_large,p021_loss_large,p021,p021_loss_large,loss_large,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,375,161,705,464,330,303,0.9726954698562622,0.759639322757721,0.027304530143737793,0.24036067724227905
p021_loss_small,p021_loss_small,p021,p021_loss_small,loss_small,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,77,0,689,768,612,768,0.9868469834327698,0.9864656925201416,0.013153016567230225,0.013534307479858398
p021_loss_small,p021_loss_small,p021,p021_loss_small,loss_small,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,77,0,689,768,612,768,0.9866880178451538,0.9837411642074585,0.013311982154846191,0.016258835792541504
p021_loss_small,p021_loss_small,p021,p021_loss_small,loss_small,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,77,0,689,768,612,768,0.9895854592323303,0.9819419384002686,0.010414540767669678,0.018058061599731445
p021_loss_small,p021_loss_small,p021,p021_loss_small,loss_small,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,77,0,689,768,612,768,0.9947958588600159,0.9894505143165588,0.005204141139984131,0.010549485683441162
p021_loss_small,p021_loss_small,p021,p021_loss_small,loss_small,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,77,0,689,768,612,768,0.9907512068748474,0.9901845455169678,0.009248793125152588,0.009815454483032227
p021_loss_small,p021_loss_small,p021,p021_loss_small,loss_small,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,77,0,689,768,612,768,0.9923176765441895,0.9888029098510742,0.007682323455810547,0.011197090148925781
p021_mixed_damage,p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,43,0,724,768,681,768,0.9817668795585632,0.9622454047203064,0.018233120441436768,0.037754595279693604
p021_mixed_damage,p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,43,0,724,768,681,768,0.9841412305831909,0.9634383916854858,0.015858769416809082,0.03656160831451416
p021_mixed_damage,p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,43,0,724,768,681,768,0.9845695495605469,0.9673930406570435,0.015430450439453125,0.03260695934295654
p021_mixed_damage,p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,43,0,724,768,681,768,0.9794358611106873,0.9681956768035889,0.020564138889312744,0.03180432319641113
p021_mixed_damage,p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,43,0,724,768,681,768,0.9849993586540222,0.9692909121513367,0.015000641345977783,0.03070908784866333
p021_mixed_damage,p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,43,0,724,768,681,768,0.9802656173706055,0.9699894785881042,0.01973438262939453,0.030010521411895752
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,43,0,724,768,681,768,0.9953348636627197,0.9830775260925293,0.0046651363372802734,0.016922473907470703
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,43,0,724,768,681,768,0.9941966533660889,0.9816244840621948,0.005803346633911133,0.018375515937805176
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,43,0,724,768,681,768,0.9930530190467834,0.9846608638763428,0.006946980953216553,0.015339136123657227
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,43,0,724,768,681,768,0.9968015551567078,0.9852750897407532,0.0031984448432922363,0.014724910259246826
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,43,0,724,768,681,768,0.9965744018554688,0.9886087775230408,0.00342559814453125,0.011391222476959229
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,43,0,724,768,681,768,0.9952902793884277,0.9843800067901611,0.004709720611572266,0.015619993209838867
p026_loss_large,p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,264,156,527,465,263,309,0.8922230005264282,0.7049849033355713,0.10777699947357178,0.2950150966644287
p026_loss_large,p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,264,156,527,465,263,309,0.9111666083335876,0.8364187479019165,0.08883339166641235,0.1635812520980835
p026_loss_large,p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,264,156,527,465,263,309,0.9037199020385742,0.8249024748802185,0.09628009796142578,0.1750975251197815
p026_loss_large,p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,264,156,527,465,263,309,0.9160986542701721,0.7070097327232361,0.08390134572982788,0.2929902672767639
p026_loss_large,p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,264,156,527,465,263,309,0.8981013298034668,0.7363163232803345,0.1018986701965332,0.2636836767196655
p026_loss_large,p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,264,156,527,465,263,309,0.9142447710037231,0.7906194925308228,0.08575522899627686,0.20938050746917725
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,244,207,713,552,469,345,0.9619037508964539,0.880596935749054,0.03809624910354614,0.11940306425094604
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,244,207,713,552,469,345,0.966679573059082,0.8998076915740967,0.03332042694091797,0.10019230842590332
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,244,207,713,552,469,345,0.9545913338661194,0.9196310043334961,0.045408666133880615,0.0803689956665039
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,244,207,713,552,469,345,0.9774167537689209,0.8653958439826965,0.0225832462310791,0.13460415601730347
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,244,207,713,552,469,345,0.9572451710700989,0.8950004577636719,0.04275482892990112,0.10499954223632812
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,244,207,713,552,469,345,0.9651358127593994,0.9276655316352844,0.034864187240600586,0.07233446836471558
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,103,768,664,768,561,0.9639527201652527,0.9566012620925903,0.036047279834747314,0.04339873790740967
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,103,768,664,768,561,0.9544305801391602,0.9606620669364929,0.045569419860839844,0.03933793306350708
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,103,768,664,768,561,0.9810092449188232,0.9625098705291748,0.018990755081176758,0.037490129470825195
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,103,768,664,768,561,0.9557359218597412,0.9649981260299683,0.04426407814025879,0.03500187397003174
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,103,768,664,768,561,0.9664121866226196,0.9568445682525635,0.03358781337738037,0.04315543174743652
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,103,768,664,768,561,0.9550868272781372,0.9582115411758423,0.04491317272186279,0.041788458824157715
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,95,103,768,532,673,429,0.9890264272689819,0.9681059122085571,0.010973572731018066,0.03189408779144287
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,95,103,768,532,673,429,0.9884434938430786,0.9679964780807495,0.011556506156921387,0.03200352191925049
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,95,103,768,532,673,429,0.984234094619751,0.9766426682472229,0.015765905380249023,0.0233573317527771
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,95,103,768,532,673,429,0.9872033596038818,0.9601179361343384,0.012796640396118164,0.03988206386566162
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,95,103,768,532,673,429,0.9887607097625732,0.981071949005127,0.011239290237426758,0.018928050994873047
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,95,103,768,532,673,429,0.9885469675064087,0.9745347499847412,0.011453032493591309,0.02546525001525879
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,408,239,740,699,332,460,0.9484653472900391,0.7499935030937195,0.05153465270996094,0.2500064969062805
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,408,239,740,699,332,460,0.9465775489807129,0.7583065032958984,0.05342245101928711,0.24169349670410156
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,408,239,740,699,332,460,0.9376177787780762,0.8047205209732056,0.06238222122192383,0.19527947902679443
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,408,239,740,699,332,460,0.9482762217521667,0.6997629404067993,0.05172377824783325,0.3002370595932007
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,408,239,740,699,332,460,0.9160675406455994,0.7531076073646545,0.08393245935440063,0.24689239263534546
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,408,239,740,699,332,460,0.9039581418037415,0.7016307711601257,0.09604185819625854,0.29836922883987427
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,51,176,754,708,703,532,0.9876658320426941,0.9535141587257385,0.012334167957305908,0.046485841274261475
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,51,176,754,708,703,532,0.9897252321243286,0.935303807258606,0.010274767875671387,0.06469619274139404
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,51,176,754,708,703,532,0.9889746904373169,0.9467872977256775,0.011025309562683105,0.05321270227432251
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,51,176,754,708,703,532,0.9906654357910156,0.9534465074539185,0.009334564208984375,0.04655349254608154
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,51,176,754,708,703,532,0.99505615234375,0.9641791582107544,0.00494384765625,0.035820841789245605
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,51,176,754,708,703,532,0.993109941482544,0.9715941548347473,0.006890058517456055,0.028405845165252686
p031_mixed_damage,p031_mixed_damage,p031,p031_mixed_damage,mixed_damage,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,openai/clip-vit-base-patch32,dinov2_vitb14,224,16,0,0,768,768,768,768,0.9888005256652832,0.9676357507705688,0.011199474334716797,0.03236424922943115
