case_id,painting_id,mask_type,texture_winner_model,texture_winner_distance,texture_winner_glcm_distance,texture_winner_gabor_distance,texture_winner_brushstroke_proxy_distance,category,lama_texture_distance,lama_brushstroke_proxy_distance,opencv_telea_texture_distance,opencv_telea_brushstroke_proxy_distance,stable_diffusion_inpainting_texture_distance,stable_diffusion_inpainting_brushstroke_proxy_distance,texture_margin_best_vs_second,painting_id_refined,mask_type_refined,category_refined,overall_metric_vote,texture_disagrees_with_refined_vote
p015_loss_small,p015,loss_small,lama,0.006748398648856307,0.004919795563186778,7.408619418437825e-06,0.0008922716462457167,landscape_natural,0.006748398648856307,0.0008922716462457167,0.025739238663238528,0.002585826961560784,0.20659196543857183,0.02387665706256284,0.01899084001438222,p015,loss_small,landscape_natural,tie_lama_opencv_telea,True
p041_scratch_thin,p041,scratch_thin,lama,0.009747237406013411,0.009966929309244194,9.156780572208664e-06,0.001139394291141577,high_texture_brushwork,0.009747237406013411,0.001139394291141577,0.028438704725541424,0.0020375748774349015,0.27663745596216954,0.01494121528610369,0.01869146731952801,p041,scratch_thin,high_texture_brushwork,opencv_telea,True
p029_scratch_thin,p029,scratch_thin,lama,0.003467779589702626,0.004109316308468966,2.9061908008519846e-06,0.00038288537655063504,architecture_structured,0.003467779589702626,0.00038288537655063504,0.018158653477129364,0.001774553900880025,0.11789017818426761,0.019649961107614525,0.014690873887426738,p029,scratch_thin,architecture_structured,opencv_telea,True
p017_scratch_thin,p017,scratch_thin,lama,0.004567033968157104,0.0031706558474944267,5.44189296118524e-06,0.0005620922887759593,landscape_natural,0.004567033968157104,0.0005620922887759593,0.01879469051966311,0.001440812981662021,0.20489208539639425,0.0364788851836385,0.014227656551506006,p017,scratch_thin,landscape_natural,opencv_telea,True
p001_mixed_damage,p001,mixed_damage,lama,0.013006389070221508,0.005289565628369816,1.4817318703134481e-05,0.0021907509391052376,portrait_figure,0.013006389070221508,0.0021907509391052376,0.026392924936438234,0.003694420865207649,0.13835827832174044,0.021604633269581137,0.013386535866216727,p001,mixed_damage,portrait_figure,tie_lama_opencv_telea,True
p027_scratch_thin,p027,scratch_thin,lama,0.0041048538788053665,0.00308496943340499,3.615229806818892e-06,0.000660943979963885,architecture_structured,0.0041048538788053665,0.000660943979963885,0.014833141010368568,0.0018484234806483504,0.12628369005148657,0.02990829187891905,0.0107282871315632,p027,scratch_thin,architecture_structured,opencv_telea,True
p033_scratch_thin,p033,scratch_thin,lama,0.0023912087681358042,0.002006168454569299,3.081031109003974e-06,0.00021502791565630153,abstraction_surrealism,0.0023912087681358042,0.00021502791565630153,0.012887537347350661,0.0009300915814872875,0.0802016613478342,0.009019752962806165,0.010496328579214858,p033,scratch_thin,abstraction_surrealism,opencv_telea,True
p050_scratch_thin,p050,scratch_thin,lama,0.003411625721257807,0.0016811032866004493,2.72547366895272e-06,0.0007059286046401393,high_texture_brushwork,0.003411625721257807,0.0007059286046401393,0.013897707762335529,0.001374863335174058,0.17189240268533543,0.027304938357363053,0.010486082041077722,p050,scratch_thin,high_texture_brushwork,opencv_telea,True
p040_scratch_thin,p040,scratch_thin,lama,0.0031097452627841774,0.0020218591475941773,3.167491281007689e-06,0.00047937320907155283,abstraction_surrealism,0.0031097452627841774,0.00047937320907155283,0.01345323550184368,0.0011993285981650597,0.09729703412248768,0.015898985793755746,0.010343490239059503,p040,scratch_thin,abstraction_surrealism,opencv_telea,True
p028_scratch_thin,p028,scratch_thin,lama,0.004460852441057764,0.002357182682702478,2.97884615370449e-06,0.0009876910352072086,architecture_structured,0.004460852441057764,0.0009876910352072086,0.014566294124156788,0.001989489608267258,0.11009444659822724,0.01259248011695957,0.010105441683099025,p028,scratch_thin,architecture_structured,opencv_telea,True
p015_scratch_thin,p015,scratch_thin,lama,0.003507279313475055,0.0013991784082186733,2.5523346938141177e-06,0.0008053636037497121,landscape_natural,0.003507279313475055,0.0008053636037497121,0.013225136159521705,0.0014315286408951324,0.17295543917879339,0.025570303006217262,0.00971785684604665,p015,scratch_thin,landscape_natural,opencv_telea,True
