case_id,painting_id,mask_type,texture_winner_model,texture_winner_distance,texture_winner_glcm_distance,texture_winner_gabor_distance,texture_winner_brushstroke_proxy_distance,category,lama_texture_distance,lama_brushstroke_proxy_distance,opencv_telea_texture_distance,opencv_telea_brushstroke_proxy_distance,stable_diffusion_inpainting_texture_distance,stable_diffusion_inpainting_brushstroke_proxy_distance,texture_margin_best_vs_second,painting_id_refined,mask_type_refined,category_refined,overall_metric_vote,texture_disagrees_with_refined_vote
p041_mixed_damage,p041,mixed_damage,lama,0.0735998601195647,0.09158213980233477,7.397794236795052e-05,0.005755582771827907,high_texture_brushwork,0.0735998601195647,0.005755582771827907,0.16603373072553665,0.01096695906239716,0.36915104552218225,0.02326501245910283,0.09243387060597195,p041,mixed_damage,high_texture_brushwork,tie_lama_opencv_telea,True
p016_mixed_damage,p016,mixed_damage,lama,0.053330717996144104,0.05685954628399353,5.505419644028268e-05,0.005204505134124247,landscape_natural,0.053330717996144104,0.005204505134124247,0.14358071755816,0.014610878128255863,0.27165939984977133,0.04869121857249079,0.09024999956201588,p016,mixed_damage,landscape_natural,tie_lama_opencv_telea,True
p034_loss_large,p034,loss_large,stable_diffusion_inpainting,0.1670050082773055,0.17440774308790952,0.00021146485190139184,0.011064290675944416,abstraction_surrealism,0.24927106619074754,0.02040865350456692,0.26185747309749347,0.02084939826277687,0.1670050082773055,0.011064290675944416,0.08226605791344205,p034,loss_large,abstraction_surrealism,lama,True
p020_loss_large,p020,loss_large,lama,0.25721157960302077,0.33114031425931223,0.0002413849933580869,0.021167944474702532,landscape_natural,0.25721157960302077,0.021167944474702532,0.7099245092451286,0.06685261165329137,0.33567270095956386,0.07402832391108774,0.0784611213565431,p020,loss_large,landscape_natural,tie_lama_opencv_telea,True
p041_loss_small,p041,loss_small,lama,0.027866983421407338,0.023831887758815437,2.3114805574594664e-05,0.00431704133613644,high_texture_brushwork,0.027866983421407338,0.00431704133613644,0.10428636670967549,0.008726106631248209,0.40371986343270677,0.0291846942811388,0.07641938328826815,p041,loss_small,high_texture_brushwork,tie_lama_opencv_telea,True
p029_loss_large,p029,loss_large,stable_diffusion_inpainting,0.20354417113781778,0.2857567579687518,5.9692019900303e-05,0.03284554119191476,architecture_structured,0.27650210422515353,0.028344658040758707,0.4748009628213854,0.053513436234853266,0.20354417113781778,0.03284554119191476,0.07295793308733575,p029,loss_large,architecture_structured,lama,True
p027_loss_large,p027,loss_large,stable_diffusion_inpainting,0.17063141545267815,0.1477207105098916,0.00010083182259038696,0.032149563566097945,architecture_structured,0.24155475193123047,0.02834581206582983,0.345601044433041,0.043553891649013944,0.17063141545267815,0.032149563566097945,0.07092333647855231,p027,loss_large,architecture_structured,lama,True
p050_loss_small,p050,loss_small,lama,0.007097815103860844,0.0033435280166956485,5.997236964979931e-06,0.001441052902578192,high_texture_brushwork,0.007097815103860844,0.001441052902578192,0.06697721801538598,0.00835730684934943,0.16814077263833413,0.019361620203620037,0.05987940291152513,p050,loss_small,high_texture_brushwork,tie_lama_opencv_telea,True
p041_loss_large,p041,loss_large,stable_diffusion_inpainting,0.41370075690575847,0.7171468803753761,0.0003119231936968636,0.021007244223861275,high_texture_brushwork,0.4726865771981592,0.03934633632555687,0.8554350090735948,0.07425800399096665,0.41370075690575847,0.021007244223861275,0.05898582029240074,p041,loss_large,high_texture_brushwork,tie_lama_opencv_telea,True
p027_loss_small,p027,loss_small,lama,0.005083121476607278,0.0024054463917602548,4.407868819466115e-06,0.0010140627831145717,architecture_structured,0.005083121476607278,0.0010140627831145717,0.046216564412113616,0.006623021563428896,0.21183153070713742,0.02646699818573449,0.04113344293550634,p027,loss_small,architecture_structured,tie_lama_opencv_telea,True
p050_mixed_damage,p050,mixed_damage,lama,0.020948501691298773,0.018035112054531878,2.201761378946287e-05,0.002550831703090233,high_texture_brushwork,0.020948501691298773,0.002550831703090233,0.06129504514281358,0.005447497756634677,0.1289103467593333,0.03023578262056773,0.04034654345151481,p050,mixed_damage,high_texture_brushwork,tie_lama_opencv_telea,True
p042_scratch_thin,p042,scratch_thin,lama,0.030499302309960036,0.03960989819188324,3.024566834021257e-05,0.0022275381803715526,high_texture_brushwork,0.030499302309960036,0.0022275381803715526,0.07072719591598758,0.0049004487114081285,0.11416829154156578,0.009476560553867037,0.04022789360602755,p042,scratch_thin,high_texture_brushwork,tie_lama_opencv_telea,True
p036_loss_large,p036,loss_large,stable_diffusion_inpainting,0.08193406562695206,0.03698530255801126,8.82573566223434e-05,0.014063777769260044,abstraction_surrealism,0.11669378342242465,0.007497232745293514,0.2829130102478694,0.028875805079176604,0.08193406562695206,0.014063777769260044,0.034759717795472586,p036,loss_large,abstraction_surrealism,lama,True
p030_loss_small,p030,loss_small,lama,0.04287145217473543,0.031708876311283093,3.7948679138775324e-05,0.006942027627041131,architecture_structured,0.04287145217473543,0.006942027627041131,0.11204052045220958,0.011453392101834124,0.07589051331305896,0.01388114956116046,0.03301906113832353,p030,loss_small,architecture_structured,tie_lama_opencv_telea,True
p019_loss_large,p019,loss_large,stable_diffusion_inpainting,0.11331072097235086,0.11062278784739209,6.717273618313567e-05,0.01967558451125825,landscape_natural,0.14519962606497572,0.013873652907251488,0.2253234146381982,0.025331855750642267,0.11331072097235086,0.01967558451125825,0.03188890509262486,p019,loss_large,landscape_natural,lama,True
p026_loss_large,p026,loss_large,stable_diffusion_inpainting,0.1564701776775231,0.08560446373188109,0.0001860370022029214,0.02233652910855818,architecture_structured,0.18803896931478348,0.03871472499289614,0.27112842753660976,0.026866562670152267,0.1564701776775231,0.02233652910855818,0.03156879163726037,p026,loss_large,architecture_structured,lama,True
p010_loss_large,p010,loss_large,lama,0.11454954168526432,0.08706853164015646,0.0001184206245086453,0.015751759341808027,portrait_figure,0.11454954168526432,0.015751759341808027,0.31632309400310493,0.03691591851315929,0.13861936394041643,0.01761732608413009,0.024069822255152112,p010,loss_large,portrait_figure,tie_lama_opencv_telea,True
p016_scratch_thin,p016,scratch_thin,lama,0.01267963100501149,0.014985834448938324,1.4635708974578909e-05,0.0008188827364262533,landscape_natural,0.01267963100501149,0.0008188827364262533,0.0362398508449378,0.0026918317771446967,0.25515656952359694,0.04157884303624774,0.02356021983992631,p016,scratch_thin,landscape_natural,tie_lama_opencv_telea,True
p026_loss_small,p026,loss_small,lama,0.0032005001901957955,0.0007429217097228394,1.371273621595935e-06,0.0009449845595565545,architecture_structured,0.0032005001901957955,0.0009449845595565545,0.026454626605506973,0.0038692041327868603,0.09268801445873771,0.014002509027186036,0.023254126415311178,p026,loss_small,architecture_structured,tie_lama_opencv_telea,True
p010_loss_small,p010,loss_small,lama,0.004400743841310493,0.003309990817037452,4.0267085690443455e-06,0.0006861767755167008,portrait_figure,0.004400743841310493,0.0006861767755167008,0.026183109766209276,0.0031875623331429855,0.1547473824441475,0.015372563369308296,0.021782365924898784,p010,loss_small,portrait_figure,tie_lama_opencv_telea,True
p049_loss_small,p049,loss_small,lama,0.018359741837390257,0.010329147682093743,1.8706776371613035e-05,0.003040134328711744,high_texture_brushwork,0.018359741837390257,0.003040134328711744,0.03960660175106445,0.0035878233599813208,0.06784655334108805,0.009367032076066257,0.021246859913674195,p049,loss_small,high_texture_brushwork,tie_lama_opencv_telea,True
p047_loss_large,p047,loss_large,stable_diffusion_inpainting,0.074033314621832,0.032127759650192385,8.087538336103376e-05,0.012711927152816105,high_texture_brushwork,0.09526126730669567,0.005053527666493268,0.13136066684132078,0.006352113144839573,0.074033314621832,0.012711927152816105,0.02122795268486366,p047,loss_large,high_texture_brushwork,lama,True
p009_scratch_thin,p009,scratch_thin,lama,0.038700704050623334,0.044273172687604674,4.018524975539378e-05,0.0033476363104765934,portrait_figure,0.038700704050623334,0.0033476363104765934,0.057800419028552874,0.004416466554914334,0.1264642346719705,0.013135564334964087,0.01909971497792954,p009,scratch_thin,portrait_figure,opencv_telea,True
