case_id,painting_id,mask_id,mask_type,category,title,artist,date,style_or_period,medium,source,source_url,license,filename,damaged_mse_opencv,damaged_mse_lama,restored_mse_opencv,restored_mse_lama,restored_mse_delta_lama_minus_opencv,mse_improvement_opencv,mse_improvement_lama,mse_improvement_delta_lama_minus_opencv,winner_mse_improvement,damaged_mae_opencv,damaged_mae_lama,restored_mae_opencv,restored_mae_lama,restored_mae_delta_lama_minus_opencv,mae_improvement_opencv,mae_improvement_lama,mae_improvement_delta_lama_minus_opencv,winner_mae_improvement,damaged_psnr_opencv,damaged_psnr_lama,restored_psnr_opencv,restored_psnr_lama,restored_psnr_delta_lama_minus_opencv,psnr_improvement_opencv,psnr_improvement_lama,psnr_improvement_delta_lama_minus_opencv,winner_psnr_improvement,damaged_lpips_opencv,damaged_lpips_lama,restored_lpips_opencv,restored_lpips_lama,restored_lpips_delta_lama_minus_opencv,lpips_improvement_opencv,lpips_improvement_lama,lpips_improvement_delta_lama_minus_opencv,winner_lpips_improvement,clip_damaged_similarity_opencv,clip_damaged_similarity_lama,clip_restored_similarity_opencv,clip_restored_similarity_lama,clip_restored_similarity_delta_lama_minus_opencv,clip_similarity_improvement_opencv,clip_similarity_improvement_lama,clip_similarity_improvement_delta_lama_minus_opencv,winner_clip_similarity_improvement,dinov2_damaged_similarity_opencv,dinov2_damaged_similarity_lama,dinov2_restored_similarity_opencv,dinov2_restored_similarity_lama,dinov2_restored_similarity_delta_lama_minus_opencv,dinov2_similarity_improvement_opencv,dinov2_similarity_improvement_lama,dinov2_similarity_improvement_delta_lama_minus_opencv,winner_dinov2_similarity_improvement,clean_path,damaged_path,mask_path,restored_path_opencv,restored_path_lama,lama_metric_wins,opencv_metric_wins,metric_ties,overall_metric_vote,clean_path_resolved,damaged_path_resolved,mask_path_resolved,restored_path_opencv_resolved,restored_path_lama_resolved,lama_mse_win_but_dinov2_loss,lama_lpips_win_but_dinov2_loss,opencv_mse_loss_but_dinov2_win,opencv_lpips_loss_but_dinov2_win,lama_all_main_metrics_win,opencv_all_main_metrics_win,mixed_metric_outcome,selection_reason,selection_metric,comparison_figure_path
p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/View-of-a-Village-along-a-River--c8cdc4675af3869fd7e7c95e32ddb396,Public domain,p026.jpg,21100.6484375,21100.646484375,163.0841827392578,198.9805145263672,35.896331787109375,20937.564254760742,20901.665969848636,-35.89828491210574,opencv,137.52960205078125,137.52960205078125,7.896690845489502,9.485340118408203,1.5886492729187012,129.63291120529175,128.04426193237305,-1.5886492729187012,opencv,4.887845591957633,4.887845993950705,26.006685192768785,25.142698113326304,-0.8639870794424809,21.118839600811157,20.2548521193756,-0.8639874814355579,opencv,0.2837904095649719,0.2837904095649719,0.0014231037348508,0.0025148163549602,0.0010917126201094001,0.282367305830121,0.2812755932100117,-0.0010917126201092642,opencv,0.8981180787086487,0.8981181979179382,0.9990495443344116,0.9994940161705016,0.00044447183608997687,0.1009314656257629,0.1013758182525634,0.0004443526268004955,lama,0.8507537841796875,0.8507537841796875,0.999609351158142,0.9990281462669371,-0.000581204891204834,0.1488555669784546,0.1482743620872497,-0.0005812048912048895,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p026_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p026_scratch_thin_restored_lama.png,1,3,0,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p026_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p026_scratch_thin_restored_lama.png,False,False,False,False,False,False,True,Strongest OpenCV advantage by mask-bbox LPIPS improvement,lpips_improvement_delta_lama_minus_opencv,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_vs_lama\p026_scratch_thin_opencv_vs_lama.png
p030_scratch_thin,p030,p030_scratch_thin,scratch_thin,architecture_structured,Interior with Five Women,attributed to Dirck van Delen,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Interior-with-Five-Women--63cf18ae6e46b04ce56858f17cb88a40,Public domain,p030.jpg,35551.796875,35551.796875,67.81642150878906,92.15890502929688,24.342483520507812,35483.98045349121,35459.6379699707,-24.342483520507812,opencv,186.10997009277344,186.10997009277344,5.277980804443359,6.721989631652832,1.4440088272094727,180.83198928833008,179.3879804611206,-1.4440088272094727,opencv,2.622188049392319,2.622188049392319,29.817454913796773,28.48543054755779,-1.3320243662389828,27.19526686440445,25.86324249816547,-1.3320243662389792,opencv,0.3460116386413574,0.3460116386413574,0.0009456563857384,0.0020837939810007,0.0011381375952623,0.345065982255619,0.3439278446603566,-0.001138137595262434,opencv,0.8035192489624023,0.8035193681716919,0.9998231530189514,0.9996075630187988,-0.0002155900001525879,0.196303904056549,0.1960881948471069,-0.00021570920944208316,opencv,0.826187014579773,0.826187014579773,0.9994170665740968,0.999385952949524,-3.1113624572753906e-05,0.1732300519943237,0.1731989383697509,-3.111362457280942e-05,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p030_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p030_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p030_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p030_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p030_scratch_thin_restored_lama.png,0,4,0,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p030_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p030_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p030_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p030_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p030_scratch_thin_restored_lama.png,False,False,False,False,False,True,False,Strongest OpenCV advantage by mask-bbox LPIPS improvement,lpips_improvement_delta_lama_minus_opencv,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_vs_lama\p030_scratch_thin_opencv_vs_lama.png
p050_loss_large,p050,p050_loss_large,loss_large,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436090,Public Domain / Open Access,p050.jpg,37005.27734375,37005.2734375,834.8366088867188,688.6293334960938,-146.207275390625,36170.44073486328,36316.64410400391,146.20336914063228,lama,189.58547973632807,189.58547973632807,22.01317024230957,19.48756599426269,-2.5256042480468786,167.57230949401855,170.09791374206543,2.525604248046875,lama,2.448166973999462,2.448167432437562,18.914788755668678,19.75094842493221,0.8361596692635338,16.46662178166921,17.30278099249465,0.8361592108254392,lama,0.6429330110549927,0.6429330110549927,0.4399030804634094,0.2250190079212188,-0.21488407254219064,0.2030299305915832,0.4179140031337738,0.2148840725421906,lama,0.5895630717277527,0.5895628929138184,0.6521875858306885,0.9337325096130372,0.28154492378234874,0.0626245141029357,0.3441696166992187,0.281545102596283,lama,0.3117512464523315,0.3117512464523315,0.1889421641826629,0.6861376166343689,0.497195452451706,-0.1228090822696685,0.3743863701820373,0.4971954524517058,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p050_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p050_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p050_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p050_loss_large_restored_opencv_telea.png,data/processed/restored/lama/p050_loss_large_restored_lama.png,4,0,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p050_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p050_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p050_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p050_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p050_loss_large_restored_lama.png,False,False,False,False,True,False,False,Strongest LaMa advantage by mask-bbox LPIPS improvement,lpips_improvement_delta_lama_minus_opencv,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_vs_lama\p050_loss_large_opencv_vs_lama.png
p044_loss_small,p044,p044_loss_small,loss_small,high_texture_brushwork,Versailles,Auguste Renoir,1900-1905,Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/459113,Public Domain / Open Access,p044.jpg,22190.2421875,22190.244140625,144.6596221923828,129.7860107421875,-14.873611450195312,22045.582565307617,22060.45812988281,14.875564575191675,lama,140.22137451171875,140.22137451171875,7.776611328125,8.152193069458008,0.3755817413330078,132.44476318359375,132.06918144226074,-0.3755817413330078,opencv,4.669183186574949,4.669182804320729,26.52733034352476,26.99852477223977,0.47119442871500894,21.85814715694981,22.32934196791904,0.4711948109692301,lama,0.2918889820575714,0.2918889820575714,0.0275847259908914,0.0132863000035285,-0.014298425987362902,0.2643042560666799,0.2786026820540428,0.014298425987362917,lama,0.8543022871017456,0.8543024659156799,0.9953379034996032,0.9995065927505492,0.004168689250946045,0.1410356163978576,0.1452041268348693,0.004168510437011691,lama,0.6768215894699097,0.6768215894699097,0.9862058758735656,0.9987351298332214,0.012529253959655873,0.309384286403656,0.3219135403633117,0.012529253959655706,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p044_loss_small_restored_opencv_telea.png,data/processed/restored/lama/p044_loss_small_restored_lama.png,4,0,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p044_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p044_loss_small_restored_lama.png,False,False,False,False,True,False,False,Representative category example,lama_metric_wins,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_vs_lama\p044_loss_small_opencv_vs_lama.png
p042_scratch_thin,p042,p042_scratch_thin,scratch_thin,high_texture_brushwork,View of Beirut,Jules Coignet,,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/438634,Public Domain / Open Access,p042.jpg,24037.111328125,24037.111328125,1451.43896484375,730.967041015625,-720.471923828125,22585.67236328125,23306.14428710937,720.4719238281214,lama,140.87844848632812,140.87844848632812,17.56171989440918,14.547799110412598,-3.013920783996582,123.31672859191896,126.33064937591551,3.0139207839965536,lama,4.3219808595794325,4.3219808595794325,16.51281583041856,19.491825656169475,2.9790098257509143,12.190834970839129,15.16984479659004,2.979009825750911,lama,0.1966279447078704,0.1966279447078704,0.0099083967506885,0.0049727666191756,-0.004935630131512901,0.1867195479571819,0.1916551780886948,0.004935630131512908,lama,0.8784406781196594,0.8784406185150146,0.9988328218460084,0.9982349872589112,-0.000597834587097168,0.1203921437263488,0.1197943687438964,-0.0005977749824523926,opencv,0.7998681664466858,0.7998681664466858,0.9973955154418944,0.995954692363739,-0.0014408230781554066,0.1975273489952087,0.1960865259170532,-0.0014408230781555176,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p042_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p042_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p042_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p042_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p042_scratch_thin_restored_lama.png,2,2,0,mixed_tie,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p042_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p042_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p042_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p042_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p042_scratch_thin_restored_lama.png,True,True,True,True,False,False,True,Metric disagreement case,mixed_metric_outcome,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_vs_lama\p042_scratch_thin_opencv_vs_lama.png
p048_scratch_thin,p048,p048_scratch_thin,scratch_thin,high_texture_brushwork,A Farm in Brittany,Paul Gauguin,1894,Post-Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436448,Public Domain / Open Access,p048.jpg,35177.01953125,35177.015625,356.1049194335937,104.56332397460938,-251.54159545898432,34820.914611816406,35072.45230102539,251.53768920898438,lama,183.1444396972656,183.1444396972656,9.26237964630127,6.999411582946777,-2.262968063354492,173.88206005096436,176.14502811431885,2.262968063354492,lama,2.668213209700577,2.6682136919651174,22.6150238756404,27.93700980242577,5.32198592678537,19.94681066593982,25.26879611046065,5.321985444520827,lama,0.3053283989429474,0.3053283989429474,0.0076609579846262,0.0010751992231234,-0.006585758761502801,0.2976674409583211,0.3042531997198239,0.006585758761502802,lama,0.9116736054420472,0.9116735458374025,0.9988649487495422,0.99978905916214,0.0009241104125977673,0.0871913433074951,0.0881155133247375,0.00092417001724239,lama,0.7975946664810181,0.7975946664810181,0.9995534420013428,0.9994210600852966,-0.00013238191604614258,0.2019587755203247,0.2018263936042785,-0.0001323819160461981,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p048_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p048_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p048_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p048_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p048_scratch_thin_restored_lama.png,3,1,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p048_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p048_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p048_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p048_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p048_scratch_thin_restored_lama.png,True,True,True,True,False,False,True,Metric disagreement case,mixed_metric_outcome,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_vs_lama\p048_scratch_thin_opencv_vs_lama.png
p049_scratch_thin,p049,p049_scratch_thin,scratch_thin,high_texture_brushwork,Peonies,Édouard Manet,1864-65,Modern French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436961,Public Domain / Open Access,p049.jpg,37265.9140625,37265.9140625,140.28182983398438,101.66558837890624,-38.61624145507814,37125.632232666016,37164.24847412109,38.61624145507085,lama,189.39894104003903,189.39894104003903,6.619678020477295,6.556119918823242,-0.06355810165405273,182.77926301956177,182.84282112121585,0.06355810165408116,lama,2.4176858274746587,2.4176858274746587,26.660789386911,28.059063824398788,1.398274437487789,24.24310355943634,25.641377996924128,1.398274437487789,lama,0.2127646803855896,0.2127646803855896,0.0017554900841787,0.0008147057378664,-0.0009407843463123,0.2110091903014108,0.2119499746477231,0.0009407843463123122,lama,0.8956949710845947,0.8956949710845947,0.9998419284820556,0.9997805953025818,-6.133317947376593e-05,0.1041469573974609,0.104085624217987,-6.133317947389083e-05,opencv,0.9298093318939208,0.9298093318939208,0.9997642040252686,0.999499261379242,-0.0002649426460265003,0.0699548721313476,0.069689929485321,-0.00026494264602659745,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p049_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p049_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p049_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p049_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p049_scratch_thin_restored_lama.png,2,2,0,mixed_tie,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p049_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p049_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p049_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p049_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p049_scratch_thin_restored_lama.png,True,True,True,True,False,False,True,Metric disagreement case,mixed_metric_outcome,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_vs_lama\p049_scratch_thin_opencv_vs_lama.png
p011_loss_large,p011,p011_loss_large,loss_large,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436558,Public Domain / Open Access,p011.jpg,19284.466796875,19284.46875,287.2887268066406,107.86985778808594,-179.4188690185547,18997.17807006836,19176.598892211918,179.42082214355833,lama,138.14784240722656,138.14785766601562,12.447736740112305,8.049874305725098,-4.397862434387207,125.70010566711426,130.09798336029053,4.3978776931762695,lama,5.278727254634247,5.278726814782122,23.547617762324727,27.801802546937797,4.25418478461307,18.26889050769048,22.52307573215567,4.254185224465193,lama,0.6593158841133118,0.6593158841133118,0.3002504110336303,0.125665545463562,-0.1745848655700683,0.3590654730796814,0.5336503386497498,0.17458486557006836,lama,0.8100756406784058,0.8100756406784058,0.8176960945129395,0.9929659366607666,0.17526984214782715,0.0076204538345336,0.1828902959823608,0.1752698421478272,lama,0.4884160757064819,0.4884160757064819,0.4002902507781982,0.9604262709617616,0.5601360201835635,-0.0881258249282836,0.4720101952552795,0.5601360201835631,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p011_loss_large_restored_opencv_telea.png,data/processed/restored/lama/p011_loss_large_restored_lama.png,4,0,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p011_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p011_loss_large_restored_lama.png,False,False,False,False,True,False,False,Strongest LaMa advantage by mask-bbox DINOv2 improvement,dinov2_similarity_improvement_delta_lama_minus_opencv,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_vs_lama\p011_loss_large_opencv_vs_lama.png
p014_loss_large,p014,p014_loss_large,loss_large,landscape_natural,Landscape on a River,Charles-François Daubigny,,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg,28079.44921875,28079.447265625,1275.59912109375,538.7401733398438,-736.8589477539062,26803.85009765625,27540.70709228516,736.8569946289099,lama,162.16506958007812,162.16505432128906,22.84838485717773,15.684632301330566,-7.163752555847164,139.3166847229004,146.4804220199585,7.1637372970581055,lama,3.646917760569937,3.646918062652584,17.07366149532067,20.81700999189985,3.7433484965791806,13.426743734750737,17.170091929247267,3.74334819449653,lama,0.5740740299224854,0.5740740299224854,0.3507800996303558,0.161038190126419,-0.18974190950393677,0.2232939302921295,0.4130358397960663,0.1897419095039368,lama,0.7785896062850952,0.7785895466804504,0.7671440839767456,0.9430307149887084,0.17588663101196278,-0.0114455223083496,0.164441168308258,0.1758866906166076,lama,0.5308947563171387,0.5308947563171387,0.2268775403499603,0.8764771819114685,0.6495996415615082,-0.3040172159671783,0.3455824255943298,0.6495996415615081,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_loss_large_restored_opencv_telea.png,data/processed/restored/lama/p014_loss_large_restored_lama.png,4,0,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p014_loss_large_restored_lama.png,False,False,False,False,True,False,False,Strongest LaMa advantage by mask-bbox DINOv2 improvement,dinov2_similarity_improvement_delta_lama_minus_opencv,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_vs_lama\p014_loss_large_opencv_vs_lama.png
p015_loss_large,p015,p015_loss_large,loss_large,landscape_natural,Landscape,Henri-Joseph Harpignies,,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/337306,Public Domain / Open Access,p015.jpg,21676.654296875,21676.65234375,746.0596313476562,873.4074096679688,127.3477783203125,20930.594665527344,20803.24493408203,-127.3497314453125,opencv,142.95252990722656,142.95252990722656,20.29224395751953,22.026811599731445,1.734567642211914,122.66028594970705,120.92571830749512,-1.7345676422119283,opencv,4.770881094099279,4.770881485410333,19.403068195477445,18.718634888719397,-0.6844333067580486,14.632187101378166,13.94775340330906,-0.6844336980691068,opencv,0.6520757675170898,0.6520757675170898,0.4836895167827606,0.2306113094091415,-0.2530782073736191,0.1683862507343292,0.4214644581079483,0.2530782073736191,lama,0.7769405245780945,0.7769404649734497,0.730167031288147,0.9411978721618652,0.21103084087371826,-0.0467734932899475,0.1642574071884155,0.211030900478363,lama,0.5043560266494751,0.5043560266494751,0.3069872856140136,0.8478283882141113,0.5408411026000977,-0.1973687410354614,0.3434723615646362,0.5408411026000975,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_loss_large_restored_opencv_telea.png,data/processed/restored/lama/p015_loss_large_restored_lama.png,3,1,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p015_loss_large_restored_lama.png,False,False,False,False,False,False,True,Strongest LaMa advantage by mask-bbox DINOv2 improvement; Strongest LaMa advantage by mask-bbox LPIPS improvement,dinov2_similarity_improvement_delta_lama_minus_opencv; lpips_improvement_delta_lama_minus_opencv,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_vs_lama\p015_loss_large_opencv_vs_lama.png
p016_loss_large,p016,p016_loss_large,loss_large,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/343423,Public Domain / Open Access,p016.jpg,12954.50390625,12954.5029296875,1693.2373046875,1329.1085205078125,-364.1287841796875,11261.2666015625,11625.394409179688,364.1278076171875,lama,105.2259521484375,105.2259521484375,30.374732971191406,28.000402450561523,-2.374330520629883,74.8512191772461,77.22554969787598,2.374330520629883,lama,7.006595745691026,7.006596073079652,15.843625327683592,16.895199187260744,1.051573859577152,8.837029581992567,9.888603114181093,1.0515735321885256,lama,0.526730477809906,0.526730477809906,0.4351871609687805,0.2182901054620742,-0.21689705550670632,0.0915433168411254,0.3084403723478317,0.21689705550670632,lama,0.7690346240997314,0.769034743309021,0.7924277186393738,0.9788289070129396,0.18640118837356578,0.0233930945396423,0.2097941637039184,0.1864010691642761,lama,0.7273192405700684,0.7273192405700684,0.4289102554321289,0.9232769012451172,0.4943666458129883,-0.2984089851379394,0.1959576606750488,0.49436664581298817,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_loss_large_restored_opencv_telea.png,data/processed/restored/lama/p016_loss_large_restored_lama.png,4,0,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p016_loss_large_restored_lama.png,False,False,False,False,True,False,False,Strongest LaMa advantage by mask-bbox LPIPS improvement,lpips_improvement_delta_lama_minus_opencv,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_vs_lama\p016_loss_large_opencv_vs_lama.png
