case_id,painting_id,mask_id,mask_type,category,title,opencv_telea_clip_improvement,opencv_telea_dinov2_improvement,lama_clip_improvement,lama_dinov2_improvement,stable_diffusion_inpainting_clip_improvement,stable_diffusion_inpainting_dinov2_improvement,winner_clip_improvement,winner_dinov2_improvement
p015_scratch_thin,p015,p015_scratch_thin,scratch_thin,landscape_natural,Landscape,0.0798462629318237,0.3343988060951233,0.0798993706703186,0.3343613147735595,0.0657161474227905,0.2164626121520996,lama,opencv_telea
p016_loss_large,p016,p016_loss_large,loss_large,landscape_natural,Wooded Landscape with a House beside a River,0.0233930945396423,-0.2984089851379394,0.2097941637039184,0.1959576606750488,0.1655480861663818,0.0975992679595947,lama,lama
p016_loss_small,p016,p016_loss_small,loss_small,landscape_natural,Wooded Landscape with a House beside a River,0.1186209321022033,0.0704962611198425,0.1241198182106018,0.0959588289260864,0.0872040390968322,0.0305869579315185,lama,lama
p016_mixed_damage,p016,p016_mixed_damage,mixed_damage,landscape_natural,Wooded Landscape with a House beside a River,0.1667985320091247,0.1875715255737304,0.1819378137588501,0.3077877163887024,0.1614837646484375,0.2564638257026672,lama,lama
p016_scratch_thin,p016,p016_scratch_thin,scratch_thin,landscape_natural,Wooded Landscape with a House beside a River,0.03790283203125,0.0624782443046569,0.0378718376159668,0.0624757409095764,0.0023524761199951,-0.0062337517738342,opencv_telea,opencv_telea
p017_loss_large,p017,p017_loss_large,loss_large,landscape_natural,Picturesque Landscape,-0.0309364795684814,-0.2869917154312134,0.0872251391410827,0.1792643070220947,0.0748223662376403,0.0428134202957153,lama,lama
p017_loss_small,p017,p017_loss_small,loss_small,landscape_natural,Picturesque Landscape,0.0599246025085449,0.0415471196174621,0.068824291229248,0.0927783846855163,0.0533778667449951,0.0323911309242248,lama,lama
p017_mixed_damage,p017,p017_mixed_damage,mixed_damage,landscape_natural,Picturesque Landscape,0.0769343376159668,0.2841296195983886,0.0941509008407592,0.3726167678833008,0.0706003308296203,0.3208771347999573,lama,lama
p017_scratch_thin,p017,p017_scratch_thin,scratch_thin,landscape_natural,Picturesque Landscape,0.0260106921195983,0.084892451763153,0.0257405638694763,0.0835596323013305,0.0049807429313659,0.036929965019226,opencv_telea,opencv_telea
p018_loss_large,p018,p018_loss_large,loss_large,landscape_natural,Classical Landscape with Figures,0.0686316490173339,-0.1257827281951904,0.2010728120803833,0.08487468957901,0.0589441657066345,0.0909712314605712,lama,stable_diffusion_inpainting
p018_loss_small,p018,p018_loss_small,loss_small,landscape_natural,Classical Landscape with Figures,0.1286853551864624,0.040526807308197,0.1363428831100464,0.0610690116882324,0.0989964008331298,0.000497817993164,lama,lama
p018_mixed_damage,p018,p018_mixed_damage,mixed_damage,landscape_natural,Classical Landscape with Figures,0.1662093997001648,0.0948591232299804,0.1802831292152404,0.1432873010635376,0.1264335513114929,0.0143761038780212,lama,lama
p018_scratch_thin,p018,p018_scratch_thin,scratch_thin,landscape_natural,Classical Landscape with Figures,0.1575624942779541,0.1463217139244079,0.1578343510627746,0.1473528146743774,0.0600785613059997,0.0075247287750244,lama,lama
p019_loss_large,p019,p019_loss_large,loss_large,landscape_natural,Evening: Landscape with an Aqueduct,0.0080465078353881,-0.1018826961517334,0.1492893695831298,0.1008278131484985,0.1403539776802063,0.0417901277542114,lama,lama
p019_loss_small,p019,p019_loss_small,loss_small,landscape_natural,Evening: Landscape with an Aqueduct,0.0889493823051452,0.0152899622917175,0.0898062586784362,0.0167474746704101,0.0793157219886779,-0.0176209211349487,lama,lama
p019_mixed_damage,p019,p019_mixed_damage,mixed_damage,landscape_natural,Evening: Landscape with an Aqueduct,0.1333537101745605,0.0948573946952819,0.1603080034255981,0.1197667121887207,0.1139929294586181,0.0278804898262023,lama,lama
