case_id,painting_id,mask_id,mask_type,category,title,opencv_telea_clip_improvement,opencv_telea_dinov2_improvement,lama_clip_improvement,lama_dinov2_improvement,stable_diffusion_inpainting_clip_improvement,stable_diffusion_inpainting_dinov2_improvement,winner_clip_improvement,winner_dinov2_improvement
p029_loss_large,p029,p029_loss_large,loss_large,architecture_structured,"The Trading Post of the Dutch East India Company in Hooghly, Bengal",0.0462344288825988,-0.0558852553367614,0.1483440995216369,0.0284815430641174,0.0731165409088134,-0.1641303896903991,lama,lama
p029_loss_small,p029,p029_loss_small,loss_small,architecture_structured,"The Trading Post of the Dutch East India Company in Hooghly, Bengal",0.0816797614097595,0.0169413089752197,0.0927768945693969,0.0393027067184448,0.0389434695243835,-0.0261192321777343,lama,lama
p029_mixed_damage,p029,p029_mixed_damage,mixed_damage,architecture_structured,"The Trading Post of the Dutch East India Company in Hooghly, Bengal",0.1516043543815612,0.0887613296508789,0.1608136296272277,0.1110081076622009,0.0974428653717041,-0.0406013131141662,lama,lama
p029_scratch_thin,p029,p029_scratch_thin,scratch_thin,architecture_structured,"The Trading Post of the Dutch East India Company in Hooghly, Bengal",0.0916076302528381,0.0788788795471191,0.0915165543556213,0.0791146159172058,0.0702811479568481,-0.004509687423706,opencv_telea,lama
p030_loss_large,p030,p030_loss_large,loss_large,architecture_structured,Interior with Five Women,0.0300440192222595,-0.2441242337226867,0.10984468460083,0.1260564923286438,0.1076409220695495,0.0414581298828125,lama,lama
p030_loss_small,p030,p030_loss_small,loss_small,architecture_structured,Interior with Five Women,0.1153820157051086,0.0156556367874145,0.1128087639808654,0.0196432471275329,0.0996517539024353,-0.0052603483200073,opencv_telea,lama
p030_mixed_damage,p030,p030_mixed_damage,mixed_damage,architecture_structured,Interior with Five Women,0.1956048011779785,0.0591245889663696,0.2121652364730835,0.2249278426170349,0.1824560761451721,0.1696094870567321,lama,lama
p030_scratch_thin,p030,p030_scratch_thin,scratch_thin,architecture_structured,Interior with Five Women,0.196303904056549,0.1732300519943237,0.1960881948471069,0.1731989383697509,0.0720787048339843,-0.0077072381973266,opencv_telea,opencv_telea
p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),0.1052403450012207,-0.0823445320129394,0.1617999672889709,0.0715177059173584,0.1481353044509887,0.0635701417922973,lama,lama
p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),0.0486063361167907,0.0209041833877563,0.0526665449142456,0.0375400781631469,0.0327880382537841,0.0023928880691528,lama,lama
p031_mixed_damage,p031,p031_mixed_damage,mixed_damage,abstraction_surrealism,Improvisation No. 30 (Cannons),0.0687707066535949,0.1111024618148803,0.0725948810577392,0.1257736086845398,0.031994879245758,0.0817086696624755,lama,lama
p031_scratch_thin,p031,p031_scratch_thin,scratch_thin,abstraction_surrealism,Improvisation No. 30 (Cannons),0.0547370910644531,0.1075204610824585,0.054590880870819,0.1056984066963195,0.0165656208992004,0.0226385593414306,opencv_telea,opencv_telea
p032_loss_large,p032,p032_loss_large,loss_large,abstraction_surrealism,Composition (No. 1) Gray-Red,-0.0053284168243408,-0.0139164328575134,0.061410367488861,0.1961848735809326,0.0554040074348449,0.1762329936027526,lama,lama
p032_loss_small,p032,p032_loss_small,loss_small,abstraction_surrealism,Composition (No. 1) Gray-Red,0.0758719444274902,0.000820517539978,0.0986987352371215,0.0520140528678894,0.092082142829895,0.0343816876411438,lama,lama
p032_mixed_damage,p032,p032_mixed_damage,mixed_damage,abstraction_surrealism,Composition (No. 1) Gray-Red,0.0361467003822326,0.0047677755355834,0.0633500218391418,0.144346535205841,0.0400010347366333,0.0522945523262023,lama,lama
p032_scratch_thin,p032,p032_scratch_thin,scratch_thin,abstraction_surrealism,Composition (No. 1) Gray-Red,0.0361457467079162,0.1979222297668457,0.0373775362968444,0.218056321144104,-0.0107872486114501,-0.0238412618637084,lama,lama
p033_loss_large,p033,p033_loss_large,loss_large,abstraction_surrealism,Movement,-0.0079885721206665,-0.1372873783111572,0.096118152141571,0.0653787851333618,0.034504234790802,-0.1113383769989013,lama,lama
p033_loss_small,p033,p033_loss_small,loss_small,abstraction_surrealism,Movement,0.0346376895904541,0.0077094435691833,0.0368621349334716,0.0301916599273681,0.0235408544540405,0.0058739781379699,lama,lama
p033_mixed_damage,p033,p033_mixed_damage,mixed_damage,abstraction_surrealism,Movement,0.0322310328483581,0.0586774349212646,0.042694866657257,0.0692540407180786,0.0326557159423828,0.0631607770919799,lama,lama
p033_scratch_thin,p033,p033_scratch_thin,scratch_thin,abstraction_surrealism,Movement,0.0384728908538818,0.0638846158981323,0.0384192466735839,0.0638343691825866,0.0131675004959106,0.0051045417785644,opencv_telea,opencv_telea
p034_loss_large,p034,p034_loss_large,loss_large,abstraction_surrealism,Painting with Green Center,0.0676286816596984,-0.1737364530563354,0.098178744316101,0.1560052633285522,0.0948108434677124,0.1366048455238342,lama,lama
p034_loss_small,p034,p034_loss_small,loss_small,abstraction_surrealism,Painting with Green Center,0.0253113508224487,0.0344797372817993,0.0266960859298706,0.041860818862915,0.0139082670211792,0.0173852443695068,lama,lama
p034_mixed_damage,p034,p034_mixed_damage,mixed_damage,abstraction_surrealism,Painting with Green Center,0.0671939849853515,0.0650529861450195,0.0698131322860717,0.0823502540588378,0.0384610295295715,0.0366089344024658,lama,lama
p034_scratch_thin,p034,p034_scratch_thin,scratch_thin,abstraction_surrealism,Painting with Green Center,0.047992467880249,0.066820740699768,0.0482544898986816,0.0668405294418335,0.0238109230995178,0.0049842000007629,lama,lama
p035_loss_large,p035,p035_loss_large,loss_large,abstraction_surrealism,The Bewitched Mill,0.0880398154258728,-0.0701621770858764,0.1628056764602661,0.0876283049583435,0.1527618169784546,0.0406903624534606,lama,lama
p035_loss_small,p035,p035_loss_small,loss_small,abstraction_surrealism,The Bewitched Mill,0.0375831723213195,0.0114635229110717,0.0432174801826477,0.0148804783821105,0.0175264477729797,-0.0228593945503234,lama,lama
p035_mixed_damage,p035,p035_mixed_damage,mixed_damage,abstraction_surrealism,The Bewitched Mill,0.0431513786315918,0.0794994235038757,0.0476488471031188,0.1100285649299621,0.0222783684730529,0.0621337294578552,lama,lama
p035_scratch_thin,p035,p035_scratch_thin,scratch_thin,abstraction_surrealism,The Bewitched Mill,0.0155093073844909,0.0332922339439392,0.0154281854629516,0.0328086018562316,-0.0075127482414245,-0.0291719436645507,opencv_telea,opencv_telea
p036_loss_large,p036,p036_loss_large,loss_large,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",0.0155926346778869,-0.0792058110237121,0.0400009155273437,0.031190812587738,0.0169072151184082,-0.031297743320465,lama,lama
p036_loss_small,p036,p036_loss_small,loss_small,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",0.0748354792594909,0.0067190527915954,0.0691342949867248,0.0234201550483703,0.061913788318634,-0.0089855194091796,opencv_telea,lama
p036_mixed_damage,p036,p036_mixed_damage,mixed_damage,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",0.1175169944763183,0.006687045097351,0.1185312271118164,0.0088095664978027,0.0753332376480102,-0.0408766269683837,lama,lama
p036_scratch_thin,p036,p036_scratch_thin,scratch_thin,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",0.0737302303314209,0.0181261301040649,0.0727741718292236,0.0065228939056396,0.0181103944778442,-0.0856890678405761,opencv_telea,opencv_telea
p037_loss_large,p037,p037_loss_large,loss_large,abstraction_surrealism,In the Sea,0.0630731582641601,-0.0893460512161254,0.1647880673408508,0.0804858207702636,0.1687482595443725,0.0161963701248168,stable_diffusion_inpainting,lama
p037_loss_small,p037,p037_loss_small,loss_small,abstraction_surrealism,In the Sea,0.093730628490448,0.0415872931480407,0.09527188539505,0.0534538030624389,0.0566115975379943,-0.0033158063888549,lama,lama
p037_mixed_damage,p037,p037_mixed_damage,mixed_damage,abstraction_surrealism,In the Sea,0.1705666184425354,0.037624716758728,0.1854459643363952,0.1541696786880493,0.1607309579849243,0.003908634185791,lama,lama
p037_scratch_thin,p037,p037_scratch_thin,scratch_thin,abstraction_surrealism,In the Sea,0.1917739510536193,0.0898695588111877,0.1915016174316406,0.0895138382911682,0.1726832389831543,-0.0182195305824279,opencv_telea,opencv_telea
p038_loss_large,p038,p038_loss_large,loss_large,abstraction_surrealism,Mahana no atua (Day of the God),0.0703288316726684,-0.2056508660316467,0.1703246831893921,0.0379266738891601,0.1486642360687255,0.0043460130691528,lama,lama
p038_loss_small,p038,p038_loss_small,loss_small,abstraction_surrealism,Mahana no atua (Day of the God),0.029893159866333,0.0261692404747009,0.0321210622787475,0.0315263271331787,-0.0139362812042236,-0.0408011674880981,lama,lama
p038_mixed_damage,p038,p038_mixed_damage,mixed_damage,abstraction_surrealism,Mahana no atua (Day of the God),0.1576398611068725,0.1418688297271728,0.1639193296432495,0.1481242179870605,0.1359586119651794,0.1109453439712524,lama,lama
p038_scratch_thin,p038,p038_scratch_thin,scratch_thin,abstraction_surrealism,Mahana no atua (Day of the God),0.1081551909446716,0.1177987456321716,0.1083552241325378,0.1191315650939941,0.0828475356101989,0.0321433544158935,lama,lama
p039_loss_large,p039,p039_loss_large,loss_large,abstraction_surrealism,Painting with Troika,0.0513061881065368,-0.0282692909240722,0.1686205863952636,0.1372830867767334,0.1096891164779663,-0.0538683533668518,lama,lama
p039_loss_small,p039,p039_loss_small,loss_small,abstraction_surrealism,Painting with Troika,0.0886117815971374,0.0259320139884948,0.0897074341773986,0.0480349659919738,0.0787193775177002,0.0121887326240539,lama,lama
p039_mixed_damage,p039,p039_mixed_damage,mixed_damage,abstraction_surrealism,Painting with Troika,0.0692705512046814,0.1654664874076843,0.0835022926330566,0.2039247751235962,0.063003659248352,0.0475857853889465,lama,lama
p039_scratch_thin,p039,p039_scratch_thin,scratch_thin,abstraction_surrealism,Painting with Troika,0.0592058897018432,0.1190716028213501,0.0590927600860595,0.1175298690795898,0.0287420749664306,-0.0108201503753662,opencv_telea,opencv_telea
p040_loss_large,p040,p040_loss_large,loss_large,abstraction_surrealism,Houses at Murnau,0.057957112789154,-0.1731972694396972,0.1431777477264404,0.0888788700103759,0.1459025740623474,-0.0452993512153625,stable_diffusion_inpainting,lama
p040_loss_small,p040,p040_loss_small,loss_small,abstraction_surrealism,Houses at Murnau,0.0765666961669921,0.047762393951416,0.0780746936798095,0.0584538578987121,0.0632025003433227,-0.0091574788093566,lama,lama
p040_mixed_damage,p040,p040_mixed_damage,mixed_damage,abstraction_surrealism,Houses at Murnau,0.0745419263839721,0.1879675984382629,0.0981520414352417,0.2151512503623962,0.0823349952697753,0.115577220916748,lama,lama
p040_scratch_thin,p040,p040_scratch_thin,scratch_thin,abstraction_surrealism,Houses at Murnau,0.0492585897445678,0.220974326133728,0.0491319894790649,0.2206225991249084,0.0189971923828125,-0.0351556539535522,opencv_telea,opencv_telea
p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,Wheat Field with Cypresses,0.0001491904258728,-0.0783341526985168,0.158038318157196,0.23280930519104,0.1496609449386596,0.2249387502670288,lama,lama
p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,Wheat Field with Cypresses,0.1135149598121643,0.0876585841178894,0.1226593255996704,0.1445527076721191,0.0791932344436645,0.0887479782104492,lama,lama
p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,Wheat Field with Cypresses,0.1005750894546508,0.2427684664726257,0.1178239583969116,0.3130087256431579,0.1074119806289672,0.2961287498474121,lama,lama
p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,Wheat Field with Cypresses,0.1089791059494018,0.3191415071487427,0.1092389225959777,0.3188159465789795,0.0799188017845153,0.2214126586914062,lama,opencv_telea
p042_loss_large,p042,p042_loss_large,loss_large,high_texture_brushwork,View of Beirut,0.087321400642395,0.0107608437538146,0.1803644895553589,0.0478689074516296,-0.0047000646591186,-0.3077753186225891,lama,lama
p042_loss_small,p042,p042_loss_small,loss_small,high_texture_brushwork,View of Beirut,0.1357209086418151,0.0086798667907714,0.1411256194114685,0.0602810382843017,0.1277891397476196,-0.0454432964324951,lama,lama
p042_mixed_damage,p042,p042_mixed_damage,mixed_damage,high_texture_brushwork,View of Beirut,0.1337400078773498,0.0675588250160217,0.1628891229629516,0.0920923948287963,0.1211810111999511,0.0024479627609252,lama,lama
p042_scratch_thin,p042,p042_scratch_thin,scratch_thin,high_texture_brushwork,View of Beirut,0.1203921437263488,0.1975273489952087,0.1197943687438964,0.1960865259170532,0.0705392360687255,0.0932137370109558,opencv_telea,opencv_telea
p043_loss_large,p043,p043_loss_large,loss_large,high_texture_brushwork,The Card Players,-0.0013743638992309,-0.2192184329032898,0.0966117978096008,0.1194349527359008,0.0919470787048339,0.1781947016716003,lama,stable_diffusion_inpainting
p043_loss_small,p043,p043_loss_small,loss_small,high_texture_brushwork,The Card Players,0.1086518168449401,0.0223699808120727,0.1119711399078369,0.0274872779846191,0.0841633677482605,0.0093114376068115,lama,lama
p043_mixed_damage,p043,p043_mixed_damage,mixed_damage,high_texture_brushwork,The Card Players,0.1845943927764892,0.1746852993965149,0.1891412138938903,0.1893946528434753,0.1616113781929016,0.1671563982963562,lama,lama
p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,0.0703771710395813,0.103850245475769,0.0703997015953064,0.1040894389152526,0.0484622716903686,0.0719383955001831,lama,lama
p044_loss_large,p044,p044_loss_large,loss_large,high_texture_brushwork,Versailles,0.0080387592315673,-0.2900055050849914,0.1460874080657959,0.1650347113609314,0.0499793887138366,-0.1196202635765075,lama,lama
p044_loss_small,p044,p044_loss_small,loss_small,high_texture_brushwork,Versailles,0.1410356163978576,0.309384286403656,0.1452041268348693,0.3219135403633117,0.1109918355941772,0.2821773290634155,lama,lama
p044_mixed_damage,p044,p044_mixed_damage,mixed_damage,high_texture_brushwork,Versailles,0.158825933933258,0.3122182488441467,0.1832256317138672,0.4167578220367431,0.1409049034118652,0.328883945941925,lama,lama
p044_scratch_thin,p044,p044_scratch_thin,scratch_thin,high_texture_brushwork,Versailles,0.1253157258033752,0.3348971009254455,0.125515341758728,0.3367446660995483,0.0585138797760009,0.2268584370613098,lama,lama
p045_loss_large,p045,p045_loss_large,loss_large,high_texture_brushwork,Two Girls with Parasols,-0.1032750606536865,-0.1527187228202819,0.1348903179168701,0.0517183542251586,0.1063668727874755,-0.008455753326416,lama,lama
p045_loss_small,p045,p045_loss_small,loss_small,high_texture_brushwork,Two Girls with Parasols,0.0501769185066223,0.0269952416419982,0.051767885684967,0.0341364741325378,0.0331069827079772,0.0036040544509887,lama,lama
p045_mixed_damage,p045,p045_mixed_damage,mixed_damage,high_texture_brushwork,Two Girls with Parasols,0.1577699184417724,0.1623325943946838,0.1647712588310241,0.2106241583824157,0.130905270576477,0.0910028219223022,lama,lama
p045_scratch_thin,p045,p045_scratch_thin,scratch_thin,high_texture_brushwork,Two Girls with Parasols,0.0695471763610839,0.0746619701385498,0.0709660649299621,0.0750593543052673,0.0271833539009094,0.0146049261093139,lama,lama
p046_loss_large,p046,p046_loss_large,loss_large,high_texture_brushwork,Boating,-0.0906470417976379,-0.1489777565002441,0.1572717428207397,-0.1007546186447143,0.1502583026885986,0.1002488732337951,lama,stable_diffusion_inpainting
p046_loss_small,p046,p046_loss_small,loss_small,high_texture_brushwork,Boating,0.0642025470733642,0.0335183143615722,0.0669580698013305,0.0463873147964477,0.0161851644515991,-0.0084465742111206,lama,lama
p046_mixed_damage,p046,p046_mixed_damage,mixed_damage,high_texture_brushwork,Boating,0.1024627089500427,0.0672257542610168,0.1058788895606994,0.1070733666419982,0.0615115165710449,0.0347867608070373,lama,lama
p046_scratch_thin,p046,p046_scratch_thin,scratch_thin,high_texture_brushwork,Boating,0.0797463655471801,0.0819668173789978,0.0796191096305847,0.0821320414543151,0.0011667013168334,-0.0216709375381469,opencv_telea,lama
p047_loss_large,p047,p047_loss_large,loss_large,high_texture_brushwork,The Dance Class,0.0160425901412963,0.006387710571289,0.1097838878631591,0.0449270606040954,0.0682944655418396,0.020315408706665,lama,lama
p047_loss_small,p047,p047_loss_small,loss_small,high_texture_brushwork,The Dance Class,0.0780353546142578,0.0358536839485168,0.0796353816986084,0.0389828085899353,0.0663610696792602,-0.0037415623664855,lama,lama
p047_mixed_damage,p047,p047_mixed_damage,mixed_damage,high_texture_brushwork,The Dance Class,0.1713987588882446,0.1238362789154052,0.1782445311546325,0.1311541199684143,0.1442856788635254,0.0800985097885131,lama,lama
p047_scratch_thin,p047,p047_scratch_thin,scratch_thin,high_texture_brushwork,The Dance Class,0.1302103400230407,0.0471676588058471,0.1302062273025512,0.0474863052368164,0.0913591980934143,0.0016411542892456,opencv_telea,lama
p048_loss_large,p048,p048_loss_large,loss_large,high_texture_brushwork,A Farm in Brittany,0.0072274208068847,-0.2544845640659332,0.2022416591644287,0.1768238544464111,0.2082928419113159,0.1441987752914428,stable_diffusion_inpainting,lama
p048_loss_small,p048,p048_loss_small,loss_small,high_texture_brushwork,A Farm in Brittany,0.1825445294380188,0.1470786333084106,0.1831203699111938,0.1815779209136963,0.1603070497512817,0.1060726642608642,lama,lama
p048_mixed_damage,p048,p048_mixed_damage,mixed_damage,high_texture_brushwork,A Farm in Brittany,0.16375732421875,0.4662643074989319,0.1711276769638061,0.5662650465965271,0.1293926239013672,0.4304366111755371,lama,lama
p048_scratch_thin,p048,p048_scratch_thin,scratch_thin,high_texture_brushwork,A Farm in Brittany,0.0871913433074951,0.2019587755203247,0.0881155133247375,0.2018263936042785,0.0623183846473693,0.1628390550613403,lama,opencv_telea
p049_loss_large,p049,p049_loss_large,loss_large,high_texture_brushwork,Peonies,0.0217477083206176,0.0204291343688964,0.2334747910499572,0.0926483869552612,0.2230065464973449,0.0026559829711914,lama,lama
p049_loss_small,p049,p049_loss_small,loss_small,high_texture_brushwork,Peonies,0.0455909967422485,0.0289989709854125,0.0456344485282897,0.0402747392654418,0.0275495052337646,0.01627117395401,lama,lama
p049_mixed_damage,p049,p049_mixed_damage,mixed_damage,high_texture_brushwork,Peonies,0.1620489954948425,0.1387820243835449,0.1830500960350036,0.2028649449348449,0.1618430018424987,0.1606590151786804,lama,lama
p049_scratch_thin,p049,p049_scratch_thin,scratch_thin,high_texture_brushwork,Peonies,0.1041469573974609,0.0699548721313476,0.104085624217987,0.069689929485321,0.0782201290130615,-0.0314860939979553,opencv_telea,opencv_telea
p050_loss_large,p050,p050_loss_large,loss_large,high_texture_brushwork,Landscape with a Sunlit Stream,0.0626245141029357,-0.1228090822696685,0.3441696166992187,0.3743863701820373,0.2580386400222778,0.4131391048431396,lama,stable_diffusion_inpainting
p050_loss_small,p050,p050_loss_small,loss_small,high_texture_brushwork,Landscape with a Sunlit Stream,0.1533991694450378,0.2361522316932678,0.1901987195014953,0.3444817066192627,0.1676029562950134,0.2713973522186279,lama,lama
p050_mixed_damage,p050,p050_mixed_damage,mixed_damage,high_texture_brushwork,Landscape with a Sunlit Stream,0.1632707118988037,0.5090683996677399,0.1907312273979187,0.5781295597553253,0.1032080054283142,0.3465621769428253,lama,lama
p050_scratch_thin,p050,p050_scratch_thin,scratch_thin,high_texture_brushwork,Landscape with a Sunlit Stream,0.1789877414703369,0.3216375708580017,0.178530216217041,0.3210645914077759,0.0348511934280395,0.0924504995346069,opencv_telea,opencv_telea
