case_id,painting_id,mask_id,mask_type,category,title,opencv_telea_lpips_improvement,lama_lpips_improvement,stable_diffusion_inpainting_lpips_improvement,winner_lpips_improvement
p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,0.2348445421084761,0.2351137208170257,0.1646286621689796,lama
p044_loss_large,p044,p044_loss_large,loss_large,high_texture_brushwork,Versailles,0.2678842842578888,0.3875567018985748,0.1691799759864807,lama
p044_loss_small,p044,p044_loss_small,loss_small,high_texture_brushwork,Versailles,0.2643042560666799,0.2786026820540428,0.1941480636596679,lama
p044_mixed_damage,p044,p044_mixed_damage,mixed_damage,high_texture_brushwork,Versailles,0.3092356137931347,0.3469051979482174,0.2524313479661941,lama
p044_scratch_thin,p044,p044_scratch_thin,scratch_thin,high_texture_brushwork,Versailles,0.3657963768346235,0.3663274977006949,0.2109580934047699,lama
p045_loss_large,p045,p045_loss_large,loss_large,high_texture_brushwork,Two Girls with Parasols,0.1201488077640533,0.2002693861722946,0.1411320865154266,lama
p045_loss_small,p045,p045_loss_small,loss_small,high_texture_brushwork,Two Girls with Parasols,0.1267277477309107,0.1343015860766172,0.0652140229940414,lama
p045_mixed_damage,p045,p045_mixed_damage,mixed_damage,high_texture_brushwork,Two Girls with Parasols,0.2875155620276928,0.3023343831300735,0.1722021251916885,lama
p045_scratch_thin,p045,p045_scratch_thin,scratch_thin,high_texture_brushwork,Two Girls with Parasols,0.258127206005156,0.2617596983909607,0.1403183490037918,lama
p046_loss_large,p046,p046_loss_large,loss_large,high_texture_brushwork,Boating,0.1424265205860138,0.2607779502868652,0.2023821175098419,lama
p046_loss_small,p046,p046_loss_small,loss_small,high_texture_brushwork,Boating,0.1791840121150016,0.1913844924420118,0.0648281425237655,lama
p046_mixed_damage,p046,p046_mixed_damage,mixed_damage,high_texture_brushwork,Boating,0.2015085704624653,0.2193573769181966,0.1547206342220306,lama
p046_scratch_thin,p046,p046_scratch_thin,scratch_thin,high_texture_brushwork,Boating,0.2807703329017386,0.2810993539751507,0.1786250099539756,lama
p047_loss_large,p047,p047_loss_large,loss_large,high_texture_brushwork,The Dance Class,0.2090957760810852,0.2593958228826523,0.1579224020242691,lama
p047_loss_small,p047,p047_loss_small,loss_small,high_texture_brushwork,The Dance Class,0.2165521569550037,0.2310762265697121,0.1826939657330513,lama
p047_mixed_damage,p047,p047_mixed_damage,mixed_damage,high_texture_brushwork,The Dance Class,0.3145026490092277,0.3267566245049238,0.2067236304283142,lama
p047_scratch_thin,p047,p047_scratch_thin,scratch_thin,high_texture_brushwork,The Dance Class,0.3368268852937035,0.3371230518678203,0.1949182748794555,lama
p048_loss_large,p048,p048_loss_large,loss_large,high_texture_brushwork,A Farm in Brittany,0.191657543182373,0.2719768285751343,0.2626664936542511,lama
p048_loss_small,p048,p048_loss_small,loss_small,high_texture_brushwork,A Farm in Brittany,0.2124211266636848,0.2319180611521005,0.1585669219493866,lama
p048_mixed_damage,p048,p048_mixed_damage,mixed_damage,high_texture_brushwork,A Farm in Brittany,0.3143704049289226,0.3356554582715034,0.218749314546585,lama
p048_scratch_thin,p048,p048_scratch_thin,scratch_thin,high_texture_brushwork,A Farm in Brittany,0.2976674409583211,0.3042531997198239,0.2354285195469856,lama
p049_loss_large,p049,p049_loss_large,loss_large,high_texture_brushwork,Peonies,0.2114125788211822,0.2986589670181274,0.1716964840888977,lama
p049_loss_small,p049,p049_loss_small,loss_small,high_texture_brushwork,Peonies,0.1353767588734626,0.1421853937208652,0.1065576151013374,lama
p049_mixed_damage,p049,p049_mixed_damage,mixed_damage,high_texture_brushwork,Peonies,0.2654844373464584,0.2806322555989027,0.1993587985634803,lama
p049_scratch_thin,p049,p049_scratch_thin,scratch_thin,high_texture_brushwork,Peonies,0.2110091903014108,0.2119499746477231,0.1202776953577995,lama
p050_loss_large,p050,p050_loss_large,loss_large,high_texture_brushwork,Landscape with a Sunlit Stream,0.2030299305915832,0.4179140031337738,0.2976932525634765,lama
p050_loss_small,p050,p050_loss_small,loss_small,high_texture_brushwork,Landscape with a Sunlit Stream,0.3036016076803207,0.3536928948014974,0.1744552105665207,lama
p050_mixed_damage,p050,p050_mixed_damage,mixed_damage,high_texture_brushwork,Landscape with a Sunlit Stream,0.3560130223631859,0.3997372090816498,0.2559824585914612,lama
p050_scratch_thin,p050,p050_scratch_thin,scratch_thin,high_texture_brushwork,Landscape with a Sunlit Stream,0.4162393510341644,0.4170909104868769,0.1761117577552795,lama
