case_id,painting_id,category,title,mask_id,mask_type,model_name,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,clip_model_name,dinov2_model_name,feature_resize,device,status,issue,distance_from_median_dinov2_improvement,clip_improved,dinov2_improved,feature_disagreement_magnitude,selection_reason,clean_path,damaged_path,restored_path,mask_path,visual_figure_path
p048_loss_large,p048,high_texture_brushwork,A Farm in Brittany,p048_loss_large,loss_large,stable_diffusion_inpainting,mask_bbox_crop,161604,57,177,459,579,63467,13.4811,10.7603,0.7472100257873535,0.9555028676986694,0.20829284191131592,0.6979923248291016,0.8421911001205444,0.14419877529144287,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,strongest_mask_bbox_clip_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p048_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p048_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p048_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p048_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p048_loss_large_stable_diffusion_feature_similarity.png
p049_loss_large,p049,high_texture_brushwork,Peonies,p049_loss_large,loss_large,stable_diffusion_inpainting,mask_bbox_crop,119025,154,286,499,631,48472,13.0672,8.218,0.7169419527053833,0.9399484992027283,0.22300654649734497,0.8582639694213867,0.8609199523925781,0.0026559829711914062,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,strongest_mask_bbox_clip_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p049_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p049_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p049_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p049_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p049_loss_large_stable_diffusion_feature_similarity.png
p050_loss_large,p050,high_texture_brushwork,Landscape with a Sunlit Stream,p050_loss_large,loss_large,stable_diffusion_inpainting,mask_bbox_crop,126025,276,195,631,550,51958,11.6243,8.8091,0.5895628929138184,0.8476015329360962,0.25803864002227783,0.31175124645233154,0.7248903512954712,0.41313910484313965,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,category_mask_representative_best_dinov2_improvement; strongest_mask_bbox_clip_improvement; strongest_mask_bbox_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p050_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p050_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p050_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p050_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p050_loss_large_stable_diffusion_feature_similarity.png
p044_loss_small,p044,high_texture_brushwork,Versailles,p044_loss_small,loss_small,stable_diffusion_inpainting,mask_bbox_crop,373321,65,123,676,734,21050,4.276,3.5689,0.8543024659156799,0.9652943015098572,0.11099183559417725,0.6768215894699097,0.9589989185333252,0.2821773290634155,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,category_mask_representative_best_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p044_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p044_loss_small_stable_diffusion_feature_similarity.png
p044_mixed_damage,p044,high_texture_brushwork,Versailles,p044_mixed_damage,mixed_damage,stable_diffusion_inpainting,mask_bbox_crop,589824,0,0,768,768,49669,10.0894,8.421,0.8135443925857544,0.9544492959976196,0.14090490341186523,0.5766584873199463,0.9055424332618713,0.32888394594192505,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,strongest_mask_bbox_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p044_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p044_mixed_damage_stable_diffusion_feature_similarity.png
p048_mixed_damage,p048,high_texture_brushwork,A Farm in Brittany,p048_mixed_damage,mixed_damage,stable_diffusion_inpainting,mask_bbox_crop,589824,0,0,768,768,52192,11.0862,8.8487,0.8208789825439453,0.9502716064453125,0.1293926239013672,0.4098643660545349,0.840300977230072,0.4304366111755371,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,category_mask_representative_best_dinov2_improvement; strongest_mask_bbox_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p048_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p048_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p048_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p048_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p048_mixed_damage_stable_diffusion_feature_similarity.png
p050_mixed_damage,p050,high_texture_brushwork,Landscape with a Sunlit Stream,p050_mixed_damage,mixed_damage,stable_diffusion_inpainting,mask_bbox_crop,568516,0,0,754,754,39368,8.8076,6.6745,0.803747296333313,0.9069553017616272,0.10320800542831421,0.3954562842845917,0.742018461227417,0.3465621769428253,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,strongest_mask_bbox_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p050_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p050_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p050_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p050_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p050_mixed_damage_stable_diffusion_feature_similarity.png
p044_scratch_thin,p044,high_texture_brushwork,Versailles,p044_scratch_thin,scratch_thin,stable_diffusion_inpainting,mask_bbox_crop,589824,0,0,768,768,10331,2.0986,1.7515,0.8743038177490234,0.9328176975250244,0.05851387977600098,0.6628749966621399,0.8897334337234497,0.22685843706130981,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,category_mask_representative_best_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p044_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p044_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p044_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p044_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p044_scratch_thin_stable_diffusion_feature_similarity.png
p011_loss_large,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,p011_loss_large,loss_large,stable_diffusion_inpainting,mask_bbox_crop,114921,0,125,339,464,49885,12.302,8.4576,0.8100756406784058,0.6701944470405579,-0.1398811936378479,0.48841607570648193,0.5348610877990723,0.04644501209259033,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,clip_dinov2_metric_disagreement; weakest_mask_bbox_clip_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p011_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p011_loss_large_stable_diffusion_feature_similarity.png
p012_loss_large,p012,landscape_natural,An Extensive Wooded Landscape,p012_loss_large,loss_large,stable_diffusion_inpainting,mask_bbox_crop,154449,0,81,393,474,45575,10.4293,7.7269,0.8282601237297058,0.7837100028991699,-0.04455012083053589,0.8628895282745361,0.39921823143959045,-0.4636712968349457,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,weakest_mask_bbox_clip_improvement; weakest_mask_bbox_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p012_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p012_loss_large_stable_diffusion_feature_similarity.png
p014_loss_large,p014,landscape_natural,Landscape on a River,p014_loss_large,loss_large,stable_diffusion_inpainting,mask_bbox_crop,142884,88,241,466,619,57683,17.2662,9.7797,0.7785895466804504,0.9105144143104553,0.13192486763000488,0.5308947563171387,0.7452787160873413,0.21438395977020264,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,category_mask_representative_best_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p014_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p014_loss_large_stable_diffusion_feature_similarity.png
p020_loss_large,p020,landscape_natural,Mediterranean landscape (recto); Mountains (verso),p020_loss_large,loss_large,stable_diffusion_inpainting,mask_bbox_crop,132496,389,276,753,640,51159,12.5923,8.6736,0.7383416295051575,0.8171917200088501,0.07885009050369263,0.6712355613708496,0.5260934829711914,-0.1451420783996582,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,clip_dinov2_metric_disagreement; weakest_mask_bbox_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p020_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p020_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p020_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p020_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p020_loss_large_stable_diffusion_feature_similarity.png
p014_loss_small,p014,landscape_natural,Landscape on a River,p014_loss_small,loss_small,stable_diffusion_inpainting,mask_bbox_crop,274576,148,130,672,654,18677,5.5906,3.1665,0.8788616061210632,0.9484389424324036,0.06957733631134033,0.656363308429718,0.8940937519073486,0.23773044347763062,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,category_mask_representative_best_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p014_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p014_loss_small_stable_diffusion_feature_similarity.png
p011_mixed_damage,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,p011_mixed_damage,mixed_damage,stable_diffusion_inpainting,mask_bbox_crop,589824,0,0,768,768,44361,10.9397,7.5211,0.8860111832618713,0.8411604166030884,-0.04485076665878296,0.5117112398147583,0.4100905656814575,-0.10162067413330078,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,weakest_mask_bbox_clip_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p011_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p011_mixed_damage_stable_diffusion_feature_similarity.png
p012_mixed_damage,p012,landscape_natural,An Extensive Wooded Landscape,p012_mixed_damage,mixed_damage,stable_diffusion_inpainting,mask_bbox_crop,589824,0,0,768,768,42618,9.7526,7.2255,0.836414098739624,0.8891705870628357,0.05275648832321167,0.7056461572647095,0.5823180675506592,-0.12332808971405029,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,True,False,0.17608457803726196,clip_dinov2_metric_disagreement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p012_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p012_mixed_damage_stable_diffusion_feature_similarity.png
p015_mixed_damage,p015,landscape_natural,Landscape,p015_mixed_damage,mixed_damage,stable_diffusion_inpainting,mask_bbox_crop,553536,12,24,756,768,45768,10.796,7.7596,0.8455324172973633,0.960662841796875,0.11513042449951172,0.5655384659767151,0.9154418706893921,0.349903404712677,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,category_mask_representative_best_dinov2_improvement; strongest_mask_bbox_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p015_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p015_mixed_damage_stable_diffusion_feature_similarity.png
p019_mixed_damage,p019,landscape_natural,Evening: Landscape with an Aqueduct,p019_mixed_damage,mixed_damage,stable_diffusion_inpainting,mask_bbox_crop,589824,0,0,768,768,41705,8.0689,7.0708,0.8363568782806396,0.9503498077392578,0.11399292945861816,0.8715859651565552,0.8994664549827576,0.027880489826202393,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,0.0006066560745239258,,,,median_representative_mask_bbox_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p019_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p019_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p019_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p019_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p019_mixed_damage_stable_diffusion_feature_similarity.png
p015_scratch_thin,p015,landscape_natural,Landscape,p015_scratch_thin,scratch_thin,stable_diffusion_inpainting,mask_bbox_crop,589824,0,0,768,768,8234,1.9423,1.396,0.919958233833313,0.9856743812561035,0.06571614742279053,0.665026843547821,0.8814894556999207,0.2164626121520996,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,category_mask_representative_best_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p015_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p015_scratch_thin_stable_diffusion_feature_similarity.png
p002_loss_large,p002,portrait_figure,Madame X (Madame Pierre Gautreau),p002_loss_large,loss_large,stable_diffusion_inpainting,mask_bbox_crop,129600,259,408,619,768,49705,14.4143,8.4271,0.7243326306343079,0.9468052387237549,0.22247260808944702,0.7628775835037231,0.8825546503067017,0.11967706680297852,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,strongest_mask_bbox_clip_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p002_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p002_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p002_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p002_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p002_loss_large_stable_diffusion_feature_similarity.png
p010_loss_large,p010,portrait_figure,Joan of Arc,p010_loss_large,loss_large,stable_diffusion_inpainting,mask_bbox_crop,328329,61,126,634,699,92273,17.2874,15.6442,0.7887468338012695,0.945712149143219,0.15696531534194946,0.6321842670440674,0.8881535530090332,0.2559692859649658,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,category_mask_representative_best_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p010_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p010_loss_large_stable_diffusion_feature_similarity.png
p002_loss_small,p002,portrait_figure,Madame X (Madame Pierre Gautreau),p002_loss_small,loss_small,stable_diffusion_inpainting,mask_bbox_crop,570025,0,13,755,768,19520,5.6607,3.3095,0.9390560388565063,0.9849501848220825,0.04589414596557617,0.942081093788147,0.9703521728515625,0.028271079063415527,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,0.0009972453117370605,,,,median_representative_mask_bbox_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p002_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p002_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p002_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p002_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p002_loss_small_stable_diffusion_feature_similarity.png
p007_loss_small,p007,portrait_figure,Princesse de Broglie,p007_loss_small,loss_small,stable_diffusion_inpainting,mask_bbox_crop,300304,87,194,635,742,23575,5.2925,3.997,0.863510012626648,0.9897533059120178,0.12624329328536987,0.9169399738311768,0.97628253698349,0.05934256315231323,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,category_mask_representative_best_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p007_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p007_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p007_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p007_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p007_loss_small_stable_diffusion_feature_similarity.png
p009_mixed_damage,p009,portrait_figure,Madame Roulin and Her Baby,p009_mixed_damage,mixed_damage,stable_diffusion_inpainting,mask_bbox_crop,580644,0,6,762,768,47792,10.0858,8.1028,0.9261282682418823,0.9761961698532104,0.050067901611328125,0.7010014057159424,0.9017539620399475,0.20075255632400513,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,category_mask_representative_best_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p009_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p009_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p009_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p009_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p009_mixed_damage_stable_diffusion_feature_similarity.png
p004_scratch_thin,p004,portrait_figure,Madame Georges Charpentier and Her Children,p004_scratch_thin,scratch_thin,stable_diffusion_inpainting,mask_bbox_crop,589824,0,0,768,768,9499,1.979,1.6105,0.8961695432662964,0.985671877861023,0.08950233459472656,0.8411367535591125,0.9168886542320251,0.0757519006729126,openai/clip-vit-base-patch32,dinov2_vits14,224,cuda,ok,,,,,,category_mask_representative_best_dinov2_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p004_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\stable_diffusion_feature_similarity_cases\p004_scratch_thin_stable_diffusion_feature_similarity.png
