dataset_name,case_id,painting_id,category,title,mask_id,mask_type,model_name,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,damaged_mse,restored_mse,mse_improvement,damaged_mae,restored_mae,mae_improvement,damaged_psnr,restored_psnr,psnr_improvement,damaged_ssim,restored_ssim,ssim_improvement,metric_module,metric_version,metric_timestamp_utc,python_version,numpy_version,pandas_version,skimage_version,status,issue,ranking_group,rank
mask_robustness,p039__loss_large__variant_01,p039,abstraction_surrealism,Painting with Troika,,,opencv_telea,masked_region,54225,,,,,,,,12407.1337890625,1090.249755859375,11316.884033203123,102.27277374267578,23.25592041015625,79.01685333251953,7.19408895514489,17.75554362774396,10.561454672599073,,,,restoration_eval.metrics_classical,2.0.0,2026-07-24T08:38:36.435311+00:00,3.12.6,1.26.4,2.3.3,0.24.0,ok,,worst,1
mask_robustness,p039__scratch_thin__variant_02,p039,abstraction_surrealism,Painting with Troika,,,opencv_telea,masked_region,8664,,,,,,,,12798.9150390625,1266.3990478515625,11532.515991210938,104.96764373779295,25.902084350585938,79.06555938720703,7.059072046980976,17.105097855399592,10.046025808418616,,,,restoration_eval.metrics_classical,2.0.0,2026-07-24T08:38:36.435311+00:00,3.12.6,1.26.4,2.3.3,0.24.0,ok,,worst,2
mask_robustness,p039__loss_large__variant_05,p039,abstraction_surrealism,Painting with Troika,,,opencv_telea,masked_region,54127,,,,,,,,13542.251953125,1391.66748046875,12150.58447265625,106.3713607788086,25.402158737182617,80.96920204162598,6.813894712976593,16.695448818065262,9.88155410508867,,,,restoration_eval.metrics_classical,2.0.0,2026-07-24T08:38:36.435311+00:00,3.12.6,1.26.4,2.3.3,0.24.0,ok,,worst,3
mask_robustness,p039__scratch_thin__variant_04,p039,abstraction_surrealism,Painting with Troika,,,opencv_telea,masked_region,8658,,,,,,,,17645.4453125,1892.347412109375,15753.097900390623,124.6141128540039,32.49491882324219,92.11919403076172,5.664477378816924,15.36079490265453,9.696317523837603,,,,restoration_eval.metrics_classical,2.0.0,2026-07-24T08:38:36.435311+00:00,3.12.6,1.26.4,2.3.3,0.24.0,ok,,worst,4
mask_robustness,p039__loss_small__variant_04,p039,abstraction_surrealism,Painting with Troika,,,opencv_telea,masked_region,19494,,,,,,,,19104.5546875,1457.3035888671875,17647.251098632812,125.03839111328124,25.735166549682617,99.30322456359865,5.319434417963967,16.495303264380027,11.17586884641606,,,,restoration_eval.metrics_classical,2.0.0,2026-07-24T08:38:36.435311+00:00,3.12.6,1.26.4,2.3.3,0.24.0,ok,,worst,5
mask_robustness,p026__loss_small__variant_02,p026,architecture_structured,View of a Village along a River,,,opencv_telea,masked_region,18265,,,,,,,,20223.51171875,118.45599365234376,20105.055725097656,135.56179809570312,7.572953701019287,127.98884439468384,5.072237898477228,27.39523320762402,22.32299530914679,,,,restoration_eval.metrics_classical,2.0.0,2026-07-24T08:38:36.435311+00:00,3.12.6,1.26.4,2.3.3,0.24.0,ok,,worst,6
mask_robustness,p026__loss_large__variant_02,p026,architecture_structured,View of a Village along a River,,,opencv_telea,masked_region,50836,,,,,,,,20845.08984375,495.9659118652344,20349.12393188477,140.2088165283203,14.830041885375977,125.37877464294434,4.94076589562909,21.17628532759912,16.235519431970033,,,,restoration_eval.metrics_classical,2.0.0,2026-07-24T08:38:36.435311+00:00,3.12.6,1.26.4,2.3.3,0.24.0,ok,,worst,7
mask_robustness,p026__scratch_thin__variant_01,p026,architecture_structured,View of a Village along a River,,,opencv_telea,masked_region,8139,,,,,,,,20730.134765625,121.73088073730467,20608.40388488769,138.29258728027344,7.306753635406494,130.98583364486694,4.964782354369996,27.27679596667685,22.312013612306856,,,,restoration_eval.metrics_classical,2.0.0,2026-07-24T08:38:36.435311+00:00,3.12.6,1.26.4,2.3.3,0.24.0,ok,,worst,8
mask_robustness,p026__loss_small__variant_04,p026,architecture_structured,View of a Village along a River,,,opencv_telea,masked_region,18235,,,,,,,,20854.921875,164.07876586914062,20690.84310913086,137.02291870117188,8.624312400817871,128.398606300354,4.93871793601426,25.9802798007414,21.04156186472714,,,,restoration_eval.metrics_classical,2.0.0,2026-07-24T08:38:36.435311+00:00,3.12.6,1.26.4,2.3.3,0.24.0,ok,,worst,9
mask_robustness,p039__loss_small__variant_05,p039,abstraction_surrealism,Painting with Troika,,,opencv_telea,masked_region,19478,,,,,,,,21418.591796875,595.1522216796875,20823.439575195312,135.55699157714844,15.340452194213867,120.21653938293456,4.822894468907793,20.3845230172682,15.561628548360408,,,,restoration_eval.metrics_classical,2.0.0,2026-07-24T08:38:36.435311+00:00,3.12.6,1.26.4,2.3.3,0.24.0,ok,,worst,10
