case_id,painting_id,category,title,mask_type,mse_improvement,psnr_improvement,ssim_improvement,lpips_improvement,clip_similarity_improvement,dinov2_similarity_improvement,mse_improved,psnr_improved,ssim_improved,lpips_improved,clip_improved,dinov2_improved,num_metrics_improved,num_metrics_not_improved,all_metrics_improved,mixed_metric_outcome,all_metrics_not_improved
p032_loss_small,p032,abstraction_surrealism,Composition (No. 1) Gray-Red,loss_small,8251.094635009766,19.263479976064385,,0.1133538065478205,0.092082142829895,0.0343816876411438,True,True,False,True,True,True,5,1,False,True,False
p032_mixed_damage,p032,abstraction_surrealism,Composition (No. 1) Gray-Red,mixed_damage,1885.2028198242188,4.977558122776646,,0.0364083796739578,0.0400010347366333,0.0522945523262023,True,True,False,True,True,True,5,1,False,True,False
p032_scratch_thin,p032,abstraction_surrealism,Composition (No. 1) Gray-Red,scratch_thin,-136.9814453125,-0.0998615883386389,,-0.0692371129989624,-0.0107872486114501,-0.0238412618637084,False,False,False,False,False,False,0,6,False,False,True
p033_loss_large,p033,abstraction_surrealism,Movement,loss_large,18676.44189453125,5.424215926798793,,0.1674416065216064,0.034504234790802,-0.1113383769989013,True,True,False,True,True,False,4,2,False,True,False
p033_loss_small,p033,abstraction_surrealism,Movement,loss_small,21045.13720703125,9.8124399693856,,0.0523375198245048,0.0235408544540405,0.0058739781379699,True,True,False,True,True,True,5,1,False,True,False
p033_mixed_damage,p033,abstraction_surrealism,Movement,mixed_damage,25415.0517578125,11.238588003462077,,0.1263585947453975,0.0326557159423828,0.0631607770919799,True,True,False,True,True,True,5,1,False,True,False
p033_scratch_thin,p033,abstraction_surrealism,Movement,scratch_thin,25384.235107421875,10.373346336638615,,0.0682967752218246,0.0131675004959106,0.0051045417785644,True,True,False,True,True,True,5,1,False,True,False
p034_loss_large,p034,abstraction_surrealism,Painting with Green Center,loss_large,20263.95166015625,6.1153553608729645,,0.1254641413688659,0.0948108434677124,0.1366048455238342,True,True,False,True,True,True,5,1,False,True,False
p034_loss_small,p034,abstraction_surrealism,Painting with Green Center,loss_small,21135.934448242188,12.06380875616433,,0.0457362905144691,0.0139082670211792,0.0173852443695068,True,True,False,True,True,True,5,1,False,True,False
p034_mixed_damage,p034,abstraction_surrealism,Painting with Green Center,mixed_damage,22968.087768554688,11.38409374147022,,0.1053667888045311,0.0384610295295715,0.0366089344024658,True,True,False,True,True,True,5,1,False,True,False
p034_scratch_thin,p034,abstraction_surrealism,Painting with Green Center,scratch_thin,21559.227294921875,10.37778190611926,,0.1065772473812103,0.0238109230995178,0.0049842000007629,True,True,False,True,True,True,5,1,False,True,False
p035_loss_large,p035,abstraction_surrealism,The Bewitched Mill,loss_large,9628.76708984375,6.278583984073019,,0.1037282943725586,0.1527618169784546,0.0406903624534606,True,True,False,True,True,True,5,1,False,True,False
p035_loss_small,p035,abstraction_surrealism,The Bewitched Mill,loss_small,24212.374267578125,12.690334278090209,,0.0301700606942176,0.0175264477729797,-0.0228593945503234,True,True,False,True,True,False,4,2,False,True,False
p035_mixed_damage,p035,abstraction_surrealism,The Bewitched Mill,mixed_damage,16721.423828125,8.074466916269351,,0.1012302860617637,0.0222783684730529,0.0621337294578552,True,True,False,True,True,True,5,1,False,True,False
p035_scratch_thin,p035,abstraction_surrealism,The Bewitched Mill,scratch_thin,17707.970825195312,9.922423366247523,,0.0264718681573867,-0.0075127482414245,-0.0291719436645507,True,True,False,True,False,False,3,3,False,True,False
p036_loss_large,p036,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",loss_large,-1520.6064453125,-1.1022666899592153,,0.1370712518692016,0.0169072151184082,-0.031297743320465,False,False,False,True,True,False,2,4,False,True,False
p036_loss_small,p036,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",loss_small,3229.3347702026367,17.276791440626496,,0.0583429662510752,0.061913788318634,-0.0089855194091796,True,True,False,True,True,False,4,2,False,True,False
p036_mixed_damage,p036,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",mixed_damage,2743.4324951171875,3.80402587276188,,0.0272449254989624,0.0753332376480102,-0.0408766269683837,True,True,False,True,True,False,4,2,False,True,False
p036_scratch_thin,p036,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",scratch_thin,-7839.791137695312,-6.902403901106522,,-0.1396718621253967,0.0181103944778442,-0.0856890678405761,False,False,False,False,True,False,1,5,False,True,False
p037_loss_large,p037,abstraction_surrealism,In the Sea,loss_large,32135.70556640625,13.917993769741576,,0.3427233397960663,0.1687482595443725,0.0161963701248168,True,True,False,True,True,True,5,1,False,True,False
p037_loss_small,p037,abstraction_surrealism,In the Sea,loss_small,25585.7314453125,13.47329425603014,,0.0904728472232818,0.0566115975379943,-0.0033158063888549,True,True,False,True,True,False,4,2,False,True,False
p037_mixed_damage,p037,abstraction_surrealism,In the Sea,mixed_damage,21733.58935546875,10.37805539080938,,0.1514014154672622,0.1607309579849243,0.003908634185791,True,True,False,True,True,True,5,1,False,True,False
p037_scratch_thin,p037,abstraction_surrealism,In the Sea,scratch_thin,19806.36828613281,12.572466354418928,,0.1940653175115585,0.1726832389831543,-0.0182195305824279,True,True,False,True,True,False,4,2,False,True,False
p038_loss_large,p038,abstraction_surrealism,Mahana no atua (Day of the God),loss_large,23407.138671875,9.562152979123349,,0.1849960684776306,0.1486642360687255,0.0043460130691528,True,True,False,True,True,True,5,1,False,True,False
p038_loss_small,p038,abstraction_surrealism,Mahana no atua (Day of the God),loss_small,23013.37646484375,10.51262332982216,,0.0250037834048271,-0.0139362812042236,-0.0408011674880981,True,True,False,True,False,False,3,3,False,True,False
p038_mixed_damage,p038,abstraction_surrealism,Mahana no atua (Day of the God),mixed_damage,23694.25695800781,11.433156941246558,,0.2189466059207916,0.1359586119651794,0.1109453439712524,True,True,False,True,True,True,5,1,False,True,False
p038_scratch_thin,p038,abstraction_surrealism,Mahana no atua (Day of the God),scratch_thin,25605.602783203125,12.605589678578175,,0.0972651243209838,0.0828475356101989,0.0321433544158935,True,True,False,True,True,True,5,1,False,True,False
p039_loss_large,p039,abstraction_surrealism,Painting with Troika,loss_large,9586.62451171875,5.1321923691544855,,0.0953324437141418,0.1096891164779663,-0.0538683533668518,True,True,False,True,True,False,4,2,False,True,False
p039_loss_small,p039,abstraction_surrealism,Painting with Troika,loss_small,18119.30975341797,12.81779079977731,,0.084886472672224,0.0787193775177002,0.0121887326240539,True,True,False,True,True,True,5,1,False,True,False
p039_mixed_damage,p039,abstraction_surrealism,Painting with Troika,mixed_damage,30366.616455078125,13.087981870384215,,0.1798953711986541,0.063003659248352,0.0475857853889465,True,True,False,True,True,True,5,1,False,True,False
p039_scratch_thin,p039,abstraction_surrealism,Painting with Troika,scratch_thin,23084.13256835937,11.589652493548764,,0.1305820234119892,0.0287420749664306,-0.0108201503753662,True,True,False,True,True,False,4,2,False,True,False
p040_loss_large,p040,abstraction_surrealism,Houses at Murnau,loss_large,28093.213623046875,9.136983906178452,,0.1547966599464416,0.1459025740623474,-0.0452993512153625,True,True,False,True,True,False,4,2,False,True,False
p040_loss_small,p040,abstraction_surrealism,Houses at Murnau,loss_small,28398.119506835938,13.759976142251348,,0.0574870556592941,0.0632025003433227,-0.0091574788093566,True,True,False,True,True,False,4,2,False,True,False
p040_mixed_damage,p040,abstraction_surrealism,Houses at Murnau,mixed_damage,30300.582885742188,12.571646902057854,,0.167436808347702,0.0823349952697753,0.115577220916748,True,True,False,True,True,True,5,1,False,True,False
p040_scratch_thin,p040,abstraction_surrealism,Houses at Murnau,scratch_thin,26005.68798828125,9.61441887149924,,0.124578095972538,0.0189971923828125,-0.0351556539535522,True,True,False,True,True,False,4,2,False,True,False
p041_loss_large,p041,high_texture_brushwork,Wheat Field with Cypresses,loss_large,17959.410888671875,11.082781965835052,,0.2488380968570709,0.1496609449386596,0.2249387502670288,True,True,False,True,True,True,5,1,False,True,False
p041_loss_small,p041,high_texture_brushwork,Wheat Field with Cypresses,loss_small,15176.734130859377,12.475086139614726,,0.0792187005281448,0.0791932344436645,0.0887479782104492,True,True,False,True,True,True,5,1,False,True,False
p041_mixed_damage,p041,high_texture_brushwork,Wheat Field with Cypresses,mixed_damage,23985.401977539062,12.610417163140813,,0.1832953095436096,0.1074119806289672,0.2961287498474121,True,True,False,True,True,True,5,1,False,True,False
p041_scratch_thin,p041,high_texture_brushwork,Wheat Field with Cypresses,scratch_thin,24521.362548828125,10.948644924007882,,0.1707083731889724,0.0799188017845153,0.2214126586914062,True,True,False,True,True,True,5,1,False,True,False
p042_loss_large,p042,high_texture_brushwork,View of Beirut,loss_large,5099.87654876709,16.376444852595693,,0.0675404965877533,-0.0047000646591186,-0.3077753186225891,True,True,False,True,False,False,3,3,False,True,False
p042_loss_small,p042,high_texture_brushwork,View of Beirut,loss_small,17372.505493164062,13.26189872078805,,0.1344294920563697,0.1277891397476196,-0.0454432964324951,True,True,False,True,True,False,4,2,False,True,False
p042_mixed_damage,p042,high_texture_brushwork,View of Beirut,mixed_damage,10572.9697265625,6.887056952033358,,0.1642384678125381,0.1211810111999511,0.0024479627609252,True,True,False,True,True,True,5,1,False,True,False
p042_scratch_thin,p042,high_texture_brushwork,View of Beirut,scratch_thin,20715.45068359375,8.595270139636856,,0.0913298949599266,0.0705392360687255,0.0932137370109558,True,True,False,True,True,True,5,1,False,True,False
p043_loss_large,p043,high_texture_brushwork,The Card Players,loss_large,23756.100830078125,10.839566969984334,,0.2766716778278351,0.0919470787048339,0.1781947016716003,True,True,False,True,True,True,5,1,False,True,False
p043_loss_small,p043,high_texture_brushwork,The Card Players,loss_small,26416.327087402344,15.664389533411748,,0.0931905061006546,0.0841633677482605,0.0093114376068115,True,True,False,True,True,True,5,1,False,True,False
p043_mixed_damage,p043,high_texture_brushwork,The Card Players,mixed_damage,23678.781372070312,11.88307897157584,,0.2110626772046089,0.1616113781929016,0.1671563982963562,True,True,False,True,True,True,5,1,False,True,False
p043_scratch_thin,p043,high_texture_brushwork,The Card Players,scratch_thin,27597.905517578125,11.13705540190308,,0.1646286621689796,0.0484622716903686,0.0719383955001831,True,True,False,True,True,True,5,1,False,True,False
p044_loss_large,p044,high_texture_brushwork,Versailles,loss_large,14760.298461914062,10.393773443787776,,0.1691799759864807,0.0499793887138366,-0.1196202635765075,True,True,False,True,True,False,4,2,False,True,False
p044_loss_small,p044,high_texture_brushwork,Versailles,loss_small,21587.862915039062,15.66290652687232,,0.1941480636596679,0.1109918355941772,0.2821773290634155,True,True,False,True,True,True,5,1,False,True,False
p044_mixed_damage,p044,high_texture_brushwork,Versailles,mixed_damage,24533.02899169922,14.39387861989368,,0.2524313479661941,0.1409049034118652,0.328883945941925,True,True,False,True,True,True,5,1,False,True,False
p044_scratch_thin,p044,high_texture_brushwork,Versailles,scratch_thin,19330.773681640625,11.04412458442592,,0.2109580934047699,0.0585138797760009,0.2268584370613098,True,True,False,True,True,True,5,1,False,True,False
p045_loss_large,p045,high_texture_brushwork,Two Girls with Parasols,loss_large,23926.76416015625,10.612382391073371,,0.1411320865154266,0.1063668727874755,-0.008455753326416,True,True,False,True,True,False,4,2,False,True,False
p045_loss_small,p045,high_texture_brushwork,Two Girls with Parasols,loss_small,29736.35244750977,17.84150823097007,,0.0652140229940414,0.0331069827079772,0.0036040544509887,True,True,False,True,True,True,5,1,False,True,False
p045_mixed_damage,p045,high_texture_brushwork,Two Girls with Parasols,mixed_damage,23243.29553222656,12.35379933088982,,0.1722021251916885,0.130905270576477,0.0910028219223022,True,True,False,True,True,True,5,1,False,True,False
p045_scratch_thin,p045,high_texture_brushwork,Two Girls with Parasols,scratch_thin,28189.0546875,9.45493013958862,,0.1403183490037918,0.0271833539009094,0.0146049261093139,True,True,False,True,True,True,5,1,False,True,False
p046_loss_large,p046,high_texture_brushwork,Boating,loss_large,17703.577880859375,9.41572610237474,,0.2023821175098419,0.1502583026885986,0.1002488732337951,True,True,False,True,True,True,5,1,False,True,False
p046_loss_small,p046,high_texture_brushwork,Boating,loss_small,23165.50646972656,11.901118980604863,,0.0648281425237655,0.0161851644515991,-0.0084465742111206,True,True,False,True,True,False,4,2,False,True,False
p046_mixed_damage,p046,high_texture_brushwork,Boating,mixed_damage,32570.486328125,14.788673524226157,,0.1547206342220306,0.0615115165710449,0.0347867608070373,True,True,False,True,True,True,5,1,False,True,False
p046_scratch_thin,p046,high_texture_brushwork,Boating,scratch_thin,29330.08837890625,10.077136883818492,,0.1786250099539756,0.0011667013168334,-0.0216709375381469,True,True,False,True,True,False,4,2,False,True,False
p047_loss_large,p047,high_texture_brushwork,The Dance Class,loss_large,30394.30798339844,14.185968867117287,,0.1579224020242691,0.0682944655418396,0.020315408706665,True,True,False,True,True,True,5,1,False,True,False
p047_loss_small,p047,high_texture_brushwork,The Dance Class,loss_small,30613.05047607422,16.77748856018973,,0.1826939657330513,0.0663610696792602,-0.0037415623664855,True,True,False,True,True,False,4,2,False,True,False
p047_mixed_damage,p047,high_texture_brushwork,The Dance Class,mixed_damage,30623.678466796875,16.07906932853591,,0.2067236304283142,0.1442856788635254,0.0800985097885131,True,True,False,True,True,True,5,1,False,True,False
p047_scratch_thin,p047,high_texture_brushwork,The Dance Class,scratch_thin,32697.06811523437,10.588467503814837,,0.1949182748794555,0.0913591980934143,0.0016411542892456,True,True,False,True,True,True,5,1,False,True,False
p048_loss_large,p048,high_texture_brushwork,A Farm in Brittany,loss_large,27452.81188964844,13.451936867711195,,0.2626664936542511,0.2082928419113159,0.1441987752914428,True,True,False,True,True,True,5,1,False,True,False
p048_loss_small,p048,high_texture_brushwork,A Farm in Brittany,loss_small,24406.302673339844,16.435859627426172,,0.1585669219493866,0.1603070497512817,0.1060726642608642,True,True,False,True,True,True,5,1,False,True,False
p048_mixed_damage,p048,high_texture_brushwork,A Farm in Brittany,mixed_damage,30600.12158203125,14.81815935817666,,0.218749314546585,0.1293926239013672,0.4304366111755371,True,True,False,True,True,True,5,1,False,True,False
p048_scratch_thin,p048,high_texture_brushwork,A Farm in Brittany,scratch_thin,33732.334716796875,13.864870581496165,,0.2354285195469856,0.0623183846473693,0.1628390550613403,True,True,False,True,True,True,5,1,False,True,False
p049_loss_large,p049,high_texture_brushwork,Peonies,loss_large,22785.93701171875,8.535865587489429,,0.1716964840888977,0.2230065464973449,0.0026559829711914,True,True,False,True,True,True,5,1,False,True,False
p049_loss_small,p049,high_texture_brushwork,Peonies,loss_small,32501.46459960937,17.827742347794302,,0.1065576151013374,0.0275495052337646,0.01627117395401,True,True,False,True,True,True,5,1,False,True,False
p049_mixed_damage,p049,high_texture_brushwork,Peonies,mixed_damage,30246.68115234375,14.331622113483949,,0.1993587985634803,0.1618430018424987,0.1606590151786804,True,True,False,True,True,True,5,1,False,True,False
p049_scratch_thin,p049,high_texture_brushwork,Peonies,scratch_thin,34275.23681640625,10.95542231623333,,0.1202776953577995,0.0782201290130615,-0.0314860939979553,True,True,False,True,True,False,4,2,False,True,False
p050_loss_large,p050,high_texture_brushwork,Landscape with a Sunlit Stream,loss_large,35462.07409667969,13.798415884977626,,0.2976932525634765,0.2580386400222778,0.4131391048431396,True,True,False,True,True,True,5,1,False,True,False
p050_loss_small,p050,high_texture_brushwork,Landscape with a Sunlit Stream,loss_small,34283.76159667969,18.107176962269023,,0.1744552105665207,0.1676029562950134,0.2713973522186279,True,True,False,True,True,True,5,1,False,True,False
p050_mixed_damage,p050,high_texture_brushwork,Landscape with a Sunlit Stream,mixed_damage,36709.70947265625,14.987891313463546,,0.2559824585914612,0.1032080054283142,0.3465621769428253,True,True,False,True,True,True,5,1,False,True,False
p050_scratch_thin,p050,high_texture_brushwork,Landscape with a Sunlit Stream,scratch_thin,39073.107177734375,10.489969959993202,,0.1761117577552795,0.0348511934280395,0.0924504995346069,True,True,False,True,True,True,5,1,False,True,False
