case_id,painting_id,category,title,mask_type,mse_improvement,restored_mse,mae_improvement,psnr_improvement,damaged_lpips,restored_lpips,lpips_improvement,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement
p014_scratch_thin,p014,landscape_natural,Landscape on a River,scratch_thin,40049.637786865234,421.6278381347656,182.81715774536133,19.82217508336541,0.421140193939209,0.0056628882884979,0.415477305650711,0.8565492630004883,0.9974125623703003,0.140863299369812,0.6256421804428101,0.9983271956443787,0.3726850152015686
p015_loss_large,p015,landscape_natural,Landscape,loss_large,20930.594665527344,746.0596313476562,122.66028594970705,14.632187101378166,0.6520757675170898,0.4836895167827606,0.1683862507343292,0.7769405245780945,0.730167031288147,-0.04677349328994751,0.5043560266494751,0.30698728561401367,-0.19736874103546143
p015_loss_small,p015,landscape_natural,Landscape,loss_small,16166.191802978516,322.8081970214844,112.21566486358644,17.082497638399907,0.1291110068559646,0.0102440193295478,0.1188669875264167,0.9532792568206787,0.9979544281959534,0.04467517137527466,0.9081407785415649,0.9848164319992065,0.0766756534576416
p015_mixed_damage,p015,landscape_natural,Landscape,mixed_damage,14364.448852539062,1076.0286865234375,95.66929054260254,11.568368783402931,0.3054597973823547,0.0775327533483505,0.2279270440340042,0.8455324172973633,0.9036895036697388,0.05815708637237549,0.5655384659767151,0.7089225053787231,0.14338403940200806
p015_scratch_thin,p015,landscape_natural,Landscape,scratch_thin,11408.091766357422,187.24124145507807,91.53869819641112,17.918817137671727,0.1582717597484588,0.0014840950025245,0.1567876647459343,0.919958233833313,0.9998044967651367,0.07984626293182373,0.665026843547821,0.9994256496429443,0.3343988060951233
p016_loss_large,p016,landscape_natural,Wooded Landscape with a House beside a River,loss_large,11261.2666015625,1693.2373046875,74.8512191772461,8.837029581992567,0.526730477809906,0.4351871609687805,0.0915433168411254,0.7690346240997314,0.7924277186393738,0.023393094539642334,0.7273192405700684,0.4289102554321289,-0.29840898513793945
p016_loss_small,p016,landscape_natural,Wooded Landscape with a House beside a River,loss_small,14794.901245117188,915.2042236328124,96.9110164642334,12.346610849507789,0.1403160691261291,0.0277415849268436,0.1125744841992855,0.8750277161598206,0.9936486482620239,0.11862093210220337,0.8974999785423279,0.9679962396621704,0.07049626111984253
p016_mixed_damage,p016,landscape_natural,Wooded Landscape with a House beside a River,mixed_damage,11211.77801513672,913.8508911132812,77.88490676879883,11.22828933255893,0.198218435049057,0.0671999454498291,0.1310184895992279,0.8152158856391907,0.9820144176483154,0.16679853200912476,0.6812602877616882,0.8688318133354187,0.18757152557373047
p016_scratch_thin,p016,landscape_natural,Wooded Landscape with a House beside a River,scratch_thin,9762.392944335938,797.1715087890625,68.98567962646484,11.220942369089045,0.101435512304306,0.0072240596637129,0.094211452640593,0.9618637561798096,0.9997665882110596,0.03790283203125,0.9370157122612,0.9994939565658569,0.06247824430465698
p017_loss_large,p017,landscape_natural,Picturesque Landscape,loss_large,8919.4443359375,1484.4287109375,64.24769401550293,8.456356984598031,0.3723841607570648,0.3394825458526611,0.0329016149044036,0.8738003969192505,0.842863917350769,-0.030936479568481445,0.7864407300949097,0.4994490146636963,-0.2869917154312134
