case_id,painting_id,mask_id,mask_type,category,title,artist,date,style_or_period,medium,source,source_url,license,filename,damaged_mse_opencv,damaged_mse_lama,restored_mse_opencv,restored_mse_lama,restored_mse_delta_lama_minus_opencv,mse_improvement_opencv,mse_improvement_lama,mse_improvement_delta_lama_minus_opencv,winner_mse_improvement,damaged_mae_opencv,damaged_mae_lama,restored_mae_opencv,restored_mae_lama,restored_mae_delta_lama_minus_opencv,mae_improvement_opencv,mae_improvement_lama,mae_improvement_delta_lama_minus_opencv,winner_mae_improvement,damaged_psnr_opencv,damaged_psnr_lama,restored_psnr_opencv,restored_psnr_lama,restored_psnr_delta_lama_minus_opencv,psnr_improvement_opencv,psnr_improvement_lama,psnr_improvement_delta_lama_minus_opencv,winner_psnr_improvement,damaged_lpips_opencv,damaged_lpips_lama,restored_lpips_opencv,restored_lpips_lama,restored_lpips_delta_lama_minus_opencv,lpips_improvement_opencv,lpips_improvement_lama,lpips_improvement_delta_lama_minus_opencv,winner_lpips_improvement,clip_damaged_similarity_opencv,clip_damaged_similarity_lama,clip_restored_similarity_opencv,clip_restored_similarity_lama,clip_restored_similarity_delta_lama_minus_opencv,clip_similarity_improvement_opencv,clip_similarity_improvement_lama,clip_similarity_improvement_delta_lama_minus_opencv,winner_clip_similarity_improvement,dinov2_damaged_similarity_opencv,dinov2_damaged_similarity_lama,dinov2_restored_similarity_opencv,dinov2_restored_similarity_lama,dinov2_restored_similarity_delta_lama_minus_opencv,dinov2_similarity_improvement_opencv,dinov2_similarity_improvement_lama,dinov2_similarity_improvement_delta_lama_minus_opencv,winner_dinov2_similarity_improvement,clean_path,damaged_path,mask_path,restored_path_opencv,restored_path_lama,lama_metric_wins,opencv_metric_wins,metric_ties,overall_metric_vote,clean_path_resolved,damaged_path_resolved,mask_path_resolved,restored_path_opencv_resolved,restored_path_lama_resolved,lama_mse_win_but_dinov2_loss,lama_lpips_win_but_dinov2_loss,opencv_mse_loss_but_dinov2_win,opencv_lpips_loss_but_dinov2_win,lama_all_main_metrics_win,opencv_all_main_metrics_win,mixed_metric_outcome
p008_loss_large,p008,p008_loss_large,loss_large,portrait_figure,Manuel Osorio Manrique de Zuñiga,Francisco de Goya y Lucientes,1787-88,Spanish portraiture,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436545,Public Domain / Open Access,p008.jpg,43503.1640625,43503.1640625,853.185546875,606.2439575195312,-246.94158935546875,42649.978515625,42896.92010498047,246.94158935546875,lama,205.63221740722656,205.6322021484375,21.06973648071289,14.12795066833496,-6.9417858123779315,184.56248092651367,191.5042514801025,6.941770553588839,lama,1.7455951575439248,1.7455951575439248,18.820368710591072,20.30432937882749,1.483960668236417,17.074773553047148,18.558734221283565,1.483960668236417,lama,0.4935872852802276,0.4935872852802276,0.2661002576351166,0.1941097527742386,-0.07199050486087799,0.227487027645111,0.2994775325059891,0.07199050486087807,lama,0.8301897048950195,0.8301897644996643,0.8942939043045044,0.9528557062149048,0.05856180191040039,0.0641041994094848,0.1226659417152404,0.0585617423057556,lama,0.6870794296264648,0.6870794296264648,0.6030517220497131,0.8062859773635864,0.2032342553138733,-0.0840277075767517,0.1192065477371215,0.20323425531387318,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p008_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p008_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p008_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p008_loss_large_restored_opencv_telea.png,data/processed/restored/lama/p008_loss_large_restored_lama.png,4,0,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p008_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p008_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p008_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p008_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p008_loss_large_restored_lama.png,False,False,False,False,True,False,False
p008_loss_small,p008,p008_loss_small,loss_small,portrait_figure,Manuel Osorio Manrique de Zuñiga,Francisco de Goya y Lucientes,1787-88,Spanish portraiture,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436545,Public Domain / Open Access,p008.jpg,30896.015625,30896.01953125,508.1161193847656,148.20481872558594,-359.9113006591797,30387.899505615234,30747.81471252441,359.91520690917605,lama,171.5984344482422,171.5984344482422,12.431231498718262,6.939868450164795,-5.491363048553467,159.16720294952393,164.6585659980774,5.491363048553467,lama,3.231778847973772,3.231778298885911,21.07117388258713,26.422180363615126,5.351006481027998,17.839395034613357,23.190402064729216,5.351007030115859,lama,0.2134264409542083,0.2134264409542083,0.018182098865509,0.005585893522948,-0.012596205342561,0.1952443420886993,0.2078405474312603,0.012596205342560979,lama,0.8316227793693542,0.831622838973999,0.9798532724380492,0.9913246631622314,0.01147139072418224,0.148230493068695,0.1597018241882324,0.011471331119537381,lama,0.852601945400238,0.852601945400238,0.9476721286773682,0.9818081855773926,0.034136056900024414,0.0950701832771301,0.1292062401771545,0.034136056900024414,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p008_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p008_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p008_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p008_loss_small_restored_opencv_telea.png,data/processed/restored/lama/p008_loss_small_restored_lama.png,4,0,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p008_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p008_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p008_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p008_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p008_loss_small_restored_lama.png,False,False,False,False,True,False,False
p008_mixed_damage,p008,p008_mixed_damage,mixed_damage,portrait_figure,Manuel Osorio Manrique de Zuñiga,Francisco de Goya y Lucientes,1787-88,Spanish portraiture,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436545,Public Domain / Open Access,p008.jpg,32632.119140625,32632.11328125,179.57894897460938,64.11898040771484,-115.45996856689453,32452.54019165039,32567.994300842285,115.45410919189453,lama,178.48153686523438,178.48150634765625,7.068136692047119,4.490774154663086,-2.577362537384033,171.41340017318726,173.99073219299316,2.577332019805908,lama,2.9943508293673577,2.9943516091801694,25.58824935440841,30.06093753093848,4.47268817653007,22.593898525041052,27.06658592175831,4.472687396717259,lama,0.3442989289760589,0.3442989289760589,0.0339528732001781,0.0065640555694699,-0.027388817630708197,0.3103460557758808,0.337734873406589,0.027388817630708162,lama,0.7980606555938721,0.7980608344078064,0.9895729422569276,0.997986912727356,0.008413970470428356,0.1915122866630554,0.1999260783195495,0.008413791656494113,lama,0.774750292301178,0.774750292301178,0.9858614802360536,0.9939625263214112,0.008101046085357666,0.2111111879348755,0.2192122340202331,0.00810104608535761,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p008_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p008_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p008_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p008_mixed_damage_restored_opencv_telea.png,data/processed/restored/lama/p008_mixed_damage_restored_lama.png,4,0,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p008_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p008_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p008_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p008_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p008_mixed_damage_restored_lama.png,False,False,False,False,True,False,False
p008_scratch_thin,p008,p008_scratch_thin,scratch_thin,portrait_figure,Manuel Osorio Manrique de Zuñiga,Francisco de Goya y Lucientes,1787-88,Spanish portraiture,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436545,Public Domain / Open Access,p008.jpg,39698.91796875,39698.921875,264.2908020019531,231.95639038085935,-32.33441162109378,39434.62716674805,39466.96548461914,32.33831787109375,lama,196.8914031982422,196.8914031982422,8.419856071472168,8.560349464416504,0.14049339294433594,188.47154712677,188.33105373382568,-0.14049339294430752,opencv,2.143016910469897,2.143016483137662,23.909983120355086,24.47674019068469,0.5667570703296043,21.76696620988519,22.333723707547037,0.5667574976618468,lama,0.3146711587905884,0.3146711587905884,0.0038933381438255,0.0025945268571376,-0.0012988112866879004,0.3107778206467628,0.3120766319334507,0.0012988112866879065,lama,0.9066472053527832,0.9066471457481384,0.999341368675232,0.9995136857032776,0.00017231702804554327,0.0926941633224487,0.0928665399551391,0.00017237663269040193,lama,0.7918055653572083,0.7918055653572083,0.9984346628189088,0.9973803758621216,-0.0010542869567872204,0.2066290974617004,0.2055748105049133,-0.0010542869567871094,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p008_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p008_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p008_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p008_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p008_scratch_thin_restored_lama.png,3,1,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p008_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p008_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p008_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p008_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p008_scratch_thin_restored_lama.png,True,True,True,True,False,False,True
p009_loss_large,p009,p009_loss_large,loss_large,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,1888,Post-Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/459123,Public Domain / Open Access,p009.jpg,20982.900390625,20982.8984375,2045.8681640625,1872.611572265625,-173.256591796875,18937.0322265625,19110.28686523437,173.25463867187136,lama,120.02590942382812,120.02590942382812,26.000703811645508,24.051403045654297,-1.949300765991211,94.02520561218262,95.97450637817384,1.9493007659912251,lama,4.91214841901545,4.912148823264356,15.022027165674832,15.406326579806478,0.3842994141316467,10.109878746659383,10.494177756542122,0.3842990098827386,lama,0.6020157337188721,0.6020157337188721,0.3247648477554321,0.2414171546697616,-0.08334769308567047,0.2772508859634399,0.3605985790491104,0.08334769308567053,lama,0.7947430610656738,0.7947432398796082,0.7285798788070679,0.9245619773864746,0.19598209857940674,-0.0661631822586059,0.1298187375068664,0.1959819197654723,lama,0.687800407409668,0.687800407409668,0.3880608677864074,0.7560295462608337,0.3679686784744263,-0.2997395396232605,0.0682291388511657,0.3679686784744262,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p009_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p009_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p009_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p009_loss_large_restored_opencv_telea.png,data/processed/restored/lama/p009_loss_large_restored_lama.png,4,0,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p009_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p009_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p009_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p009_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p009_loss_large_restored_lama.png,False,False,False,False,True,False,False
p009_loss_small,p009,p009_loss_small,loss_small,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,1888,Post-Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/459123,Public Domain / Open Access,p009.jpg,25575.68359375,25575.685546875,576.217041015625,461.1902465820313,-115.0267944335937,24999.46655273437,25114.49530029297,115.02874755859739,lama,136.78530883789062,136.78530883789062,13.259349822998049,13.040642738342283,-0.21870708465576527,123.52595901489258,123.74466609954834,0.21870708465576172,lama,4.052531103888583,4.052530772233177,20.52494262929044,21.4920024676475,0.9670598383570592,16.472411525401853,17.439471695414323,0.9670601700124699,lama,0.1513058394193649,0.1513058394193649,0.0095094116404652,0.0047005782835185,-0.004808833356946701,0.1417964277788996,0.1466052611358463,0.004808833356946707,lama,0.954608678817749,0.954608678817749,0.9974245429039,0.9990934133529664,0.0016688704490663842,0.0428158640861511,0.0444847345352172,0.0016688704490660997,lama,0.9187496900558472,0.9187496900558472,0.993726909160614,0.9984553456306458,0.004728436470031738,0.0749772191047668,0.0797056555747985,0.004728436470031697,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p009_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p009_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p009_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p009_loss_small_restored_opencv_telea.png,data/processed/restored/lama/p009_loss_small_restored_lama.png,4,0,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p009_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p009_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p009_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p009_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p009_loss_small_restored_lama.png,False,False,False,False,True,False,False
p009_mixed_damage,p009,p009_mixed_damage,mixed_damage,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,1888,Post-Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/459123,Public Domain / Open Access,p009.jpg,27893.546875,27893.548828125,939.88330078125,811.4517822265625,-128.4315185546875,26953.66357421875,27082.09704589844,128.43347167969114,lama,152.64202880859375,152.64202880859375,19.35413932800293,18.736238479614254,-0.6179008483886754,133.28788948059082,133.9057903289795,0.6179008483886719,lama,3.675766192694705,3.675765888598785,18.400064274522883,19.038176424174114,0.6381121496512314,14.724298081828175,15.362410535575329,0.6381124537471532,lama,0.2458253800868988,0.2458253800868988,0.0400112308561801,0.0225139427930116,-0.0174972880631685,0.2058141492307186,0.2233114372938871,0.017497288063168498,lama,0.9261281490325928,0.9261282682418824,0.9892976880073548,0.997523307800293,0.008225619792938121,0.0631695389747619,0.0713950395584106,0.00822550058364871,lama,0.7010014057159424,0.7010014057159424,0.9753690958023072,0.9916468858718872,0.016277790069579967,0.2743676900863647,0.2906454801559448,0.016277790069580134,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p009_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p009_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p009_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p009_mixed_damage_restored_opencv_telea.png,data/processed/restored/lama/p009_mixed_damage_restored_lama.png,4,0,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p009_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p009_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p009_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p009_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p009_mixed_damage_restored_lama.png,False,False,False,False,True,False,False
p009_scratch_thin,p009,p009_scratch_thin,scratch_thin,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,1888,Post-Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/459123,Public Domain / Open Access,p009.jpg,22220.63671875,22220.63671875,842.8877563476562,844.0307006835938,1.1429443359375,21377.748962402344,21376.606018066406,-1.1429443359375,opencv,127.12538146972656,127.12538146972656,14.08490753173828,16.457597732543945,2.372690200805666,113.04047393798828,110.66778373718262,-2.372690200805664,opencv,4.663238616420983,4.663238616420983,18.873106154773268,18.86722116973317,-0.00588498504009749,14.209867538352285,14.20398255331219,-0.005884985040093937,opencv,0.1729621440172195,0.1729621440172195,0.004283879417926,0.0039944695308804,-0.0002894098870456002,0.1686782645992934,0.1689676744863391,0.00028940988704570514,lama,0.9370008707046508,0.937000811100006,0.998644232749939,0.9989992380142212,0.00035500526428222656,0.061643362045288,0.061998426914215,0.000355064868926995,lama,0.916939616203308,0.916939616203308,0.9996866583824158,0.9994683265686036,-0.00021833181381214484,0.0827470421791076,0.0825287103652954,-0.00021833181381220035,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p009_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p009_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p009_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p009_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p009_scratch_thin_restored_lama.png,2,2,0,mixed_tie,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p009_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p009_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p009_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p009_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p009_scratch_thin_restored_lama.png,False,True,False,True,False,False,True
p010_loss_large,p010,p010_loss_large,loss_large,portrait_figure,Joan of Arc,Jules Bastien-Lepage,1879,19th century French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/435621,Public Domain / Open Access,p010.jpg,38570.05859375,38570.0625,446.9234313964844,474.3353576660156,27.41192626953125,38123.13516235352,38095.727142333984,-27.408020019538526,opencv,194.60337829589844,194.60337829589844,15.888731956481934,16.31846809387207,0.4297361373901367,178.7146463394165,178.28491020202637,-0.4297361373901367,opencv,2.26830062242393,2.268300182584636,21.628472363274128,21.36994862050082,-0.25852374277330625,19.3601717408502,19.101648437916182,-0.25852330293401593,opencv,0.5043120980262756,0.5043120980262756,0.3046157360076904,0.1370738595724105,-0.16754187643527987,0.1996963620185852,0.367238238453865,0.1675418764352798,lama,0.7887466549873352,0.7887468338012695,0.8430076837539673,0.9786511659622192,0.13564348220825195,0.054261028766632,0.1899043321609497,0.1356433033943177,lama,0.6321842670440674,0.6321842670440674,0.5878798961639404,0.9452803134918212,0.35740041732788075,-0.0443043708801269,0.3130960464477539,0.3574004173278808,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p010_loss_large_restored_opencv_telea.png,data/processed/restored/lama/p010_loss_large_restored_lama.png,3,1,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p010_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p010_loss_large_restored_lama.png,False,False,False,False,False,False,True
p010_loss_small,p010,p010_loss_small,loss_small,portrait_figure,Joan of Arc,Jules Bastien-Lepage,1879,19th century French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/435621,Public Domain / Open Access,p010.jpg,43583.0078125,43583.0078125,290.3744201660156,306.3359680175781,15.9615478515625,43292.633392333984,43276.67184448242,-15.9615478515625,opencv,207.9271545410156,207.9271545410156,12.142794609069824,12.551295280456545,0.4085006713867205,195.7843599319458,195.37585926055908,-0.40850067138671875,opencv,1.7376316177513542,1.7376316177513542,23.501220052794245,23.26882368976516,-0.2323963630290855,21.76358843504289,21.5311920720138,-0.2323963630290926,opencv,0.2532385885715484,0.2532385885715484,0.0170476920902729,0.0082653909921646,-0.0087823010981083,0.2361908964812755,0.2449731975793838,0.008782301098108292,lama,0.8779041767120361,0.877903938293457,0.997844099998474,0.9991717338562012,0.0013276338577271618,0.1199399232864379,0.1212677955627441,0.001327872276306194,lama,0.9487009048461914,0.9487009048461914,0.9786458015441896,0.9987770318984984,0.02013123035430886,0.029944896697998,0.0500761270523071,0.020131230354309103,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p010_loss_small_restored_opencv_telea.png,data/processed/restored/lama/p010_loss_small_restored_lama.png,3,1,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p010_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p010_loss_small_restored_lama.png,False,False,False,False,False,False,True
p010_mixed_damage,p010,p010_mixed_damage,mixed_damage,portrait_figure,Joan of Arc,Jules Bastien-Lepage,1879,19th century French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/435621,Public Domain / Open Access,p010.jpg,40294.81640625,40294.8125,554.0282592773438,261.13140869140625,-292.8968505859375,39740.788146972656,40033.681091308594,292.8929443359375,lama,198.8666534423828,198.86663818359372,14.113670349121094,11.694664001464844,-2.41900634765625,184.7529830932617,187.1719741821289,2.418991088867216,lama,2.0783117951477466,2.078312216160436,20.69548443548853,23.96221249286303,3.2667280573745003,18.617172640340787,21.8839002767026,3.2667276363618143,lama,0.496726781129837,0.496726781129837,0.0557911805808544,0.0159071888774633,-0.0398839917033911,0.4409356005489826,0.4808195922523737,0.039883991703391075,lama,0.762116551399231,0.762116551399231,0.9417083263397216,0.9933129549026488,0.051604628562927246,0.1795917749404907,0.2311964035034179,0.05160462856292722,lama,0.462197870016098,0.462197870016098,0.761796236038208,0.9804537296295166,0.2186574935913086,0.29959836602211,0.5182558596134186,0.2186574935913086,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p010_mixed_damage_restored_opencv_telea.png,data/processed/restored/lama/p010_mixed_damage_restored_lama.png,4,0,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p010_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p010_mixed_damage_restored_lama.png,False,False,False,False,True,False,False
p010_scratch_thin,p010,p010_scratch_thin,scratch_thin,portrait_figure,Joan of Arc,Jules Bastien-Lepage,1879,19th century French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/435621,Public Domain / Open Access,p010.jpg,42933.53515625,42933.53515625,111.5390853881836,116.05067443847656,4.511589050292969,42821.99607086182,42817.48448181152,-4.511589050292969,opencv,205.01126098632807,205.01126098632807,6.918824195861816,7.441725730895996,0.5229015350341797,198.0924367904663,197.56953525543213,-0.5229015350341797,opencv,1.8028371101782417,1.8028371101782417,27.656532818787078,27.484326921289025,-0.1722058974980527,25.853695708608832,25.681489811110783,-0.17220589749804915,opencv,0.3639232516288757,0.3639232516288757,0.0018421905115246,0.0014777220785617,-0.0003644684329629001,0.362081061117351,0.3624455295503139,0.00036446843296289444,lama,0.8697965145111084,0.869796633720398,0.9994890689849854,0.999521553516388,3.248453140269891e-05,0.1296925544738769,0.12972491979599,3.236532211309262e-05,lama,0.8214116096496582,0.8214116096496582,0.9992303252220154,0.9994221925735474,0.00019186735153198242,0.1778187155723571,0.1780105829238891,0.00019186735153201018,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p010_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p010_scratch_thin_restored_lama.png,3,1,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p010_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p010_scratch_thin_restored_lama.png,False,False,False,False,False,False,True
