rank_direction,rank_metric,rank_evaluation_region,rank_position,rank_metric_value,feature_row_id,feature_case_id,restoration_case_id,source_case_id,dataset_name,painting_id,category,title,artist,style,model_name,mask_type,metric_mask_type,evaluation_region,region_pixel_count,mask_area_pixels,is_zero_control,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,mean_similarity_improvement,clean_embedding_id,damaged_embedding_id,restored_embedding_id,embedding_group_id,status,issue
strongest,mean_similarity_improvement,full_image,3,0.37258023023605347,lama__canonical__canonical__p013_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p013_mixed_damage,lama__canonical__canonical__p013_mixed_damage,canonical__p013_mixed_damage,canonical,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,lama,mixed_damage,mixed_damage,full_image,589824,35229,False,0.8310893177986145,0.9987523555755615,0.16766303777694702,0.41635847091674805,0.993855893611908,0.5774974226951599,0.37258023023605347,lama__canonical__canonical__p013_mixed_damage__full_image__clean,lama__canonical__canonical__p013_mixed_damage__full_image__damaged,lama__canonical__canonical__p013_mixed_damage__full_image__restored,canonical__p013__full_image,ok,
strongest,mean_similarity_improvement,full_image,4,0.3557904064655304,lama__canonical__canonical__p014_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p014_mixed_damage,lama__canonical__canonical__p014_mixed_damage,canonical__p014_mixed_damage,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,mixed_damage,mixed_damage,full_image,589824,41872,False,0.7950265407562256,0.992817759513855,0.1977912187576294,0.4606019854545593,0.9743915796279907,0.5137895941734314,0.3557904064655304,lama__canonical__canonical__p014_mixed_damage__full_image__clean,lama__canonical__canonical__p014_mixed_damage__full_image__damaged,lama__canonical__canonical__p014_mixed_damage__full_image__restored,canonical__p014__full_image,ok,
strongest,mean_similarity_improvement,full_image,5,0.33270949125289917,lama__canonical__canonical__p010_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p010_mixed_damage,lama__canonical__canonical__p010_mixed_damage,canonical__p010_mixed_damage,canonical,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,mixed_damage,mixed_damage,full_image,589824,43214,False,0.8004584312438965,0.9931834936141968,0.1927250623703003,0.49641287326812744,0.9691067934036255,0.47269392013549805,0.33270949125289917,lama__canonical__canonical__p010_mixed_damage__full_image__clean,lama__canonical__canonical__p010_mixed_damage__full_image__damaged,lama__canonical__canonical__p010_mixed_damage__full_image__restored,canonical__p010__full_image,ok,
strongest,mean_similarity_improvement,full_image,6,0.3270142078399658,lama__canonical__canonical__p011_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p011_mixed_damage,lama__canonical__canonical__p011_mixed_damage,canonical__p011_mixed_damage,canonical,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,mixed_damage,mixed_damage,full_image,589824,36991,False,0.8507306575775146,0.9973129034042358,0.1465822458267212,0.48772484064102173,0.9951710104942322,0.5074461698532104,0.3270142078399658,lama__canonical__canonical__p011_mixed_damage__full_image__clean,lama__canonical__canonical__p011_mixed_damage__full_image__damaged,lama__canonical__canonical__p011_mixed_damage__full_image__restored,canonical__p011__full_image,ok,
strongest,mean_similarity_improvement,full_image,7,0.3249804377555847,lama__canonical__canonical__p041_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p041_mixed_damage,lama__canonical__canonical__p041_mixed_damage,canonical__p041_mixed_damage,canonical,p041,high_texture_brushwork,Wheat Field with Cypresses,Vincent van Gogh,Post-Impressionism,lama,mixed_damage,mixed_damage,full_image,589824,51197,False,0.8158278465270996,0.9963733553886414,0.18054550886154175,0.5193053483963013,0.988720715045929,0.4694153666496277,0.3249804377555847,lama__canonical__canonical__p041_mixed_damage__full_image__clean,lama__canonical__canonical__p041_mixed_damage__full_image__damaged,lama__canonical__canonical__p041_mixed_damage__full_image__restored,canonical__p041__full_image,ok,
strongest,mean_similarity_improvement,full_image,8,0.3229817897081375,lama__canonical__canonical__p027_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p027_mixed_damage,lama__canonical__canonical__p027_mixed_damage,canonical__p027_mixed_damage,canonical,p027,architecture_structured,Italian Landscape with the Ponte Lucano over the Aniene River,Jan Both,,lama,mixed_damage,mixed_damage,full_image,589824,40932,False,0.8229563236236572,0.9914143085479736,0.1684579849243164,0.48513850569725037,0.962644100189209,0.4775055944919586,0.3229817897081375,lama__canonical__canonical__p027_mixed_damage__full_image__clean,lama__canonical__canonical__p027_mixed_damage__full_image__damaged,lama__canonical__canonical__p027_mixed_damage__full_image__restored,canonical__p027__full_image,ok,
strongest,mean_similarity_improvement,full_image,9,0.31738370656967163,lama__canonical__canonical__p014_loss_small__full_image__feature_similarity,lama__canonical__canonical__p014_loss_small,lama__canonical__canonical__p014_loss_small,canonical__p014_loss_small,canonical,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,lama,loss_small,loss_small,full_image,589824,16029,False,0.8791500926017761,0.9993282556533813,0.12017816305160522,0.48284977674484253,0.9974390268325806,0.514589250087738,0.31738370656967163,lama__canonical__canonical__p014_loss_small__full_image__clean,lama__canonical__canonical__p014_loss_small__full_image__damaged,lama__canonical__canonical__p014_loss_small__full_image__restored,canonical__p014__full_image,ok,
strongest,mean_similarity_improvement,full_image,10,0.3173399865627289,lama__canonical__canonical__p016_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p016_mixed_damage,lama__canonical__canonical__p016_mixed_damage,canonical__p016_mixed_damage,canonical,p016,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,lama,mixed_damage,mixed_damage,full_image,589824,42648,False,0.7981017827987671,0.9978007674217224,0.19969898462295532,0.5591603517532349,0.9941413402557373,0.43498098850250244,0.3173399865627289,lama__canonical__canonical__p016_mixed_damage__full_image__clean,lama__canonical__canonical__p016_mixed_damage__full_image__damaged,lama__canonical__canonical__p016_mixed_damage__full_image__restored,canonical__p016__full_image,ok,
strongest,mean_similarity_improvement,full_image,11,0.31285393238067627,lama__canonical__canonical__p028_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p028_mixed_damage,lama__canonical__canonical__p028_mixed_damage,canonical__p028_mixed_damage,canonical,p028,architecture_structured,Trading posts of the Dutch East India Company (VOC),workshop of Johannes Vinckboons,,lama,mixed_damage,mixed_damage,full_image,589824,42118,False,0.8173513412475586,0.9975124001502991,0.18016105890274048,0.542140007019043,0.987686812877655,0.44554680585861206,0.31285393238067627,lama__canonical__canonical__p028_mixed_damage__full_image__clean,lama__canonical__canonical__p028_mixed_damage__full_image__damaged,lama__canonical__canonical__p028_mixed_damage__full_image__restored,canonical__p028__full_image,ok,
strongest,mean_similarity_improvement,full_image,12,0.2995902895927429,lama__canonical__canonical__p002_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,canonical,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,mixed_damage,mixed_damage,full_image,589824,34546,False,0.6968780755996704,0.9986440539360046,0.30176597833633423,0.6990557909011841,0.9964703917503357,0.2974146008491516,0.2995902895927429,lama__canonical__canonical__p002_mixed_damage__full_image__clean,lama__canonical__canonical__p002_mixed_damage__full_image__damaged,lama__canonical__canonical__p002_mixed_damage__full_image__restored,canonical__p002__full_image,ok,
strongest,mean_similarity_improvement,full_image,13,0.29753273725509644,lama__canonical__canonical__p012_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p012_mixed_damage,lama__canonical__canonical__p012_mixed_damage,canonical__p012_mixed_damage,canonical,p012,landscape_natural,An Extensive Wooded Landscape,Philips Koninck,,lama,mixed_damage,mixed_damage,full_image,589824,41283,False,0.8028466105461121,0.9989567995071411,0.19611018896102905,0.5952847599983215,0.9942400455474854,0.3989552855491638,0.29753273725509644,lama__canonical__canonical__p012_mixed_damage__full_image__clean,lama__canonical__canonical__p012_mixed_damage__full_image__damaged,lama__canonical__canonical__p012_mixed_damage__full_image__restored,canonical__p012__full_image,ok,
strongest,mean_similarity_improvement,full_image,14,0.28310927748680115,lama__canonical__canonical__p013_scratch_thin__full_image__feature_similarity,lama__canonical__canonical__p013_scratch_thin,lama__canonical__canonical__p013_scratch_thin,canonical__p013_scratch_thin,canonical,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,lama,scratch_thin,scratch_thin,full_image,589824,8069,False,0.8513860106468201,0.9998897314071655,0.14850372076034546,0.5816124677658081,0.9993273019790649,0.41771483421325684,0.28310927748680115,lama__canonical__canonical__p013_scratch_thin__full_image__clean,lama__canonical__canonical__p013_scratch_thin__full_image__damaged,lama__canonical__canonical__p013_scratch_thin__full_image__restored,canonical__p013__full_image,ok,
strongest,mean_similarity_improvement,full_image,15,0.282753050327301,lama__canonical__canonical__p026_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p026_mixed_damage,lama__canonical__canonical__p026_mixed_damage,canonical__p026_mixed_damage,canonical,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,lama,mixed_damage,mixed_damage,full_image,589824,37951,False,0.7993991374969482,0.998591423034668,0.19919228553771973,0.6276735067367554,0.9939873218536377,0.3663138151168823,0.282753050327301,lama__canonical__canonical__p026_mixed_damage__full_image__clean,lama__canonical__canonical__p026_mixed_damage__full_image__damaged,lama__canonical__canonical__p026_mixed_damage__full_image__restored,canonical__p026__full_image,ok,
strongest,mean_similarity_improvement,full_image,16,0.2638051211833954,lama__canonical__canonical__p004_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p004_mixed_damage,lama__canonical__canonical__p004_mixed_damage,canonical__p004_mixed_damage,canonical,p004,portrait_figure,Madame Georges Charpentier and Her Children,Pierre-Auguste Renoir,Impressionism,lama,mixed_damage,mixed_damage,full_image,589824,49686,False,0.8108729720115662,0.996658444404602,0.1857854723930359,0.627126932144165,0.9689517021179199,0.3418247699737549,0.2638051211833954,lama__canonical__canonical__p004_mixed_damage__full_image__clean,lama__canonical__canonical__p004_mixed_damage__full_image__damaged,lama__canonical__canonical__p004_mixed_damage__full_image__restored,canonical__p004__full_image,ok,
strongest,mean_similarity_improvement,full_image,17,0.25402721762657166,lama__canonical__canonical__p048_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p048_mixed_damage,lama__canonical__canonical__p048_mixed_damage,canonical__p048_mixed_damage,canonical,p048,high_texture_brushwork,A Farm in Brittany,Paul Gauguin,Post-Impressionism,lama,mixed_damage,mixed_damage,full_image,589824,41222,False,0.8246725797653198,0.9967787265777588,0.17210614681243896,0.6519154906272888,0.9878637790679932,0.33594828844070435,0.25402721762657166,lama__canonical__canonical__p048_mixed_damage__full_image__clean,lama__canonical__canonical__p048_mixed_damage__full_image__damaged,lama__canonical__canonical__p048_mixed_damage__full_image__restored,canonical__p048__full_image,ok,
strongest,mean_similarity_improvement,full_image,18,0.25210142135620117,lama__canonical__canonical__p015_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p015_mixed_damage,lama__canonical__canonical__p015_mixed_damage,canonical__p015_mixed_damage,canonical,p015,landscape_natural,Landscape,Henri-Joseph Harpignies,,lama,mixed_damage,mixed_damage,full_image,589824,40213,False,0.8645930886268616,0.997092068195343,0.13249897956848145,0.6185838580131531,0.990287721157074,0.3717038631439209,0.25210142135620117,lama__canonical__canonical__p015_mixed_damage__full_image__clean,lama__canonical__canonical__p015_mixed_damage__full_image__damaged,lama__canonical__canonical__p015_mixed_damage__full_image__restored,canonical__p015__full_image,ok,
strongest,mean_similarity_improvement,full_image,19,0.25104835629463196,lama__canonical__canonical__p001_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p001_mixed_damage,lama__canonical__canonical__p001_mixed_damage,canonical__p001_mixed_damage,canonical,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,mixed_damage,mixed_damage,full_image,589824,45733,False,0.6738892793655396,0.9607895016670227,0.28690022230148315,0.7721320986747742,0.9873285889625549,0.21519649028778076,0.25104835629463196,lama__canonical__canonical__p001_mixed_damage__full_image__clean,lama__canonical__canonical__p001_mixed_damage__full_image__damaged,lama__canonical__canonical__p001_mixed_damage__full_image__restored,canonical__p001__full_image,ok,
strongest,mean_similarity_improvement,full_image,20,0.24695277214050293,lama__canonical__canonical__p019_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p019_mixed_damage,lama__canonical__canonical__p019_mixed_damage,canonical__p019_mixed_damage,canonical,p019,landscape_natural,Evening: Landscape with an Aqueduct,Théodore Géricault,,lama,mixed_damage,mixed_damage,full_image,589824,45763,False,0.862511157989502,0.9970417618751526,0.13453060388565063,0.631781280040741,0.9911562204360962,0.3593749403953552,0.24695277214050293,lama__canonical__canonical__p019_mixed_damage__full_image__clean,lama__canonical__canonical__p019_mixed_damage__full_image__damaged,lama__canonical__canonical__p019_mixed_damage__full_image__restored,canonical__p019__full_image,ok,
weakest,mean_similarity_improvement,full_image,1,-0.4028104692697525,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe,synthetic_degradation__p001__partial_transparency__severe,synthetic_degradation,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,full_image,589824,315211,False,0.9496574401855469,0.6002408266067505,-0.3494166135787964,0.9549606442451477,0.4987563192844391,-0.4562043249607086,-0.4028104692697525,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe__full_image__restored,synthetic_degradation__p001__full_image,ok,
weakest,mean_similarity_improvement,full_image,2,-0.1513676941394806,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe,synthetic_degradation__p043__partial_transparency__severe,synthetic_degradation,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,lama,,,full_image,589824,202937,False,0.9911192059516907,0.8342669010162354,-0.15685230493545532,0.9844615459442139,0.838578462600708,-0.14588308334350586,-0.1513676941394806,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe__full_image__restored,synthetic_degradation__p043__full_image,ok,
weakest,mean_similarity_improvement,full_image,3,-0.13480284810066223,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe,synthetic_degradation__p039__partial_transparency__severe,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,lama,,,full_image,589824,156521,False,0.9907070398330688,0.9230635762214661,-0.06764346361160278,0.9802906513214111,0.7783284187316895,-0.20196223258972168,-0.13480284810066223,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe__full_image__restored,synthetic_degradation__p039__full_image,ok,
weakest,mean_similarity_improvement,full_image,4,-0.12961480021476746,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe,synthetic_degradation__p018__partial_transparency__severe,synthetic_degradation,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,full_image,589824,169410,False,0.9907352328300476,0.9256694316864014,-0.06506580114364624,0.9820120334625244,0.7878482341766357,-0.19416379928588867,-0.12961480021476746,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe__full_image__restored,synthetic_degradation__p018__full_image,ok,
weakest,mean_similarity_improvement,full_image,5,-0.11872562766075134,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe,synthetic_degradation__p026__partial_transparency__severe,synthetic_degradation,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,lama,,,full_image,589824,132649,False,0.9948906898498535,0.9570034146308899,-0.03788727521896362,0.9896225929260254,0.7900586128234863,-0.19956398010253906,-0.11872562766075134,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe__full_image__restored,synthetic_degradation__p026__full_image,ok,
weakest,mean_similarity_improvement,full_image,6,-0.1155184805393219,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate,synthetic_degradation__p001__partial_transparency__moderate,synthetic_degradation,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,,,full_image,589824,99854,False,0.9912276268005371,0.8434094190597534,-0.1478182077407837,0.9842086434364319,0.9009898900985718,-0.08321875333786011,-0.1155184805393219,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate__full_image__restored,synthetic_degradation__p001__full_image,ok,
weakest,mean_similarity_improvement,full_image,7,-0.08435523509979248,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate,synthetic_degradation__p039__partial_transparency__moderate,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,lama,,,full_image,589824,104657,False,0.9946094751358032,0.9621243476867676,-0.032485127449035645,0.988562822341919,0.8523374795913696,-0.13622534275054932,-0.08435523509979248,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate__full_image__restored,synthetic_degradation__p039__full_image,ok,
weakest,mean_similarity_improvement,full_image,8,-0.03896576166152954,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate,synthetic_degradation__p043__partial_transparency__moderate,synthetic_degradation,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,lama,,,full_image,589824,108836,False,0.9981630444526672,0.9668103456497192,-0.031352698802948,0.9958516359329224,0.9492728114128113,-0.046578824520111084,-0.03896576166152954,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate__full_image__restored,synthetic_degradation__p043__full_image,ok,
weakest,mean_similarity_improvement,full_image,9,-0.036376953125,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate,synthetic_degradation__p039__water_stain__moderate,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,lama,,,full_image,589824,33464,False,0.9992818236351013,0.986522376537323,-0.01275944709777832,0.9967262744903564,0.9367318153381348,-0.05999445915222168,-0.036376953125,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate__full_image__restored,synthetic_degradation__p039__full_image,ok,
weakest,mean_similarity_improvement,full_image,10,-0.029351413249969482,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate,synthetic_degradation__p026__partial_transparency__moderate,synthetic_degradation,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,lama,,,full_image,589824,35610,False,0.9976677298545837,0.9874143600463867,-0.010253369808197021,0.996200442314148,0.947750985622406,-0.04844945669174194,-0.029351413249969482,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate__full_image__restored,synthetic_degradation__p026__full_image,ok,
weakest,mean_similarity_improvement,full_image,11,-0.016550838947296143,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate,synthetic_degradation__p018__partial_transparency__moderate,synthetic_degradation,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,full_image,589824,67754,False,0.9984362125396729,0.9842658042907715,-0.014170408248901367,0.9968805313110352,0.9779492616653442,-0.018931269645690918,-0.016550838947296143,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate__full_image__restored,synthetic_degradation__p018__full_image,ok,
weakest,mean_similarity_improvement,full_image,12,-0.01556861400604248,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild,synthetic_degradation__p018__water_stain__mild,synthetic_degradation,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,full_image,589824,39028,False,0.9998370409011841,0.9945334196090698,-0.005303621292114258,0.9992403984069824,0.9734067916870117,-0.025833606719970703,-0.01556861400604248,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild__full_image__restored,synthetic_degradation__p018__full_image,ok,
weakest,mean_similarity_improvement,full_image,13,-0.009226858615875244,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild,synthetic_degradation__p043__partial_transparency__mild,synthetic_degradation,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,lama,,,full_image,589824,23169,False,0.9994518756866455,0.993394136428833,-0.0060577392578125,0.9990526437759399,0.986656665802002,-0.012395977973937988,-0.009226858615875244,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild__full_image__restored,synthetic_degradation__p043__full_image,ok,
weakest,mean_similarity_improvement,full_image,14,-0.008470773696899414,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild,synthetic_degradation__p026__partial_transparency__mild,synthetic_degradation,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,lama,,,full_image,589824,18081,False,0.9997236132621765,0.9962090849876404,-0.003514528274536133,0.9991054534912109,0.9856784343719482,-0.013427019119262695,-0.008470773696899414,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild__full_image__restored,synthetic_degradation__p026__full_image,ok,
weakest,mean_similarity_improvement,full_image,15,-0.007576048374176025,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate,synthetic_degradation__p018__water_stain_dirt__moderate,synthetic_degradation,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,full_image,589824,27569,False,0.9993818998336792,0.993739128112793,-0.0056427717208862305,0.9974963665008545,0.9879870414733887,-0.00950932502746582,-0.007576048374176025,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate__full_image__restored,synthetic_degradation__p018__full_image,ok,
weakest,mean_similarity_improvement,full_image,16,-0.0062833428382873535,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe,synthetic_degradation__p018__water_stain__severe,synthetic_degradation,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,lama,,,full_image,589824,19426,False,0.9985705614089966,0.9976575374603271,-0.0009130239486694336,0.995394766330719,0.9837411046028137,-0.011653661727905273,-0.0062833428382873535,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe__full_image__restored,synthetic_degradation__p018__full_image,ok,
weakest,mean_similarity_improvement,full_image,17,-0.005839645862579346,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__mild__full_image__feature_similarity,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__mild,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__mild,synthetic_degradation__p039__water_stain__mild,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,lama,,,full_image,589824,14196,False,0.9995718002319336,0.9982359409332275,-0.0013358592987060547,0.9988230466842651,0.9884796142578125,-0.010343432426452637,-0.005839645862579346,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__mild__full_image__clean,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__mild__full_image__damaged,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__mild__full_image__restored,synthetic_degradation__p039__full_image,ok,
