case_id,painting_id,category,title,mask_id,mask_type,model_name,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,damaged_mse,restored_mse,mse_improvement,damaged_mae,restored_mae,mae_improvement,damaged_psnr,restored_psnr,psnr_improvement,damaged_ssim,restored_ssim,ssim_improvement,status,issue,distance_from_median_mse_improvement,mse_improved,mae_improved,psnr_improved,ssim_improved,num_classical_metrics_improved,num_classical_metrics_worsened_or_tied,selection_reason,clean_path,damaged_path,restored_path,mask_path
p017_loss_large,p017,landscape_natural,Picturesque Landscape,p017_loss_large,loss_large,stable_diffusion_inpainting,masked_region,45832,,,,,45832,10.5437,7.7705,10403.873046875,1733.736083984375,8670.136962890625,93.99626922607422,32.86705780029297,61.12921142578125,7.958853167844865,15.740973726830656,7.782120558985792,,,,ok,,,True,True,True,False,3.0,1.0,classical_metric_disagreement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p017_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_loss_large_mask.png
p020_loss_large,p020,landscape_natural,Mediterranean landscape (recto); Mountains (verso),p020_loss_large,loss_large,stable_diffusion_inpainting,masked_region,51159,,,,,51159,12.5923,8.6736,6440.3271484375,3168.48193359375,3271.84521484375,72.3664779663086,44.66487503051758,27.701602935791016,10.041724321490095,13.122291257086596,3.080566935596501,,,,ok,,,,,,,,,classical_metric_disagreement; worst_masked_region_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p020_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p020_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p020_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p020_loss_large_mask.png
p017_loss_small,p017,landscape_natural,Picturesque Landscape,p017_loss_small,loss_small,stable_diffusion_inpainting,masked_region,20288,,,,,20288,4.6673,3.4397,10552.59375,1624.4716796875,8928.1220703125,94.5385971069336,30.03736114501953,64.50123596191406,7.897211417209889,16.02368216416613,8.12647074695624,,,,ok,,,True,True,True,False,3.0,1.0,classical_metric_disagreement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p017_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_loss_small_mask.png
p019_loss_small,p019,landscape_natural,Evening: Landscape with an Aqueduct,p019_loss_small,loss_small,stable_diffusion_inpainting,masked_region,15653,,,,,15653,3.0285,2.6538,45095.5,307.30633544921875,44788.19366455078,210.0625,9.742073059082031,200.320426940918,1.5894715430424344,23.25508847073381,21.66561692769137,,,,ok,,,,,,,,,category_mask_representative_best_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p019_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p019_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p019_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p019_loss_small_mask.png
p020_loss_small,p020,landscape_natural,Mediterranean landscape (recto); Mountains (verso),p020_loss_small,loss_small,stable_diffusion_inpainting,masked_region,13227,,,,,13227,3.2557,2.2425,4237.94580078125,437.3941040039063,3800.551696777344,62.286888122558594,13.618003845214844,48.66888427734375,11.859249626630596,21.72207436340565,9.86282473677505,,,,ok,,,,,,,,,classical_metric_disagreement; worst_masked_region_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p020_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p020_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p020_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p020_loss_small_mask.png
p017_mixed_damage,p017,landscape_natural,Picturesque Landscape,p017_mixed_damage,mixed_damage,stable_diffusion_inpainting,masked_region,39263,,,,,39263,9.0325,6.6567,10988.57421875,2569.852783203125,8418.721435546875,97.24097442626952,38.91901779174805,58.32195663452149,7.7213901504124465,14.031721158532685,6.310331008120237,,,,ok,,,True,True,True,False,3.0,1.0,classical_metric_disagreement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p017_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_mixed_damage_mask.png
p018_mixed_damage,p018,landscape_natural,Classical Landscape with Figures,p018_mixed_damage,mixed_damage,stable_diffusion_inpainting,masked_region,44279,,,,,44279,11.3718,7.5072,25778.947265625,1388.2110595703125,24390.736206054688,148.38558959960938,20.912410736083984,127.4731788635254,4.018151827638354,16.70624860859756,12.688096780959205,,,,ok,,136.45956420898438,,,,,,,median_representative_masked_region_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p018_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p018_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p018_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p018_mixed_damage_mask.png
p019_mixed_damage,p019,landscape_natural,Evening: Landscape with an Aqueduct,p019_mixed_damage,mixed_damage,stable_diffusion_inpainting,masked_region,41705,,,,,41705,8.0689,7.0708,44308.48046875,1912.37939453125,42396.10107421875,205.31097412109372,26.265443801879883,179.04553031921387,1.6659350443486898,15.315063052467863,13.649128008119176,,,,ok,,,,,,,,,category_mask_representative_best_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p019_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p019_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p019_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p019_mixed_damage_mask.png
p020_mixed_damage,p020,landscape_natural,Mediterranean landscape (recto); Mountains (verso),p020_mixed_damage,mixed_damage,stable_diffusion_inpainting,masked_region,54098,,,,,54098,13.3157,9.1719,4976.78173828125,935.5457153320312,4041.2360229492183,62.75547409057617,19.879304885864254,42.87616920471192,11.161317661232012,18.420153467642685,7.258835806410673,,,,ok,,,,,,,,,classical_metric_disagreement; worst_masked_region_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p020_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p020_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p020_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p020_mixed_damage_mask.png
p013_scratch_thin,p013,landscape_natural,Landscape with a Village in the Distance,p013_scratch_thin,scratch_thin,stable_diffusion_inpainting,masked_region,7041,,,,,7041,1.7168,1.1937,40564.90625,2273.970703125,38290.935546875,194.55882263183597,31.22927665710449,163.32954597473145,2.04929884255622,14.562954957462344,12.513656114906125,,,,ok,,,,,,,,,category_mask_representative_best_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p013_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_scratch_thin_mask.png
p016_scratch_thin,p016,landscape_natural,Wooded Landscape with a House beside a River,p016_scratch_thin,scratch_thin,stable_diffusion_inpainting,masked_region,5937,,,,,5937,1.5939,1.0066,10559.5654296875,3172.695068359375,7386.870361328125,89.07135772705078,45.06097412109375,44.01038360595703,7.894343153379397,13.116520273406744,5.222177120027347,,,,ok,,,True,True,True,False,3.0,1.0,classical_metric_disagreement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p016_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_scratch_thin_mask.png
p020_scratch_thin,p020,landscape_natural,Mediterranean landscape (recto); Mountains (verso),p020_scratch_thin,scratch_thin,stable_diffusion_inpainting,masked_region,11485,,,,,11485,2.8269,1.9472,9064.6982421875,3556.087158203125,5508.611083984375,83.51251983642578,48.52529525756836,34.98722457885742,8.557270095719733,12.621079640638868,4.063809544919135,,,,ok,,,True,True,True,False,3.0,1.0,classical_metric_disagreement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p020_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p020_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p020_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p020_scratch_thin_mask.png
p001_loss_large,p001,portrait_figure,Juan de Pareja,p001_loss_large,loss_large,stable_diffusion_inpainting,masked_region,67242,,,,,67242,13.2058,11.4003,48997.8046875,864.7740478515625,48133.03063964844,219.8046417236328,19.11393165588379,200.69071006774905,1.229037386651714,18.76177713044742,17.532739743795705,,,,ok,,,,,,,,,best_masked_region_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p001_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_loss_large_mask.png
p002_loss_large,p002,portrait_figure,Madame X (Madame Pierre Gautreau),p002_loss_large,loss_large,stable_diffusion_inpainting,masked_region,49705,,,,,49705,14.4143,8.4271,51229.8515625,705.6051635742188,50524.24639892578,225.61866760253903,17.72877311706543,207.88989448547363,1.0355726334957345,19.64518610592808,18.609613472432343,,,,ok,,,,,,,,,best_masked_region_mse_improvement; category_mask_representative_best_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p002_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p002_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p002_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p002_loss_large_mask.png
p006_loss_large,p006,portrait_figure,Boy with a Sword,p006_loss_large,loss_large,stable_diffusion_inpainting,masked_region,51891,,,,,51891,11.7303,8.7977,52182.8125,4377.6025390625,47805.2099609375,227.9276123046875,43.40609359741211,184.5215187072754,0.9555287827861452,11.718440332677735,10.76291154989159,,,,ok,,,,,,,,,best_masked_region_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p006_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p006_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p006_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p006_loss_large_mask.png
p001_loss_small,p001,portrait_figure,Juan de Pareja,p001_loss_small,loss_small,stable_diffusion_inpainting,masked_region,24198,,,,,24198,4.7523,4.1026,46995.5,82.74346160888672,46912.75653839111,216.0694580078125,5.205071926116943,210.8643860816956,1.4102408630948342,28.953466750288573,27.54322588719374,,,,ok,,,,,,,,,best_masked_region_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p001_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_loss_small_mask.png
p002_loss_small,p002,portrait_figure,Madame X (Madame Pierre Gautreau),p002_loss_small,loss_small,stable_diffusion_inpainting,masked_region,19520,,,,,19520,5.6607,3.3095,45094.36328125,105.0039291381836,44989.35935211182,211.52651977539065,7.379439830780029,204.1470799446106,1.5895810166933888,27.918748106445868,26.32916708975248,,,,ok,,,,,,,,,best_masked_region_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p002_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p002_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p002_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p002_loss_small_mask.png
p006_loss_small,p006,portrait_figure,Boy with a Sword,p006_loss_small,loss_small,stable_diffusion_inpainting,masked_region,22150,,,,,22150,5.0071,3.7554,49847.9765625,54.004241943359375,49793.97232055664,222.69287109375,5.884183406829834,216.80868768692017,1.1543282681754836,30.80652486596077,29.65219659778529,,,,ok,,,,,,,,,best_masked_region_mse_improvement; category_mask_representative_best_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p006_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p006_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p006_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p006_loss_small_mask.png
p009_loss_small,p009,portrait_figure,Madame Roulin and Her Baby,p009_loss_small,loss_small,stable_diffusion_inpainting,masked_region,20955,,,,,20955,4.4222,3.5528,25575.685546875,1235.947509765625,24339.73803710937,136.78530883789062,22.31270217895508,114.47260665893556,4.052530772233177,17.21080334049749,13.158272568264312,,,,ok,,187.4577331543005,,,,,,,median_representative_masked_region_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p009_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p009_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p009_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p009_loss_small_mask.png
p001_mixed_damage,p001,portrait_figure,Juan de Pareja,p001_mixed_damage,mixed_damage,stable_diffusion_inpainting,masked_region,44392,,,,,44392,8.7183,7.5263,50740.69921875,913.9703369140624,49826.72888183594,224.4673767089844,15.700501441955566,208.7668752670288,1.0772391326102264,18.521482600176554,17.444243467566327,,,,ok,,,,,,,,,best_masked_region_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p001_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_mixed_damage_mask.png
p006_mixed_damage,p006,portrait_figure,Boy with a Sword,p006_mixed_damage,mixed_damage,stable_diffusion_inpainting,masked_region,44236,,,,,44236,9.9998,7.4999,51966.46875,1276.4842529296875,50689.98449707031,227.11517333984372,21.45694351196289,205.6582298278809,0.973571544259259,17.07064899273999,16.097077448480732,,,,ok,,,,,,,,,best_masked_region_mse_improvement; category_mask_representative_best_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p006_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p006_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p006_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p006_mixed_damage_mask.png
p002_scratch_thin,p002,portrait_figure,Madame X (Madame Pierre Gautreau),p002_scratch_thin,scratch_thin,stable_diffusion_inpainting,masked_region,8436,,,,,8436,2.4464,1.4303,50183.65625,3695.87158203125,46487.78466796875,222.0612030029297,42.13731002807617,179.92389297485352,1.1251806117602,12.453634881964962,11.328454270204762,,,,ok,,,,,,,,,best_masked_region_mse_improvement; category_mask_representative_best_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p002_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p002_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p002_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p002_scratch_thin_mask.png
p006_scratch_thin,p006,portrait_figure,Boy with a Sword,p006_scratch_thin,scratch_thin,stable_diffusion_inpainting,masked_region,13053,,,,,13053,2.9507,2.213,51070.07421875,6142.54150390625,44927.53271484375,224.1601104736328,63.00998306274414,161.15012741088867,1.0491387186355186,10.247322612662083,9.198183894026569,,,,ok,,,,,,,,,best_masked_region_mse_improvement,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p006_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p006_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\stable_diffusion_inpainting\p006_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p006_scratch_thin_mask.png
