case_id,painting_id,mask_id,mask_type,category,title,opencv_telea_mse_improvement,opencv_telea_psnr_improvement,opencv_telea_ssim_improvement,opencv_telea_lpips_improvement,opencv_telea_clip_improvement,opencv_telea_dinov2_improvement,lama_mse_improvement,lama_psnr_improvement,lama_ssim_improvement,lama_lpips_improvement,lama_clip_improvement,lama_dinov2_improvement,stable_diffusion_inpainting_mse_improvement,stable_diffusion_inpainting_psnr_improvement,stable_diffusion_inpainting_ssim_improvement,stable_diffusion_inpainting_lpips_improvement,stable_diffusion_inpainting_clip_improvement,stable_diffusion_inpainting_dinov2_improvement,winner_mse_improvement,winner_psnr_improvement,winner_ssim_improvement,winner_lpips_improvement,winner_clip_improvement,winner_dinov2_improvement,opencv_telea_metric_wins,lama_metric_wins,stable_diffusion_inpainting_metric_wins,metric_ties,overall_metric_vote,mixed_metric_outcome,all_metrics_same_winner,opencv_telea_all_metrics_win,lama_all_metrics_win,stable_diffusion_inpainting_all_metrics_win,num_unique_metric_winners,max_model_metric_wins,disagreement_strength,refined_selection_reason,comparison_figure_path
p019_loss_small,p019,p019_loss_small,loss_small,landscape_natural,Evening: Landscape with an Aqueduct,44883.55497741699,23.27902018150616,0.0367219489432678,0.1277342913672328,0.0889493823051452,0.0152899622917175,45002.448081970215,26.854078771230306,0.0386414657516716,0.1341600185260176,0.0898062586784362,0.0167474746704101,44788.19366455078,21.66561692769137,-0.237324727907963,0.0757067278027534,0.0793157219886779,-0.0176209211349487,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p012_mixed_damage,p012,p012_mixed_damage,mixed_damage,landscape_natural,An Extensive Wooded Landscape,15732.673583984377,13.086294987273453,0.0534462744860525,0.2430631704628467,0.1163185834884643,0.2504206895828247,16187.784698486328,16.65017118066745,0.0563892601114075,0.2760225608944893,0.1619871854782104,0.2928517460823059,15311.829223632812,11.274462601603547,-0.2197162730147541,0.1814938113093376,0.0527564883232116,-0.1233280897140502,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p016_mixed_damage,p016,p016_mixed_damage,mixed_damage,landscape_natural,Wooded Landscape with a House beside a River,11211.77801513672,11.22828933255893,0.0410228618753458,0.1310184895992279,0.1667985320091247,0.1875715255737304,11195.005920410156,11.149300770142755,0.0324559571446007,0.1691376492381096,0.1819378137588501,0.3077877163887024,10800.452514648438,9.61430297652503,-0.4457835599228948,0.1151655092835426,0.1614837646484375,0.2564638257026672,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p014_scratch_thin,p014,p014_scratch_thin,scratch_thin,landscape_natural,Landscape on a River,40049.637786865234,19.82217508336541,0.1047135314001117,0.415477305650711,0.140863299369812,0.3726850152015686,39918.44952392578,18.645661023253616,0.1015817038051822,0.4169335691258311,0.1347090005874633,0.350375771522522,34379.2998046875,8.223893279315224,-0.2481792643008054,0.1565363407135009,0.0118151307106018,-0.1291376948356628,opencv_telea,opencv_telea,opencv_telea,lama,opencv_telea,opencv_telea,5,1,0,0,opencv_telea,True,False,False,False,False,,5.0,,refined_category_mask_representative,
p016_scratch_thin,p016,p016_scratch_thin,scratch_thin,landscape_natural,Wooded Landscape with a House beside a River,9762.392944335938,11.220942369089045,0.0304635151752423,0.094211452640593,0.03790283203125,0.0624782443046569,9802.864868164062,11.447219892861517,0.0301553313441471,0.0964444885030388,0.0378718376159668,0.0624757409095764,7386.870361328125,5.222177120027347,-0.5153905817982412,-0.0061971694231033,0.0023524761199951,-0.0062337517738342,lama,lama,opencv_telea,lama,opencv_telea,opencv_telea,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p001_loss_large,p001,p001_loss_large,loss_large,portrait_figure,Juan de Pareja,48015.95104980469,16.981298687118507,0.3071639617829522,0.3182264566421509,-0.0028921961784362,0.0418266654014587,48703.6318359375,22.215740318555344,0.319821325516719,0.4446377009153366,0.1667868494987487,0.2536272406578064,48133.03063964844,17.532739743795705,0.118626766739494,0.3911323845386505,0.119137167930603,0.2484029531478881,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,,,refined_category_mask_representative; refined_majority_vote_lama,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p001_loss_large_opencv_lama_stable_diffusion_comparison.png
p009_loss_large,p009,p009_loss_large,loss_large,portrait_figure,Madame Roulin and Her Baby,18937.0322265625,10.109878746659383,0.1279449971814874,0.2772508859634399,-0.0661631822586059,-0.2997395396232605,19110.28686523437,10.494177756542122,0.0956642407500258,0.3605985790491104,0.1298187375068664,0.0682291388511657,14208.7275390625,4.9100932973564575,-0.2402667881871068,0.1938725113868713,0.1394519209861755,0.1910362839698791,lama,lama,opencv_telea,lama,stable_diffusion_inpainting,stable_diffusion_inpainting,1,3,2,0,lama,True,False,False,False,False,3.0,3.0,3.0,refined_metric_disagreement,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p009_loss_large_opencv_lama_stable_diffusion_comparison.png
p010_loss_large,p010,p010_loss_large,loss_large,portrait_figure,Joan of Arc,38123.13516235352,19.3601717408502,0.1676579660158628,0.1996963620185852,0.054261028766632,-0.0443043708801269,38095.727142333984,19.101648437916182,0.1097510826275874,0.367238238453865,0.1899043321609497,0.3130960464477539,37876.23669433594,17.4499989396261,-0.153183345946177,0.2825779616832733,0.1569653153419494,0.2559692859649658,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p001_loss_small,p001,p001_loss_small,loss_small,portrait_figure,Juan de Pareja,46962.81076812744,31.5765155885504,0.0790746575492647,0.3331829719245434,0.0886038541793823,0.0489463806152343,46980.14071369171,34.85685238522643,0.0780122295346862,0.3380720471031964,0.0891089439392089,0.0506902337074279,46912.75653839111,27.54322588719374,-0.0778224902549369,0.3060020729899406,0.0711422562599182,0.0376319885253906,lama,lama,opencv_telea,lama,lama,lama,1,5,0,0,lama,True,False,False,False,False,2.0,5.0,2.0,refined_metric_disagreement,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p001_loss_small_opencv_lama_stable_diffusion_comparison.png
p004_loss_small,p004,p004_loss_small,loss_small,portrait_figure,Madame Georges Charpentier and Her Children,27384.215911865234,17.432853632394036,0.0506291828882591,0.1195256486535072,0.0458605289459228,0.010292649269104,27496.817810058597,18.53183702678494,0.0474045175455378,0.1252485485747456,0.0467602610588073,0.0187365412712097,26787.91357421875,14.040409308125682,-0.3044505560367444,0.0728057622909545,0.0267199873924255,-0.0391765832901001,lama,lama,opencv_telea,lama,lama,lama,1,5,0,0,lama,True,False,False,False,False,2.0,5.0,2.0,refined_metric_disagreement,
p008_loss_small,p008,p008_loss_small,loss_small,portrait_figure,Manuel Osorio Manrique de Zuñiga,30387.899505615234,17.839395034613357,0.0480528079294172,0.1952443420886993,0.148230493068695,0.0950701832771301,30747.81471252441,23.190402064729216,0.0509160659338412,0.2078405474312603,0.1597018241882324,0.1292062401771545,29881.909423828125,14.838174197200132,-0.0928010817636211,0.109080322086811,0.0969822406768798,0.0178707838058471,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p010_loss_small,p010,p010_loss_small,loss_small,portrait_figure,Joan of Arc,43292.633392333984,21.76358843504289,0.0295335965309092,0.2361908964812755,0.1199399232864379,0.029944896697998,43276.67184448242,21.5311920720138,0.0249373278473724,0.2449731975793838,0.1212677955627441,0.0500761270523071,43180.51480102539,20.34558855020845,-0.4718088307832965,0.161634162068367,0.0949597954750061,0.001774251461029,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
p001_mixed_damage,p001,p001_mixed_damage,mixed_damage,portrait_figure,Juan de Pareja,50520.93118286133,23.63391920787114,0.085102870062997,0.3858439400792122,0.09855717420578,0.1796562075614929,50444.49594116211,22.337665877820644,0.083533776195798,0.3917700815945864,0.1023889183998107,0.1972331404685974,49826.72888183594,17.444243467566327,-0.093748648485088,0.2444644421339035,0.0605040788650512,0.1679370403289795,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,2.0,3.0,2.0,old_vs_refined_vote_changed; refined_metric_disagreement,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p001_mixed_damage_opencv_lama_stable_diffusion_comparison.png
p008_mixed_damage,p008,p008_mixed_damage,mixed_damage,portrait_figure,Manuel Osorio Manrique de Zuñiga,32452.54019165039,22.593898525041052,0.0752068537424217,0.3103460557758808,0.1915122866630554,0.2111111879348755,32567.994300842285,27.06658592175831,0.0806495920005594,0.337734873406589,0.1999260783195495,0.2192122340202331,32138.03091430664,18.198458451008463,-0.0668206352268375,0.247022733092308,0.1719281077384948,0.1161341667175293,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p001_scratch_thin,p001,p001_scratch_thin,scratch_thin,portrait_figure,Juan de Pareja,48335.43656921387,24.47466047771981,0.0472760689419137,0.4198856446892023,0.1416660547256469,0.0740264058113098,48363.67512512207,25.24811209532254,0.0472119839499205,0.4202968664467335,0.1417280435562133,0.074596107006073,42301.111328125,8.929055695455837,-0.1537747545473062,0.1617195010185241,0.0434409379959106,-0.0055909156799316,lama,lama,opencv_telea,lama,lama,lama,1,5,0,0,lama,True,False,False,False,False,2.0,5.0,2.0,refined_metric_disagreement,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p001_scratch_thin_opencv_lama_stable_diffusion_comparison.png
p002_scratch_thin,p002,p002_scratch_thin,scratch_thin,portrait_figure,Madame X (Madame Pierre Gautreau),50114.38048553467,28.59980972725987,0.075618480359718,0.2840117247542366,0.1097153425216674,0.1251502037048339,50163.59069824219,33.98111193330545,0.0766943969684104,0.2852567431982606,0.1096439361572265,0.1252999901771545,46487.78466796875,11.328454270204762,-0.0776454314491459,0.121918112039566,0.0437761545181274,-0.0119901299476623,lama,lama,lama,lama,opencv_telea,lama,1,5,0,0,lama,True,False,False,False,False,2.0,5.0,2.0,refined_metric_disagreement,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p002_scratch_thin_opencv_lama_stable_diffusion_comparison.png
p004_scratch_thin,p004,p004_scratch_thin,scratch_thin,portrait_figure,Madame Georges Charpentier and Her Children,32575.33320617676,23.52255144631537,0.0488125438864972,0.2376733038108796,0.103688895702362,0.1556568741798401,32578.40739440918,23.61535806220705,0.048163485070287,0.2387948483228683,0.103634238243103,0.1548500657081604,31850.838012695312,15.753555275591284,-0.3104560162274097,0.1790601760149002,0.0895023345947265,0.0757519006729126,lama,lama,opencv_telea,lama,opencv_telea,opencv_telea,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\model_comparison\opencv_lama_stable_diffusion\p004_scratch_thin_opencv_lama_stable_diffusion_comparison.png
p006_scratch_thin,p006,p006_scratch_thin,scratch_thin,portrait_figure,Boy with a Sword,50997.089210510254,28.44932827615384,0.0913584108808018,0.4611257668584585,0.1267351508140564,0.1877256035804748,51037.97666931152,32.01694612548803,0.0923965504295408,0.4653345406404696,0.1282750368118286,0.1886417269706726,44927.53271484375,9.198183894026569,-0.0692007381704088,0.1453761458396911,0.0198424458503723,-0.092015266418457,lama,lama,lama,lama,lama,lama,0,6,0,0,lama,False,True,False,True,False,,6.0,,refined_category_mask_representative,
p010_scratch_thin,p010,p010_scratch_thin,scratch_thin,portrait_figure,Joan of Arc,42821.99607086182,25.853695708608832,0.0617229656760919,0.362081061117351,0.1296925544738769,0.1778187155723571,42817.48448181152,25.681489811110783,0.0606009822441357,0.3624455295503139,0.12972491979599,0.1780105829238891,38657.36669921875,10.017418442118384,-0.4591242765720543,0.1666091382503509,0.0787569880485534,0.0020129084587097,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,3,3,0,0,tie_lama_opencv_telea,True,False,False,False,False,,,,old_vs_refined_vote_changed,
