original_case_id,case_id,painting_id,mask_id,mask_type,category,title,uncertainty_selection_role,seed_a,seed_b,seed_pair,lpips_net,lpips_target_size,bbox_margin,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,pairwise_lpips_distance
p021_mixed_damage,p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2029,2026_2029,alex,256,16,43,0,724,768,681,768,0.07133311033248901
p021_mixed_damage,p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2027,2028,2027_2028,alex,256,16,43,0,724,768,681,768,0.08798489719629288
p021_mixed_damage,p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2027,2029,2027_2029,alex,256,16,43,0,724,768,681,768,0.07491520047187805
p021_mixed_damage,p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2028,2029,2028_2029,alex,256,16,43,0,724,768,681,768,0.08619809150695801
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2027,2026_2027,alex,256,16,43,0,724,768,681,768,0.02237718366086483
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2028,2026_2028,alex,256,16,43,0,724,768,681,768,0.024099605157971382
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2026,2029,2026_2029,alex,256,16,43,0,724,768,681,768,0.021901343017816544
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2027,2028,2027_2028,alex,256,16,43,0,724,768,681,768,0.02388744056224823
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2027,2029,2027_2029,alex,256,16,43,0,724,768,681,768,0.020835798233747482
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,2028,2029,2028_2029,alex,256,16,43,0,724,768,681,768,0.021119222044944763
p026_loss_large,p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,alex,256,16,264,156,527,465,263,309,0.3538111448287964
p026_loss_large,p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,alex,256,16,264,156,527,465,263,309,0.38427430391311646
p026_loss_large,p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,alex,256,16,264,156,527,465,263,309,0.3436545133590698
p026_loss_large,p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,alex,256,16,264,156,527,465,263,309,0.34637320041656494
p026_loss_large,p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,alex,256,16,264,156,527,465,263,309,0.30525094270706177
p026_loss_large,p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,alex,256,16,264,156,527,465,263,309,0.3386714458465576
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,alex,256,16,244,207,713,552,469,345,0.12169889360666275
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,alex,256,16,244,207,713,552,469,345,0.11570993065834045
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,alex,256,16,244,207,713,552,469,345,0.10288004577159882
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,alex,256,16,244,207,713,552,469,345,0.12651009857654572
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,alex,256,16,244,207,713,552,469,345,0.11540299654006958
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,alex,256,16,244,207,713,552,469,345,0.09983737021684647
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,alex,256,16,0,103,768,664,768,561,0.10570868104696274
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,alex,256,16,0,103,768,664,768,561,0.10027498006820679
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,alex,256,16,0,103,768,664,768,561,0.0858459398150444
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,alex,256,16,0,103,768,664,768,561,0.08986067026853561
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,alex,256,16,0,103,768,664,768,561,0.10032448917627335
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,alex,256,16,0,103,768,664,768,561,0.10220260173082352
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,alex,256,16,95,103,768,532,673,429,0.048607077449560165
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,alex,256,16,95,103,768,532,673,429,0.05237886682152748
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,alex,256,16,95,103,768,532,673,429,0.050660841166973114
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,alex,256,16,95,103,768,532,673,429,0.052648771554231644
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,alex,256,16,95,103,768,532,673,429,0.051065392792224884
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,alex,256,16,95,103,768,532,673,429,0.0540868416428566
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,alex,256,16,408,239,740,699,332,460,0.32929345965385437
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,alex,256,16,408,239,740,699,332,460,0.33506304025650024
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,alex,256,16,408,239,740,699,332,460,0.30054956674575806
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,alex,256,16,408,239,740,699,332,460,0.32120832800865173
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,alex,256,16,408,239,740,699,332,460,0.3094261586666107
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,alex,256,16,408,239,740,699,332,460,0.31312432885169983
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,alex,256,16,51,176,754,708,703,532,0.03985602781176567
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,alex,256,16,51,176,754,708,703,532,0.0425507053732872
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,alex,256,16,51,176,754,708,703,532,0.036185409873723984
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,alex,256,16,51,176,754,708,703,532,0.04005172848701477
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,alex,256,16,51,176,754,708,703,532,0.036753833293914795
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,alex,256,16,51,176,754,708,703,532,0.033521778881549835
p031_mixed_damage,p031_mixed_damage,p031,p031_mixed_damage,mixed_damage,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,alex,256,16,0,0,768,768,768,768,0.05584651976823807
p031_mixed_damage,p031_mixed_damage,p031,p031_mixed_damage,mixed_damage,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,alex,256,16,0,0,768,768,768,768,0.07028940320014954
p031_mixed_damage,p031_mixed_damage,p031,p031_mixed_damage,mixed_damage,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,alex,256,16,0,0,768,768,768,768,0.06862625479698181
p031_mixed_damage,p031_mixed_damage,p031,p031_mixed_damage,mixed_damage,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,alex,256,16,0,0,768,768,768,768,0.06175301596522331
p031_mixed_damage,p031_mixed_damage,p031,p031_mixed_damage,mixed_damage,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,alex,256,16,0,0,768,768,768,768,0.06198640540242195
p031_mixed_damage,p031_mixed_damage,p031,p031_mixed_damage,mixed_damage,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,alex,256,16,0,0,768,768,768,768,0.05867822468280792
p031_scratch_thin,p031_scratch_thin,p031,p031_scratch_thin,scratch_thin,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,alex,256,16,0,0,768,768,768,768,0.02476157806813717
p031_scratch_thin,p031_scratch_thin,p031,p031_scratch_thin,scratch_thin,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,alex,256,16,0,0,768,768,768,768,0.024983366951346397
p031_scratch_thin,p031_scratch_thin,p031,p031_scratch_thin,scratch_thin,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,alex,256,16,0,0,768,768,768,768,0.02259570173919201
p031_scratch_thin,p031_scratch_thin,p031,p031_scratch_thin,scratch_thin,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,alex,256,16,0,0,768,768,768,768,0.028555382043123245
p031_scratch_thin,p031_scratch_thin,p031,p031_scratch_thin,scratch_thin,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,alex,256,16,0,0,768,768,768,768,0.025028958916664124
p031_scratch_thin,p031_scratch_thin,p031,p031_scratch_thin,scratch_thin,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,alex,256,16,0,0,768,768,768,768,0.024162130430340767
p037_loss_large,p037_loss_large,p037,p037_loss_large,loss_large,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2026,2027,2026_2027,alex,256,16,137,154,438,480,301,326,0.2790718674659729
p037_loss_large,p037_loss_large,p037,p037_loss_large,loss_large,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2026,2028,2026_2028,alex,256,16,137,154,438,480,301,326,0.2609151303768158
p037_loss_large,p037_loss_large,p037,p037_loss_large,loss_large,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2026,2029,2026_2029,alex,256,16,137,154,438,480,301,326,0.21552090346813202
p037_loss_large,p037_loss_large,p037,p037_loss_large,loss_large,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2027,2028,2027_2028,alex,256,16,137,154,438,480,301,326,0.28751426935195923
p037_loss_large,p037_loss_large,p037,p037_loss_large,loss_large,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2027,2029,2027_2029,alex,256,16,137,154,438,480,301,326,0.2805682420730591
p037_loss_large,p037_loss_large,p037,p037_loss_large,loss_large,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2028,2029,2028_2029,alex,256,16,137,154,438,480,301,326,0.26351743936538696
p037_loss_small,p037_loss_small,p037,p037_loss_small,loss_small,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2026,2027,2026_2027,alex,256,16,131,148,766,605,635,457,0.06781010329723358
p037_loss_small,p037_loss_small,p037,p037_loss_small,loss_small,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2026,2028,2026_2028,alex,256,16,131,148,766,605,635,457,0.06937147676944733
p037_loss_small,p037_loss_small,p037,p037_loss_small,loss_small,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2026,2029,2026_2029,alex,256,16,131,148,766,605,635,457,0.09446354955434799
p037_loss_small,p037_loss_small,p037,p037_loss_small,loss_small,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2027,2028,2027_2028,alex,256,16,131,148,766,605,635,457,0.05436618626117706
p037_loss_small,p037_loss_small,p037,p037_loss_small,loss_small,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2027,2029,2027_2029,alex,256,16,131,148,766,605,635,457,0.08717650175094604
p037_loss_small,p037_loss_small,p037,p037_loss_small,loss_small,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2028,2029,2028_2029,alex,256,16,131,148,766,605,635,457,0.0962613970041275
p037_mixed_damage,p037_mixed_damage,p037,p037_mixed_damage,mixed_damage,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2026,2027,2026_2027,alex,256,16,0,78,768,689,768,611,0.07008326053619385
p037_mixed_damage,p037_mixed_damage,p037,p037_mixed_damage,mixed_damage,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2026,2028,2026_2028,alex,256,16,0,78,768,689,768,611,0.07072846591472626
p037_mixed_damage,p037_mixed_damage,p037,p037_mixed_damage,mixed_damage,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2026,2029,2026_2029,alex,256,16,0,78,768,689,768,611,0.06884125620126724
p037_mixed_damage,p037_mixed_damage,p037,p037_mixed_damage,mixed_damage,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2027,2028,2027_2028,alex,256,16,0,78,768,689,768,611,0.05256630852818489
p037_mixed_damage,p037_mixed_damage,p037,p037_mixed_damage,mixed_damage,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2027,2029,2027_2029,alex,256,16,0,78,768,689,768,611,0.056305162608623505
p037_mixed_damage,p037_mixed_damage,p037,p037_mixed_damage,mixed_damage,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2028,2029,2028_2029,alex,256,16,0,78,768,689,768,611,0.05898718163371086
p037_scratch_thin,p037_scratch_thin,p037,p037_scratch_thin,scratch_thin,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2026,2027,2026_2027,alex,256,16,0,78,768,689,768,611,0.03697085380554199
p037_scratch_thin,p037_scratch_thin,p037,p037_scratch_thin,scratch_thin,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2026,2028,2026_2028,alex,256,16,0,78,768,689,768,611,0.03597606346011162
p037_scratch_thin,p037_scratch_thin,p037,p037_scratch_thin,scratch_thin,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2026,2029,2026_2029,alex,256,16,0,78,768,689,768,611,0.05934768542647362
p037_scratch_thin,p037_scratch_thin,p037,p037_scratch_thin,scratch_thin,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2027,2028,2027_2028,alex,256,16,0,78,768,689,768,611,0.031729090958833694
p037_scratch_thin,p037_scratch_thin,p037,p037_scratch_thin,scratch_thin,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2027,2029,2027_2029,alex,256,16,0,78,768,689,768,611,0.05431517958641052
p037_scratch_thin,p037_scratch_thin,p037,p037_scratch_thin,scratch_thin,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,2028,2029,2028_2029,alex,256,16,0,78,768,689,768,611,0.05636846646666527
p041_loss_large,p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,alex,256,16,0,226,347,615,347,389,0.23827122151851654
p041_loss_large,p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,alex,256,16,0,226,347,615,347,389,0.25287142395973206
p041_loss_large,p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,alex,256,16,0,226,347,615,347,389,0.2538157105445862
p041_loss_large,p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,alex,256,16,0,226,347,615,347,389,0.23150819540023804
p041_loss_large,p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,alex,256,16,0,226,347,615,347,389,0.23662735521793365
p041_loss_large,p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,alex,256,16,0,226,347,615,347,389,0.2431923896074295
p041_loss_small,p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,alex,256,16,50,120,511,516,461,396,0.08703815937042236
p041_loss_small,p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,alex,256,16,50,120,511,516,461,396,0.09337753057479858
p041_loss_small,p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,alex,256,16,50,120,511,516,461,396,0.08594620227813721
p041_loss_small,p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,alex,256,16,50,120,511,516,461,396,0.08929689973592758
p041_loss_small,p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,alex,256,16,50,120,511,516,461,396,0.08810077607631683
p041_loss_small,p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,alex,256,16,50,120,511,516,461,396,0.08785504102706909
p041_mixed_damage,p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,alex,256,16,69,90,768,705,699,615,0.09795057028532028
p041_mixed_damage,p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,alex,256,16,69,90,768,705,699,615,0.09274140000343323
p041_mixed_damage,p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,alex,256,16,69,90,768,705,699,615,0.09167303144931793
p041_mixed_damage,p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,alex,256,16,69,90,768,705,699,615,0.08697181195020676
p041_mixed_damage,p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,alex,256,16,69,90,768,705,699,615,0.08386075496673584
p041_mixed_damage,p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,alex,256,16,69,90,768,705,699,615,0.08283093571662903
p041_scratch_thin,p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2027,2026_2027,alex,256,16,0,62,768,705,768,643,0.05215369537472725
p041_scratch_thin,p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2028,2026_2028,alex,256,16,0,62,768,705,768,643,0.05546756088733673
p041_scratch_thin,p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2026,2029,2026_2029,alex,256,16,0,62,768,705,768,643,0.05017538368701935
p041_scratch_thin,p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2028,2027_2028,alex,256,16,0,62,768,705,768,643,0.041732337325811386
p041_scratch_thin,p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2027,2029,2027_2029,alex,256,16,0,62,768,705,768,643,0.03625120967626572
p041_scratch_thin,p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,2028,2029,2028_2029,alex,256,16,0,62,768,705,768,643,0.03867921233177185
p043_loss_large,p043_loss_large,p043,p043_loss_large,loss_large,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2026,2027,2026_2027,alex,256,16,179,308,510,625,331,317,0.3078656792640686
p043_loss_large,p043_loss_large,p043,p043_loss_large,loss_large,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2026,2028,2026_2028,alex,256,16,179,308,510,625,331,317,0.3110770881175995
p043_loss_large,p043_loss_large,p043,p043_loss_large,loss_large,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2026,2029,2026_2029,alex,256,16,179,308,510,625,331,317,0.2863686680793762
p043_loss_large,p043_loss_large,p043,p043_loss_large,loss_large,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2027,2028,2027_2028,alex,256,16,179,308,510,625,331,317,0.28991785645484924
p043_loss_large,p043_loss_large,p043,p043_loss_large,loss_large,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2027,2029,2027_2029,alex,256,16,179,308,510,625,331,317,0.30126479268074036
p043_loss_large,p043_loss_large,p043,p043_loss_large,loss_large,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2028,2029,2028_2029,alex,256,16,179,308,510,625,331,317,0.31367722153663635
p043_loss_small,p043_loss_small,p043,p043_loss_small,loss_small,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2026,2027,2026_2027,alex,256,16,44,110,663,655,619,545,0.0669400617480278
p043_loss_small,p043_loss_small,p043,p043_loss_small,loss_small,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2026,2028,2026_2028,alex,256,16,44,110,663,655,619,545,0.07662564516067505
p043_loss_small,p043_loss_small,p043,p043_loss_small,loss_small,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2026,2029,2026_2029,alex,256,16,44,110,663,655,619,545,0.0587267130613327
p043_loss_small,p043_loss_small,p043,p043_loss_small,loss_small,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2027,2028,2027_2028,alex,256,16,44,110,663,655,619,545,0.05424131453037262
p043_loss_small,p043_loss_small,p043,p043_loss_small,loss_small,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2027,2029,2027_2029,alex,256,16,44,110,663,655,619,545,0.056711163371801376
p043_loss_small,p043_loss_small,p043,p043_loss_small,loss_small,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,2028,2029,2028_2029,alex,256,16,44,110,663,655,619,545,0.0643761157989502
