dataset_name,case_id,painting_id,mask_id,mask_type,category,model_name,full_pixel_count,masked_pixel_count,damaged_error_mean_full,restored_error_mean_full,improvement_mean_full,damaged_error_max_full,restored_error_max_full,improvement_min_full,improvement_max_full,damaged_error_mean_masked,restored_error_mean_masked,improvement_mean_masked,improvement_std_masked,negative_improvement_pixels_masked,positive_improvement_pixels_masked,zero_improvement_pixels_masked,negative_improvement_percentage_masked,positive_improvement_percentage_masked
canonical,p030_loss_small,p030,,,architecture_structured,opencv_telea,589824,14543,4.361607074737549,0.34703460335731506,4.0145721435546875,228.3333282470703,86.33333587646484,0.0,225.3333282470703,176.89476013183594,14.074767112731934,162.81997680664062,34.13706588745117,0,14543,0,0.0,100.0
canonical,p030_mixed_damage,p030,,,architecture_structured,opencv_telea,589824,39519,12.252694129943848,1.0699070692062378,11.182785987854004,232.0,109.0,-31.333335876464844,225.6666717529297,182.87234497070312,15.968446731567383,166.90391540527344,35.605323791503906,80,39439,0,0.2024342721222703,99.79756572787772
canonical,p030_scratch_thin,p030,,,architecture_structured,opencv_telea,589824,10227,3.178969383239746,0.10049664974212646,3.0784730911254883,238.3333282470703,74.33333587646484,0.0,233.0,183.3414306640625,5.795965194702148,177.5454559326172,25.977752685546875,0,10227,0,0.0,100.0
canonical,p030_zero_control,p030,,,architecture_structured,opencv_telea,589824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,,
canonical,p031_loss_large,p031,,,abstraction_surrealism,opencv_telea,589824,83018,19.21038055419922,3.948284149169922,15.262096405029297,211.6666717529297,124.66666412353516,-51.333335876464844,201.6666717529297,136.48536682128906,28.05165672302246,108.4337158203125,43.05059814453125,1186,81816,16,1.4286058445156473,98.55212122672192
canonical,p031_loss_small,p031,,,abstraction_surrealism,opencv_telea,589824,19540,4.1783294677734375,0.5407099723815918,3.637620210647583,208.3333282470703,111.0,-1.6666641235351562,202.6666717529297,126.12484741210938,16.321578979492188,109.80326080322266,28.73429298400879,1,19538,1,0.00511770726714432,99.98976458546571
canonical,p031_mixed_damage,p031,,,abstraction_surrealism,opencv_telea,589824,47688,10.3948974609375,1.5622658729553223,8.832633972167969,209.3333282470703,153.0,-116.33332824707031,201.0,128.56822204589844,19.322723388671875,109.24551391601562,40.40468215942383,716,46968,4,1.5014259352457642,98.49018621036738
canonical,p031_scratch_thin,p031,,,abstraction_surrealism,opencv_telea,589824,11235,2.570842742919922,0.0991940125823021,2.4716484546661377,208.3333282470703,65.66666412353516,0.0,200.6666717529297,134.96615600585938,5.207565784454346,129.75857543945312,33.076683044433594,0,11235,0,0.0,100.0
canonical,p031_zero_control,p031,,,abstraction_surrealism,opencv_telea,589824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,,
canonical,p032_loss_large,p032,,,abstraction_surrealism,opencv_telea,589824,72688,9.284772872924805,4.365543842315674,4.919229984283447,244.6666717529297,217.3333282470703,-192.33334350585938,233.3333282470703,75.3409423828125,35.424034118652344,39.916900634765625,51.610816955566406,7777,64901,10,10.69915254237288,89.28709002861545
