case_id,painting_id,category,title,mask_type,mse_improvement,restored_mse,mae_improvement,psnr_improvement,damaged_lpips,restored_lpips,lpips_improvement
p004_loss_large,p004,portrait_figure,Madame Georges Charpentier and Her Children,loss_large,34788.599853515625,2166.282958984375,153.13356399536133,12.319566460668938,0.4133918583393097,0.2612385153770447,0.15215334296226501
p004_loss_small,p004,portrait_figure,Madame Georges Charpentier and Her Children,loss_small,27384.215911865234,503.6512756347656,150.4992504119873,17.432853632394036,0.13605326414108276,0.01652761548757553,0.11952564865350723
p004_mixed_damage,p004,portrait_figure,Madame Georges Charpentier and Her Children,mixed_damage,31829.676696777344,637.8096313476562,160.55180168151855,17.067575932353115,0.3154430389404297,0.05251336842775345,0.26292967051267624
p004_scratch_thin,p004,portrait_figure,Madame Georges Charpentier and Her Children,scratch_thin,32575.33320617676,145.4011688232422,164.8181858062744,23.52255144631537,0.2398073375225067,0.0021340337116271257,0.2376733038108796
p005_loss_large,p005,portrait_figure,Self-Portrait with Two Pupils,loss_large,35037.200439453125,1329.151123046875,160.67140579223633,14.37125370282389,0.433108925819397,0.27373266220092773,0.15937626361846924
p005_loss_small,p005,portrait_figure,Self-Portrait with Two Pupils,loss_small,41530.27960205078,818.1032104492188,185.3937511444092,17.14028733325497,0.2521321773529053,0.022305602207779884,0.2298265751451254
p005_mixed_damage,p005,portrait_figure,Self-Portrait with Two Pupils,mixed_damage,36603.4775390625,1114.3271484375,167.23745346069336,15.295336958959552,0.2632683217525482,0.050073061138391495,0.21319526061415672
p005_scratch_thin,p005,portrait_figure,Self-Portrait with Two Pupils,scratch_thin,31126.06900024414,459.1712341308594,159.19976997375488,18.375095116100272,0.15563097596168518,0.0015308486763387918,0.1541001272853464
p006_loss_large,p006,portrait_figure,Boy with a Sword,loss_large,51838.57540893555,344.2409973144531,216.12399101257324,21.80664923810936,0.5987578630447388,0.21491344273090363,0.38384442031383514
p006_loss_small,p006,portrait_figure,Boy with a Sword,loss_small,49780.10179138184,67.87867736816406,219.34662580490112,28.659141966841275,0.3332367539405823,0.016326243057847023,0.31691051088273525
p006_mixed_damage,p006,portrait_figure,Boy with a Sword,mixed_damage,51841.33726501465,125.12757873535156,221.72965717315677,26.183701329077287,0.43814849853515625,0.02942579984664917,0.4087226986885071
p006_scratch_thin,p006,portrait_figure,Boy with a Sword,scratch_thin,50997.089210510254,72.9850082397461,220.55552411079407,28.44932827615384,0.46624433994293213,0.00511857308447361,0.4611257668584585
p007_loss_large,p007,portrait_figure,Princesse de Broglie,loss_large,28616.42529296875,1517.43212890625,142.70563888549805,12.97945453845283,0.5293353199958801,0.26331353187561035,0.2660217881202698
p007_loss_small,p007,portrait_figure,Princesse de Broglie,loss_small,29985.666442871094,621.0171508789062,152.72441864013672,16.927126794712564,0.21759209036827087,0.033325280994176865,0.184266809374094
p007_mixed_damage,p007,portrait_figure,Princesse de Broglie,mixed_damage,29733.355834960938,1898.9468994140625,143.93791580200195,12.21617987715552,0.3398490250110626,0.045789193361997604,0.294059831649065
p007_scratch_thin,p007,portrait_figure,Princesse de Broglie,scratch_thin,36727.08415222168,167.9197540283203,178.4954171180725,23.41865771248851,0.3229203522205353,0.0023112199269235134,0.32060913229361176
p008_loss_large,p008,portrait_figure,Manuel Osorio Manrique de Zuñiga,loss_large,42649.978515625,853.185546875,184.56248092651367,17.074773553047148,0.49358728528022766,0.2661002576351166,0.22748702764511108
p008_loss_small,p008,portrait_figure,Manuel Osorio Manrique de Zuñiga,loss_small,30387.899505615234,508.1161193847656,159.16720294952393,17.839395034613357,0.21342644095420837,0.018182098865509033,0.19524434208869934
p008_mixed_damage,p008,portrait_figure,Manuel Osorio Manrique de Zuñiga,mixed_damage,32452.54019165039,179.57894897460938,171.41340017318726,22.593898525041052,0.34429892897605896,0.033952873200178146,0.3103460557758808
p008_scratch_thin,p008,portrait_figure,Manuel Osorio Manrique de Zuñiga,scratch_thin,39434.62716674805,264.2908020019531,188.47154712677,21.76696620988519,0.3146711587905884,0.003893338143825531,0.31077782064676285
p009_loss_large,p009,portrait_figure,Madame Roulin and Her Baby,loss_large,18937.0322265625,2045.8681640625,94.02520561218262,10.109878746659383,0.6020157337188721,0.32476484775543213,0.27725088596343994
p009_loss_small,p009,portrait_figure,Madame Roulin and Her Baby,loss_small,24999.46655273437,576.217041015625,123.52595901489258,16.472411525401853,0.15130583941936493,0.00950941164046526,0.14179642777889967
p009_mixed_damage,p009,portrait_figure,Madame Roulin and Her Baby,mixed_damage,26953.66357421875,939.88330078125,133.28788948059082,14.724298081828175,0.2458253800868988,0.04001123085618019,0.2058141492307186
p009_scratch_thin,p009,portrait_figure,Madame Roulin and Her Baby,scratch_thin,21377.748962402344,842.8877563476562,113.04047393798828,14.209867538352285,0.17296214401721954,0.004283879417926073,0.16867826459929347
p010_loss_large,p010,portrait_figure,Joan of Arc,loss_large,38123.13516235352,446.9234313964844,178.7146463394165,19.3601717408502,0.5043120980262756,0.30461573600769043,0.1996963620185852
p010_loss_small,p010,portrait_figure,Joan of Arc,loss_small,43292.633392333984,290.3744201660156,195.7843599319458,21.76358843504289,0.25323858857154846,0.017047692090272903,0.23619089648127556
p010_mixed_damage,p010,portrait_figure,Joan of Arc,mixed_damage,39740.788146972656,554.0282592773438,184.7529830932617,18.617172640340787,0.49672678112983704,0.055791180580854416,0.4409356005489826
p010_scratch_thin,p010,portrait_figure,Joan of Arc,scratch_thin,42821.99607086182,111.5390853881836,198.0924367904663,25.853695708608832,0.36392325162887573,0.0018421905115246773,0.36208106111735106
p011_loss_large,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,loss_large,18997.17807006836,287.2887268066406,125.70010566711426,18.26889050769048,0.6593158841133118,0.30025041103363037,0.3590654730796814
p011_loss_small,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,loss_small,22529.74755859375,188.71728515625,140.20289421081543,20.805673011609088,0.28575754165649414,0.01565580442547798,0.27010173723101616
p011_mixed_damage,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,mixed_damage,23493.206909179688,392.9786376953125,139.7178611755371,17.837778587773634,0.3453073501586914,0.04877553880214691,0.2965318113565445
p011_scratch_thin,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,scratch_thin,27325.09875488281,553.9500732421875,150.36268615722656,17.01807328377252,0.34150660037994385,0.006682998966425657,0.3348236014135182
p012_loss_large,p012,landscape_natural,An Extensive Wooded Landscape,loss_large,13518.080932617188,969.0421142578124,93.34084129333496,11.746394970716516,0.42329326272010803,0.24152038991451263,0.1817728728055954
p012_loss_small,p012,landscape_natural,An Extensive Wooded Landscape,loss_small,16766.48959350586,179.38150024414062,114.41926670074464,19.75286246546309,0.17598064243793488,0.015611116774380207,0.16036952566355467
p012_mixed_damage,p012,landscape_natural,An Extensive Wooded Landscape,mixed_damage,15732.673583984377,812.929931640625,105.4151725769043,13.086294987273453,0.29214197397232056,0.0490788035094738,0.24306317046284676
p012_scratch_thin,p012,landscape_natural,An Extensive Wooded Landscape,scratch_thin,23988.14758300781,1689.7664794921875,132.18971061706543,11.8173305044564,0.2969414293766022,0.019727805629372597,0.2772136237472296
p013_loss_large,p013,landscape_natural,Landscape with a Village in the Distance,loss_large,44703.27282714844,1388.6451416015625,187.16033172607425,15.210335012392433,0.623293399810791,0.40376442670822144,0.21952897310256958
p013_loss_small,p013,landscape_natural,Landscape with a Village in the Distance,loss_small,29369.31149291992,347.9971008300781,153.15474033355713,19.31433848292552,0.2383146733045578,0.023797621950507164,0.21451705135405064
p013_mixed_damage,p013,landscape_natural,Landscape with a Village in the Distance,mixed_damage,39120.92840576172,570.5208129882812,177.86259174346924,18.42425463804569,0.396556556224823,0.07076884806156158,0.3257877081632614
