case_id,painting_id,mask_id,mask_type,category,title,opencv_telea_mse_improvement,opencv_telea_psnr_improvement,opencv_telea_ssim_improvement,opencv_telea_lpips_improvement,opencv_telea_clip_improvement,opencv_telea_dinov2_improvement,lama_mse_improvement,lama_psnr_improvement,lama_ssim_improvement,lama_lpips_improvement,lama_clip_improvement,lama_dinov2_improvement,stable_diffusion_inpainting_mse_improvement,stable_diffusion_inpainting_psnr_improvement,stable_diffusion_inpainting_ssim_improvement,stable_diffusion_inpainting_lpips_improvement,stable_diffusion_inpainting_clip_improvement,stable_diffusion_inpainting_dinov2_improvement,winner_mse_improvement,winner_psnr_improvement,winner_ssim_improvement,winner_lpips_improvement,winner_clip_improvement,winner_dinov2_improvement,opencv_telea_metric_wins,lama_metric_wins,stable_diffusion_inpainting_metric_wins,metric_ties,overall_metric_vote,mixed_metric_outcome,all_metrics_same_winner,opencv_telea_all_metrics_win,lama_all_metrics_win,stable_diffusion_inpainting_all_metrics_win,num_unique_metric_winners,max_model_metric_wins,disagreement_strength
p020_loss_large,p020,p020_loss_large,loss_large,landscape_natural,Mediterranean landscape (recto); Mountains (verso),5225.530151367188,7.244043606658163,,0.0411601662635803,-0.0031177401542663,-0.36402228474617,5207.5474853515625,7.180224674167205,,0.1962473690509796,0.1859938502311706,0.1591154336929321,3271.84521484375,3.080566935596501,,0.1036734580993652,0.0788500905036926,-0.1451420783996582,opencv_telea,opencv_telea,no_valid_values,lama,lama,lama,2,3,0,1,lama,True,False,False,False,False,3,3,4
p021_loss_large,p021,p021_loss_large,loss_large,architecture_structured,Interior of the Oude Kerk in Delft,25887.306640625,13.216536543976552,,0.1856018304824829,0.0294945836067199,-0.022567331790924,26510.98583984375,16.06639614182573,,0.367124080657959,0.2207122445106506,0.0850298404693603,26212.961181640625,14.473169042182915,,0.3764849305152893,0.1872813105583191,0.1043593287467956,lama,lama,no_valid_values,stable_diffusion_inpainting,lama,stable_diffusion_inpainting,0,3,2,1,lama,True,False,False,False,False,3,3,4
p023_scratch_thin,p023,p023_scratch_thin,scratch_thin,architecture_structured,Church Interior,20016.736671447758,22.57243923967981,,0.232626088312827,0.1201449632644653,0.0358679294586181,20024.56451416016,22.88894535340002,,0.2326159684453159,0.120109736919403,0.0355228185653686,18176.326904296875,10.13382166843723,,0.1519695594906807,0.0779399871826171,-0.0141299366950988,lama,lama,no_valid_values,opencv_telea,opencv_telea,opencv_telea,3,2,0,1,opencv_telea,True,False,False,False,False,3,3,4
p024_loss_large,p024,p024_loss_large,loss_large,architecture_structured,Interior of the Church of St Bavo in Haarlem,27863.74584960937,12.984900099653276,,0.2307801246643066,0.1021432280540466,-0.115026831626892,28470.362182617188,15.284530922575314,,0.3547512590885162,0.1850593090057373,0.1021957993507385,25933.097900390625,9.351774866247656,,0.3654626607894897,0.1614338159561157,0.0717297196388244,lama,lama,no_valid_values,stable_diffusion_inpainting,lama,lama,0,4,1,1,lama,True,False,False,False,False,3,4,4
p025_scratch_thin,p025,p025_scratch_thin,scratch_thin,architecture_structured,The Quay de Paris in Rouen,15680.38314819336,15.333565244789092,,0.2010479914024472,0.0935535430908203,0.0516281723976135,15773.065155029297,16.280592879558622,,0.2068924861960113,0.0933102369308471,0.0517579913139343,13404.330078125,7.6907362941625985,,0.070682406425476,0.0362446308135986,-0.0098198056221008,lama,lama,no_valid_values,lama,opencv_telea,lama,1,4,0,1,lama,True,False,False,False,False,3,4,4
p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,20584.240211486816,22.65823014078176,,0.2157316710799932,0.1760314106941223,0.0006470680236816,20558.037536621094,21.74686573053706,,0.2262563621625304,0.1787887811660766,0.034255564212799,20060.11865234375,15.122053049197714,,0.0764611512422561,0.1198295354843139,-0.0609058737754821,opencv_telea,opencv_telea,no_valid_values,lama,lama,lama,2,3,0,1,lama,True,False,False,False,False,3,3,4
p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,20937.564254760742,21.118839600811157,,0.282367305830121,0.1009314656257629,0.1488555669784546,20901.665969848636,20.2548521193756,,0.2812755932100117,0.1013758182525634,0.1482743620872497,19218.38732910156,10.496163432547377,,0.1358342617750167,0.0497865080833435,0.0268035531044006,opencv_telea,opencv_telea,no_valid_values,opencv_telea,lama,opencv_telea,4,1,0,1,opencv_telea,True,False,False,False,False,3,4,4
p027_loss_small,p027,p027_loss_small,loss_small,architecture_structured,Italian Landscape with the Ponte Lucano over the Aniene River,30904.115661621094,18.542938672874417,,0.2420402653515339,0.1616478562355041,0.0619608163833618,30897.129028320312,18.474267474565483,,0.267674284055829,0.1642454266548156,0.1013545989990234,30881.99267578125,18.329116119780718,,0.1738183200359344,0.1378035545349121,0.0292200446128845,opencv_telea,opencv_telea,no_valid_values,lama,lama,lama,2,3,0,1,lama,True,False,False,False,False,3,3,4
p027_scratch_thin,p027,p027_scratch_thin,scratch_thin,architecture_structured,Italian Landscape with the Ponte Lucano over the Aniene River,30840.91372680664,20.54533790170896,,0.3947689251508564,0.1003718376159668,0.2465217113494873,30804.155487060547,19.99943299394181,,0.3940459431614727,0.1008644104003906,0.2446109056472778,29328.32861328125,12.408450298882844,,0.2503480017185211,0.0667045712471008,0.0285481214523315,opencv_telea,opencv_telea,no_valid_values,opencv_telea,lama,opencv_telea,4,1,0,1,opencv_telea,True,False,False,False,False,3,4,4
p028_scratch_thin,p028,p028_scratch_thin,scratch_thin,architecture_structured,Trading posts of the Dutch East India Company (VOC),24679.307334899902,23.404423647580412,,0.3229178918991238,0.1122224330902099,0.2400490641593933,24611.728393554688,21.371481838948068,,0.3223995736334473,0.1123124957084655,0.2399473190307617,23586.956298828125,13.131313391390282,,0.1928989589214325,-0.0369951725006103,0.1069899201393127,opencv_telea,opencv_telea,no_valid_values,opencv_telea,lama,opencv_telea,4,1,0,1,opencv_telea,True,False,False,False,False,3,4,4
