dataset_name,evaluation_region,mask_type,category,inference_mode,source_mask_semantics,lama_applicability,metric,row_count,valid_count,mean_value,median_value,std_value,min_value,max_value,positive_improvement_count,zero_improvement_count,negative_improvement_count,positive_improvement_share
canonical,content_region,loss_large,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,77.51084656715393,80.27734375,46.58183479851717,4.380152225494385,183.99771118164062,,,,
canonical,masked_region,loss_large,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,632.4978900909424,616.7427673339844,381.32943356692937,40.3367805480957,1516.6962890625,,,,
canonical,boundary_region,loss_large,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,71.57545795440674,45.983015060424805,77.55913833270614,20.673076629638672,284.2054443359375,,,,
canonical,outside_mask_region,loss_large,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,0.0,0.0,0.0,0.0,0.0,,,,
canonical,mask_bbox_crop,loss_large,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,324.24527473449706,305.2965850830078,203.51511019651275,16.39206314086914,796.1558837890625,,,,
canonical,full_image,loss_small,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,11.831266784667969,11.099393367767334,5.377413533734053,5.687105655670166,20.961483001708984,,,,
canonical,content_region,loss_small,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,15.153976535797119,14.275928020477295,6.503721008348305,6.81387996673584,26.34765625,,,,
canonical,masked_region,loss_small,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,390.4657775878906,361.7354278564453,158.54281893186837,168.52850341796875,642.7344970703125,,,,
canonical,boundary_region,loss_small,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,81.80337448120117,73.29318237304688,51.02049886295179,35.60853576660156,215.07003784179688,,,,
canonical,outside_mask_region,loss_small,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,0.0,0.0,0.0,0.0,0.0,,,,
canonical,mask_bbox_crop,loss_small,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,32.13791093826294,27.43692970275879,16.033680210742286,12.162140846252441,55.7098388671875,,,,
canonical,full_image,mixed_damage,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,32.78060398101807,27.68800640106201,18.809410886350076,8.745338439941406,58.24787902832031,,,,
canonical,content_region,mixed_damage,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,42.93566951751709,34.71783256530762,26.784328785142275,13.595992088317871,92.61778259277344,,,,
canonical,masked_region,mixed_damage,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,413.2847610473633,354.5354919433594,226.52989381284382,125.86834716796875,697.1873168945312,,,,
canonical,boundary_region,mixed_damage,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,109.1878101348877,81.54425811767578,72.71032683964383,44.07293701171875,262.35205078125,,,,
canonical,outside_mask_region,mixed_damage,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,0.0,0.0,0.0,0.0,0.0,,,,
canonical,mask_bbox_crop,mixed_damage,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,42.83200101852417,33.8320369720459,27.04220430124673,13.169451713562012,89.64806365966797,,,,
canonical,full_image,scratch_thin,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,3.5682785630226137,3.144613742828369,2.205006754334496,1.2960176467895508,8.676652908325195,,,,
canonical,content_region,scratch_thin,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,4.578362500667572,4.44372820854187,2.7162762666651994,1.8982540369033813,10.906169891357422,,,,
canonical,masked_region,scratch_thin,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,216.8690414428711,214.1384735107422,104.53315185836053,75.85469818115234,395.2195739746094,,,,
canonical,boundary_region,scratch_thin,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,78.87084350585937,77.85638809204102,36.30781366942236,28.43431854248047,139.2822723388672,,,,
canonical,outside_mask_region,scratch_thin,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,0.0,0.0,0.0,0.0,0.0,,,,
canonical,mask_bbox_crop,scratch_thin,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,10,10,4.861538159847259,4.945612668991089,2.826573146660524,1.8565341234207153,11.289347648620605,,,,
canonical,full_image,zero_control,high_texture_brushwork,copied_zero_control,binary_missing_content,primary,restored_mse,10,10,0.0,0.0,0.0,0.0,0.0,,,,
canonical,content_region,zero_control,high_texture_brushwork,copied_zero_control,binary_missing_content,primary,restored_mse,10,10,0.0,0.0,0.0,0.0,0.0,,,,
damage_size,full_image,,portrait_figure,model_inference,binary_missing_content,primary,restored_mse,7,7,42.487119265965056,62.33740234375,29.44828880921767,3.3636865615844727,68.59194946289062,,,,
damage_size,content_region,,portrait_figure,model_inference,binary_missing_content,primary,restored_mse,7,7,49.21584664072309,72.20984649658203,34.1120436301099,3.8963968753814697,79.45492553710938,,,,
damage_size,masked_region,,portrait_figure,model_inference,binary_missing_content,primary,restored_mse,7,7,497.94490487234935,389.4192810058594,255.1113132230585,195.10108947753906,901.5103149414062,,,,
damage_size,boundary_region,,portrait_figure,model_inference,binary_missing_content,primary,restored_mse,7,7,11.260927336556572,9.776848793029785,4.996222526999134,6.404355049133301,20.839548110961914,,,,
damage_size,outside_mask_region,,portrait_figure,model_inference,binary_missing_content,primary,restored_mse,7,7,0.0,0.0,0.0,0.0,0.0,,,,
damage_size,mask_bbox_crop,,portrait_figure,model_inference,binary_missing_content,primary,restored_mse,7,7,268.23099844796315,212.33978271484375,141.43289190608667,93.68574523925781,485.2337341308594,,,,
damage_size,full_image,,landscape_natural,model_inference,binary_missing_content,primary,restored_mse,7,7,50.71862357003348,47.67801284790039,21.4956112132026,28.10143280029297,85.10063934326172,,,,
damage_size,content_region,,landscape_natural,model_inference,binary_missing_content,primary,restored_mse,7,7,76.82820946829659,72.22233581542969,32.561399490600635,42.56785583496094,128.9098358154297,,,,
damage_size,masked_region,,landscape_natural,model_inference,binary_missing_content,primary,restored_mse,7,7,1151.3697335379463,901.6524047851562,880.9090189322206,524.4036865234375,3085.528076171875,,,,
damage_size,boundary_region,,landscape_natural,model_inference,binary_missing_content,primary,restored_mse,7,7,52.53242656162807,51.155616760253906,8.683938396098675,42.4763069152832,65.90631866455078,,,,
damage_size,outside_mask_region,,landscape_natural,model_inference,binary_missing_content,primary,restored_mse,7,7,0.0,0.0,0.0,0.0,0.0,,,,
damage_size,mask_bbox_crop,,landscape_natural,model_inference,binary_missing_content,primary,restored_mse,7,7,548.3554077148438,450.01104736328125,371.1305837585987,270.94500732421875,1356.86474609375,,,,
damage_size,full_image,,architecture_structured,model_inference,binary_missing_content,primary,restored_mse,7,7,15.006032913923264,6.287515640258789,17.293511178247208,0.48551657795906067,42.48957061767578,,,,
damage_size,content_region,,architecture_structured,model_inference,binary_missing_content,primary,restored_mse,7,7,21.78569803919111,9.128189086914062,25.106652278863688,0.7048709392547607,61.68619918823242,,,,
damage_size,masked_region,,architecture_structured,model_inference,binary_missing_content,primary,restored_mse,7,7,168.84740284511022,114.29141235351562,120.30552159348463,35.1502799987793,354.4152526855469,,,,
damage_size,boundary_region,,architecture_structured,model_inference,binary_missing_content,primary,restored_mse,7,7,41.2759428024292,44.276851654052734,14.77896455738649,11.897538185119629,56.92558670043945,,,,
damage_size,outside_mask_region,,architecture_structured,model_inference,binary_missing_content,primary,restored_mse,7,7,0.0,0.0,0.0,0.0,0.0,,,,
damage_size,mask_bbox_crop,,architecture_structured,model_inference,binary_missing_content,primary,restored_mse,7,7,97.99562862941197,65.19915008544922,73.21278074191342,17.61622428894043,209.6832733154297,,,,
damage_size,full_image,,abstraction_surrealism,model_inference,binary_missing_content,primary,restored_mse,7,7,48.26175137928554,26.732234954833984,63.30216647663826,1.3202757835388184,181.64654541015625,,,,
damage_size,content_region,,abstraction_surrealism,model_inference,binary_missing_content,primary,restored_mse,7,7,65.71814140251705,36.40134811401367,86.1987191113322,1.79782235622406,247.3485565185547,,,,
damage_size,masked_region,,abstraction_surrealism,model_inference,binary_missing_content,primary,restored_mse,7,7,491.213143484933,455.7949523925781,382.2716944033083,89.68447875976562,1236.54833984375,,,,
damage_size,boundary_region,,abstraction_surrealism,model_inference,binary_missing_content,primary,restored_mse,7,7,80.16835566929409,75.46015167236328,36.376599672896475,22.488121032714844,138.43031311035156,,,,
damage_size,outside_mask_region,,abstraction_surrealism,model_inference,binary_missing_content,primary,restored_mse,7,7,0.0,0.0,0.0,0.0,0.0,,,,
damage_size,mask_bbox_crop,,abstraction_surrealism,model_inference,binary_missing_content,primary,restored_mse,7,7,251.92241014753068,229.4295196533203,204.33821200049854,40.10353088378906,651.8903198242188,,,,
damage_size,full_image,,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,7,7,53.71905939919608,55.19138717651367,37.01046829634528,8.46828556060791,121.21885681152344,,,,
damage_size,content_region,,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,7,7,67.5224861417498,69.37310028076172,46.52053287057679,10.644261360168457,152.3667755126953,,,,
damage_size,masked_region,,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,7,7,714.532488141741,694.3941650390625,157.901503696792,530.345947265625,953.6803588867188,,,,
damage_size,boundary_region,,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,7,7,40.09839194161551,40.32642364501953,6.933122260008351,27.793701171875,49.09022521972656,,,,
damage_size,outside_mask_region,,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,7,7,0.0,0.0,0.0,0.0,0.0,,,,
damage_size,mask_bbox_crop,,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,7,7,414.0503147670201,411.180908203125,99.92222350906398,274.3038330078125,546.313720703125,,,,
mask_robustness,full_image,,portrait_figure,model_inference,binary_missing_content,primary,restored_mse,15,15,19.694398657480875,4.529516220092773,35.45675974948632,0.5172023177146912,135.28619384765625,,,,
mask_robustness,content_region,,portrait_figure,model_inference,binary_missing_content,primary,restored_mse,15,15,22.813423784573875,5.246860504150391,41.07209140802585,0.5991121530532837,156.71163940429688,,,,
mask_robustness,masked_region,,portrait_figure,model_inference,binary_missing_content,primary,restored_mse,15,15,236.9836238861084,128.69224548339844,307.027592983492,29.94878578186035,1253.5947265625,,,,
mask_robustness,boundary_region,,portrait_figure,model_inference,binary_missing_content,primary,restored_mse,15,15,30.897714392344156,27.793420791625977,23.26556971789869,6.097769260406494,91.13235473632812,,,,
mask_robustness,outside_mask_region,,portrait_figure,model_inference,binary_missing_content,primary,restored_mse,15,15,0.0,0.0,0.0,0.0,0.0,,,,
mask_robustness,mask_bbox_crop,,portrait_figure,model_inference,binary_missing_content,primary,restored_mse,15,15,92.54889691670736,6.590023994445801,182.61750282872777,0.9728909730911255,683.9967651367188,,,,
mask_robustness,full_image,,landscape_natural,model_inference,binary_missing_content,primary,restored_mse,15,15,15.470072094599406,6.612978458404541,16.469594457175262,0.9748473167419434,45.38460159301758,,,,
mask_robustness,content_region,,landscape_natural,model_inference,binary_missing_content,primary,restored_mse,15,15,23.43395603497823,10.017292976379395,24.948025253355524,1.476691722869873,68.7482681274414,,,,
mask_robustness,masked_region,,landscape_natural,model_inference,binary_missing_content,primary,restored_mse,15,15,275.0561594645182,222.96177673339844,187.19388186958614,61.319007873535156,569.5009155273438,,,,
mask_robustness,boundary_region,,landscape_natural,model_inference,binary_missing_content,primary,restored_mse,15,15,37.755349731445314,37.231597900390625,12.956842453441242,19.32640838623047,66.25016784667969,,,,
mask_robustness,outside_mask_region,,landscape_natural,model_inference,binary_missing_content,primary,restored_mse,15,15,0.0,0.0,0.0,0.0,0.0,,,,
mask_robustness,mask_bbox_crop,,landscape_natural,model_inference,binary_missing_content,primary,restored_mse,15,15,72.75760607719421,14.128780364990234,93.12451241960484,1.9131524562835693,224.30804443359375,,,,
mask_robustness,full_image,,architecture_structured,model_inference,binary_missing_content,primary,restored_mse,15,15,16.327294341723125,12.501664161682129,14.902181463149681,1.8504739999771118,38.87919235229492,,,,
mask_robustness,content_region,,architecture_structured,model_inference,binary_missing_content,primary,restored_mse,15,15,23.703899526596068,18.149864196777344,21.63492700921488,2.6865105628967285,56.44464874267578,,,,
mask_robustness,masked_region,,architecture_structured,model_inference,binary_missing_content,primary,restored_mse,15,15,367.3433776855469,370.1723937988281,366.82077444990534,98.67611694335938,1600.4796142578125,,,,
mask_robustness,boundary_region,,architecture_structured,model_inference,binary_missing_content,primary,restored_mse,15,15,131.43559773763022,60.90946960449219,232.32316530878646,31.140953063964844,965.0728759765625,,,,
mask_robustness,outside_mask_region,,architecture_structured,model_inference,binary_missing_content,primary,restored_mse,15,15,0.0,0.0,0.0,0.0,0.0,,,,
mask_robustness,mask_bbox_crop,,architecture_structured,model_inference,binary_missing_content,primary,restored_mse,15,15,76.49318334261577,27.62615966796875,89.30747487910195,2.9581503868103027,240.509765625,,,,
mask_robustness,full_image,,abstraction_surrealism,model_inference,binary_missing_content,primary,restored_mse,15,15,50.81411814689636,16.939878463745117,65.80089604592324,2.6152563095092773,223.97265625,,,,
mask_robustness,content_region,,abstraction_surrealism,model_inference,binary_missing_content,primary,restored_mse,15,15,69.19369233449301,23.067066192626953,89.60122129533617,3.5612001419067383,304.98406982421875,,,,
mask_robustness,masked_region,,abstraction_surrealism,model_inference,binary_missing_content,primary,restored_mse,15,15,791.415956624349,568.66943359375,642.8057599933497,178.08139038085938,2434.970458984375,,,,
mask_robustness,boundary_region,,abstraction_surrealism,model_inference,binary_missing_content,primary,restored_mse,15,15,117.0005271911621,89.72573852539062,70.16032877858096,50.942264556884766,308.0680236816406,,,,
mask_robustness,outside_mask_region,,abstraction_surrealism,model_inference,binary_missing_content,primary,restored_mse,15,15,0.0,0.0,0.0,0.0,0.0,,,,
mask_robustness,mask_bbox_crop,,abstraction_surrealism,model_inference,binary_missing_content,primary,restored_mse,15,15,329.9021678924561,36.533226013183594,417.68839672012206,4.093738079071045,1363.50390625,,,,
mask_robustness,full_image,,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,15,15,38.77807671229045,11.483832359313965,49.68560270822631,1.454072117805481,145.7378692626953,,,,
mask_robustness,content_region,,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,15,15,48.742326347033185,14.434671401977539,62.45260251881609,1.8277044296264648,183.18605041503906,,,,
mask_robustness,masked_region,,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,15,15,497.17456715901693,321.0617980957031,434.8519414832501,91.3750991821289,1466.739013671875,,,,
mask_robustness,boundary_region,,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,15,15,51.145005544026695,52.924503326416016,17.700757249568852,27.06861114501953,78.08496856689453,,,,
mask_robustness,outside_mask_region,,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,15,15,0.0,0.0,0.0,0.0,0.0,,,,
mask_robustness,mask_bbox_crop,,high_texture_brushwork,model_inference,binary_missing_content,primary,restored_mse,15,15,164.30453969637554,23.50346565246582,252.17369892393344,2.0715065002441406,738.9425048828125,,,,
synthetic_degradation,full_image,,portrait_figure,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,217.28166262209416,13.029077529907227,573.7710618793739,0.16661354899406433,1839.2647705078125,,,,
synthetic_degradation,content_region,,portrait_figure,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,251.69280841201544,15.092502117156982,664.6398520871651,0.19300030171871185,2130.55126953125,,,,
synthetic_degradation,masked_region,,portrait_figure,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,334.01670773029326,54.21957969665527,703.8050301449466,0.5475715398788452,2281.30517578125,,,,
synthetic_degradation,boundary_region,,portrait_figure,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,10.461703911796212,0.10386952012777328,27.344129910645343,0.0,87.91790771484375,,,,
synthetic_degradation,outside_mask_region,,portrait_figure,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,0.0,0.0,0.0,0.0,0.0,,,,
synthetic_degradation,mask_bbox_crop,,portrait_figure,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,266.54273676276205,26.54529857635498,645.9194435019217,0.18919146060943604,2080.345703125,,,,
synthetic_degradation,full_image,,landscape_natural,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,72.6171845138073,11.739752769470215,144.63875159929879,0.17173653841018677,456.48187255859375,,,,
synthetic_degradation,content_region,,landscape_natural,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,109.99999641180038,17.78329563140869,219.09776005744146,0.26014530658721924,691.4755249023438,,,,
synthetic_degradation,masked_region,,landscape_natural,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,205.36500326395034,60.1217041015625,278.16213693932104,1.6910573244094849,846.92919921875,,,,
synthetic_degradation,boundary_region,,landscape_natural,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,9.465253149718047,0.8099195063114166,19.01432744845484,0.0,61.80540466308594,,,,
synthetic_degradation,outside_mask_region,,landscape_natural,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,0.0,0.0,0.0,0.0,0.0,,,,
synthetic_degradation,mask_bbox_crop,,landscape_natural,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,148.77915378510951,30.49321746826172,225.42325981236877,0.2581089437007904,712.0426025390625,,,,
synthetic_degradation,full_image,,architecture_structured,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,50.45295792222023,5.154507637023926,138.49239809238702,0.26398271322250366,444.0833740234375,,,,
synthetic_degradation,content_region,,architecture_structured,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,73.24740059971809,7.483292818069458,201.06270286010317,0.3832489848136902,644.7184448242188,,,,
synthetic_degradation,masked_region,,architecture_structured,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,114.5357399225235,36.145832538604736,255.8656141740467,2.5006959438323975,838.1123046875,,,,
synthetic_degradation,boundary_region,,architecture_structured,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,7.341359073668718,0.4835197925567627,9.756980580592295,0.0,26.353254318237305,,,,
synthetic_degradation,outside_mask_region,,architecture_structured,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,0.0,0.0,0.0,0.0,0.0,,,,
synthetic_degradation,mask_bbox_crop,,architecture_structured,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,90.53600080311298,21.401994705200195,219.19199461812957,0.3880195915699005,712.0166625976562,,,,
synthetic_degradation,full_image,,abstraction_surrealism,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,122.34107726812363,18.29971218109131,235.19462316367614,0.453765869140625,719.6005249023438,,,,
synthetic_degradation,content_region,,abstraction_surrealism,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,166.59212576150895,24.91874599456787,320.26503444941886,0.6178939342498779,979.8815307617188,,,,
synthetic_degradation,masked_region,,abstraction_surrealism,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,332.2051253795624,100.64277648925781,447.0580591078136,1.6843953132629395,1280.3553466796875,,,,
synthetic_degradation,boundary_region,,abstraction_surrealism,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,6.676334109902382,0.36633509397506714,11.013259308255497,0.0,29.221946716308594,,,,
synthetic_degradation,outside_mask_region,,abstraction_surrealism,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,0.0,0.0,0.0,0.0,0.0,,,,
synthetic_degradation,mask_bbox_crop,,abstraction_surrealism,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,238.53212904930115,61.796817779541016,343.77921626291584,0.6087753772735596,1011.461669921875,,,,
synthetic_degradation,full_image,,high_texture_brushwork,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,116.10370077341796,18.093151569366455,253.2210390878923,0.19617150723934174,809.930419921875,,,,
synthetic_degradation,content_region,,high_texture_brushwork,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,145.93724841922523,22.742290019989014,318.2877634584416,0.24657891690731049,1018.047119140625,,,,
synthetic_degradation,masked_region,,high_texture_brushwork,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,240.66963201761246,102.75553512573242,375.8084646185985,0.7669855356216431,1218.09228515625,,,,
synthetic_degradation,boundary_region,,high_texture_brushwork,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,5.043438395857811,0.8278844058513641,7.355881684134304,0.0,21.902406692504883,,,,
synthetic_degradation,outside_mask_region,,high_texture_brushwork,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,0.0,0.0,0.0,0.0,0.0,,,,
synthetic_degradation,mask_bbox_crop,,high_texture_brushwork,model_inference,grayscale_effect_intensity,supplementary_synthetic_degradation,restored_mse,10,10,179.17337208241224,49.124871253967285,309.00327733478747,0.24521605670452118,992.0680541992188,,,,
canonical,full_image,loss_large,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,3485.571466875076,3629.7519035339355,1410.0390875696787,1193.0232849121094,5660.389976501465,,,,
canonical,content_region,loss_large,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,4449.000858688354,4720.424942016602,1584.920150128975,1484.9956665039062,6591.247646331787,,,,
canonical,masked_region,loss_large,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,35574.786293029785,36926.63864135742,10370.531991325086,12809.67431640625,48485.23036193848,,,,
canonical,boundary_region,loss_large,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,18875.948886060716,19124.839203834534,4942.664349214742,8445.865013122559,25396.024811267853,,,,
canonical,outside_mask_region,loss_large,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,0.0,0.0,0.0,0.0,0.0,,,,
canonical,mask_bbox_crop,loss_large,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,18145.699474334717,19031.992599487305,6523.4983458413835,6398.896728515625,26794.820190429688,,,,
canonical,full_image,loss_small,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,1239.3892830252648,1338.4914088249207,329.502473034939,603.6282329559326,1677.8632332086563,,,,
canonical,content_region,loss_small,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,1623.12766264081,1594.9072661399841,490.00222185693974,751.3557224273682,2387.366075158119,,,,
canonical,masked_region,loss_small,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,37865.912203598025,39178.709732055664,10517.431534873627,19712.88800048828,54259.773040771484,,,,
canonical,boundary_region,loss_small,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,18562.27258710861,19110.840332984924,4822.632732336139,9581.001136779785,26222.200209617615,,,,
canonical,outside_mask_region,loss_small,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,0.0,0.0,0.0,0.0,0.0,,,,
canonical,mask_bbox_crop,loss_small,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,2668.010609960556,2692.461691379547,719.1429517545505,1575.5244331359863,3683.2368087768555,,,,
canonical,full_image,mixed_damage,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,2778.140971493721,2642.437680244446,674.9801748345108,1859.5608177185059,3922.0059185028076,,,,
canonical,content_region,mixed_damage,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,3603.0062931060793,3716.3676142692566,844.1125804794264,2314.6554260253906,4819.084020614624,,,,
canonical,masked_region,mixed_damage,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,39570.5113822937,40084.50845336914,7647.548468921277,27134.07305908203,50582.5751953125,,,,
canonical,boundary_region,mixed_damage,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,17180.41100254059,16952.084482192993,2722.5313752537136,13597.551233291626,21385.885131835938,,,,
canonical,outside_mask_region,mixed_damage,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,0.0,0.0,0.0,0.0,0.0,,,,
canonical,mask_bbox_crop,mixed_damage,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,3612.5893038272857,3654.4782304763794,749.435285172525,2454.280532836914,4704.733589172363,,,,
canonical,full_image,scratch_thin,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,745.6103767096996,697.4693951010704,240.5252118326077,428.75275230407715,1144.4733745455742,,,,
canonical,content_region,scratch_thin,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,971.1515384316444,931.8360930681229,320.3960359944062,533.6830673217773,1525.9644587039948,,,,
canonical,masked_region,scratch_thin,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,41254.05193405152,42532.173961639404,9168.363221010652,20944.91326904297,53519.212226867676,,,,
canonical,boundary_region,scratch_thin,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,15114.274297237396,15026.921264648438,3430.065283431734,7467.202621459961,20618.384669303894,,,,
canonical,outside_mask_region,scratch_thin,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,0.0,0.0,0.0,0.0,0.0,,,,
canonical,mask_bbox_crop,scratch_thin,portrait_figure,model_inference,binary_missing_content,primary,mse_improvement,10,10,968.7533288121224,975.4243833422661,305.4094850259426,524.9783630371094,1484.722030878067,,,,
canonical,full_image,zero_control,portrait_figure,copied_zero_control,binary_missing_content,primary,mse_improvement,10,10,0.0,0.0,0.0,0.0,0.0,,,,
canonical,content_region,zero_control,portrait_figure,copied_zero_control,binary_missing_content,primary,mse_improvement,10,10,0.0,0.0,0.0,0.0,0.0,,,,
canonical,full_image,loss_large,landscape_natural,model_inference,binary_missing_content,primary,mse_improvement,10,10,1670.3005808353423,1499.6618919372559,1003.4547505159512,318.55257987976074,3460.833053588867,,,,
canonical,content_region,loss_large,landscape_natural,model_inference,binary_missing_content,primary,mse_improvement,10,10,2375.683704471588,2151.035183429718,1370.4686415090773,462.47342681884766,4644.807243347168,,,,
canonical,masked_region,loss_large,landscape_natural,model_inference,binary_missing_content,primary,mse_improvement,10,10,19290.772298431395,19223.941020965576,10578.620934348748,3184.1441040039062,35055.609375,,,,
canonical,boundary_region,loss_large,landscape_natural,model_inference,binary_missing_content,primary,mse_improvement,10,10,9906.261259460449,10786.90072631836,4889.41517743811,2145.061851501465,15270.061611175537,,,,
canonical,outside_mask_region,loss_large,landscape_natural,model_inference,binary_missing_content,primary,mse_improvement,10,10,0.0,0.0,0.0,0.0,0.0,,,,
canonical,mask_bbox_crop,loss_large,landscape_natural,model_inference,binary_missing_content,primary,mse_improvement,10,10,9342.22391014099,9676.832113265991,5186.285511868772,1712.1377716064453,17169.793579101562,,,,
canonical,full_image,loss_small,landscape_natural,model_inference,binary_missing_content,primary,mse_improvement,10,10,617.6649138212204,624.0670861005783,302.1087595496896,105.65953826904297,1116.8719310760498,,,,
canonical,content_region,loss_small,landscape_natural,model_inference,binary_missing_content,primary,mse_improvement,10,10,874.0378124475479,924.6002467870712,390.50112280332013,153.39608192443848,1274.528486251831,,,,
