case_id,painting_id,mask_id,mask_type,clean_filename,clean_path,mask_filename,mask_path,damaged_filename,damaged_path,damage_fill_strategy,damage_fill_r,damage_fill_g,damage_fill_b,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,status,issue,lama_staged_input_path,lama_staged_mask_path,lama_staged_output_path,model_name,restoration_method,inference_mode,restored_filename,restored_path,device,batch_runtime_seconds,restored_width,restored_height,restored_mode,title,artist,date,category,style_or_period,medium,source,source_url,license,filename,damaged_mse,restored_mse,mse_improvement,damaged_mae,restored_mae,mae_improvement,damaged_psnr,restored_psnr,psnr_improvement,damaged_lpips,restored_lpips,lpips_improvement,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,error_map_figure_path
p010_loss_small,p010,p010_loss_small,loss_small,p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,p010_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_loss_small_mask.png,p010_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_loss_small_damaged.png,white_fill,255,255,255,19716,3.6938,3.3427,ok,,outputs/tmp/lama_batch_full/input/p010_loss_small.png,outputs/tmp/lama_batch_full/mask/p010_loss_small.png,outputs/tmp/lama_batch_full/output/p010_loss_small.png,lama,iopaint_lama,model_inference,p010_loss_small_restored_lama.png,data/processed/restored/lama/p010_loss_small_restored_lama.png,cuda,302.6142746992409,768,768,RGB,Joan of Arc,Jules Bastien-Lepage,1879,portrait_figure,19th century French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/435621,Public Domain / Open Access,p010.jpg,43583.0078125,306.3359680175781,43276.67184448242,207.9271545410156,12.551295280456545,195.37585926055908,1.7376316177513542,23.26882368976516,21.5311920720138,0.2532385885715484,0.0082653909921646,0.2449731975793838,0.877903938293457,0.9991717338562012,0.1212677955627441,0.9487009048461914,0.9987770318984984,0.0500761270523071,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p010_loss_small_lama_error_maps.png
p010_mixed_damage,p010,p010_mixed_damage,mixed_damage,p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,p010_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_mixed_damage_mask.png,p010_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_mixed_damage_damaged.png,white_fill,255,255,255,48195,9.0293,8.1711,ok,,outputs/tmp/lama_batch_full/input/p010_mixed_damage.png,outputs/tmp/lama_batch_full/mask/p010_mixed_damage.png,outputs/tmp/lama_batch_full/output/p010_mixed_damage.png,lama,iopaint_lama,model_inference,p010_mixed_damage_restored_lama.png,data/processed/restored/lama/p010_mixed_damage_restored_lama.png,cuda,302.6142746992409,768,768,RGB,Joan of Arc,Jules Bastien-Lepage,1879,portrait_figure,19th century French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/435621,Public Domain / Open Access,p010.jpg,40294.8125,261.13140869140625,40033.681091308594,198.86663818359372,11.694664001464844,187.1719741821289,2.078312216160436,23.96221249286303,21.8839002767026,0.496726781129837,0.0159071888774633,0.4808195922523737,0.762116551399231,0.9933129549026488,0.2311964035034179,0.462197870016098,0.9804537296295166,0.5182558596134186,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p010_mixed_damage_lama_error_maps.png
p010_scratch_thin,p010,p010_scratch_thin,scratch_thin,p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,p010_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_scratch_thin_mask.png,p010_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_scratch_thin_damaged.png,white_fill,255,255,255,10545,1.9756,1.7878,ok,,outputs/tmp/lama_batch_full/input/p010_scratch_thin.png,outputs/tmp/lama_batch_full/mask/p010_scratch_thin.png,outputs/tmp/lama_batch_full/output/p010_scratch_thin.png,lama,iopaint_lama,model_inference,p010_scratch_thin_restored_lama.png,data/processed/restored/lama/p010_scratch_thin_restored_lama.png,cuda,302.6142746992409,768,768,RGB,Joan of Arc,Jules Bastien-Lepage,1879,portrait_figure,19th century French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/435621,Public Domain / Open Access,p010.jpg,42933.53515625,116.05067443847656,42817.48448181152,205.01126098632807,7.441725730895996,197.56953525543213,1.8028371101782417,27.484326921289025,25.681489811110783,0.3639232516288757,0.0014777220785617,0.3624455295503139,0.869796633720398,0.999521553516388,0.12972491979599,0.8214116096496582,0.9994221925735474,0.1780105829238891,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p010_scratch_thin_lama_error_maps.png
p011_loss_large,p011,p011_loss_large,loss_large,p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,p011_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_loss_large_mask.png,p011_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_loss_large_damaged.png,white_fill,255,255,255,49885,12.302,8.4576,ok,,outputs/tmp/lama_batch_full/input/p011_loss_large.png,outputs/tmp/lama_batch_full/mask/p011_loss_large.png,outputs/tmp/lama_batch_full/output/p011_loss_large.png,lama,iopaint_lama,model_inference,p011_loss_large_restored_lama.png,data/processed/restored/lama/p011_loss_large_restored_lama.png,cuda,302.6142746992409,768,768,RGB,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436558,Public Domain / Open Access,p011.jpg,19284.46875,107.86985778808594,19176.598892211918,138.14785766601562,8.049874305725098,130.09798336029053,5.278726814782122,27.801802546937797,22.52307573215567,0.6593158841133118,0.125665545463562,0.5336503386497498,0.8100756406784058,0.9929659366607666,0.1828902959823608,0.4884160757064819,0.9604262709617616,0.4720101952552795,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p011_loss_large_lama_error_maps.png
p011_loss_small,p011,p011_loss_small,loss_small,p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,p011_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_loss_small_mask.png,p011_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_loss_small_damaged.png,white_fill,255,255,255,24080,5.9383,4.0826,ok,,outputs/tmp/lama_batch_full/input/p011_loss_small.png,outputs/tmp/lama_batch_full/mask/p011_loss_small.png,outputs/tmp/lama_batch_full/output/p011_loss_small.png,lama,iopaint_lama,model_inference,p011_loss_small_restored_lama.png,data/processed/restored/lama/p011_loss_small_restored_lama.png,cuda,302.6142746992409,768,768,RGB,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436558,Public Domain / Open Access,p011.jpg,22718.46875,100.8191146850586,22617.64963531494,148.48568725585938,6.741569995880127,141.74411725997925,4.567013047724253,28.09537481384921,23.52836176612496,0.2857575416564941,0.0064860549755394,0.2792714866809547,0.8731545209884644,0.9979848265647888,0.1248303055763244,0.7218886613845825,0.9977585077285768,0.2758698463439941,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p011_loss_small_lama_error_maps.png
p011_mixed_damage,p011,p011_mixed_damage,mixed_damage,p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,p011_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_mixed_damage_mask.png,p011_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_mixed_damage_damaged.png,white_fill,255,255,255,44361,10.9397,7.5211,ok,,outputs/tmp/lama_batch_full/input/p011_mixed_damage.png,outputs/tmp/lama_batch_full/mask/p011_mixed_damage.png,outputs/tmp/lama_batch_full/output/p011_mixed_damage.png,lama,iopaint_lama,model_inference,p011_mixed_damage_restored_lama.png,data/processed/restored/lama/p011_mixed_damage_restored_lama.png,cuda,302.6142746992409,768,768,RGB,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436558,Public Domain / Open Access,p011.jpg,23886.185546875,154.3557586669922,23731.829788208008,150.50929260253906,7.973407745361328,142.5358848571777,4.349335593059728,26.245575241949552,21.896239648889825,0.3453073501586914,0.0154953505843877,0.3298119995743036,0.8860111832618713,0.9983255863189696,0.1123144030570983,0.5117112398147583,0.9883270859718324,0.476615846157074,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p011_mixed_damage_lama_error_maps.png
p011_scratch_thin,p011,p011_scratch_thin,scratch_thin,p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,p011_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_scratch_thin_mask.png,p011_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_scratch_thin_damaged.png,white_fill,255,255,255,10323,2.5457,1.7502,ok,,outputs/tmp/lama_batch_full/input/p011_scratch_thin.png,outputs/tmp/lama_batch_full/mask/p011_scratch_thin.png,outputs/tmp/lama_batch_full/output/p011_scratch_thin.png,lama,iopaint_lama,model_inference,p011_scratch_thin_restored_lama.png,data/processed/restored/lama/p011_scratch_thin_restored_lama.png,cuda,302.6142746992409,768,768,RGB,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436558,Public Domain / Open Access,p011.jpg,27879.048828125,294.2951965332031,27584.7536315918,161.1717529296875,8.417061805725098,152.7546911239624,3.67802408362434,23.44297187236354,19.7649477887392,0.3415066003799438,0.0023470420856028,0.3391595582943409,0.9002213478088379,0.9997528791427612,0.0995315313339233,0.6992626190185547,0.9967156648635864,0.2974530458450317,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p011_scratch_thin_lama_error_maps.png
p012_loss_large,p012,p012_loss_large,loss_large,p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,p012_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_loss_large_mask.png,p012_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_loss_large_damaged.png,white_fill,255,255,255,45575,10.4293,7.7269,ok,,outputs/tmp/lama_batch_full/input/p012_loss_large.png,outputs/tmp/lama_batch_full/mask/p012_loss_large.png,outputs/tmp/lama_batch_full/output/p012_loss_large.png,lama,iopaint_lama,model_inference,p012_loss_large_restored_lama.png,data/processed/restored/lama/p012_loss_large_restored_lama.png,cuda,302.6142746992409,768,768,RGB,An Extensive Wooded Landscape,Philips Koninck,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436831,Public Domain / Open Access,p012.jpg,14487.1240234375,575.2586669921875,13911.865356445312,114.82777404785156,15.028867721557615,99.79890632629396,6.520981827618467,20.532171902877216,14.01119007525875,0.423293262720108,0.0903149992227554,0.3329782634973526,0.8282601237297058,0.991540789604187,0.1632806658744812,0.8628895282745361,0.9615089297294616,0.0986194014549255,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p012_loss_large_lama_error_maps.png
p012_loss_small,p012,p012_loss_small,loss_small,p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,p012_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_loss_small_mask.png,p012_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_loss_small_damaged.png,white_fill,255,255,255,20574,4.7081,3.4882,ok,,outputs/tmp/lama_batch_full/input/p012_loss_small.png,outputs/tmp/lama_batch_full/mask/p012_loss_small.png,outputs/tmp/lama_batch_full/output/p012_loss_small.png,lama,iopaint_lama,model_inference,p012_loss_small_restored_lama.png,data/processed/restored/lama/p012_loss_small_restored_lama.png,cuda,302.6142746992409,768,768,RGB,An Extensive Wooded Landscape,Philips Koninck,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436831,Public Domain / Open Access,p012.jpg,16945.87109375,93.12706756591795,16852.744026184082,123.4166259765625,5.894251823425293,117.5223741531372,5.840164624371965,28.440044329907412,22.59987970553545,0.1759806424379348,0.0056446315720677,0.1703360108658671,0.8472415208816528,0.9996309280395508,0.1523894071578979,0.8664194345474243,0.9980062246322632,0.1315867900848388,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p012_loss_small_lama_error_maps.png
p012_mixed_damage,p012,p012_mixed_damage,mixed_damage,p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,p012_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_mixed_damage_mask.png,p012_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_mixed_damage_damaged.png,white_fill,255,255,255,42618,9.7526,7.2255,ok,,outputs/tmp/lama_batch_full/input/p012_mixed_damage.png,outputs/tmp/lama_batch_full/mask/p012_mixed_damage.png,outputs/tmp/lama_batch_full/output/p012_mixed_damage.png,lama,iopaint_lama,model_inference,p012_mixed_damage_restored_lama.png,data/processed/restored/lama/p012_mixed_damage_restored_lama.png,cuda,302.6142746992409,768,768,RGB,An Extensive Wooded Landscape,Philips Koninck,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436831,Public Domain / Open Access,p012.jpg,16545.60546875,357.8207702636719,16187.784698486328,121.09961700439452,10.90330410003662,110.19631290435792,5.943976965388071,22.59414814605552,16.65017118066745,0.2921419739723205,0.0161194130778312,0.2760225608944893,0.836414098739624,0.9984012842178344,0.1619871854782104,0.7056461572647095,0.9984979033470154,0.2928517460823059,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p012_mixed_damage_lama_error_maps.png
p012_scratch_thin,p012,p012_scratch_thin,scratch_thin,p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,p012_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_scratch_thin_mask.png,p012_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_scratch_thin_damaged.png,white_fill,255,255,255,12296,2.8138,2.0847,ok,,outputs/tmp/lama_batch_full/input/p012_scratch_thin.png,outputs/tmp/lama_batch_full/mask/p012_scratch_thin.png,outputs/tmp/lama_batch_full/output/p012_scratch_thin.png,lama,iopaint_lama,model_inference,p012_scratch_thin_restored_lama.png,data/processed/restored/lama/p012_scratch_thin_restored_lama.png,cuda,302.6142746992409,768,768,RGB,An Extensive Wooded Landscape,Philips Koninck,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436831,Public Domain / Open Access,p012.jpg,25677.9140625,441.9673767089844,25235.946685791016,150.1058349609375,10.989399909973145,139.11643505096436,4.035206198176896,21.67690147261257,17.641695274435676,0.2969414293766022,0.0040489938110113,0.2928924355655908,0.8494352102279663,0.9995059370994568,0.1500707268714904,0.7762019038200378,0.9917161464691162,0.2155142426490783,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p012_scratch_thin_lama_error_maps.png
p013_loss_large,p013,p013_loss_large,loss_large,p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,p013_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_loss_large_mask.png,p013_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_loss_large_damaged.png,white_fill,255,255,255,44375,10.8202,7.5234,ok,,outputs/tmp/lama_batch_full/input/p013_loss_large.png,outputs/tmp/lama_batch_full/mask/p013_loss_large.png,outputs/tmp/lama_batch_full/output/p013_loss_large.png,lama,iopaint_lama,model_inference,p013_loss_large_restored_lama.png,data/processed/restored/lama/p013_loss_large_restored_lama.png,cuda,302.6142746992409,768,768,RGB,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg,46091.91796875,701.8604125976562,45390.05755615234,212.23541259765625,17.503984451293945,194.7314281463623,1.4945558058210142,19.66829613505196,18.17374032923094,0.623293399810791,0.2044061124324798,0.4188872873783111,0.7517073154449463,0.9746569395065308,0.2229496240615844,0.6172600984573364,0.8928258419036865,0.2755657434463501,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p013_loss_large_lama_error_maps.png
p013_loss_small,p013,p013_loss_small,loss_small,p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,p013_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_loss_small_mask.png,p013_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_loss_small_damaged.png,white_fill,255,255,255,17893,4.363,3.0336,ok,,outputs/tmp/lama_batch_full/input/p013_loss_small.png,outputs/tmp/lama_batch_full/mask/p013_loss_small.png,outputs/tmp/lama_batch_full/output/p013_loss_small.png,lama,iopaint_lama,model_inference,p013_loss_small_restored_lama.png,data/processed/restored/lama/p013_loss_small_restored_lama.png,cuda,302.6142746992409,768,768,RGB,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg,29717.306640625,431.8097229003906,29285.49691772461,164.70909118652344,11.866893768310549,152.8421974182129,3.400709152719626,21.777879439108094,18.377170286388477,0.2383146733045578,0.0108738532289862,0.2274408200755715,0.8359827995300293,0.9992841482162476,0.1633013486862182,0.8433330059051514,0.9964047074317932,0.1530717015266418,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p013_loss_small_lama_error_maps.png
p013_mixed_damage,p013,p013_mixed_damage,mixed_damage,p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,p013_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_mixed_damage_mask.png,p013_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_mixed_damage_damaged.png,white_fill,255,255,255,42332,10.3221,7.1771,ok,,outputs/tmp/lama_batch_full/input/p013_mixed_damage.png,outputs/tmp/lama_batch_full/mask/p013_mixed_damage.png,outputs/tmp/lama_batch_full/output/p013_mixed_damage.png,lama,iopaint_lama,model_inference,p013_mixed_damage_restored_lama.png,data/processed/restored/lama/p013_mixed_damage_restored_lama.png,cuda,302.6142746992409,768,768,RGB,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg,39691.44921875,367.9156188964844,39323.53359985352,193.2071533203125,11.80605697631836,181.4010963439941,2.1438340466127817,22.473321358077182,20.329487311464405,0.396556556224823,0.0163086913526058,0.3802478648722172,0.7245900630950928,0.9991374015808104,0.2745473384857178,0.6110111474990845,0.9903571605682372,0.3793460130691528,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p013_mixed_damage_lama_error_maps.png
p013_scratch_thin,p013,p013_scratch_thin,scratch_thin,p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,p013_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_scratch_thin_mask.png,p013_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_scratch_thin_damaged.png,white_fill,255,255,255,7041,1.7168,1.1937,ok,,outputs/tmp/lama_batch_full/input/p013_scratch_thin.png,outputs/tmp/lama_batch_full/mask/p013_scratch_thin.png,outputs/tmp/lama_batch_full/output/p013_scratch_thin.png,lama,iopaint_lama,model_inference,p013_scratch_thin_restored_lama.png,data/processed/restored/lama/p013_scratch_thin_restored_lama.png,cuda,302.6142746992409,768,768,RGB,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg,40564.90625,240.21653747558597,40324.689712524414,194.55882263183597,9.469393730163574,185.0894289016724,2.04929884255622,24.324774581875243,22.275475739319024,0.3823611438274383,0.0024991994723677,0.3798619443550706,0.8904661536216736,0.9997717142105104,0.1093055605888366,0.7100269794464111,0.9982725381851196,0.2882455587387085,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p013_scratch_thin_lama_error_maps.png
p014_loss_large,p014,p014_loss_large,loss_large,p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,p014_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png,p014_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,white_fill,255,255,255,57683,17.2662,9.7797,ok,,outputs/tmp/lama_batch_full/input/p014_loss_large.png,outputs/tmp/lama_batch_full/mask/p014_loss_large.png,outputs/tmp/lama_batch_full/output/p014_loss_large.png,lama,iopaint_lama,model_inference,p014_loss_large_restored_lama.png,data/processed/restored/lama/p014_loss_large_restored_lama.png,cuda,302.6142746992409,768,768,RGB,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg,28079.447265625,538.7401733398438,27540.70709228516,162.16505432128906,15.684632301330566,146.4804220199585,3.646918062652584,20.81700999189985,17.170091929247267,0.5740740299224854,0.161038190126419,0.4130358397960663,0.7785895466804504,0.9430307149887084,0.164441168308258,0.5308947563171387,0.8764771819114685,0.3455824255943298,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p014_loss_large_lama_error_maps.png
p014_loss_small,p014,p014_loss_small,loss_small,p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,p014_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_small_mask.png,p014_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_small_damaged.png,white_fill,255,255,255,18677,5.5906,3.1665,ok,,outputs/tmp/lama_batch_full/input/p014_loss_small.png,outputs/tmp/lama_batch_full/mask/p014_loss_small.png,outputs/tmp/lama_batch_full/output/p014_loss_small.png,lama,iopaint_lama,model_inference,p014_loss_small_restored_lama.png,data/processed/restored/lama/p014_loss_small_restored_lama.png,cuda,302.6142746992409,768,768,RGB,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg,24099.51953125,52.97677993774414,24046.542751312256,150.64337158203125,5.545144557952881,145.09822702407837,4.310719766750711,30.88994803618081,26.5792282694301,0.2961568534374237,0.0045549091883003,0.2916019442491233,0.8788616061210632,0.9993529915809632,0.1204913854598999,0.656363308429718,0.9983090758323668,0.3419457674026489,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p014_loss_small_lama_error_maps.png
p014_mixed_damage,p014,p014_mixed_damage,mixed_damage,p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,p014_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_mixed_damage_mask.png,p014_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_mixed_damage_damaged.png,white_fill,255,255,255,45810,13.7123,7.7667,ok,,outputs/tmp/lama_batch_full/input/p014_mixed_damage.png,outputs/tmp/lama_batch_full/mask/p014_mixed_damage.png,outputs/tmp/lama_batch_full/output/p014_mixed_damage.png,lama,iopaint_lama,model_inference,p014_mixed_damage_restored_lama.png,data/processed/restored/lama/p014_mixed_damage_restored_lama.png,cuda,302.6142746992409,768,768,RGB,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg,24712.95703125,374.4520263671875,24338.50500488281,150.3015594482422,11.102728843688965,139.19883060455322,4.201556468086173,22.396841757311915,18.19528528922574,0.4394245743751526,0.022992830723524,0.4164317436516285,0.8052594661712646,0.994938850402832,0.1896793842315673,0.3331441879272461,0.990325927734375,0.6571817398071289,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p014_mixed_damage_lama_error_maps.png
p014_scratch_thin,p014,p014_scratch_thin,scratch_thin,p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,p014_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_scratch_thin_mask.png,p014_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_scratch_thin_damaged.png,white_fill,255,255,255,8107,2.4267,1.3745,ok,,outputs/tmp/lama_batch_full/input/p014_scratch_thin.png,outputs/tmp/lama_batch_full/mask/p014_scratch_thin.png,outputs/tmp/lama_batch_full/output/p014_scratch_thin.png,lama,iopaint_lama,model_inference,p014_scratch_thin_restored_lama.png,data/processed/restored/lama/p014_scratch_thin_restored_lama.png,cuda,302.6142746992409,768,768,RGB,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg,40471.265625,552.8161010742188,39918.44952392578,193.12417602539065,11.08893585205078,182.03524017333984,2.059335749255868,20.704996772509485,18.645661023253616,0.421140193939209,0.0042066248133778,0.4169335691258311,0.8565492630004883,0.9912582635879515,0.1347090005874633,0.6256421804428101,0.976017951965332,0.350375771522522,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\lama\all_cases\all_lama_cases\p014_scratch_thin_lama_error_maps.png
