feature_row_id,feature_case_id,metric_case_id,restoration_case_id,source_case_id,source_case_id_original,case_id,dataset_name,metric_applicability,painting_id,category,title,artist,style,model_name,mask_id,mask_type,metric_mask_id,metric_mask_type,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,mask_area_pixels,is_zero_control,mask_threshold_rule,mask_bbox_margin,feature_input_size,clip_model_name,clip_model_revision,dinov2_model_name,dinov2_model_revision,clean_embedding_id,damaged_embedding_id,restored_embedding_id,embedding_group_id,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,mean_similarity_improvement,metric_runtime_seconds,case_runtime_seconds,feature_similarity_schema_version,feature_similarity_implementation_name,device,python_version,numpy_version,pandas_version,pillow_version,torch_version,torchvision_version,transformers_version,status,issue
sd24_0001__full_image__feature_similarity,sd24_0001,sd24_0001,sd__can__p001__loss_large__p00_generic__s2026__9441d9b074,p001_loss_large,p001_loss_large,p001_loss_large,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_loss_large,loss_large,p001_loss_large,loss_large,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0001__full_image__clean,sd24_0001__full_image__damaged,sd24_0001__full_image__restored,canonical__p001__full_image,0.7656404972076416,0.9096142053604126,0.143973708152771,0.9003574848175049,0.9768934845924377,0.07653599977493286,0.11025485396385193,0.3318665999977384,0.7765794000006281,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0001__content_region__feature_similarity,sd24_0001,sd24_0001,sd__can__p001__loss_large__p00_generic__s2026__9441d9b074,p001_loss_large,p001_loss_large,p001_loss_large,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_loss_large,loss_large,p001_loss_large,loss_large,content_region,509184,52,0,715,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0001__content_region__clean,sd24_0001__content_region__damaged,sd24_0001__content_region__restored,canonical__p001__content_region,0.7647113800048828,0.9002927541732788,0.135581374168396,0.8845031261444092,0.9737405776977539,0.08923745155334473,0.11240941286087036,0.1883942999993451,0.7765794000006281,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0001__mask_bbox_crop__feature_similarity,sd24_0001,sd24_0001,sd__can__p001__loss_large__p00_generic__s2026__9441d9b074,p001_loss_large,p001_loss_large,p001_loss_large,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_loss_large,loss_large,p001_loss_large,loss_large,mask_bbox_crop,198025,197,0,642,445,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0001__mask_bbox_crop__clean,sd24_0001__mask_bbox_crop__damaged,sd24_0001__mask_bbox_crop__restored,canonical__p001__mask_bbox_crop,0.6968082785606384,0.929973304271698,0.23316502571105957,0.7667974233627319,0.94178307056427,0.17498564720153809,0.20407533645629883,0.16492559999460354,0.7765794000006281,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0002__full_image__feature_similarity,sd24_0002,sd24_0002,sd__can__p001__loss_small__p00_generic__s2026__d6c5849fa0,p001_loss_small,p001_loss_small,p001_loss_small,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_loss_small,loss_small,p001_loss_small,loss_small,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0002__full_image__clean,sd24_0002__full_image__damaged,sd24_0002__full_image__restored,canonical__p001__full_image,0.8789300322532654,0.9949832558631897,0.11605322360992432,0.9145395755767822,0.9969382882118225,0.08239871263504028,0.0992259681224823,0.19967689999612048,0.6909275999933016,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0002__content_region__feature_similarity,sd24_0002,sd24_0002,sd__can__p001__loss_small__p00_generic__s2026__d6c5849fa0,p001_loss_small,p001_loss_small,p001_loss_small,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_loss_small,loss_small,p001_loss_small,loss_small,content_region,509184,52,0,715,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0002__content_region__clean,sd24_0002__content_region__damaged,sd24_0002__content_region__restored,canonical__p001__content_region,0.8871951103210449,0.9947478771209717,0.10755276679992676,0.9191185235977173,0.9976944923400879,0.0785759687423706,0.09306436777114868,0.20136000000638887,0.6909275999933016,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0002__mask_bbox_crop__feature_similarity,sd24_0002,sd24_0002,sd__can__p001__loss_small__p00_generic__s2026__d6c5849fa0,p001_loss_small,p001_loss_small,p001_loss_small,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_loss_small,loss_small,p001_loss_small,loss_small,mask_bbox_crop,525625,0,23,725,748,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0002__mask_bbox_crop__clean,sd24_0002__mask_bbox_crop__damaged,sd24_0002__mask_bbox_crop__restored,canonical__p001__mask_bbox_crop,0.8775657415390015,0.9968463182449341,0.11928057670593262,0.9412903189659119,0.998586893081665,0.057296574115753174,0.0882885754108429,0.18613590000313707,0.6909275999933016,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0003__full_image__feature_similarity,sd24_0003,sd24_0003,sd__can__p001__mixed_damage__p00_generic__s2026__6b27938af9,p001_mixed_damage,p001_mixed_damage,p001_mixed_damage,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_mixed_damage,mixed_damage,p001_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0003__full_image__clean,sd24_0003__full_image__damaged,sd24_0003__full_image__restored,canonical__p001__full_image,0.6738892793655396,0.9117696285247803,0.23788034915924072,0.7721320986747742,0.9683548808097839,0.19622278213500977,0.21705156564712524,0.204709699988598,0.694867099984549,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0003__content_region__feature_similarity,sd24_0003,sd24_0003,sd__can__p001__mixed_damage__p00_generic__s2026__6b27938af9,p001_mixed_damage,p001_mixed_damage,p001_mixed_damage,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_mixed_damage,mixed_damage,p001_mixed_damage,mixed_damage,content_region,509184,52,0,715,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0003__content_region__clean,sd24_0003__content_region__damaged,sd24_0003__content_region__restored,canonical__p001__content_region,0.6879823207855225,0.8767296671867371,0.1887473464012146,0.7524926662445068,0.9702326059341431,0.21773993968963623,0.20324364304542542,0.1915539000183344,0.694867099984549,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0003__mask_bbox_crop__feature_similarity,sd24_0003,sd24_0003,sd__can__p001__mixed_damage__p00_generic__s2026__6b27938af9,p001_mixed_damage,p001_mixed_damage,p001_mixed_damage,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_mixed_damage,mixed_damage,p001_mixed_damage,mixed_damage,mask_bbox_crop,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0003__mask_bbox_crop__clean,sd24_0003__mask_bbox_crop__damaged,sd24_0003__mask_bbox_crop__restored,canonical__p001__mask_bbox_crop,0.6738892793655396,0.9117696285247803,0.23788034915924072,0.7721320986747742,0.9683548808097839,0.19622278213500977,0.21705156564712524,0.20515389999491163,0.694867099984549,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0004__full_image__feature_similarity,sd24_0004,sd24_0004,sd__can__p001__scratch_thin__p00_generic__s2026__ccbc26b41e,p001_scratch_thin,p001_scratch_thin,p001_scratch_thin,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0004__full_image__clean,sd24_0004__full_image__damaged,sd24_0004__full_image__restored,canonical__p001__full_image,0.7972686290740967,0.9021209478378296,0.10485231876373291,0.8988736867904663,0.9477450847625732,0.048871397972106934,0.07686185836791992,0.19318770000245422,0.7073830000008456,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0004__content_region__feature_similarity,sd24_0004,sd24_0004,sd__can__p001__scratch_thin__p00_generic__s2026__ccbc26b41e,p001_scratch_thin,p001_scratch_thin,p001_scratch_thin,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,content_region,509184,52,0,715,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0004__content_region__clean,sd24_0004__content_region__damaged,sd24_0004__content_region__restored,canonical__p001__content_region,0.8692002296447754,0.9310728907585144,0.061872661113739014,0.9204961061477661,0.9467217922210693,0.026225686073303223,0.04404917359352112,0.22092990000965074,0.7073830000008456,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0004__mask_bbox_crop__feature_similarity,sd24_0004,sd24_0004,sd__can__p001__scratch_thin__p00_generic__s2026__ccbc26b41e,p001_scratch_thin,p001_scratch_thin,p001_scratch_thin,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,mask_bbox_crop,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0004__mask_bbox_crop__clean,sd24_0004__mask_bbox_crop__damaged,sd24_0004__mask_bbox_crop__restored,canonical__p001__mask_bbox_crop,0.7972686290740967,0.9021209478378296,0.10485231876373291,0.8988736867904663,0.9477450847625732,0.048871397972106934,0.07686185836791992,0.1955504999787081,0.7073830000008456,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0005__full_image__feature_similarity,sd24_0005,sd24_0005,sd__can__p001__zero__p00_generic__s2026__3be104a7ae,p001_zero_control,p001_zero_control,p001_zero_control,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_zero_control,zero_control,p001_zero_control,zero_control,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0005__full_image__clean,sd24_0005__full_image__damaged,sd24_0005__full_image__restored,canonical__p001__full_image,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2035633999912534,0.49714819999644533,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0005__content_region__feature_similarity,sd24_0005,sd24_0005,sd__can__p001__zero__p00_generic__s2026__3be104a7ae,p001_zero_control,p001_zero_control,p001_zero_control,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_zero_control,zero_control,p001_zero_control,zero_control,content_region,509184,52,0,715,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0005__content_region__clean,sd24_0005__content_region__damaged,sd24_0005__content_region__restored,canonical__p001__content_region,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.20452090000617318,0.49714819999644533,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0006__full_image__feature_similarity,sd24_0006,sd24_0006,sd__can__p002__loss_large__p00_generic__s2026__59c0a6e9b9,p002_loss_large,p002_loss_large,p002_loss_large,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_loss_large,loss_large,p002_loss_large,loss_large,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0006__full_image__clean,sd24_0006__full_image__damaged,sd24_0006__full_image__restored,canonical__p002__full_image,0.7285242080688477,0.9411854147911072,0.21266120672225952,0.7477172613143921,0.7930439710617065,0.04532670974731445,0.128993958234787,0.18207929999334738,0.6465919999754988,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0006__content_region__feature_similarity,sd24_0006,sd24_0006,sd__can__p002__loss_large__p00_generic__s2026__59c0a6e9b9,p002_loss_large,p002_loss_large,p002_loss_large,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_loss_large,loss_large,p002_loss_large,loss_large,content_region,344832,159,0,608,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0006__content_region__clean,sd24_0006__content_region__damaged,sd24_0006__content_region__restored,canonical__p002__content_region,0.7428953647613525,0.9279921054840088,0.18509674072265625,0.7636585235595703,0.7920730710029602,0.028414547443389893,0.10675564408302307,0.19569100000080653,0.6465919999754988,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0006__mask_bbox_crop__feature_similarity,sd24_0006,sd24_0006,sd__can__p002__loss_large__p00_generic__s2026__59c0a6e9b9,p002_loss_large,p002_loss_large,p002_loss_large,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_loss_large,loss_large,p002_loss_large,loss_large,mask_bbox_crop,91204,173,61,475,363,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0006__mask_bbox_crop__clean,sd24_0006__mask_bbox_crop__damaged,sd24_0006__mask_bbox_crop__restored,canonical__p002__mask_bbox_crop,0.5955724716186523,0.8607438206672668,0.2651713490486145,0.5497581958770752,0.7172638177871704,0.16750562191009521,0.21633848547935486,0.17468329999246635,0.6465919999754988,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0007__full_image__feature_similarity,sd24_0007,sd24_0007,sd__can__p002__loss_small__p00_generic__s2026__0f60011f8c,p002_loss_small,p002_loss_small,p002_loss_small,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_loss_small,loss_small,p002_loss_small,loss_small,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0007__full_image__clean,sd24_0007__full_image__damaged,sd24_0007__full_image__restored,canonical__p002__full_image,0.9261919260025024,0.9978700280189514,0.07167810201644897,0.9102822542190552,0.9937454462051392,0.08346319198608398,0.07757064700126648,0.19648089999100193,0.6526598999917042,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0007__content_region__feature_similarity,sd24_0007,sd24_0007,sd__can__p002__loss_small__p00_generic__s2026__0f60011f8c,p002_loss_small,p002_loss_small,p002_loss_small,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_loss_small,loss_small,p002_loss_small,loss_small,content_region,344832,159,0,608,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0007__content_region__clean,sd24_0007__content_region__damaged,sd24_0007__content_region__restored,canonical__p002__content_region,0.9221912622451782,0.9971720576286316,0.07498079538345337,0.9465309381484985,0.9968340992927551,0.05030316114425659,0.06264197826385498,0.1906318999826908,0.6526598999917042,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0007__mask_bbox_crop__feature_similarity,sd24_0007,sd24_0007,sd__can__p002__loss_small__p00_generic__s2026__0f60011f8c,p002_loss_small,p002_loss_small,p002_loss_small,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_loss_small,loss_small,p002_loss_small,loss_small,mask_bbox_crop,343396,82,43,668,629,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0007__mask_bbox_crop__clean,sd24_0007__mask_bbox_crop__damaged,sd24_0007__mask_bbox_crop__restored,canonical__p002__mask_bbox_crop,0.9470783472061157,0.9962723851203918,0.04919403791427612,0.9390333890914917,0.9939300417900085,0.054896652698516846,0.052045345306396484,0.17037020000861958,0.6526598999917042,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0008__full_image__feature_similarity,sd24_0008,sd24_0008,sd__can__p002__mixed_damage__p00_generic__s2026__9142f960af,p002_mixed_damage,p002_mixed_damage,p002_mixed_damage,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0008__full_image__clean,sd24_0008__full_image__damaged,sd24_0008__full_image__restored,canonical__p002__full_image,0.6968780755996704,0.9619852900505066,0.2651072144508362,0.6990557909011841,0.9397485256195068,0.24069273471832275,0.25289997458457947,0.1873518999782391,0.6713706000009552,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0008__content_region__feature_similarity,sd24_0008,sd24_0008,sd__can__p002__mixed_damage__p00_generic__s2026__9142f960af,p002_mixed_damage,p002_mixed_damage,p002_mixed_damage,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,content_region,344832,159,0,608,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0008__content_region__clean,sd24_0008__content_region__damaged,sd24_0008__content_region__restored,canonical__p002__content_region,0.72125244140625,0.9424450993537903,0.22119265794754028,0.8148949146270752,0.9575076699256897,0.1426127552986145,0.1819027066230774,0.18615829999907874,0.6713706000009552,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0008__mask_bbox_crop__feature_similarity,sd24_0008,sd24_0008,sd__can__p002__mixed_damage__p00_generic__s2026__9142f960af,p002_mixed_damage,p002_mixed_damage,p002_mixed_damage,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,mask_bbox_crop,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0008__mask_bbox_crop__clean,sd24_0008__mask_bbox_crop__damaged,sd24_0008__mask_bbox_crop__restored,canonical__p002__mask_bbox_crop,0.6968780755996704,0.9619852900505066,0.2651072144508362,0.6990557909011841,0.9397485256195068,0.24069273471832275,0.25289997458457947,0.2119546000030823,0.6713706000009552,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0009__full_image__feature_similarity,sd24_0009,sd24_0009,sd__can__p002__scratch_thin__p00_generic__s2026__ae2333cff6,p002_scratch_thin,p002_scratch_thin,p002_scratch_thin,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0009__full_image__clean,sd24_0009__full_image__damaged,sd24_0009__full_image__restored,canonical__p002__full_image,0.8962804079055786,0.9528786540031433,0.0565982460975647,0.8243414759635925,0.8565412163734436,0.032199740409851074,0.044398993253707886,0.19070690000080504,0.6662521999969613,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0009__content_region__feature_similarity,sd24_0009,sd24_0009,sd__can__p002__scratch_thin__p00_generic__s2026__ae2333cff6,p002_scratch_thin,p002_scratch_thin,p002_scratch_thin,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,content_region,344832,159,0,608,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0009__content_region__clean,sd24_0009__content_region__damaged,sd24_0009__content_region__restored,canonical__p002__content_region,0.8869710564613342,0.907963752746582,0.020992696285247803,0.9260965585708618,0.9127174019813538,-0.013379156589508057,0.003806769847869873,0.20144210002035834,0.6662521999969613,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0009__mask_bbox_crop__feature_similarity,sd24_0009,sd24_0009,sd__can__p002__scratch_thin__p00_generic__s2026__ae2333cff6,p002_scratch_thin,p002_scratch_thin,p002_scratch_thin,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,mask_bbox_crop,561001,9,0,758,749,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0009__mask_bbox_crop__clean,sd24_0009__mask_bbox_crop__damaged,sd24_0009__mask_bbox_crop__restored,canonical__p002__mask_bbox_crop,0.87697833776474,0.9420953392982483,0.0651170015335083,0.8466048240661621,0.8351598978042603,-0.011444926261901855,0.026836037635803223,0.1864421000063885,0.6662521999969613,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0010__full_image__feature_similarity,sd24_0010,sd24_0010,sd__can__p002__zero__p00_generic__s2026__606dc73934,p002_zero_control,p002_zero_control,p002_zero_control,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_zero_control,zero_control,p002_zero_control,zero_control,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0010__full_image__clean,sd24_0010__full_image__damaged,sd24_0010__full_image__restored,canonical__p002__full_image,1.0000001192092896,1.0000001192092896,0.0,0.9999998807907104,0.9999998807907104,0.0,0.0,0.19164390000514686,0.4482981000037398,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0010__content_region__feature_similarity,sd24_0010,sd24_0010,sd__can__p002__zero__p00_generic__s2026__606dc73934,p002_zero_control,p002_zero_control,p002_zero_control,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_zero_control,zero_control,p002_zero_control,zero_control,content_region,344832,159,0,608,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0010__content_region__clean,sd24_0010__content_region__damaged,sd24_0010__content_region__restored,canonical__p002__content_region,1.0000001192092896,1.0000001192092896,0.0,1.0,1.0,0.0,0.0,0.17064460000256076,0.4482981000037398,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
sd24_0011__full_image__feature_similarity,sd24_0011,sd24_0011,sd__can__p003__loss_large__p00_generic__s2026__6c339d7cc7,p003_loss_large,p003_loss_large,p003_loss_large,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,,stable_diffusion_inpainting,p003_loss_large,loss_large,p003_loss_large,loss_large,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,sd24_0011__full_image__clean,sd24_0011__full_image__damaged,sd24_0011__full_image__restored,canonical__p003__full_image,0.7639661431312561,0.9454841613769531,0.18151801824569702,0.7534430623054504,0.9280968308448792,0.1746537685394287,0.17808589339256287,0.20883109999704175,0.6665173999790568,2.1.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
