report_id,painting_id,category,style_or_period,case_count,candidate_count,model_count,is_extension_painting,report_path,report_sha256,size_bytes,section_count,embedded_image_count,embedded_tile_count,self_contained,source_artifact_paths_json,upstream_run_ids_json,generated_at_utc,schema_version,status,issue
painting_report_476add61ae307328cfb2,p001,portrait_figure,Baroque,37,178,5,True,outputs/32_case_and_painting_report_generation/reports/paintings/p001.html,d93a909484f5040094aa3fa1b8c347a8a522416fbd16bcf78d0ffc0a0a4042ae,1142739,11,6,51,True,"[""outputs/01_dataset_verification/data/artworks.csv"", ""outputs/02_image_preprocessing/images/clean/p001.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p001/loss_large.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p001/loss_small.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p001/mixed_damage.png"", ""outputs/05_damage_size_sensitivity_dataset_generation/images/damaged/p001/size_02pct.png"", ""outputs/05_damage_size_sensitivity_dataset_generation/images/damaged/p001/size_04pct.png"", ""outputs/06_mask_robustness_dataset_generation/images/damaged/robustness__p001__loss_large__target_12p5pct/variant_01.png"", ""outputs/07_synthetic_degradation_dataset_generation/images/degraded/p001/dirt_dust__mild.png"", ""outputs/07_synthetic_degradation_dataset_generation/images/degraded/p001/dirt_dust__moderate.png"", ""outputs/07_synthetic_degradation_dataset_generation/images/degraded/p001/partial_transparency__mild.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p001__loss_large.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p001__loss_small.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p001__mixed_damage.png"", ""outputs/09_opencv_telea_restoration/images/restored/damage_size_sensitivity/damage_size__p001__loss_large__size_02pct.png"", ""outputs/09_opencv_telea_restoration/images/restored/damage_size_sensitivity/damage_size__p001__loss_large__size_04pct.png"", ""outputs/09_opencv_telea_restoration/images/restored/mask_robustness/mask_robustness__p001__loss_large__target_12p5pct__variant_01.png"", ""outputs/09_opencv_telea_restoration/images/restored/synthetic_degradation/synthetic_degradation__p001__dirt_dust__mild.png"", ""outputs/09_opencv_telea_restoration/images/restored/synthetic_degradation/synthetic_degradation__p001__dirt_dust__moderate.png"", ""outputs/09_opencv_telea_restoration/images/restored/synthetic_degradation/synthetic_degradation__p001__partial_transparency__mild.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p001__loss_large.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p001__loss_small.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p001__mixed_damage.png"", ""outputs/10_lama_restoration/images/restored/damage_size_sensitivity/damage_size__p001__loss_large__size_02pct.png"", ""outputs/10_lama_restoration/images/restored/damage_size_sensitivity/damage_size__p001__loss_large__size_04pct.png"", ""outputs/10_lama_restoration/images/restored/mask_robustness/mask_robustness__p001__loss_large__target_12p5pct__variant_01.png"", ""outputs/10_lama_restoration/images/restored/synthetic_degradation/synthetic_degradation__p001__dirt_dust__mild.png"", ""outputs/10_lama_restoration/images/restored/synthetic_degradation/synthetic_degradation__p001__dirt_dust__moderate.png"", ""outputs/10_lama_restoration/images/restored/synthetic_degradation/synthetic_degradation__p001__partial_transparency__mild.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p001__loss_large/sd15__p00__s2026__b4e721b8c5b3.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p001__loss_small/sd15__p00__s2026__fde0a7a7542f.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p001__mixed_damage/sd15__p00__s2026__b40ebe8c7c96.png"", ""outputs/11_stable_diffusion_restoration/images/restored/damage_size_sensitivity/damage_size__p001__loss_large__size_02pct/sd15__p00__s2026__ead0fe359ffc.png"", ""outputs/11_stable_diffusion_restoration/images/restored/damage_size_sensitivity/damage_size__p001__loss_large__size_04pct/sd15__p00__s2026__3d9416e1885f.png"", ""outputs/11_stable_diffusion_restoration/images/restored/mask_robustness/mask_robustness__p001__loss_large__target_12p5pct__variant_01/sd15__p00__s2026__b3487805433a.png"", ""outputs/11_stable_diffusion_restoration/images/restored/synthetic_degradation/synthetic_degradation__p001__dirt_dust__mild/sd15__p00__s2026__553c7fc35343.png"", ""outputs/11_stable_diffusion_restoration/images/restored/synthetic_degradation/synthetic_degradation__p001__dirt_dust__moderate/sd15__p00__s2026__8d79c4a32534.png"", ""outputs/11_stable_diffusion_restoration/images/restored/synthetic_degradation/synthetic_degradation__p001__partial_transparency__mild/sd15__p00__s2026__196a37bb60e9.png"", ""outputs/12_sdxl_feasibility_or_restoration/images/restored/canonical_missing_region/canonical__p001__loss_large/sdxl__a502c0783c0a__p00_generic__seed2026.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p001__loss_large.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p001__loss_small.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p001__mixed_damage.png"", ""outputs/12a_hint_restoration/images/restored/damage_size_sensitivity/damage_size__p001__loss_large__size_02pct.png"", ""outputs/12a_hint_restoration/images/restored/damage_size_sensitivity/damage_size__p001__loss_large__size_04pct.png"", ""outputs/12a_hint_restoration/images/restored/mask_robustness/mask_robustness__p001__loss_large__target_12p5pct__variant_01.png"", ""outputs/12a_hint_restoration/images/restored/synthetic_degradation/synthetic_degradation__p001__dirt_dust__mild.png"", ""outputs/12a_hint_restoration/images/restored/synthetic_degradation/synthetic_degradation__p001__dirt_dust__moderate.png"", ""outputs/12a_hint_restoration/images/restored/synthetic_degradation/synthetic_degradation__p001__partial_transparency__mild.png"", ""outputs/13_classical_metrics/metrics/classical_metrics.csv"", ""outputs/14_lpips_metrics/metrics/lpips_metrics.csv"", ""outputs/15_feature_similarity/metrics/feature_metrics.csv"", ""outputs/17_local_consistency_metrics/metrics/local_consistency.csv"", ""outputs/18_diffusion_uncertainty_analysis/metrics/uncertainty_metrics.csv"", ""outputs/20_semantic_and_structural_consistency/metrics/semantic_structural_metrics.csv"", ""outputs/22_damage_size_diffusion_uncertainty_extension/metrics/damage_size_uncertainty.csv"", ""outputs/27_failure_taxonomy_and_trustworthiness_flags/metrics/failure_assignments.csv"", ""outputs/27_failure_taxonomy_and_trustworthiness_flags/metrics/trustworthiness_flags.csv"", ""outputs/29_explainable_ai_and_case_retrieval/data/explanation_cases.csv""]","{""01"": ""run_49a7e3c485394878ab4323ce661f3ef5"", ""09"": ""run_350786ea88014b67b0cf9efec7fac23c"", ""10"": ""run_6f81083a17804d36b1495e4932db4e03"", ""11"": ""run_4385124a0cca4d758d357de654a33f13"", ""12"": ""run_1f7af9d329354a56b4275c4af3cd3f75"", ""12a"": ""run_f6c9353c31ce4ed9be5e5502571d635d"", ""13"": ""run_41b9c87a3c034f19b6f28868127b3c89"", ""14"": ""run_27cb11ae9aa94133ad474b2f38cab122"", ""15"": ""run_50c1bb5f25b44111a76df998329d69ed"", ""16"": ""run_99b0d8d1af1b43bd8e8cb3d6ae754868"", ""17"": ""run_ed15508895b542e6ac0733c49704ad26"", ""18"": ""run_7c1d7195ed8447c1a878259360b1f5f2"", ""19"": ""run_7384c7fb8d4c4efe98264a660ac12a75"", ""20"": ""run_8c94e988fd4c4d7cae0acd8c3a64fbe6"", ""21"": ""run_86f7f46183634889aa050ee2a9f33b56"", ""22"": ""run_d0276a6859f74fada266936f43b7499f"", ""23"": ""run_e93288fc3ac847ccb699241b4b4c8be0"", ""24"": ""run_bbf68684c3ca47e5827c2b8b4b666351"", ""25"": ""run_cf89ebe972364c7b8ccfefc6bf2a63ca"", ""26"": ""run_efc978dd6d504cdb9b138a750f6dca83"", ""27"": ""run_bef567ee35c1409dbcecfb71f1b4f8b4"", ""28"": ""run_4325bb483fbc4ccda670df125c40731d"", ""29"": ""run_ad7603b6bdb14156a140351f6ac1f241"", ""30"": ""run_605de239145a46e9a202fd63bbbb4e9c"", ""31"": ""run_430fd1355d3a4011bedc55b571d9544c""}",2026-09-25T19:29:17Z,painting_report_index.v1,ok,
painting_report_fca5855dd15c06fe6315,p002,portrait_figure,19th century portraiture,5,36,4,False,outputs/32_case_and_painting_report_generation/reports/paintings/p002.html,b3ac602b915e9cc2d1d22e22c850b1610a0f20eea5481bfcc339265392b9f0c7,825456,11,6,30,True,"[""outputs/01_dataset_verification/data/artworks.csv"", ""outputs/02_image_preprocessing/images/clean/p002.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p002/loss_large.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p002/loss_small.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p002/mixed_damage.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p002/scratch_thin.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p002/zero_control.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p002__loss_large.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p002__loss_small.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p002__mixed_damage.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p002__scratch_thin.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p002__zero_control.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p002__loss_large.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p002__loss_small.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p002__mixed_damage.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p002__scratch_thin.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p002__zero_control.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p002__loss_large/sd15__p00__s2026__29ff258ff921.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p002__loss_small/sd15__p00__s2026__ddc71cd1d469.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p002__mixed_damage/sd15__p00__s2026__49ca65d281c4.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p002__scratch_thin/sd15__p00__s2026__6d1f33f5db6f.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p002__zero_control/sd15__p00__s2026__e1296af9e77b.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p002__loss_large.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p002__loss_small.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p002__mixed_damage.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p002__scratch_thin.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p002__zero_control.png"", ""outputs/13_classical_metrics/metrics/classical_metrics.csv"", ""outputs/14_lpips_metrics/metrics/lpips_metrics.csv"", ""outputs/15_feature_similarity/metrics/feature_metrics.csv"", ""outputs/17_local_consistency_metrics/metrics/local_consistency.csv"", ""outputs/18_diffusion_uncertainty_analysis/metrics/uncertainty_metrics.csv"", ""outputs/20_semantic_and_structural_consistency/metrics/semantic_structural_metrics.csv"", ""outputs/22_damage_size_diffusion_uncertainty_extension/metrics/damage_size_uncertainty.csv"", ""outputs/27_failure_taxonomy_and_trustworthiness_flags/metrics/failure_assignments.csv"", ""outputs/27_failure_taxonomy_and_trustworthiness_flags/metrics/trustworthiness_flags.csv"", ""outputs/29_explainable_ai_and_case_retrieval/data/explanation_cases.csv""]","{""01"": ""run_49a7e3c485394878ab4323ce661f3ef5"", ""09"": ""run_350786ea88014b67b0cf9efec7fac23c"", ""10"": ""run_6f81083a17804d36b1495e4932db4e03"", ""11"": ""run_4385124a0cca4d758d357de654a33f13"", ""12"": ""run_1f7af9d329354a56b4275c4af3cd3f75"", ""12a"": ""run_f6c9353c31ce4ed9be5e5502571d635d"", ""13"": ""run_41b9c87a3c034f19b6f28868127b3c89"", ""14"": ""run_27cb11ae9aa94133ad474b2f38cab122"", ""15"": ""run_50c1bb5f25b44111a76df998329d69ed"", ""16"": ""run_99b0d8d1af1b43bd8e8cb3d6ae754868"", ""17"": ""run_ed15508895b542e6ac0733c49704ad26"", ""18"": ""run_7c1d7195ed8447c1a878259360b1f5f2"", ""19"": ""run_7384c7fb8d4c4efe98264a660ac12a75"", ""20"": ""run_8c94e988fd4c4d7cae0acd8c3a64fbe6"", ""21"": ""run_86f7f46183634889aa050ee2a9f33b56"", ""22"": ""run_d0276a6859f74fada266936f43b7499f"", ""23"": ""run_e93288fc3ac847ccb699241b4b4c8be0"", ""24"": ""run_bbf68684c3ca47e5827c2b8b4b666351"", ""25"": ""run_cf89ebe972364c7b8ccfefc6bf2a63ca"", ""26"": ""run_efc978dd6d504cdb9b138a750f6dca83"", ""27"": ""run_bef567ee35c1409dbcecfb71f1b4f8b4"", ""28"": ""run_4325bb483fbc4ccda670df125c40731d"", ""29"": ""run_ad7603b6bdb14156a140351f6ac1f241"", ""30"": ""run_605de239145a46e9a202fd63bbbb4e9c"", ""31"": ""run_430fd1355d3a4011bedc55b571d9544c""}",2026-09-25T19:29:17Z,painting_report_index.v1,ok,
painting_report_77092275327207a576bf,p003,portrait_figure,Neoclassical / early 19th century,5,27,4,False,outputs/32_case_and_painting_report_generation/reports/paintings/p003.html,54df37c0f7e507b16a6b5d5f1d90370f53135af1dfe43840c79cb4806a592095,939564,11,6,30,True,"[""outputs/01_dataset_verification/data/artworks.csv"", ""outputs/02_image_preprocessing/images/clean/p003.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p003/loss_large.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p003/loss_small.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p003/mixed_damage.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p003/scratch_thin.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p003/zero_control.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p003__loss_large.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p003__loss_small.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p003__mixed_damage.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p003__scratch_thin.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p003__zero_control.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p003__loss_large.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p003__loss_small.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p003__mixed_damage.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p003__scratch_thin.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p003__zero_control.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p003__loss_large/sd15__p00__s2026__314c85bf0499.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p003__loss_small/sd15__p00__s2026__37704eaf3357.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p003__mixed_damage/sd15__p00__s2026__6b6597761527.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p003__scratch_thin/sd15__p00__s2026__21fd36afbc33.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p003__zero_control/sd15__p00__s2026__743fc4a8fdd7.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p003__loss_large.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p003__loss_small.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p003__mixed_damage.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p003__scratch_thin.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p003__zero_control.png"", ""outputs/13_classical_metrics/metrics/classical_metrics.csv"", ""outputs/14_lpips_metrics/metrics/lpips_metrics.csv"", ""outputs/15_feature_similarity/metrics/feature_metrics.csv"", ""outputs/17_local_consistency_metrics/metrics/local_consistency.csv"", ""outputs/18_diffusion_uncertainty_analysis/metrics/uncertainty_metrics.csv"", ""outputs/20_semantic_and_structural_consistency/metrics/semantic_structural_metrics.csv"", ""outputs/22_damage_size_diffusion_uncertainty_extension/metrics/damage_size_uncertainty.csv"", ""outputs/27_failure_taxonomy_and_trustworthiness_flags/metrics/failure_assignments.csv"", ""outputs/27_failure_taxonomy_and_trustworthiness_flags/metrics/trustworthiness_flags.csv"", ""outputs/29_explainable_ai_and_case_retrieval/data/explanation_cases.csv""]","{""01"": ""run_49a7e3c485394878ab4323ce661f3ef5"", ""09"": ""run_350786ea88014b67b0cf9efec7fac23c"", ""10"": ""run_6f81083a17804d36b1495e4932db4e03"", ""11"": ""run_4385124a0cca4d758d357de654a33f13"", ""12"": ""run_1f7af9d329354a56b4275c4af3cd3f75"", ""12a"": ""run_f6c9353c31ce4ed9be5e5502571d635d"", ""13"": ""run_41b9c87a3c034f19b6f28868127b3c89"", ""14"": ""run_27cb11ae9aa94133ad474b2f38cab122"", ""15"": ""run_50c1bb5f25b44111a76df998329d69ed"", ""16"": ""run_99b0d8d1af1b43bd8e8cb3d6ae754868"", ""17"": ""run_ed15508895b542e6ac0733c49704ad26"", ""18"": ""run_7c1d7195ed8447c1a878259360b1f5f2"", ""19"": ""run_7384c7fb8d4c4efe98264a660ac12a75"", ""20"": ""run_8c94e988fd4c4d7cae0acd8c3a64fbe6"", ""21"": ""run_86f7f46183634889aa050ee2a9f33b56"", ""22"": ""run_d0276a6859f74fada266936f43b7499f"", ""23"": ""run_e93288fc3ac847ccb699241b4b4c8be0"", ""24"": ""run_bbf68684c3ca47e5827c2b8b4b666351"", ""25"": ""run_cf89ebe972364c7b8ccfefc6bf2a63ca"", ""26"": ""run_efc978dd6d504cdb9b138a750f6dca83"", ""27"": ""run_bef567ee35c1409dbcecfb71f1b4f8b4"", ""28"": ""run_4325bb483fbc4ccda670df125c40731d"", ""29"": ""run_ad7603b6bdb14156a140351f6ac1f241"", ""30"": ""run_605de239145a46e9a202fd63bbbb4e9c"", ""31"": ""run_430fd1355d3a4011bedc55b571d9544c""}",2026-09-25T19:29:17Z,painting_report_index.v1,ok,
painting_report_76139481155891aa1d44,p004,portrait_figure,Impressionism,5,27,4,False,outputs/32_case_and_painting_report_generation/reports/paintings/p004.html,3b6ca9d7f058e0e15c34e41a5d54fae5eae2f0e23a41e709fd97359d4202512b,1057637,11,6,30,True,"[""outputs/01_dataset_verification/data/artworks.csv"", ""outputs/02_image_preprocessing/images/clean/p004.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p004/loss_large.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p004/loss_small.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p004/mixed_damage.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p004/scratch_thin.png"", ""outputs/04_canonical_damaged_image_generation/images/damaged/p004/zero_control.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p004__loss_large.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p004__loss_small.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p004__mixed_damage.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p004__scratch_thin.png"", ""outputs/09_opencv_telea_restoration/images/restored/canonical_missing_region/canonical__p004__zero_control.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p004__loss_large.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p004__loss_small.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p004__mixed_damage.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p004__scratch_thin.png"", ""outputs/10_lama_restoration/images/restored/canonical_missing_region/canonical__p004__zero_control.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p004__loss_large/sd15__p00__s2026__31dea86e562d.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p004__loss_small/sd15__p00__s2026__07ca61b0b17d.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p004__mixed_damage/sd15__p00__s2026__151f2ef6e7fb.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p004__scratch_thin/sd15__p00__s2026__7cb778195468.png"", ""outputs/11_stable_diffusion_restoration/images/restored/canonical_missing_region/canonical__p004__zero_control/sd15__p00__s2026__1d96409cf1d7.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p004__loss_large.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p004__loss_small.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p004__mixed_damage.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p004__scratch_thin.png"", ""outputs/12a_hint_restoration/images/restored/canonical_missing_region/canonical__p004__zero_control.png"", ""outputs/13_classical_metrics/metrics/classical_metrics.csv"", ""outputs/14_lpips_metrics/metrics/lpips_metrics.csv"", ""outputs/15_feature_similarity/metrics/feature_metrics.csv"", ""outputs/17_local_consistency_metrics/metrics/local_consistency.csv"", ""outputs/18_diffusion_uncertainty_analysis/metrics/uncertainty_metrics.csv"", ""outputs/20_semantic_and_structural_consistency/metrics/semantic_structural_metrics.csv"", ""outputs/22_damage_size_diffusion_uncertainty_extension/metrics/damage_size_uncertainty.csv"", ""outputs/27_failure_taxonomy_and_trustworthiness_flags/metrics/failure_assignments.csv"", ""outputs/27_failure_taxonomy_and_trustworthiness_flags/metrics/trustworthiness_flags.csv"", ""outputs/29_explainable_ai_and_case_retrieval/data/explanation_cases.csv""]","{""01"": ""run_49a7e3c485394878ab4323ce661f3ef5"", ""09"": ""run_350786ea88014b67b0cf9efec7fac23c"", ""10"": ""run_6f81083a17804d36b1495e4932db4e03"", ""11"": ""run_4385124a0cca4d758d357de654a33f13"", ""12"": ""run_1f7af9d329354a56b4275c4af3cd3f75"", ""12a"": ""run_f6c9353c31ce4ed9be5e5502571d635d"", ""13"": ""run_41b9c87a3c034f19b6f28868127b3c89"", ""14"": ""run_27cb11ae9aa94133ad474b2f38cab122"", ""15"": ""run_50c1bb5f25b44111a76df998329d69ed"", ""16"": ""run_99b0d8d1af1b43bd8e8cb3d6ae754868"", ""17"": ""run_ed15508895b542e6ac0733c49704ad26"", ""18"": ""run_7c1d7195ed8447c1a878259360b1f5f2"", ""19"": ""run_7384c7fb8d4c4efe98264a660ac12a75"", ""20"": ""run_8c94e988fd4c4d7cae0acd8c3a64fbe6"", ""21"": ""run_86f7f46183634889aa050ee2a9f33b56"", ""22"": ""run_d0276a6859f74fada266936f43b7499f"", ""23"": ""run_e93288fc3ac847ccb699241b4b4c8be0"", ""24"": ""run_bbf68684c3ca47e5827c2b8b4b666351"", ""25"": ""run_cf89ebe972364c7b8ccfefc6bf2a63ca"", ""26"": ""run_efc978dd6d504cdb9b138a750f6dca83"", ""27"": ""run_bef567ee35c1409dbcecfb71f1b4f8b4"", ""28"": ""run_4325bb483fbc4ccda670df125c40731d"", ""29"": ""run_ad7603b6bdb14156a140351f6ac1f241"", ""30"": ""run_605de239145a46e9a202fd63bbbb4e9c"", ""31"": ""run_430fd1355d3a4011bedc55b571d9544c""}",2026-09-25T19:29:17Z,painting_report_index.v1,ok,
