dataset_name,mask_type,category,source_mask_semantics,lama_applicability,evaluation_region,metric,case_count,valid_count,mean,median,std,min,max
mask_robustness,,abstraction_surrealism,binary_missing_content,primary,full_image,mae_improvement,15,15,5.314976176619529,4.04300457239151,3.8693008718813133,1.3273247629404068,11.904186248779297
mask_robustness,,abstraction_surrealism,binary_missing_content,primary,content_region,mae_improvement,15,15,7.237414305408795,5.505367457866669,5.268835233480876,1.8074209690093994,16.209954738616943
mask_robustness,,abstraction_surrealism,binary_missing_content,primary,masked_region,mae_improvement,15,15,116.66225547790528,122.89097499847412,17.352834396749362,85.53115463256836,142.08891010284424
mask_robustness,,abstraction_surrealism,binary_missing_content,primary,boundary_region,mae_improvement,15,15,58.8238582611084,60.8146858215332,9.42480883827619,39.9480082988739,71.6860339641571
mask_robustness,,abstraction_surrealism,binary_missing_content,primary,outside_mask_region,mae_improvement,15,15,0.0,0.0,0.0,0.0,0.0
mask_robustness,,abstraction_surrealism,binary_missing_content,primary,mask_bbox_crop,mae_improvement,15,15,30.87158132592837,9.878097176551819,28.489099104810606,2.69302462041378,75.89293098449707
mask_robustness,,high_texture_brushwork,binary_missing_content,primary,full_image,mae_improvement,15,15,7.186767415702343,5.470421552658081,4.894218931741454,2.272699885070324,14.72726845741272
mask_robustness,,high_texture_brushwork,binary_missing_content,primary,content_region,mae_improvement,15,15,9.03344928920269,6.8760784566402435,6.1518172691039945,2.8566835075616837,18.511526346206665
mask_robustness,,high_texture_brushwork,binary_missing_content,primary,masked_region,mae_improvement,15,15,149.45504455566407,148.25342845916748,13.259712555549559,133.08073806762695,176.61676788330078
mask_robustness,,high_texture_brushwork,binary_missing_content,primary,boundary_region,mae_improvement,15,15,69.05064166386923,73.12233853340149,11.356791062775061,47.36278295516968,85.454922914505
mask_robustness,,high_texture_brushwork,binary_missing_content,primary,outside_mask_region,mae_improvement,15,15,0.0,0.0,0.0,0.0,0.0
mask_robustness,,high_texture_brushwork,binary_missing_content,primary,mask_bbox_crop,mae_improvement,15,15,24.555260408918063,10.531264543533325,26.199368037212896,2.783785715699196,71.76793193817139
synthetic_degradation,,portrait_figure,grayscale_effect_intensity,supplementary_synthetic_degradation,full_image,mae_improvement,10,10,-0.9995276926623774,-0.055029693990945816,2.1654060115550235,-6.956502914428711,-0.00663304328918457
synthetic_degradation,,portrait_figure,grayscale_effect_intensity,supplementary_synthetic_degradation,content_region,mae_improvement,10,10,-1.1578255584769068,-0.06374485045671463,2.5083485025790404,-8.0582275390625,-0.007683515548706055
synthetic_degradation,,portrait_figure,grayscale_effect_intensity,supplementary_synthetic_degradation,masked_region,mae_improvement,10,10,-1.9372375981358345,-0.19683072715997696,3.063041159635882,-8.628400802612305,-0.03080892562866211
synthetic_degradation,,portrait_figure,grayscale_effect_intensity,supplementary_synthetic_degradation,boundary_region,mae_improvement,10,10,-0.12334132792893797,0.0,0.20541564993393846,-0.5089019015431404,0.0
synthetic_degradation,,portrait_figure,grayscale_effect_intensity,supplementary_synthetic_degradation,outside_mask_region,mae_improvement,10,10,0.0,0.0,0.0,0.0,0.0
synthetic_degradation,,portrait_figure,grayscale_effect_intensity,supplementary_synthetic_degradation,mask_bbox_crop,mae_improvement,10,10,-1.3035555158217904,-0.08574601635336876,2.491389821799637,-7.868324279785156,-0.014105069392826408
synthetic_degradation,,landscape_natural,grayscale_effect_intensity,supplementary_synthetic_degradation,full_image,mae_improvement,10,10,-0.5185042745666578,-0.21406525373458862,0.6294990176270734,-1.6201868057250977,-0.012365835951641202
synthetic_degradation,,landscape_natural,grayscale_effect_intensity,supplementary_synthetic_degradation,content_region,mae_improvement,10,10,-0.785426811024081,-0.3242645263671875,0.953561033440172,-2.454249382019043,-0.018731680582277477
synthetic_degradation,,landscape_natural,grayscale_effect_intensity,supplementary_synthetic_degradation,masked_region,mae_improvement,10,10,-2.3729722830466926,-1.0869755744934082,3.1437037043349267,-10.35183048248291,-0.12176404427736998
synthetic_degradation,,landscape_natural,grayscale_effect_intensity,supplementary_synthetic_degradation,boundary_region,mae_improvement,10,10,-0.16955064684152604,0.0,0.2920878763996306,-0.7552037537097931,0.0
synthetic_degradation,,landscape_natural,grayscale_effect_intensity,supplementary_synthetic_degradation,outside_mask_region,mae_improvement,10,10,0.0,0.0,0.0,0.0,0.0
synthetic_degradation,,landscape_natural,grayscale_effect_intensity,supplementary_synthetic_degradation,mask_bbox_crop,mae_improvement,10,10,-1.6035362529044506,-0.5571649074554443,2.2420079982442465,-7.28688383102417,-0.01858505274867639
synthetic_degradation,,architecture_structured,grayscale_effect_intensity,supplementary_synthetic_degradation,full_image,mae_improvement,10,10,-0.41327306809835135,-0.04893153253942728,1.099479082970307,-3.535320281982422,0.0
synthetic_degradation,,architecture_structured,grayscale_effect_intensity,supplementary_synthetic_degradation,content_region,mae_improvement,10,10,-0.5999881616560743,-0.071038618683815,1.5962192544458356,-5.132563591003418,0.0
synthetic_degradation,,architecture_structured,grayscale_effect_intensity,supplementary_synthetic_degradation,masked_region,mae_improvement,10,10,-1.0137023828923701,-0.2678726464509964,2.055374627421678,-6.672161102294922,0.0
synthetic_degradation,,architecture_structured,grayscale_effect_intensity,supplementary_synthetic_degradation,boundary_region,mae_improvement,10,10,-0.1762649804353714,0.0,0.3051958106350809,-0.7351984083652496,0.0
synthetic_degradation,,architecture_structured,grayscale_effect_intensity,supplementary_synthetic_degradation,outside_mask_region,mae_improvement,10,10,0.0,0.0,0.0,0.0,0.0
synthetic_degradation,,architecture_structured,grayscale_effect_intensity,supplementary_synthetic_degradation,mask_bbox_crop,mae_improvement,10,10,-0.7636805680114775,-0.14245440065860748,1.754444499779333,-5.668322563171387,0.0
synthetic_degradation,,abstraction_surrealism,grayscale_effect_intensity,supplementary_synthetic_degradation,full_image,mae_improvement,10,10,-1.1416413709288462,-0.13532455265522003,1.9583180357903336,-5.4069695472717285,0.0
synthetic_degradation,,abstraction_surrealism,grayscale_effect_intensity,supplementary_synthetic_degradation,content_region,mae_improvement,10,10,-1.5545758288353682,-0.18427175283432007,2.666646645458499,-7.362685203552246,0.0
synthetic_degradation,,abstraction_surrealism,grayscale_effect_intensity,supplementary_synthetic_degradation,masked_region,mae_improvement,10,10,-3.537796694599092,-0.9267593398690224,4.394079984427217,-10.368043422698975,0.0
synthetic_degradation,,abstraction_surrealism,grayscale_effect_intensity,supplementary_synthetic_degradation,boundary_region,mae_improvement,10,10,-0.2161836363375187,0.0,0.35647633246809995,-0.9074991345405579,0.0
synthetic_degradation,,abstraction_surrealism,grayscale_effect_intensity,supplementary_synthetic_degradation,outside_mask_region,mae_improvement,10,10,0.0,0.0,0.0,0.0,0.0
synthetic_degradation,,abstraction_surrealism,grayscale_effect_intensity,supplementary_synthetic_degradation,mask_bbox_crop,mae_improvement,10,10,-2.509479500493035,-0.626866802573204,3.213675573534596,-7.599970817565918,0.0
synthetic_degradation,,high_texture_brushwork,grayscale_effect_intensity,supplementary_synthetic_degradation,full_image,mae_improvement,10,10,-0.8673531384731177,-0.25031817704439163,1.5117193489692557,-4.545784950256348,0.0
synthetic_degradation,,high_texture_brushwork,grayscale_effect_intensity,supplementary_synthetic_degradation,content_region,mae_improvement,10,10,-1.0902246169745922,-0.3146388754248619,1.9001644800626638,-5.713850975036621,0.0
synthetic_degradation,,high_texture_brushwork,grayscale_effect_intensity,supplementary_synthetic_degradation,masked_region,mae_improvement,10,10,-2.118492972687818,-1.1015141010284424,2.4510227440453765,-6.836620330810547,0.0
synthetic_degradation,,high_texture_brushwork,grayscale_effect_intensity,supplementary_synthetic_degradation,boundary_region,mae_improvement,10,10,-0.16311204936355353,0.0,0.2710572016534582,-0.6476288139820099,0.0
synthetic_degradation,,high_texture_brushwork,grayscale_effect_intensity,supplementary_synthetic_degradation,outside_mask_region,mae_improvement,10,10,0.0,0.0,0.0,0.0,0.0
synthetic_degradation,,high_texture_brushwork,grayscale_effect_intensity,supplementary_synthetic_degradation,mask_bbox_crop,mae_improvement,10,10,-1.5250320155289956,-0.5734589099884033,1.9881431988369151,-5.56804084777832,0.0
canonical,loss_large,portrait_figure,binary_missing_content,primary,full_image,psnr_improvement,10,10,16.253707625985054,17.214960247705832,6.006180126742378,7.163611659081948,28.17222655640299
canonical,loss_large,portrait_figure,binary_missing_content,primary,content_region,psnr_improvement,10,10,16.253708315026167,17.214959917993355,6.006179893022636,7.163613304938281,28.172227152230256
canonical,loss_large,portrait_figure,binary_missing_content,primary,masked_region,psnr_improvement,10,10,16.253708268868426,17.214961093803296,6.00617966693648,7.163611858873562,28.172226095182484
