dataset_name,evaluation_region,metric,case_count,valid_count,mean,median,std,min,max
damage_size,boundary_region,restored_psnr,35,35,32.61034705093399,31.691684560330167,3.3314977347694588,26.718491596557612,40.06604960230719
damage_size,outside_mask_region,restored_psnr,35,0,,,,,
damage_size,mask_bbox_crop,restored_psnr,35,35,24.560357777592696,23.748484845703025,4.015799775266381,16.805438020458162,35.67167529788083
mask_robustness,full_image,restored_psnr,75,75,38.12395201891918,37.52993516816717,6.645213549471591,24.6288536023288,50.99419898471531
mask_robustness,content_region,restored_psnr,75,75,36.84493477068411,36.65293352382898,6.666655246637088,23.28803205351019,50.3557223147877
mask_robustness,masked_region,restored_psnr,75,75,23.66175801241485,23.064917272516958,4.126842282666854,14.265866641377496,33.36701141452347
mask_robustness,boundary_region,restored_psnr,75,75,31.046265235643943,30.8756377002246,3.3107369347752433,18.285202512137882,40.2790937423116
mask_robustness,outside_mask_region,restored_psnr,75,0,,,,,
mask_robustness,mask_bbox_crop,restored_psnr,75,75,33.57096193769378,34.4194845592511,8.783549350948475,16.784239743948895,48.25016187031139
synthetic_degradation,full_image,restored_psnr,50,50,38.026576717129615,38.295295210574906,10.458867770006522,15.484361084685672,55.91370045585271
synthetic_degradation,content_region,restored_psnr,50,50,36.747559396975966,36.936374392391784,10.446359471585803,14.845883713543888,55.27522372924027
synthetic_degradation,masked_region,restored_psnr,50,50,31.460651332258397,30.40043682465599,9.502827529973803,14.548969750684346,50.74639493346744
synthetic_degradation,boundary_region,restored_psnr,50,43,46.78387802367322,48.997672839778176,10.210913855540275,28.690030167426283,70.79598735386735
synthetic_degradation,outside_mask_region,restored_psnr,50,0,,,,,
synthetic_degradation,mask_bbox_crop,restored_psnr,50,50,34.38609108100432,33.43604955166382,10.98194310078214,14.949448506723083,55.3617883077833
canonical,full_image,restored_ssim,250,250,0.9804102087355183,0.988659777285342,0.020494754569290806,0.9137956356568214,1.0
canonical,content_region,restored_ssim,250,250,0.9747286410220961,0.985409401455648,0.026427531886274284,0.892974667752141,1.0
canonical,masked_region,restored_ssim,200,0,,,,,
canonical,boundary_region,restored_ssim,200,0,,,,,
canonical,outside_mask_region,restored_ssim,200,0,,,,,
canonical,mask_bbox_crop,restored_ssim,200,200,0.9147120427481887,0.9651165179226899,0.11295218286998336,0.5384978255005178,0.9985041576908342
damage_size,full_image,restored_ssim,35,35,0.9716726216096409,0.9759901558648373,0.02026155565091003,0.915223942304403,0.9968272743219773
damage_size,content_region,restored_ssim,35,35,0.9618731938041886,0.965878208116037,0.027277743396353013,0.8932242050181074,0.9953774054174889
damage_size,masked_region,restored_ssim,35,0,,,,,
damage_size,boundary_region,restored_ssim,35,0,,,,,
damage_size,outside_mask_region,restored_ssim,35,0,,,,,
damage_size,mask_bbox_crop,restored_ssim,35,35,0.7780916409404397,0.7812642717654801,0.06385059105371732,0.6540655309005701,0.8771573539242365
mask_robustness,full_image,restored_ssim,75,75,0.9782277424125774,0.9865655620230339,0.019905213566919377,0.9330899521806099,0.9969501965128392
mask_robustness,content_region,restored_ssim,75,75,0.9708797724508161,0.9812628652298692,0.027421379601354812,0.9028868690630598,0.9966760231871783
mask_robustness,masked_region,restored_ssim,75,0,,,,,
mask_robustness,boundary_region,restored_ssim,75,0,,,,,
mask_robustness,outside_mask_region,restored_ssim,75,0,,,,,
mask_robustness,mask_bbox_crop,restored_ssim,75,75,0.8968524057980928,0.9694539658762417,0.1250372836888707,0.5744870195947916,0.9961133264357898
synthetic_degradation,full_image,restored_ssim,50,50,0.9640967615056946,0.9908597660264503,0.0649608584256601,0.6755062158373416,0.9993959693685479
synthetic_degradation,content_region,restored_ssim,50,50,0.9527040336264139,0.9877758892155055,0.08234058545199627,0.6252148341183225,0.999251549155659
synthetic_degradation,masked_region,restored_ssim,50,0,,,,,
synthetic_degradation,boundary_region,restored_ssim,50,0,,,,,
synthetic_degradation,outside_mask_region,restored_ssim,50,0,,,,,
synthetic_degradation,mask_bbox_crop,restored_ssim,50,50,0.9299461855960235,0.9729768837889008,0.0905464495149099,0.6325939620624876,0.9992491960220274
