artifact_id,artifact_key,producer_notebook,artifact_type,artifact_role,relative_path,format,dataset_scope,experiment_id,schema_version,row_count,file_count,size_bytes,checksum,validation_status
artifact_737166589da6aac34094,final_report.thesis_tables,33_final_evaluation_report,normalized_thesis_table,complete_final_result_table_catalog,outputs/33_final_evaluation_report/data/thesis_tables.csv,csv,controlled_300,final_evaluation_report,thesis_tables.v1,352,1,276681,9232ab7e09c1d3b1e9ce36201676c2289f46c86d99a1f894f1fdd080336eb058,passed
artifact_1b871ca9caa99606234c,final_report.latex_tables,33_final_evaluation_report,latex_table_catalog,thesis_ready_latex_tables,outputs/33_final_evaluation_report/data/latex_tables.csv,csv,controlled_300,final_evaluation_report,latex_tables.v1,15,1,102528,0968a7fed1029967ce9780a2b8dae1ee3f260a76234638eaef866172ddcf0eab,passed
artifact_f687a371cda60bad94c4,final_report.evidence_catalog,33_final_evaluation_report,normalized_evidence_catalog,report_claim_table_figure_registry,outputs/33_final_evaluation_report/data/report_evidence_catalog.csv,csv,controlled_300,final_evaluation_report,final_report_evidence_catalog.v1,107,1,24390,151dcd0739a73f2db37e9a0e66085d884369c877dff68a050b302579ff5430e9,passed
artifact_69a21d228d618372f356,final_report.thesis_figures,33_final_evaluation_report,thesis_figure_collection,complete_thesis_figure_set,outputs/33_final_evaluation_report/figures/thesis,directory,controlled_300,final_evaluation_report,final_thesis_figures.v1,18,18,1818165,cd2b33deb1a5b19f500c34c6cd329edda775be51deb9ce2a24cba3a2497106e4,passed
artifact_9c5bac6248b04fc20d55,final_report.publication_figures,33_final_evaluation_report,publication_figure_collection,compact_publication_plot_set,outputs/33_final_evaluation_report/figures/publication,directory,controlled_300,final_evaluation_report,final_publication_figures.v1,6,6,869160,32bb77779190265795f1d1fba336c4c8aa69917cb8e4b6be5cb3355fc9681b6e,passed
artifact_e7f6763a5f16ba4d0eb1,final_report.html,33_final_evaluation_report,self_contained_html_report,final_thesis_evaluation_synthesis,outputs/33_final_evaluation_report/reports/final_evaluation.html,html,controlled_300,final_evaluation_report,final_evaluation_report.v1,1,1,15302443,d26757e5583675d38948c6b55b3ac25383d36d3e65722adba11602891ca78698,passed
artifact_5c91ceb66ec4a6a46dd9,final_report.limitations,33_final_evaluation_report,markdown_limitations_report,explicit_interpretation_boundaries,outputs/33_final_evaluation_report/reports/limitations_and_deviations.md,md,controlled_300,final_evaluation_report,limitations_and_deviations.v1,18,1,1733,9394fb7e93f85ebda89e90578fb2d0f7a5a6a4dec663f914eb8cfa37d0d69117,passed
artifact_a770a9f486e9aa97b93a,final_report.validation,33_final_evaluation_report,validation_table,consolidated_notebook_validation_checks,outputs/33_final_evaluation_report/validation/checks.csv,csv,controlled_300,final_evaluation_report,validation_checks.v1,536,1,117157,375b331a6bb42894987e17e8a50e613109fc361e2a620700fc3c2af461d536f1,passed
