case_id,painting_id,mask_id,mask_type,model_name,algorithm,inpaint_radius,clean_filename,clean_path,mask_filename,mask_path,damaged_filename,damaged_path,restored_filename,restored_path,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,status,issue,title,artist,date,category,style_or_period,medium,source,source_url,license,filename,damaged_mse,restored_mse,mse_improvement,damaged_mae,restored_mae,mae_improvement,damaged_psnr,restored_psnr,psnr_improvement,damaged_lpips,restored_lpips,lpips_improvement,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,error_map_figure_path
p012_mixed_damage,p012,p012_mixed_damage,mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,p012_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_mixed_damage_mask.png,p012_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_mixed_damage_damaged.png,p012_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p012_mixed_damage_restored_opencv_telea.png,42618,9.7526,7.2255,ok,,An Extensive Wooded Landscape,Philips Koninck,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436831,Public Domain / Open Access,p012.jpg,16545.603515625,812.929931640625,15732.673583984377,121.09961700439452,15.684444427490234,105.4151725769043,5.943977478050762,19.030272465324213,13.086294987273453,0.2921419739723205,0.0490788035094738,0.2430631704628467,0.8364139795303345,0.9527325630187988,0.1163185834884643,0.7056461572647095,0.9560668468475342,0.2504206895828247,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p012_mixed_damage_opencv_telea_error_maps.png
p012_scratch_thin,p012,p012_scratch_thin,scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,p012_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_scratch_thin_mask.png,p012_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_scratch_thin_damaged.png,p012_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p012_scratch_thin_restored_opencv_telea.png,12296,2.8138,2.0847,ok,,An Extensive Wooded Landscape,Philips Koninck,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436831,Public Domain / Open Access,p012.jpg,25677.9140625,1689.7664794921875,23988.14758300781,150.1058349609375,17.91612434387207,132.18971061706543,4.035206198176896,15.852536702633294,11.8173305044564,0.2969414293766022,0.0197278056293725,0.2772136237472296,0.8494353294372559,0.99751615524292,0.148080825805664,0.7762019038200378,0.9979480504989624,0.2217461466789245,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p012_scratch_thin_opencv_telea_error_maps.png
p013_loss_large,p013,p013_loss_large,loss_large,opencv_telea,cv2.INPAINT_TELEA,3,p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,p013_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_loss_large_mask.png,p013_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_loss_large_damaged.png,p013_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p013_loss_large_restored_opencv_telea.png,44375,10.8202,7.5234,ok,,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg,46091.91796875,1388.6451416015625,44703.27282714844,212.2353973388672,25.07506561279297,187.16033172607425,1.4945558058210142,16.704890818213446,15.210335012392433,0.623293399810791,0.4037644267082214,0.2195289731025695,0.7517073750495911,0.7966311573982239,0.0449237823486328,0.6172600984573364,0.4031360149383545,-0.2141240835189819,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p013_loss_large_opencv_telea_error_maps.png
p013_loss_small,p013,p013_loss_small,loss_small,opencv_telea,cv2.INPAINT_TELEA,3,p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,p013_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_loss_small_mask.png,p013_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_loss_small_damaged.png,p013_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p013_loss_small_restored_opencv_telea.png,17893,4.363,3.0336,ok,,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg,29717.30859375,347.9971008300781,29369.31149291992,164.70909118652344,11.554350852966309,153.15474033355713,3.400708867286161,22.71504735021168,19.31433848292552,0.2383146733045578,0.0237976219505071,0.2145170513540506,0.8359829187393188,0.9980990290641784,0.1621161103248596,0.8433330059051514,0.9625312685966492,0.1191982626914978,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p013_loss_small_opencv_telea_error_maps.png
p013_mixed_damage,p013,p013_mixed_damage,mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,p013_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_mixed_damage_mask.png,p013_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_mixed_damage_damaged.png,p013_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p013_mixed_damage_restored_opencv_telea.png,42332,10.3221,7.1771,ok,,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg,39691.44921875,570.5208129882812,39120.92840576172,193.2071533203125,15.344561576843262,177.86259174346924,2.1438340466127817,20.568088684658477,18.42425463804569,0.396556556224823,0.0707688480615615,0.3257877081632614,0.7245901823043823,0.9581748247146606,0.2335846424102783,0.6110111474990845,0.8744724988937378,0.2634613513946533,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p013_mixed_damage_opencv_telea_error_maps.png
p013_scratch_thin,p013,p013_scratch_thin,scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,p013_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_scratch_thin_mask.png,p013_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_scratch_thin_damaged.png,p013_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p013_scratch_thin_restored_opencv_telea.png,7041,1.7168,1.1937,ok,,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg,40564.90625,368.0374450683594,40196.86880493164,194.55882263183597,11.179046630859377,183.37977600097656,2.04929884255622,22.471883537181515,20.422584694625296,0.3823611438274383,0.0078210551291704,0.3745400886982679,0.8904662132263184,0.99927818775177,0.1088119745254516,0.7100269794464111,0.9949342012405396,0.2849072217941284,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p013_scratch_thin_opencv_telea_error_maps.png
p014_loss_large,p014,p014_loss_large,loss_large,opencv_telea,cv2.INPAINT_TELEA,3,p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,p014_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png,p014_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,p014_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_loss_large_restored_opencv_telea.png,57683,17.2662,9.7797,ok,,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg,28079.44921875,1275.59912109375,26803.85009765625,162.16506958007812,22.84838485717773,139.3166847229004,3.646917760569937,17.07366149532067,13.426743734750737,0.5740740299224854,0.3507800996303558,0.2232939302921295,0.7785896062850952,0.7671440839767456,-0.0114455223083496,0.5308947563171387,0.2268775403499603,-0.3040172159671783,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p014_loss_large_opencv_telea_error_maps.png
p014_loss_small,p014,p014_loss_small,loss_small,opencv_telea,cv2.INPAINT_TELEA,3,p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,p014_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_small_mask.png,p014_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_small_damaged.png,p014_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_loss_small_restored_opencv_telea.png,18677,5.5906,3.1665,ok,,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg,24099.51953125,136.75286865234375,23962.766662597656,150.64337158203125,7.163320541381836,143.4800510406494,4.310719766750711,26.771439156114997,22.46071938936428,0.2961568534374237,0.0218673832714557,0.2742894701659679,0.8788615465164185,0.9964719414711,0.1176103949546814,0.656363308429718,0.9687113165855408,0.3123480081558227,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p014_loss_small_opencv_telea_error_maps.png
p014_mixed_damage,p014,p014_mixed_damage,mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,p014_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_mixed_damage_mask.png,p014_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_mixed_damage_damaged.png,p014_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_mixed_damage_restored_opencv_telea.png,45810,13.7123,7.7667,ok,,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg,24712.95703125,491.1813659667969,24221.775665283203,150.3015594482422,12.33363914489746,137.96792030334473,4.201556468086173,21.218384783278367,17.016828315192193,0.4394245743751526,0.0670823156833648,0.3723422586917877,0.8052594661712646,0.965453803539276,0.1601943373680114,0.3331441879272461,0.8014734983444214,0.4683293104171753,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p014_mixed_damage_opencv_telea_error_maps.png
p014_scratch_thin,p014,p014_scratch_thin,scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,p014_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_scratch_thin_mask.png,p014_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_scratch_thin_damaged.png,p014_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_scratch_thin_restored_opencv_telea.png,8107,2.4267,1.3745,ok,,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg,40471.265625,421.6278381347656,40049.637786865234,193.12417602539065,10.307018280029297,182.81715774536133,2.059335749255868,21.88151083262128,19.82217508336541,0.421140193939209,0.0056628882884979,0.415477305650711,0.8565492630004883,0.9974125623703004,0.140863299369812,0.6256421804428101,0.9983271956443788,0.3726850152015686,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p014_scratch_thin_opencv_telea_error_maps.png
p015_loss_large,p015,p015_loss_large,loss_large,opencv_telea,cv2.INPAINT_TELEA,3,p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,p015_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_large_mask.png,p015_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_large_damaged.png,p015_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_loss_large_restored_opencv_telea.png,53971,12.7309,9.1504,ok,,Landscape,Henri-Joseph Harpignies,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/337306,Public Domain / Open Access,p015.jpg,21676.654296875,746.0596313476562,20930.594665527344,142.95252990722656,20.29224395751953,122.66028594970705,4.770881094099279,19.403068195477445,14.632187101378166,0.6520757675170898,0.4836895167827606,0.1683862507343292,0.7769405245780945,0.730167031288147,-0.0467734932899475,0.5043560266494751,0.3069872856140136,-0.1973687410354614,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p015_loss_large_opencv_telea_error_maps.png
p015_loss_small,p015,p015_loss_small,loss_small,opencv_telea,cv2.INPAINT_TELEA,3,p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,p015_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_small_mask.png,p015_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_small_damaged.png,p015_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_loss_small_restored_opencv_telea.png,15734,3.7114,2.6676,ok,,Landscape,Henri-Joseph Harpignies,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/337306,Public Domain / Open Access,p015.jpg,16489.0,322.8081970214844,16166.191802978516,124.00707244873048,11.791407585144045,112.21566486358644,5.958860428614059,23.041358067013967,17.082497638399907,0.1291110068559646,0.0102440193295478,0.1188669875264167,0.9532792568206788,0.9979544281959534,0.0446751713752746,0.9081407785415648,0.9848164319992064,0.0766756534576416,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p015_loss_small_opencv_telea_error_maps.png
p015_mixed_damage,p015,p015_mixed_damage,mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,p015_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_mixed_damage_mask.png,p015_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_mixed_damage_damaged.png,p015_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_mixed_damage_restored_opencv_telea.png,45768,10.796,7.7596,ok,,Landscape,Henri-Joseph Harpignies,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/337306,Public Domain / Open Access,p015.jpg,15440.4775390625,1076.0286865234375,14364.448852539062,117.6037139892578,21.934423446655277,95.66929054260254,6.244196329140083,17.812565112543016,11.568368783402931,0.3054597973823547,0.0775327533483505,0.2279270440340042,0.8455324172973633,0.9036895036697388,0.0581570863723754,0.5655384659767151,0.7089225053787231,0.143384039402008,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p015_mixed_damage_opencv_telea_error_maps.png
p015_scratch_thin,p015,p015_scratch_thin,scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,p015_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_scratch_thin_mask.png,p015_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_scratch_thin_damaged.png,p015_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_scratch_thin_restored_opencv_telea.png,8234,1.9423,1.396,ok,,Landscape,Henri-Joseph Harpignies,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/337306,Public Domain / Open Access,p015.jpg,11595.3330078125,187.24124145507807,11408.091766357422,100.4369659423828,8.89826774597168,91.53869819641112,7.487971351574963,25.40678848924669,17.918817137671727,0.1582717597484588,0.0014840950025245,0.1567876647459343,0.919958233833313,0.9998044967651368,0.0798462629318237,0.665026843547821,0.9994256496429444,0.3343988060951233,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p015_scratch_thin_opencv_telea_error_maps.png
p016_loss_large,p016,p016_loss_large,loss_large,opencv_telea,cv2.INPAINT_TELEA,3,p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,p016_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_loss_large_mask.png,p016_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_loss_large_damaged.png,p016_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_loss_large_restored_opencv_telea.png,47151,12.6587,7.9941,ok,,Wooded Landscape with a House beside a River,Thomas Gainsborough,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/343423,Public Domain / Open Access,p016.jpg,12954.50390625,1693.2373046875,11261.2666015625,105.2259521484375,30.374732971191406,74.8512191772461,7.006595745691026,15.843625327683592,8.837029581992567,0.526730477809906,0.4351871609687805,0.0915433168411254,0.7690346240997314,0.7924277186393738,0.0233930945396423,0.7273192405700684,0.4289102554321289,-0.2984089851379394,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p016_loss_large_opencv_telea_error_maps.png
p016_loss_small,p016,p016_loss_small,loss_small,opencv_telea,cv2.INPAINT_TELEA,3,p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,p016_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_loss_small_mask.png,p016_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_loss_small_damaged.png,p016_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_loss_small_restored_opencv_telea.png,20307,5.4518,3.4429,ok,,Wooded Landscape with a House beside a River,Thomas Gainsborough,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/343423,Public Domain / Open Access,p016.jpg,15710.10546875,915.2042236328124,14794.901245117188,119.6669464111328,22.75592994689941,96.9110164642334,6.169012602109804,18.515623451617596,12.346610849507789,0.1403160691261291,0.0277415849268436,0.1125744841992855,0.8750277161598206,0.993648648262024,0.1186209321022033,0.8974999785423279,0.9679962396621704,0.0704962611198425,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p016_loss_small_opencv_telea_error_maps.png
p016_mixed_damage,p016,p016_mixed_damage,mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,p016_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_mixed_damage_mask.png,p016_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_mixed_damage_damaged.png,p016_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_mixed_damage_restored_opencv_telea.png,46836,12.5741,7.9407,ok,,Wooded Landscape with a House beside a River,Thomas Gainsborough,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/343423,Public Domain / Open Access,p016.jpg,12125.62890625,913.8508911132812,11211.77801513672,99.59054565429688,21.705638885498047,77.88490676879883,7.293760879498309,18.52205021205724,11.22828933255893,0.198218435049057,0.0671999454498291,0.1310184895992279,0.8152158856391907,0.9820144176483154,0.1667985320091247,0.6812602877616882,0.8688318133354187,0.1875715255737304,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p016_mixed_damage_opencv_telea_error_maps.png
p016_scratch_thin,p016,p016_scratch_thin,scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,p016_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_scratch_thin_mask.png,p016_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_scratch_thin_damaged.png,p016_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_scratch_thin_restored_opencv_telea.png,5937,1.5939,1.0066,ok,,Wooded Landscape with a House beside a River,Thomas Gainsborough,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/343423,Public Domain / Open Access,p016.jpg,10559.564453125,797.1715087890625,9762.392944335938,89.07135772705078,20.085678100585938,68.98567962646484,7.894343555020665,19.11528592410971,11.220942369089045,0.101435512304306,0.0072240596637129,0.094211452640593,0.9618637561798096,0.9997665882110596,0.03790283203125,0.9370157122612,0.9994939565658568,0.0624782443046569,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p016_scratch_thin_opencv_telea_error_maps.png
p017_loss_large,p017,p017_loss_large,loss_large,opencv_telea,cv2.INPAINT_TELEA,3,p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,p017_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_loss_large_mask.png,p017_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_loss_large_damaged.png,p017_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p017_loss_large_restored_opencv_telea.png,45832,10.5437,7.7705,ok,,Picturesque Landscape,"Anonymous, British, 18th century",,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/364452,Public Domain / Open Access,p017.jpg,10403.873046875,1484.4287109375,8919.4443359375,93.99626922607422,29.74857521057129,64.24769401550293,7.958853167844865,16.415210152442896,8.456356984598031,0.3723841607570648,0.3394825458526611,0.0329016149044036,0.8738003969192505,0.842863917350769,-0.0309364795684814,0.7864407300949097,0.4994490146636963,-0.2869917154312134,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p017_loss_large_opencv_telea_error_maps.png
p017_loss_small,p017,p017_loss_small,loss_small,opencv_telea,cv2.INPAINT_TELEA,3,p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,p017_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_loss_small_mask.png,p017_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_loss_small_damaged.png,p017_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p017_loss_small_restored_opencv_telea.png,20288,4.6673,3.4397,ok,,Picturesque Landscape,"Anonymous, British, 18th century",,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/364452,Public Domain / Open Access,p017.jpg,10552.5966796875,1182.99365234375,9369.60302734375,94.5385971069336,25.464675903320312,69.07392120361328,7.897210211490263,17.400979465523033,9.50376925403277,0.1596577912569046,0.0607866533100605,0.0988711379468441,0.9275311827659608,0.9874557852745056,0.0599246025085449,0.9007911682128906,0.9423382878303528,0.0415471196174621,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p017_loss_small_opencv_telea_error_maps.png
p017_mixed_damage,p017,p017_mixed_damage,mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,p017_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_mixed_damage_mask.png,p017_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_mixed_damage_damaged.png,p017_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p017_mixed_damage_restored_opencv_telea.png,39263,9.0325,6.6567,ok,,Picturesque Landscape,"Anonymous, British, 18th century",,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/364452,Public Domain / Open Access,p017.jpg,10988.57421875,1100.4859619140625,9888.088256835938,97.24097442626952,23.918676376342773,73.32229804992676,7.7213901504124465,17.714958539168848,9.9935683887564,0.1956104636192321,0.0601286329329013,0.1354818306863308,0.9047964215278624,0.9817307591438292,0.0769343376159668,0.620887279510498,0.9050168991088868,0.2841296195983886,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p017_mixed_damage_opencv_telea_error_maps.png
