case_id,painting_id,mask_id,mask_type,model_name,algorithm,inpaint_radius,clean_filename,clean_path,mask_filename,mask_path,damaged_filename,damaged_path,restored_filename,restored_path,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,status,issue,title,artist,date,category,style_or_period,medium,source,source_url,license,filename,damaged_mse,restored_mse,mse_improvement,damaged_mae,restored_mae,mae_improvement,damaged_psnr,restored_psnr,psnr_improvement,damaged_lpips,restored_lpips,lpips_improvement,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,error_map_figure_path,selection_reason,selection_metric
p020_loss_large,p020,p020_loss_large,loss_large,opencv_telea,cv2.INPAINT_TELEA,3,p020_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p020_clean.png,p020_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p020_loss_large_mask.png,p020_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p020_loss_large_damaged.png,p020_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p020_loss_large_restored_opencv_telea.png,51159,12.5923,8.6736,ok,,Mediterranean landscape (recto); Mountains (verso),Unknown,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/335335,Public Domain / Open Access,p020.jpg,6440.32666015625,1214.7965087890625,5225.530151367188,72.3664779663086,25.514083862304688,46.85239410400391,10.041724650755764,17.285768257413928,7.244043606658163,0.4251325726509094,0.3839724063873291,0.0411601662635803,0.7383415102958679,0.7352237701416016,-0.0031177401542663,0.6712355613708496,0.3072132766246795,-0.36402228474617,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p020_loss_large_opencv_telea_error_maps.png,Weakest DINOv2 feature improvement; Weakest mask-bbox LPIPS improvement,dinov2_similarity_improvement; lpips_improvement
p022_loss_small,p022,p022_loss_small,loss_small,opencv_telea,cv2.INPAINT_TELEA,3,p022_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p022_clean.png,p022_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p022_loss_small_mask.png,p022_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p022_loss_small_damaged.png,p022_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p022_loss_small_restored_opencv_telea.png,24273,5.2852,4.1153,ok,,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,architecture_structured,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Interior-of-a-Protestant-Gothic-Church-with-a-Gravedigger-in-the-Choir--46eceb3566e0be6f1e30680ef03509c0,Public domain,p022.jpg,37372.1953125,652.1578979492188,36720.03741455078,189.66786193847656,14.906700134277344,174.76116180419922,2.405317510005674,19.987276027036,17.581958517030326,0.2673954665660858,0.0395921692252159,0.2278032973408699,0.7598941326141357,0.9771827459335328,0.2172886133193969,0.9314420223236084,0.9731722474098206,0.0417302250862121,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p022_loss_small_opencv_telea_error_maps.png,Strong category example by MSE improvement,mse_improvement
p032_mixed_damage,p032,p032_mixed_damage,mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,p032_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p032_clean.png,p032_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p032_mixed_damage_mask.png,p032_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p032_mixed_damage_damaged.png,p032_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p032_mixed_damage_restored_opencv_telea.png,51647,9.0267,8.7563,ok,,Composition (No. 1) Gray-Red,Piet Mondrian,,abstraction_surrealism,,,Art Institute of Chicago,https://www.artic.edu/artworks/65821/composition-no-1-gray-red,CC0 Public Domain Designation,p032.jpg,2763.68408203125,478.9772644042969,2284.706817626953,40.7200813293457,7.431790351867676,33.28829097747803,13.715919637258228,21.327654616038604,7.611734978780376,0.2135825008153915,0.0316358730196952,0.1819466277956962,0.9356464743614196,0.9717931747436525,0.0361467003822326,0.8520510196685791,0.8568187952041626,0.0047677755355834,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p032_mixed_damage_opencv_telea_error_maps.png,Weakest masked-region MSE improvement,mse_improvement
p036_loss_large,p036,p036_loss_large,loss_large,opencv_telea,cv2.INPAINT_TELEA,3,p036_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p036_clean.png,p036_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p036_loss_large_mask.png,p036_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p036_loss_large_damaged.png,p036_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p036_loss_large_restored_opencv_telea.png,92174,15.6274,15.6274,ok,,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",Piet Mondrian,,abstraction_surrealism,,,Art Institute of Chicago,https://www.artic.edu/artworks/109819/lozenge-composition-with-yellow-black-blue-red-and-gray,CC0 Public Domain Designation,p036.jpg,5263.03271484375,4746.7626953125,516.27001953125,46.35821914672852,30.242277145385746,16.115942001342773,10.918442912815731,11.366828402707654,0.4483854898919208,0.2463143765926361,0.1981088519096374,0.0482055246829986,0.9498238563537598,0.9654164910316468,0.0155926346778869,0.9439882636070251,0.864782452583313,-0.0792058110237121,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p036_loss_large_opencv_telea_error_maps.png,Weakest masked-region MSE improvement,mse_improvement
p036_loss_small,p036,p036_loss_small,loss_small,opencv_telea,cv2.INPAINT_TELEA,3,p036_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p036_clean.png,p036_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p036_loss_small_mask.png,p036_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p036_loss_small_damaged.png,p036_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p036_loss_small_restored_opencv_telea.png,18062,3.0623,3.0623,ok,,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",Piet Mondrian,,abstraction_surrealism,,,Art Institute of Chicago,https://www.artic.edu/artworks/109819/lozenge-composition-with-yellow-black-blue-red-and-gray,CC0 Public Domain Designation,p036.jpg,3290.943115234375,847.4501953125,2443.492919921875,37.02277374267578,7.999778747558594,29.022994995117188,12.957599853961828,18.849661767497665,5.892061913535837,0.0601251721382141,0.018700847402215,0.0414243247359991,0.9223778247833252,0.9972133040428162,0.0748354792594909,0.9736409783363342,0.9803600311279296,0.0067190527915954,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p036_loss_small_opencv_telea_error_maps.png,Weakest mask-bbox LPIPS improvement,lpips_improvement
p036_scratch_thin,p036,p036_scratch_thin,scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,p036_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p036_clean.png,p036_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p036_scratch_thin_mask.png,p036_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p036_scratch_thin_damaged.png,p036_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p036_scratch_thin_restored_opencv_telea.png,13905,2.3575,2.3575,ok,,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",Piet Mondrian,,abstraction_surrealism,,,Art Institute of Chicago,https://www.artic.edu/artworks/109819/lozenge-composition-with-yellow-black-blue-red-and-gray,CC0 Public Domain Designation,p036.jpg,2009.9451904296875,38.38523483276367,1971.559955596924,29.34335327148437,1.6090614795684814,27.734291791915894,15.098961461431877,32.28916158994954,17.190200128517667,0.1054271608591079,0.000719440751709,0.1047077201073989,0.9261479377746582,0.9998781681060792,0.0737302303314209,0.9730130434036256,0.9911391735076904,0.0181261301040649,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p036_scratch_thin_opencv_telea_error_maps.png,Weakest masked-region MSE improvement,mse_improvement
p037_loss_large,p037,p037_loss_large,loss_large,opencv_telea,cv2.INPAINT_TELEA,3,p037_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p037_clean.png,p037_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p037_loss_large_mask.png,p037_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p037_loss_large_damaged.png,p037_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p037_loss_large_restored_opencv_telea.png,47216,10.6182,8.0051,ok,,In the Sea,Arnold Böcklin,,abstraction_surrealism,,,Art Institute of Chicago,https://www.artic.edu/artworks/110507/in-the-sea,CC0 Public Domain Designation,p037.jpg,33494.56640625,1451.81298828125,32042.75341796875,177.57240295410156,26.10465431213379,151.46774864196777,2.881060007318896,16.511696834764514,13.63063682744562,0.5041353106498718,0.2631968557834625,0.2409384548664093,0.7857884168624878,0.848861575126648,0.0630731582641601,0.844184398651123,0.7548383474349976,-0.0893460512161254,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p037_loss_large_opencv_telea_error_maps.png,Strong category example by MSE improvement,mse_improvement
p048_mixed_damage,p048,p048_mixed_damage,mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,p048_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p048_clean.png,p048_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p048_mixed_damage_mask.png,p048_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p048_mixed_damage_damaged.png,p048_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p048_mixed_damage_restored_opencv_telea.png,52192,11.0862,8.8487,ok,,A Farm in Brittany,Paul Gauguin,1894,high_texture_brushwork,Post-Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436448,Public Domain / Open Access,p048.jpg,31643.572265625,490.1215515136719,31153.450714111328,174.93289184570312,13.450043678283691,161.48284816741943,3.1279485545834773,21.227765612369783,18.099817057786307,0.3580309748649597,0.043660569936037,0.3143704049289226,0.8208789825439453,0.9846363067626952,0.16375732421875,0.4098643660545349,0.8761286735534668,0.4662643074989319,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p048_mixed_damage_opencv_telea_error_maps.png,Strongest DINOv2 feature improvement,dinov2_similarity_improvement
p050_mixed_damage,p050,p050_mixed_damage,mixed_damage,opencv_telea,cv2.INPAINT_TELEA,3,p050_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p050_clean.png,p050_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p050_mixed_damage_mask.png,p050_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p050_mixed_damage_damaged.png,p050_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p050_mixed_damage_restored_opencv_telea.png,39368,8.8076,6.6745,ok,,Landscape with a Sunlit Stream,Charles-François Daubigny,,high_texture_brushwork,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436090,Public Domain / Open Access,p050.jpg,37911.94140625,470.197509765625,37441.743896484375,191.74598693847656,14.15985107421875,177.5861358642578,2.3430433638784347,21.408000361596184,19.06495699771775,0.4347229897975921,0.0787099674344062,0.3560130223631859,0.8037471771240234,0.9670178890228271,0.1632707118988037,0.3954562842845917,0.9045246839523317,0.5090683996677399,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p050_mixed_damage_opencv_telea_error_maps.png,Strongest DINOv2 feature improvement,dinov2_similarity_improvement
p050_scratch_thin,p050,p050_scratch_thin,scratch_thin,opencv_telea,cv2.INPAINT_TELEA,3,p050_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p050_clean.png,p050_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p050_scratch_thin_mask.png,p050_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p050_scratch_thin_damaged.png,p050_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p050_scratch_thin_restored_opencv_telea.png,11991,2.6827,2.033,ok,,Landscape with a Sunlit Stream,Charles-François Daubigny,,high_texture_brushwork,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436090,Public Domain / Open Access,p050.jpg,42905.94140625,145.34359741210938,42760.59780883789,204.32791137695312,7.831457138061523,196.4964542388916,1.8056292552967128,26.5068445561688,24.70121530087209,0.4201236367225647,0.0038842856884002,0.4162393510341644,0.820162296295166,0.9991500377655028,0.1789877414703369,0.6756763458251953,0.997313916683197,0.3216375708580017,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\figures\error_maps\opencv_telea\all_cases\all_opencv_cases\p050_scratch_thin_opencv_telea_error_maps.png,Strong category example by MSE improvement,mse_improvement
