metric_row_id,metric_case_id,restoration_case_id,source_case_id,source_case_id_original,case_id,dataset_name,metric_applicability,painting_id,category,title,artist,style,model_name,mask_id,mask_type,metric_mask_id,metric_mask_type,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,mask_area_pixels,is_zero_control,mask_threshold_rule,mask_bbox_margin,boundary_width_pixels,damaged_mse,restored_mse,mse_improvement,damaged_mae,restored_mae,mae_improvement,damaged_psnr,restored_psnr,psnr_improvement,damaged_ssim,restored_ssim,ssim_improvement,ssim_applicable,metric_runtime_seconds,case_runtime_seconds,metric_schema_version,metric_implementation_name,status,issue
opencv_telea__canonical__canonical__p001_loss_large__boundary_region,opencv_telea__canonical__canonical__p001_loss_large,opencv_telea__canonical__canonical__p001_loss_large,canonical__p001_loss_large,p001_loss_large,canonical__p001_loss_large,canonical,primary,p001,,,,,opencv_telea,p001_loss_large,loss_large,p001_loss_large,loss_large,boundary_region,13263,,,,,69018,False,intensity > 127,8,5,59.55595767674483,6.173439895448491,53.38251778129634,14.881801502927946,69.81665787026566,-54.934856367337716,30.38155148252869,40.225531366532394,9.843979884003705,,,,False,0.010886199946980923,1.9383591000223532,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_loss_large__content_region,opencv_telea__canonical__canonical__p001_loss_large,opencv_telea__canonical__canonical__p001_loss_large,canonical__p001_loss_large,p001_loss_large,canonical__p001_loss_large,canonical,primary,p001,,,,,opencv_telea,p001_loss_large,loss_large,p001_loss_large,loss_large,content_region,509184,52.0,0.0,715.0,768.0,69018,False,intensity > 127,8,5,16.387290907281717,7.165669646597955,9.221621260683762,4.875917153720462,22.49911819695827,-17.62320104323781,35.985731974904766,39.57823578523542,3.592503810330655,0.8778301009373667,0.965650390062479,0.0878202891251123,True,0.6514868999947794,1.9383591000223532,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_loss_large__full_image,opencv_telea__canonical__canonical__p001_loss_large,opencv_telea__canonical__canonical__p001_loss_large,canonical__p001_loss_large,p001_loss_large,canonical__p001_loss_large,canonical,primary,p001,,,,,opencv_telea,p001_loss_large,loss_large,p001_loss_large,loss_large,full_image,589824,0.0,0.0,768.0,768.0,69018,False,intensity > 127,8,5,14.146840978551793,6.185988249602141,7.960852728949653,4.209287855360243,19.42306688096788,-15.213779025607638,36.62420889117215,40.216712701502814,3.592503810330662,0.8946645358475723,0.9703836040302475,0.07571906818267515,True,0.8488864999962971,1.9383591000223532,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_loss_large__mask_bbox_crop,opencv_telea__canonical__canonical__p001_loss_large,opencv_telea__canonical__canonical__p001_loss_large,canonical__p001_loss_large,p001_loss_large,canonical__p001_loss_large,canonical,primary,p001,,,,,opencv_telea,p001_loss_large,loss_large,p001_loss_large,loss_large,mask_bbox_crop,124600,197.0,71.0,642.0,351.0,69018,False,intensity > 127,8,5,66.96746655965757,29.282859818084535,37.684606741573035,19.92567415730337,91.94374799357945,-72.01807383627607,29.87216491377342,33.46466872410407,3.5925038103306512,0.49152515465372043,0.857035875983399,0.3655107213296786,True,0.13630850001936778,1.9383591000223532,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_loss_large__masked_region,opencv_telea__canonical__canonical__p001_loss_large,opencv_telea__canonical__canonical__p001_loss_large,canonical__p001_loss_large,p001_loss_large,canonical__p001_loss_large,canonical,primary,p001,,,,,opencv_telea,p001_loss_large,loss_large,p001_loss_large,loss_large,masked_region,69018,,,,,69018,False,intensity > 127,8,5,120.89811836525737,52.86511248273397,68.03300588252341,35.97234054884233,165.98845228780897,-130.01611173896663,27.306608192291804,30.899112002622463,3.5925038103306584,,,,False,0.019107200030703098,1.9383591000223532,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_loss_large__outside_mask_region,opencv_telea__canonical__canonical__p001_loss_large,opencv_telea__canonical__canonical__p001_loss_large,canonical__p001_loss_large,p001_loss_large,canonical__p001_loss_large,canonical,primary,p001,,,,,opencv_telea,p001_loss_large,loss_large,p001_loss_large,loss_large,outside_mask_region,520806,0.0,0.0,768.0,768.0,69018,False,intensity > 127,8,5,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,,,,False,0.1030462000053376,1.9383591000223532,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_loss_small__boundary_region,opencv_telea__canonical__canonical__p001_loss_small,opencv_telea__canonical__canonical__p001_loss_small,canonical__p001_loss_small,p001_loss_small,canonical__p001_loss_small,canonical,primary,p001,,,,,opencv_telea,p001_loss_small,loss_small,p001_loss_small,loss_small,boundary_region,15211,,,,,18239,False,intensity > 127,8,5,52.46667981504613,6.996953958757916,45.469725856288214,10.557841912650932,63.49470777726645,-52.93686586461551,30.931967787284165,39.681713446838195,8.74974565955403,,,,False,0.010937499988358468,2.457585200027097,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_loss_small__content_region,opencv_telea__canonical__canonical__p001_loss_small,opencv_telea__canonical__canonical__p001_loss_small,canonical__p001_loss_small,p001_loss_small,canonical__p001_loss_small,canonical,primary,p001,,,,,opencv_telea,p001_loss_small,loss_small,p001_loss_small,loss_small,content_region,509184,52.0,0.0,715.0,768.0,18239,False,intensity > 127,8,5,4.083798783936651,0.8476307189542484,3.236168064982403,0.842708464261773,5.494587418300654,-4.651878954038881,42.020160253910404,48.84873673293322,6.828576479022814,0.9547814344160507,0.9931257112632004,0.038344276847149694,True,0.6611088999779895,2.457585200027097,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_loss_small__full_image,opencv_telea__canonical__canonical__p001_loss_small,opencv_telea__canonical__canonical__p001_loss_small,canonical__p001_loss_small,p001_loss_small,canonical__p001_loss_small,canonical,primary,p001,,,,,opencv_telea,p001_loss_small,loss_small,p001_loss_small,loss_small,full_image,589824,0.0,0.0,768.0,768.0,18239,False,intensity > 127,8,5,3.5254669189453125,0.7317437065972222,2.79372321234809,0.7274944164134838,4.743374294704861,-4.015879878291377,42.6586371701778,49.48721364920061,6.828576479022814,0.9610123391225001,0.9940729557741769,0.03306061665167681,True,0.9860335999983363,2.457585200027097,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_loss_small__mask_bbox_crop,opencv_telea__canonical__canonical__p001_loss_small,opencv_telea__canonical__canonical__p001_loss_small,canonical__p001_loss_small,p001_loss_small,canonical__p001_loss_small,canonical,primary,p001,,,,,opencv_telea,p001_loss_small,loss_small,p001_loss_small,loss_small,mask_bbox_crop,360325,64.0,23.0,561.0,748.0,18239,False,intensity > 127,8,5,5.770915146048706,1.1978075348643586,4.573107611184348,1.1908517773306506,7.764534794976757,-6.573683017646106,40.518356722590816,47.34693320161363,6.828576479022814,0.9358750942201516,0.9902515015269033,0.05437640730675175,True,0.495401700027287,2.457585200027097,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_loss_small__masked_region,opencv_telea__canonical__canonical__p001_loss_small,opencv_telea__canonical__canonical__p001_loss_small,canonical__p001_loss_small,p001_loss_small,canonical__p001_loss_small,canonical,primary,p001,,,,,opencv_telea,p001_loss_small,loss_small,p001_loss_small,loss_small,masked_region,18239,,,,,18239,False,intensity > 127,8,5,114.00871758320083,23.66357804704205,90.34513953615878,23.526161887530385,153.39415538132573,-129.86799349379535,27.561423002899524,34.38999948192234,6.828576479022814,,,,False,0.011074399983044714,2.457585200027097,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_loss_small__outside_mask_region,opencv_telea__canonical__canonical__p001_loss_small,opencv_telea__canonical__canonical__p001_loss_small,canonical__p001_loss_small,p001_loss_small,canonical__p001_loss_small,canonical,primary,p001,,,,,opencv_telea,p001_loss_small,loss_small,p001_loss_small,loss_small,outside_mask_region,571585,0.0,0.0,768.0,768.0,18239,False,intensity > 127,8,5,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,,,,False,0.11301060003461316,2.457585200027097,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_mixed_damage__boundary_region,opencv_telea__canonical__canonical__p001_mixed_damage,opencv_telea__canonical__canonical__p001_mixed_damage,canonical__p001_mixed_damage,p001_mixed_damage,canonical__p001_mixed_damage,canonical,primary,p001,,,,,opencv_telea,p001_mixed_damage,mixed_damage,p001_mixed_damage,mixed_damage,boundary_region,50270,,,,,45733,False,intensity > 127,8,5,38.1296465751608,8.93009084278231,29.19955573237849,11.290617333068099,46.35682647039321,-35.06620913732511,32.31817581064179,38.62224484026575,6.30406902962396,,,,False,0.016150599985849112,2.463766500004567,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_mixed_damage__content_region,opencv_telea__canonical__canonical__p001_mixed_damage,opencv_telea__canonical__canonical__p001_mixed_damage,canonical__p001_mixed_damage,p001_mixed_damage,canonical__p001_mixed_damage,canonical,primary,p001,,,,,opencv_telea,p001_mixed_damage,mixed_damage,p001_mixed_damage,mixed_damage,content_region,509184,52.0,0.0,715.0,768.0,45733,False,intensity > 127,8,5,10.156548516842635,4.270612064270153,5.885936452572483,2.886805817412435,12.92156862745098,-10.034762810038545,38.06334213427426,41.8259023828181,3.762560248543842,0.8722184533341556,0.9706691027526823,0.09845064941852666,True,0.6489377999678254,2.463766500004567,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_mixed_damage__full_image,opencv_telea__canonical__canonical__p001_mixed_damage,opencv_telea__canonical__canonical__p001_mixed_damage,canonical__p001_mixed_damage,p001_mixed_damage,canonical__p001_mixed_damage,canonical,primary,p001,,,,,opencv_telea,p001_mixed_damage,mixed_damage,p001_mixed_damage,mixed_damage,full_image,589824,0.0,0.0,768.0,768.0,45733,False,intensity > 127,8,5,8.767957899305555,3.6867393211082176,5.081218578197338,2.4921253345630787,11.154947916666666,-8.662822582103587,38.70181905054165,42.464379299085486,3.762560248543835,0.8883597242637992,0.9738731118420022,0.08551338757820304,True,0.846843599982094,2.463766500004567,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_mixed_damage__mask_bbox_crop,opencv_telea__canonical__canonical__p001_mixed_damage,opencv_telea__canonical__canonical__p001_mixed_damage,canonical__p001_mixed_damage,p001_mixed_damage,canonical__p001_mixed_damage,canonical,primary,p001,,,,,opencv_telea,p001_mixed_damage,mixed_damage,p001_mixed_damage,mixed_damage,mask_bbox_crop,511488,44.0,0.0,710.0,768.0,45733,False,intensity > 127,8,5,10.110798298298299,4.2513750729896564,5.8594232253086425,2.8738021876042708,12.863363363363364,-9.989561175759093,38.08294914192955,41.845509390473374,3.762560248543828,0.8711062271045686,0.9698353200357662,0.09872909293119758,True,0.6407520000357181,2.463766500004567,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_mixed_damage__masked_region,opencv_telea__canonical__canonical__p001_mixed_damage,opencv_telea__canonical__canonical__p001_mixed_damage,canonical__p001_mixed_damage,p001_mixed_damage,canonical__p001_mixed_damage,canonical,primary,p001,,,,,opencv_telea,p001_mixed_damage,mixed_damage,p001_mixed_damage,mixed_damage,masked_region,45733,,,,,45733,False,intensity > 127,8,5,113.08140729888702,47.548320323034424,65.5330869758526,32.14124009650216,143.86670456781755,-111.72546447131539,27.596891562190002,31.359451810733834,3.7625602485438314,,,,False,0.01581000001169741,2.463766500004567,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_mixed_damage__outside_mask_region,opencv_telea__canonical__canonical__p001_mixed_damage,opencv_telea__canonical__canonical__p001_mixed_damage,canonical__p001_mixed_damage,p001_mixed_damage,canonical__p001_mixed_damage,canonical,primary,p001,,,,,opencv_telea,p001_mixed_damage,mixed_damage,p001_mixed_damage,mixed_damage,outside_mask_region,544091,0.0,0.0,768.0,768.0,45733,False,intensity > 127,8,5,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,,,,False,0.10709799994947389,2.463766500004567,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_scratch_thin__boundary_region,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,,,,,opencv_telea,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,boundary_region,48370,,,,,12058,False,intensity > 127,8,5,28.229977258631383,4.422762042588381,23.807215216043,8.616056784508304,32.79499000758046,-24.178933223072157,33.62369832577699,41.67386787171117,8.050169545934175,,,,False,0.015960999997332692,2.4806001000106335,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_scratch_thin__content_region,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,,,,,opencv_telea,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,content_region,509184,52.0,0.0,715.0,768.0,12058,False,intensity > 127,8,5,2.681710344394168,0.4201408528154852,2.261569491578683,0.818483429696665,3.115364321476454,-2.296880891779789,43.84668493625529,51.896854482189454,8.05016954593416,0.9228786368066197,0.996721059934791,0.07384242312817124,True,0.6482509000343271,2.4806001000106335,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_scratch_thin__full_image,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,,,,,opencv_telea,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,full_image,589824,0.0,0.0,768.0,768.0,12058,False,intensity > 127,8,5,2.3150702582465277,0.3626997205946181,1.9523705376519096,0.7065813982928241,2.689435605649595,-1.982854207356771,44.48516185252268,52.53533139845685,8.050169545934168,0.9329194485080515,0.9969317715633169,0.06401232305526539,True,0.8388607999659143,2.4806001000106335,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_scratch_thin__mask_bbox_crop,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,,,,,opencv_telea,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,mask_bbox_crop,521472,44.0,0.0,723.0,768.0,12058,False,intensity > 127,8,5,2.618518348060874,0.4102406265341188,2.208277721526755,0.7991966331206022,3.041953674725904,-2.2427570416053015,43.95024739501258,52.00041694094675,8.050169545934168,0.9240484691874222,0.9965260177284513,0.07247754854102906,True,0.6593353999778628,2.4806001000106335,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_scratch_thin__masked_region,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,,,,,opencv_telea,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,masked_region,12058,,,,,12058,False,intensity > 127,8,5,113.24299220434567,17.741665284458453,95.50132691988722,34.56283518549234,131.55528832863382,-96.99245314314149,27.59069024718578,35.640859793119944,8.050169545934164,,,,False,0.010733600007370114,2.4806001000106335,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_scratch_thin__outside_mask_region,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,,,,,opencv_telea,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,outside_mask_region,577766,0.0,0.0,768.0,768.0,12058,False,intensity > 127,8,5,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,,,,False,0.1128008000086993,2.4806001000106335,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_zero_control__content_region,opencv_telea__canonical__canonical__p001_zero_control,opencv_telea__canonical__canonical__p001_zero_control,canonical__p001_zero_control,p001_zero_control,canonical__p001_zero_control,canonical,primary,p001,,,,,opencv_telea,p001_zero_control,zero_control,p001_zero_control,zero_control,content_region,509184,52.0,0.0,715.0,768.0,0,True,intensity > 127,8,5,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,1.0,1.0,0.0,True,0.6863159000058658,1.7415188999730162,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_zero_control__full_image,opencv_telea__canonical__canonical__p001_zero_control,opencv_telea__canonical__canonical__p001_zero_control,canonical__p001_zero_control,p001_zero_control,canonical__p001_zero_control,canonical,primary,p001,,,,,opencv_telea,p001_zero_control,zero_control,p001_zero_control,zero_control,full_image,589824,0.0,0.0,768.0,768.0,0,True,intensity > 127,8,5,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,1.0,1.0,0.0,True,0.8487241000402719,1.7415188999730162,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p001_zero_control__outside_mask_region,opencv_telea__canonical__canonical__p001_zero_control,opencv_telea__canonical__canonical__p001_zero_control,canonical__p001_zero_control,p001_zero_control,canonical__p001_zero_control,canonical,primary,p001,,,,,opencv_telea,p001_zero_control,zero_control,p001_zero_control,zero_control,outside_mask_region,589824,0.0,0.0,768.0,768.0,0,True,intensity > 127,8,5,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,,,,False,0.11536930000875145,1.7415188999730162,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_loss_large__boundary_region,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,,,,,opencv_telea,p002_loss_large,loss_large,p002_loss_large,loss_large,boundary_region,9826,,,,,37439,False,intensity > 127,8,5,52.389748286857994,10.2705746658525,42.119173621005494,28.583994843612185,69.25883709885338,-40.67484225524119,30.938340490374717,38.01485616664363,7.076515676268915,,,,False,0.009952199994586408,1.6365341000491753,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_loss_large__content_region,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,,,,,opencv_telea,p002_loss_large,loss_large,p002_loss_large,loss_large,content_region,344832,159.0,0.0,608.0,768.0,37439,False,intensity > 127,8,5,11.681226413635239,6.178415382949765,5.502811030685474,8.198622324300915,19.24259929472903,-11.043976970428114,37.45591919057868,40.22203257734688,2.766113386768197,0.9134253871526729,0.9645257088914558,0.05110032173878298,True,0.4133394999662414,1.6365341000491753,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_loss_large__full_image,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,,,,,opencv_telea,p002_loss_large,loss_large,p002_loss_large,loss_large,full_image,589824,0.0,0.0,768.0,768.0,37439,False,intensity > 127,8,5,6.82925867151331,3.6121204517505787,3.2171382197627314,4.793204978660301,11.24990505642361,-6.45670007776331,39.78706798086057,42.55318136762877,2.766113386768197,0.9496685649719613,0.9793764948017253,0.029707929829764,True,0.836015899956692,1.6365341000491753,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_loss_large__mask_bbox_crop,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,,,,,opencv_telea,p002_loss_large,loss_large,p002_loss_large,loss_large,mask_bbox_crop,70970,207.0,61.0,442.0,363.0,37439,False,intensity > 127,8,5,56.757230754779016,30.019942698792917,26.7372880559861,39.8358085576065,93.49674510356489,-53.66093654595839,30.5905916325192,33.356705019287396,2.766113386768197,0.5688562823022963,0.8233371510629848,0.25448086876068843,True,0.06630040000891313,1.6365341000491753,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_loss_large__masked_region,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,,,,,opencv_telea,p002_loss_large,loss_large,p002_loss_large,loss_large,masked_region,37439,,,,,37439,False,intensity > 127,8,5,107.58996411941202,56.90630981952866,50.68365429988336,75.5134307362198,177.23400731857154,-101.72057658235174,27.813085981884097,30.57919936865229,2.7661133867681933,,,,False,0.014529799984302372,1.6365341000491753,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_loss_large__outside_mask_region,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,,,,,opencv_telea,p002_loss_large,loss_large,p002_loss_large,loss_large,outside_mask_region,552385,0.0,0.0,768.0,768.0,37439,False,intensity > 127,8,5,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,,,,False,0.10804270004155114,1.6365341000491753,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_loss_small__boundary_region,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,,,,,opencv_telea,p002_loss_small,loss_small,p002_loss_small,loss_small,boundary_region,15670,,,,,18776,False,intensity > 127,8,5,51.064582003828974,7.275898744947884,43.78868325888109,22.285386088066367,59.98102531376303,-37.69563922569666,31.049605795869468,39.51193714293999,8.462331347070524,,,,False,0.010921299981418997,2.0066210000077263,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_loss_small__content_region,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,,,,,opencv_telea,p002_loss_small,loss_small,p002_loss_small,loss_small,content_region,344832,159.0,0.0,608.0,768.0,18776,False,intensity > 127,8,5,6.22487375494927,1.3624006279386291,4.862473127010641,2.594555223026479,8.175411021405592,-5.580855798379114,40.18949812824613,46.787755257443855,6.598257129197727,0.937841648167212,0.9890765221895522,0.05123487402234017,True,0.4091581999673508,2.0066210000077263,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_loss_small__full_image,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,,,,,opencv_telea,p002_loss_small,loss_small,p002_loss_small,loss_small,full_image,589824,0.0,0.0,768.0,768.0,18776,False,intensity > 127,8,5,3.639281661422164,0.7965076587818287,2.8427740026403354,1.5168688738787617,4.779634828920718,-3.2627659550419557,42.520646918528016,49.11890404772574,6.598257129197727,0.9638633203911745,0.9936494741863147,0.029786153795140158,True,1.0089494000421837,2.0066210000077263,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_loss_small__mask_bbox_crop,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,,,,,opencv_telea,p002_loss_small,loss_small,p002_loss_small,loss_small,mask_bbox_crop,227954,181.0,43.0,570.0,629.0,18776,False,intensity > 127,8,5,9.41652994317567,2.0609391953347314,7.355590747840939,3.9248517975848927,12.367158871234254,-8.442307073649362,38.391894691335764,44.990151820533484,6.5982571291977195,0.9055435932529624,0.9834005820178193,0.07785698876485692,True,0.2699805000447668,2.0066210000077263,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_loss_small__masked_region,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,,,,,opencv_telea,p002_loss_small,loss_small,p002_loss_small,loss_small,masked_region,18776,,,,,18776,False,intensity > 127,8,5,114.32337381053827,25.021268285754864,89.3021055247834,47.65049353784974,150.1461085073143,-102.49561496946455,27.549453283803143,34.147710413000866,6.598257129197723,,,,False,0.01111800002399832,2.0066210000077263,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_loss_small__outside_mask_region,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,,,,,opencv_telea,p002_loss_small,loss_small,p002_loss_small,loss_small,outside_mask_region,571048,0.0,0.0,768.0,768.0,18776,False,intensity > 127,8,5,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,,,,False,0.110938299971167,2.0066210000077263,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_mixed_damage__boundary_region,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,,,,,opencv_telea,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,boundary_region,47303,,,,,34546,False,intensity > 127,8,5,25.607509037481766,7.628409755547569,17.979099281934197,14.355255832963378,40.3675313052731,-26.012275472309717,34.04713026206237,39.306463479944945,5.259333217882578,,,,False,0.01550649997079745,2.027877999993507,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_mixed_damage__content_region,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,,,,,opencv_telea,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,content_region,344832,159.0,0.0,608.0,768.0,34546,False,intensity > 127,8,5,8.93902248051225,2.7965038047512993,6.14251867576095,4.990448488926009,16.04814518374165,-11.05769669481564,38.61790331393108,43.66464946328846,5.046746149357382,0.8606716439953307,0.9818172913024247,0.12114564730709398,True,0.4187565000029281,2.027877999993507,2.0.0,restoration_eval.metrics_classical,ok,
opencv_telea__canonical__canonical__p002_mixed_damage__full_image,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,,,,,opencv_telea,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,full_image,589824,0.0,0.0,768.0,768.0,34546,False,intensity > 127,8,5,5.2260691324869795,1.6349351671006944,3.591133965386285,2.917592931676794,9.382314046223959,-6.4647211145471655,40.94905210421297,45.99579825357036,5.046746149357389,0.9130250660953269,0.9872922037159219,0.074267137620595,True,0.861166599963326,2.027877999993507,2.0.0,restoration_eval.metrics_classical,ok,
