spatial_case_id,restoration_case_id,case_id,source_case_id,dataset_name,painting_id,category,title,artist,mask_id,mask_type,model_name,is_zero_control,clean_path,damaged_path,mask_path,restored_path,figure_filename,figure_path,image_width,image_height,full_pixel_count,content_pixel_count,masked_pixel_count,outside_mask_pixel_count,boundary_pixel_count,mask_area_pixels,mask_area_fraction_full,mask_area_percentage_full,content_x_min,content_y_min,content_x_max,content_y_max,mask_bbox_x_min,mask_bbox_y_min,mask_bbox_x_max,mask_bbox_y_max,boundary_width_pixels,boundary_mode,mask_threshold,mse_improvement,mae_improvement,psnr_improvement,ssim_improvement,damaged_error_mean_full,damaged_error_std_full,damaged_error_max_full,restored_error_mean_full,restored_error_std_full,restored_error_max_full,improvement_mean_full,improvement_std_full,improvement_min_full,improvement_max_full,improvement_masked_pixel_count,improvement_masked_mean,improvement_masked_std,improvement_masked_min,improvement_masked_max,improvement_masked_positive_pixels,improvement_masked_negative_pixels,improvement_masked_zero_pixels,improvement_masked_positive_percentage,improvement_masked_negative_percentage,improvement_masked_zero_percentage,improvement_outside_mask_pixel_count,improvement_outside_mask_mean,improvement_outside_mask_std,improvement_outside_mask_min,improvement_outside_mask_max,improvement_outside_mask_positive_pixels,improvement_outside_mask_negative_pixels,improvement_outside_mask_zero_pixels,improvement_outside_mask_positive_percentage,improvement_outside_mask_negative_percentage,improvement_outside_mask_zero_percentage,improvement_boundary_pixel_count,improvement_boundary_mean,improvement_boundary_std,improvement_boundary_min,improvement_boundary_max,improvement_boundary_positive_pixels,improvement_boundary_negative_pixels,improvement_boundary_zero_pixels,improvement_boundary_positive_percentage,improvement_boundary_negative_percentage,improvement_boundary_zero_percentage,improvement_content_pixel_count,improvement_content_mean,improvement_content_std,improvement_content_min,improvement_content_max,improvement_content_positive_pixels,improvement_content_negative_pixels,improvement_content_zero_pixels,improvement_content_positive_percentage,improvement_content_negative_percentage,improvement_content_zero_percentage,damaged_error_masked_mean,damaged_error_masked_std,restored_error_masked_mean,restored_error_masked_std,damaged_error_boundary_mean,damaged_error_boundary_std,restored_error_boundary_mean,restored_error_boundary_std,damaged_error_outside_mask_mean,damaged_error_outside_mask_std,restored_error_outside_mask_mean,restored_error_outside_mask_std,flag_net_masked_degradation,flag_boundary_degradation,flag_outside_mask_degradation,flag_high_negative_masked_percentage,spatial_flag_count,boundary_net_change_class,outside_mask_net_change_class,absolute_error_vmin,absolute_error_vmax,signed_improvement_vmin,signed_improvement_vmax,figure_size_bytes,figure_size_bytes_disk,figure_filesize_mb,figure_width,figure_height,figure_mode,figure_format,figure_sha256,generation_runtime_seconds,spatial_schema_version,implementation_name,status,issue,damaged_error_mean_masked,restored_error_mean_masked,improvement_mean_masked,negative_improvement_pixels_masked,positive_improvement_pixels_masked,zero_improvement_pixels_masked,negative_improvement_percentage_masked,positive_improvement_percentage_masked
opencv_telea__canonical__canonical__p050_loss_large,opencv_telea__canonical__canonical__p050_loss_large,canonical__p050_loss_large,canonical__p050_loss_large,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,p050_loss_large,loss_large,opencv_telea,False,data/processed/clean/p050_clean.png,data/processed/masked/p050_loss_large_damaged.png,data/processed/masks/p050_loss_large_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p050_loss_large_restored_opencv_telea.png,opencv_telea_canonical_canonical_p050_loss_large_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p050_loss_large_difference_maps.png,768,768,589824,446976,54911,534913,11222,54911,0.0930972629123264,9.30972629123264,93,0,675,768,327.0,141.0,641.0,461.0,5,both,127,29.4738576970006,-91.76072189543078,1.3246311842123148,,17.908851623535156,56.45117950439453,236.3333282470703,1.653026819229126,7.292978763580322,101.33333587646484,16.255821228027344,51.75065231323242,0.0,227.33334350585938,54911,174.61119079589844,33.41264724731445,29.0,227.33334350585938,54911,0,0,100.0,0.0,0.0,534913,0.0,0.0,0.0,0.0,0,0,534913,0.0,0.0,100.0,11222,93.05721282958984,96.11149597167969,0.0,227.33334350585938,5538,0,5684,49.34949206914989,0.0,50.65050793085012,446976,21.45098114013672,58.50286865234375,0.0,227.33334350585938,54911,0,392065,12.284999642038946,0.0,87.71500035796106,192.36709594726562,25.8866024017334,17.75591468811035,16.89349937438965,97.0708999633789,99.82408905029297,4.013693332672119,6.488227367401123,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2370421,2370421,2.2606096267700195,2383,2335,RGBA,PNG,5c3e659eabd0bdf38416346050cad491bd235e2ee158b506a49d56f84c654a2e,5.819306100020185,2.0.0,restoration_eval.error_maps,ok,,192.36709594726562,17.75591468811035,174.61119079589844,0,54911,0,0.0,100.0
opencv_telea__canonical__canonical__p050_loss_small,opencv_telea__canonical__canonical__p050_loss_small,canonical__p050_loss_small,canonical__p050_loss_small,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,p050_loss_small,loss_small,opencv_telea,False,data/processed/clean/p050_clean.png,data/processed/masked/p050_loss_small_damaged.png,data/processed/masks/p050_loss_small_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p050_loss_small_restored_opencv_telea.png,opencv_telea_canonical_canonical_p050_loss_small_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p050_loss_small_difference_maps.png,768,768,589824,446976,18082,571742,13713,18082,0.030656602647569444,3.065660264756944,93,0,675,768,127.0,171.0,666.0,683.0,5,both,127,48.52252700659956,-89.65698853371678,2.400416019593756,,6.111460208892822,34.53972244262695,234.0,0.35387903451919556,2.6493723392486572,85.0,5.75758171081543,32.68584442138672,0.0,222.6666717529297,18082,187.80885314941406,25.662717819213867,33.666664123535156,222.6666717529297,18082,0,0,100.0,0.0,0.0,571742,0.0,0.0,0.0,0.0,0,0,571742,0.0,0.0,100.0,13713,88.7645492553711,96.55620574951172,0.0,222.6666717529297,6390,0,7323,46.598118573616276,0.0,53.401881426383724,446976,7.597634315490723,37.36068344116211,0.0,222.6666717529297,18082,0,428894,4.045407359679267,0.0,95.95459264032074,199.35218811035156,19.792430877685547,11.54332160949707,9.989884376525879,93.13011169433594,100.62385559082031,4.365565299987793,7.644904136657715,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2281716,2281716,2.176013946533203,2383,2335,RGBA,PNG,3fabc6f69c399037adff7721cf1c2fe09a7ef04be4160e52cfc45a3b3a5a2f0b,5.70559470000444,2.0.0,restoration_eval.error_maps,ok,,199.35218811035156,11.54332160949707,187.80885314941406,0,18082,0,0.0,100.0
opencv_telea__canonical__canonical__p050_mixed_damage,opencv_telea__canonical__canonical__p050_mixed_damage,canonical__p050_mixed_damage,canonical__p050_mixed_damage,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,p050_mixed_damage,mixed_damage,opencv_telea,False,data/processed/clean/p050_clean.png,data/processed/masked/p050_mixed_damage_damaged.png,data/processed/masks/p050_mixed_damage_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p050_mixed_damage_restored_opencv_telea.png,opencv_telea_canonical_canonical_p050_mixed_damage_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p050_mixed_damage_difference_maps.png,768,768,589824,446976,50756,539068,58024,50756,0.08605278862847222,8.605278862847223,93,0,675,768,85.0,0.0,683.0,768.0,5,both,127,45.81429453332283,-81.97202957942577,2.379459910292102,,17.17561149597168,56.394195556640625,255.0,0.9817261099815369,4.805181980133057,105.0,16.193885803222656,53.51581573486328,0.0,255.0,50756,188.1854705810547,30.247467041015625,4.0,255.0,50756,0,0,100.0,0.0,0.0,539068,0.0,0.0,0.0,0.0,0,0,539068,0.0,0.0,100.0,58024,70.0735092163086,95.1701889038086,0.0,255.0,20820,0,37204,35.8817041224321,0.0,64.1182958775679,446976,21.369253158569336,60.569217681884766,0.0,255.0,50756,0,396220,11.355419530355098,0.0,88.64458046964491,199.59388732910156,23.410198211669922,11.408417701721191,12.221660614013672,72.86856079101562,98.51988983154297,2.795044422149658,6.186903953552246,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2607804,2607804,2.4869956970214844,2383,2335,RGBA,PNG,6a61d1123cfa7b735d770855db677ddd5be1314db8e29eea1163c67c4aabf212,6.0266664999653585,2.0.0,restoration_eval.error_maps,ok,,199.59388732910156,11.408417701721191,188.1854705810547,0,50756,0,0.0,100.0
opencv_telea__canonical__canonical__p050_scratch_thin,opencv_telea__canonical__canonical__p050_scratch_thin,canonical__p050_scratch_thin,canonical__p050_scratch_thin,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,p050_scratch_thin,scratch_thin,opencv_telea,False,data/processed/clean/p050_clean.png,data/processed/masked/p050_scratch_thin_damaged.png,data/processed/masks/p050_scratch_thin_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p050_scratch_thin_restored_opencv_telea.png,opencv_telea_canonical_canonical_p050_scratch_thin_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p050_scratch_thin_difference_maps.png,768,768,589824,446976,9208,580616,39505,9208,0.015611436631944444,1.5611436631944444,93,0,675,768,85.0,0.0,683.0,768.0,5,both,127,27.68212423979149,-108.871090356212,1.8023621671988048,,3.314718723297119,26.656116485595703,255.0,0.15866823494434357,1.8577051162719727,90.0,3.156050682067871,25.43330955505371,0.0,255.0,9208,202.16270446777344,34.681949615478516,24.666667938232422,255.0,9208,0,0,100.0,0.0,0.0,580616,0.0,0.0,0.0,0.0,0,0,580616,0.0,0.0,100.0,39505,47.12097930908203,87.09811401367188,0.0,255.0,9208,0,30297,23.308441969370968,0.0,76.69155803062904,446976,4.164685249328613,29.144100189208984,0.0,255.0,9208,0,437768,2.060065864833906,0.0,97.9399341351661,212.32632446289062,33.70384216308594,10.163589477539062,10.925859451293945,49.489952087402344,91.23341369628906,2.368974208831787,6.803643226623535,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2359901,2359901,2.250576972961426,2383,2335,RGBA,PNG,d3b9aa5786cd4b54c35fe4dd5e0bfcb79ca674b9847fadb618745b85fb66124a,5.692772599984892,2.0.0,restoration_eval.error_maps,ok,,212.32632446289062,10.163589477539062,202.16270446777344,0,9208,0,0.0,100.0
opencv_telea__canonical__canonical__p050_zero_control,opencv_telea__canonical__canonical__p050_zero_control,canonical__p050_zero_control,canonical__p050_zero_control,canonical,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,p050_zero_control,zero_control,opencv_telea,True,data/processed/clean/p050_clean.png,data/processed/masked/p050_zero_control_damaged.png,data/processed/masks/p050_zero_control_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p050_zero_control_restored_opencv_telea.png,opencv_telea_canonical_canonical_p050_zero_control_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p050_zero_control_difference_maps.png,768,768,589824,446976,0,589824,0,0,0.0,0.0,93,0,675,768,,,,,5,both,127,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,,,,589824,0.0,0.0,0.0,0.0,0,0,589824,0.0,0.0,100.0,0,,,,,0,0,0,,,,446976,0.0,0.0,0.0,0.0,0,0,446976,0.0,0.0,100.0,,,,,,,,,0.0,0.0,0.0,0.0,False,False,False,False,0,unchanged_or_undefined,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2165635,2165635,2.065310478210449,2383,2335,RGBA,PNG,63d6d275ae0a394a1e764bf6f2ec9d3c986f33b740c3bdeba4bec5141ccea0c5,5.704493099998217,2.0.0,restoration_eval.error_maps,ok,,,,,0,0,0,,
opencv_telea__damage_size__damage_size__p001__loss_large__size_02pct,opencv_telea__damage_size__damage_size__p001__loss_large__size_02pct,damage_size__p001__loss_large__size_02pct,damage_size__p001__loss_large__size_02pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,,opencv_telea,False,data/processed/clean/p001_clean.png,data/processed/damaged/damage_size_sensitivity/p001__loss_large__size_02pct_damaged.png,data/processed/masks/damage_size_sensitivity/p001__loss_large__size_02pct_mask.png,data/processed/restored/opencv_telea/damage_size/damage_size__p001__loss_large__size_02pct_restored_opencv_telea.png,opencv_telea_damage_size_damage_size_p001_loss_large_size_02pct_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/damage_size/opencv_telea_damage_size_damage_size_p001_loss_large_size_02pct_difference_maps.png,768,768,589824,509184,10169,579655,4978,10169,0.017240736219618056,1.7240736219618056,52,0,715,768,326.0,157.0,507.0,274.0,5,both,127,75.33723407742485,-89.87684793653916,4.4065234802045445,,3.6461117267608643,27.752782821655273,253.0,0.16304241120815277,2.1472907066345215,97.33333587646484,3.48306941986084,26.665203094482422,0.0,245.3333282470703,10169,202.02554321289062,33.626888275146484,43.666664123535156,245.3333282470703,10169,0,0,100.0,0.0,0.0,579655,0.0,0.0,0.0,0.0,0,0,579655,0.0,0.0,100.0,4978,98.21595001220703,104.27338409423828,0.0,245.3333282470703,2400,0,2578,48.21213338690237,0.0,51.787866613097634,509184,4.03468656539917,28.660301208496094,0.0,245.3333282470703,10169,0,499015,1.9971169557566615,0.0,98.00288304424333,211.4823455810547,26.843908309936523,9.456812858581543,13.399637222290039,100.75692749023438,106.33719635009766,2.540980339050293,5.4614386558532715,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2065698,2065698,1.9700031280517578,2383,2335,RGBA,PNG,caf084cb9b2946e2b008705d77e46425bd1ca4b5578b24cb278882e5098dbd56,6.742604599974584,2.0.0,restoration_eval.error_maps,ok,,211.4823455810547,9.456812858581543,202.02554321289062,0,10169,0,0.0,100.0
opencv_telea__damage_size__damage_size__p001__loss_large__size_04pct,opencv_telea__damage_size__damage_size__p001__loss_large__size_04pct,damage_size__p001__loss_large__size_04pct,damage_size__p001__loss_large__size_04pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,,opencv_telea,False,data/processed/clean/p001_clean.png,data/processed/damaged/damage_size_sensitivity/p001__loss_large__size_04pct_damaged.png,data/processed/masks/damage_size_sensitivity/p001__loss_large__size_04pct_mask.png,data/processed/restored/opencv_telea/damage_size/damage_size__p001__loss_large__size_04pct_restored_opencv_telea.png,opencv_telea_damage_size_damage_size_p001_loss_large_size_04pct_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/damage_size/opencv_telea_damage_size_damage_size_p001_loss_large_size_04pct_difference_maps.png,768,768,589824,509184,20290,569534,7112,20290,0.034400092230902776,3.4400092230902777,52,0,715,768,292.0,136.0,541.0,295.0,5,both,127,66.4534253326762,-92.12321340561851,3.545017962854576,,7.220914840698242,38.5557746887207,254.0,0.38110578060150146,3.2891836166381836,91.33333587646484,6.839809894561768,36.76821517944336,0.0,246.0,20290,198.8311309814453,33.54899978637695,16.666671752929688,246.0,20290,0,0,100.0,0.0,0.0,569534,0.0,0.0,0.0,0.0,0,0,569534,0.0,0.0,100.0,7112,102.00950622558594,105.97631072998047,0.0,246.0,3467,0,3645,48.74859392575928,0.0,51.25140607424073,509184,7.923037052154541,39.46418762207031,0.0,246.0,20290,0,488894,3.984807063851181,0.0,96.01519293614882,209.90975952148438,25.828798294067383,11.07862663269043,13.999388694763184,104.27901458740234,108.08995819091797,2.2694976329803467,4.504696846008301,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2101022,2101022,2.003690719604492,2383,2335,RGBA,PNG,4e8ae10db939a21bf220c0858c23024a7a0e406c75b37f675f2ac51de06e0ada,6.59001200000057,2.0.0,restoration_eval.error_maps,ok,,209.90975952148438,11.07862663269043,198.8311309814453,0,20290,0,0.0,100.0
opencv_telea__damage_size__damage_size__p001__loss_large__size_06pct,opencv_telea__damage_size__damage_size__p001__loss_large__size_06pct,damage_size__p001__loss_large__size_06pct,damage_size__p001__loss_large__size_06pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,,opencv_telea,False,data/processed/clean/p001_clean.png,data/processed/damaged/damage_size_sensitivity/p001__loss_large__size_06pct_damaged.png,data/processed/masks/damage_size_sensitivity/p001__loss_large__size_06pct_mask.png,data/processed/restored/opencv_telea/damage_size/damage_size__p001__loss_large__size_06pct_restored_opencv_telea.png,opencv_telea_damage_size_damage_size_p001_loss_large_size_06pct_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/damage_size/opencv_telea_damage_size_damage_size_p001_loss_large_size_06pct_difference_maps.png,768,768,589824,509184,30565,559259,8816,30565,0.05182054307725695,5.182054307725695,52,0,715,768,266.0,120.0,567.0,312.0,5,both,127,65.6559790610175,-86.2126288238181,3.438178935841073,,10.97037124633789,47.23729705810547,254.0,0.7547262907028198,5.765674591064453,144.3333282470703,10.215643882751465,44.700531005859375,-56.99999237060547,246.6666717529297,30565,197.135009765625,41.35737991333008,-56.99999237060547,246.6666717529297,30537,28,0,99.90839195157861,0.09160804842139703,0.0,559259,0.0,0.0,0.0,0.0,0,0,559259,0.0,0.0,100.0,8816,105.848876953125,108.83876037597656,0.0,246.6666717529297,4319,0,4497,48.990471869328495,0.0,51.00952813067151,509184,11.83350658416748,47.910736083984375,-56.99999237060547,246.6666717529297,30537,28,478619,5.997242647058823,0.005498994469582705,93.9972583584716,211.69924926757812,23.776731491088867,14.564229965209961,20.985185623168945,108.18174743652344,110.92180633544922,2.3328795433044434,5.359377861022949,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2132730,2132730,2.0339298248291016,2383,2335,RGBA,PNG,40a01c94dc271f138d8821a913ae2dbb525bdd1b0d1f3632ed1cbc29490dcc3c,6.10616820002906,2.0.0,restoration_eval.error_maps,ok,,211.69924926757812,14.564229965209961,197.135009765625,28,30537,0,0.09160804842139703,99.90839195157861
opencv_telea__damage_size__damage_size__p001__loss_large__size_08pct,opencv_telea__damage_size__damage_size__p001__loss_large__size_08pct,damage_size__p001__loss_large__size_08pct,damage_size__p001__loss_large__size_08pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,,opencv_telea,False,data/processed/clean/p001_clean.png,data/processed/damaged/damage_size_sensitivity/p001__loss_large__size_08pct_damaged.png,data/processed/masks/damage_size_sensitivity/p001__loss_large__size_08pct_mask.png,data/processed/restored/opencv_telea/damage_size/damage_size__p001__loss_large__size_08pct_restored_opencv_telea.png,opencv_telea_damage_size_damage_size_p001_loss_large_size_08pct_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/damage_size/opencv_telea_damage_size_damage_size_p001_loss_large_size_08pct_difference_maps.png,768,768,589824,509184,40785,549039,10249,40785,0.06914774576822917,6.914774576822917,52,0,715,768,243.0,106.0,589.0,325.0,5,both,127,63.617195864492665,-84.88369089943198,3.2582600223772573,,14.880964279174805,54.92326736450195,254.0,1.0500625371932983,6.8155517578125,149.6666717529297,13.830900192260742,51.923065185546875,-62.333335876464844,247.3333282470703,40785,200.01956176757812,41.804840087890625,-62.333335876464844,247.3333282470703,40751,32,2,99.91663601814392,0.07846021821748192,0.00490376363859262,549039,0.0,0.0,0.0,0.0,0,0,549039,0.0,0.0,100.0,10249,109.61296081542969,111.97488403320312,0.0,247.3333282470703,5041,0,5208,49.185286369401894,0.0,50.814713630598106,509184,16.021316528320312,55.56870651245117,-62.333335876464844,247.3333282470703,40751,32,468401,8.003197272498742,0.006284565108094519,91.99051816239316,215.20533752441406,22.673826217651367,15.185778617858887,21.380229949951172,111.06446075439453,113.37309265136719,1.451491117477417,2.9572930335998535,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2162975,2162975,2.0627737045288086,2383,2335,RGBA,PNG,d6456e092fafa157fb16070410a4992b1ee68fadbf2243f2c3bfe1d27d2e34f4,6.199350800015964,2.0.0,restoration_eval.error_maps,ok,,215.20533752441406,15.185778617858887,200.01956176757812,32,40751,2,0.07846021821748192,99.91663601814392
opencv_telea__damage_size__damage_size__p001__loss_large__size_10pct,opencv_telea__damage_size__damage_size__p001__loss_large__size_10pct,damage_size__p001__loss_large__size_10pct,damage_size__p001__loss_large__size_10pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,,opencv_telea,False,data/processed/clean/p001_clean.png,data/processed/damaged/damage_size_sensitivity/p001__loss_large__size_10pct_damaged.png,data/processed/masks/damage_size_sensitivity/p001__loss_large__size_10pct_mask.png,data/processed/restored/opencv_telea/damage_size/damage_size__p001__loss_large__size_10pct_restored_opencv_telea.png,opencv_telea_damage_size_damage_size_p001_loss_large_size_10pct_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/damage_size/opencv_telea_damage_size_damage_size_p001_loss_large_size_10pct_difference_maps.png,768,768,589824,509184,50905,538919,11475,50905,0.08630540635850695,8.630540635850695,52,0,715,768,224.0,94.0,608.0,337.0,5,both,127,69.42148446452543,-101.97110958321056,3.720585136717517,,18.77923011779785,61.44076919555664,254.0,1.0960198640823364,6.545588970184326,144.6666717529297,17.68321418762207,58.59407043457031,-57.333335876464844,247.6666717529297,50905,204.89111328125,37.72446060180664,-57.333335876464844,247.6666717529297,50876,27,2,99.9430311364306,0.05303997642667715,0.003928887142716825,538919,0.0,0.0,0.0,0.0,0,0,538919,0.0,0.0,100.0,11475,110.37586212158203,112.43373107910156,0.0,247.6666717529297,5658,0,5817,49.30718954248366,0.0,50.69281045751634,509184,20.483718872070312,62.60689163208008,-57.333335876464844,247.6666717529297,50876,27,458281,9.991672951231775,0.005302601809954751,90.00302444695826,217.59043884277344,21.914674758911133,12.699315071105957,18.683635711669922,111.64873504638672,113.6845932006836,1.2728831768035889,2.3838632106781006,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2187772,2187772,2.0864219665527344,2383,2335,RGBA,PNG,987df4a3aaee28b811d71dc562b2202dbb61d1149e12c9b43e1c6bc9c2772df4,6.191020000027493,2.0.0,restoration_eval.error_maps,ok,,217.59043884277344,12.699315071105957,204.89111328125,27,50876,2,0.05303997642667715,99.9430311364306
opencv_telea__damage_size__damage_size__p001__loss_large__size_15pct,opencv_telea__damage_size__damage_size__p001__loss_large__size_15pct,damage_size__p001__loss_large__size_15pct,damage_size__p001__loss_large__size_15pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,,opencv_telea,False,data/processed/clean/p001_clean.png,data/processed/damaged/damage_size_sensitivity/p001__loss_large__size_15pct_damaged.png,data/processed/masks/damage_size_sensitivity/p001__loss_large__size_15pct_mask.png,data/processed/restored/opencv_telea/damage_size/damage_size__p001__loss_large__size_15pct_restored_opencv_telea.png,opencv_telea_damage_size_damage_size_p001_loss_large_size_15pct_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/damage_size/opencv_telea_damage_size_damage_size_p001_loss_large_size_15pct_difference_maps.png,768,768,589824,509184,76373,513451,14031,76373,0.12948438856336805,12.948438856336805,52,0,715,768,183.0,69.0,650.0,363.0,5,both,127,62.36793980420655,-134.12527987639612,3.155832290990528,,28.5455322265625,74.38077545166016,254.0,1.5824065208435059,7.10964822769165,143.3333282470703,26.963125228881836,70.87867736816406,-55.99999237060547,247.33334350585938,76373,208.2345733642578,32.42633819580078,-55.99999237060547,247.33334350585938,76348,24,1,99.96726591858379,0.031424718159559,0.001309363256648292,513451,0.0,0.0,0.0,0.0,0,0,513451,0.0,0.0,100.0,14031,109.57942962646484,111.29917907714844,0.0,247.33334350585938,6940,0,7091,49.46190578005844,0.0,50.538094219941556,509184,31.233301162719727,75.4059066772461,-55.99999237060547,247.33334350585938,76348,24,432812,14.994186777275011,0.0047134238310708905,85.00109979889392,220.4553985595703,20.48433494567871,12.22082805633545,16.135744094848633,111.26113891601562,112.9674301147461,1.6817047595977783,3.9978339672088623,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2240395,2240395,2.1366071701049805,2383,2335,RGBA,PNG,b23b9e7cf3faf50d4fe4c004558b49622467274f3cb40fbc18abb6f6945a65e5,6.3179220000165515,2.0.0,restoration_eval.error_maps,ok,,220.4553985595703,12.22082805633545,208.2345733642578,24,76348,1,0.031424718159559,99.96726591858379
opencv_telea__damage_size__damage_size__p001__loss_large__size_20pct,opencv_telea__damage_size__damage_size__p001__loss_large__size_20pct,damage_size__p001__loss_large__size_20pct,damage_size__p001__loss_large__size_20pct,damage_size,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,,opencv_telea,False,data/processed/clean/p001_clean.png,data/processed/damaged/damage_size_sensitivity/p001__loss_large__size_20pct_damaged.png,data/processed/masks/damage_size_sensitivity/p001__loss_large__size_20pct_mask.png,data/processed/restored/opencv_telea/damage_size/damage_size__p001__loss_large__size_20pct_restored_opencv_telea.png,opencv_telea_damage_size_damage_size_p001_loss_large_size_20pct_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/damage_size/opencv_telea_damage_size_damage_size_p001_loss_large_size_20pct_difference_maps.png,768,768,589824,509184,101967,487857,16429,101967,0.17287699381510416,17.287699381510414,52,0,715,768,148.0,47.0,685.0,384.0,5,both,127,59.26963952389825,-135.90833635718744,2.9434862569813056,,38.02642822265625,83.65753936767578,254.0,2.263439416885376,9.019182205200195,143.3333282470703,35.762996673583984,79.34318542480469,-55.99999237060547,248.0,101967,206.86959838867188,31.911916732788086,-55.99999237060547,248.0,101941,25,1,99.97450155442446,0.024517736130316672,0.0009807094452126668,487857,0.0,0.0,0.0,0.0,0,0,487857,0.0,0.0,100.0,16429,106.71077728271484,109.20218658447266,0.0,248.0,8144,0,8285,49.57088075963236,0.0,50.42911924036765,509184,41.42681121826172,84.01014709472656,-55.99999237060547,248.0,101941,25,407218,20.020464115133233,0.0049098164906988435,79.97462606837607,219.96238708496094,21.540632247924805,13.092775344848633,18.13159942626953,108.1856918334961,110.55662536621094,1.4749122858047485,2.801663637161255,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2288764,2288764,2.1827354431152344,2383,2335,RGBA,PNG,a3374f01428d0899d727422438338d8bd69834fca90bac979b1038ae95e3b163,6.206183200003579,2.0.0,restoration_eval.error_maps,ok,,219.96238708496094,13.092775344848633,206.86959838867188,25,101941,1,0.024517736130316672,99.97450155442446
