spatial_case_id,restoration_case_id,case_id,source_case_id,dataset_name,painting_id,category,title,artist,mask_id,mask_type,model_name,is_zero_control,clean_path,damaged_path,mask_path,restored_path,figure_filename,figure_path,image_width,image_height,full_pixel_count,content_pixel_count,masked_pixel_count,outside_mask_pixel_count,boundary_pixel_count,mask_area_pixels,mask_area_fraction_full,mask_area_percentage_full,content_x_min,content_y_min,content_x_max,content_y_max,mask_bbox_x_min,mask_bbox_y_min,mask_bbox_x_max,mask_bbox_y_max,boundary_width_pixels,boundary_mode,mask_threshold,mse_improvement,mae_improvement,psnr_improvement,ssim_improvement,damaged_error_mean_full,damaged_error_std_full,damaged_error_max_full,restored_error_mean_full,restored_error_std_full,restored_error_max_full,improvement_mean_full,improvement_std_full,improvement_min_full,improvement_max_full,improvement_masked_pixel_count,improvement_masked_mean,improvement_masked_std,improvement_masked_min,improvement_masked_max,improvement_masked_positive_pixels,improvement_masked_negative_pixels,improvement_masked_zero_pixels,improvement_masked_positive_percentage,improvement_masked_negative_percentage,improvement_masked_zero_percentage,improvement_outside_mask_pixel_count,improvement_outside_mask_mean,improvement_outside_mask_std,improvement_outside_mask_min,improvement_outside_mask_max,improvement_outside_mask_positive_pixels,improvement_outside_mask_negative_pixels,improvement_outside_mask_zero_pixels,improvement_outside_mask_positive_percentage,improvement_outside_mask_negative_percentage,improvement_outside_mask_zero_percentage,improvement_boundary_pixel_count,improvement_boundary_mean,improvement_boundary_std,improvement_boundary_min,improvement_boundary_max,improvement_boundary_positive_pixels,improvement_boundary_negative_pixels,improvement_boundary_zero_pixels,improvement_boundary_positive_percentage,improvement_boundary_negative_percentage,improvement_boundary_zero_percentage,improvement_content_pixel_count,improvement_content_mean,improvement_content_std,improvement_content_min,improvement_content_max,improvement_content_positive_pixels,improvement_content_negative_pixels,improvement_content_zero_pixels,improvement_content_positive_percentage,improvement_content_negative_percentage,improvement_content_zero_percentage,damaged_error_masked_mean,damaged_error_masked_std,restored_error_masked_mean,restored_error_masked_std,damaged_error_boundary_mean,damaged_error_boundary_std,restored_error_boundary_mean,restored_error_boundary_std,damaged_error_outside_mask_mean,damaged_error_outside_mask_std,restored_error_outside_mask_mean,restored_error_outside_mask_std,flag_net_masked_degradation,flag_boundary_degradation,flag_outside_mask_degradation,flag_high_negative_masked_percentage,spatial_flag_count,boundary_net_change_class,outside_mask_net_change_class,absolute_error_vmin,absolute_error_vmax,signed_improvement_vmin,signed_improvement_vmax,figure_size_bytes,figure_size_bytes_disk,figure_filesize_mb,figure_width,figure_height,figure_mode,figure_format,figure_sha256,generation_runtime_seconds,spatial_schema_version,implementation_name,status,issue,damaged_error_mean_masked,restored_error_mean_masked,improvement_mean_masked,negative_improvement_pixels_masked,positive_improvement_pixels_masked,zero_improvement_pixels_masked,negative_improvement_percentage_masked,positive_improvement_percentage_masked
opencv_telea__canonical__canonical__p009_loss_small,opencv_telea__canonical__canonical__p009_loss_small,canonical__p009_loss_small,canonical__p009_loss_small,canonical,p009,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,p009_loss_small,loss_small,opencv_telea,False,data/processed/clean/p009_clean.png,data/processed/masked/p009_loss_small_damaged.png,data/processed/masks/p009_loss_small_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p009_loss_small_restored_opencv_telea.png,opencv_telea_canonical_canonical_p009_loss_small_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p009_loss_small_difference_maps.png,768,768,589824,473856,18061,571763,13963,18061,0.030620998806423612,3.062099880642361,75,0,692,768,342.0,9.0,611.0,684.0,5,both,127,32.801506007419306,-0.4622113947178832,1.638507677900165,,3.791642904281616,22.947845458984375,250.0,0.6743492484092712,5.973090648651123,196.3333282470703,3.117293357849121,19.392396926879883,-80.33332824707031,229.0,18061,101.80248260498047,47.27460479736328,-80.33332824707031,229.0,17825,230,6,98.69331709207685,1.273462156026798,0.03322075189635125,571763,0.0,0.0,0.0,0.0,0,0,571763,0.0,0.0,100.0,13963,51.763038635253906,63.562015533447266,-49.666664123535156,229.0,6605,16,7342,47.30358805414309,0.11458855546802263,52.581823390388884,473856,3.880197286605835,21.56711769104004,-80.33332824707031,229.0,17825,230,455801,3.761691315505132,0.04853795245813074,96.18977073203673,123.82494354248047,48.31523513793945,22.022441864013672,26.362937927246094,58.124900817871094,69.83412170410156,6.361861705780029,14.561269760131836,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2703511,2703511,2.5782690048217773,2383,2335,RGBA,PNG,742530b8baf0d4183881a24ca30b969789d2b7198470d16538793b704108d734,5.635244300006889,2.0.0,restoration_eval.error_maps,ok,,123.82494354248047,22.022441864013672,101.80248260498047,230,17825,6,1.273462156026798,98.69331709207685
opencv_telea__canonical__canonical__p009_mixed_damage,opencv_telea__canonical__canonical__p009_mixed_damage,canonical__p009_mixed_damage,canonical__p009_mixed_damage,canonical,p009,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,p009_mixed_damage,mixed_damage,opencv_telea,False,data/processed/clean/p009_clean.png,data/processed/masked/p009_mixed_damage_damaged.png,data/processed/masks/p009_mixed_damage_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p009_mixed_damage_restored_opencv_telea.png,opencv_telea_canonical_canonical_p009_mixed_damage_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p009_mixed_damage_difference_maps.png,768,768,589824,473856,40422,549402,39853,40422,0.06853230794270833,6.853230794270833,75,0,692,768,67.0,62.0,700.0,768.0,5,both,127,29.080442993089576,-34.71673016344235,1.504058787597426,,10.236725807189941,39.6500244140625,255.0,1.4637869596481323,8.674667358398438,160.0,8.772939682006836,35.234256744384766,-79.0,239.66665649414062,40422,128.01174926757812,53.3936882019043,-79.0,239.66665649414062,39841,569,12,98.56266389589827,1.4076492998862007,0.029686804215526198,549402,0.0,0.0,0.0,0.0,0,0,549402,0.0,0.0,100.0,39853,54.44789505004883,74.83914184570312,-67.33332824707031,239.66665649414062,15213,78,24562,38.17278498481921,0.1957192683110431,61.631495746869746,473856,10.919965744018555,39.01065444946289,-79.0,239.66665649414062,39841,569,433446,8.407828538627768,0.12007867368989736,91.47209278768233,149.37083435058594,46.446929931640625,21.359079360961914,25.94369125366211,59.791439056396484,81.62702941894531,5.343545913696289,14.776281356811523,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2883236,2883236,2.7496681213378906,2383,2335,RGBA,PNG,2db9c6df16e15f8f595c90fd10391ba342c1203040270429aa7cf2ceca0885de,5.69876130000921,2.0.0,restoration_eval.error_maps,ok,,149.37083435058594,21.359079360961914,128.01174926757812,569,39841,12,1.4076492998862007,98.56266389589827
opencv_telea__canonical__canonical__p009_scratch_thin,opencv_telea__canonical__canonical__p009_scratch_thin,canonical__p009_scratch_thin,canonical__p009_scratch_thin,canonical,p009,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,p009_scratch_thin,scratch_thin,opencv_telea,False,data/processed/clean/p009_clean.png,data/processed/masked/p009_scratch_thin_damaged.png,data/processed/masks/p009_scratch_thin_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p009_scratch_thin_restored_opencv_telea.png,opencv_telea_canonical_canonical_p009_scratch_thin_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p009_scratch_thin_difference_maps.png,768,768,589824,473856,12074,577750,50325,12074,0.020470513237847224,2.0470513237847223,75,0,692,768,67.0,0.0,700.0,761.0,5,both,127,44.86210038098393,3.63422781734856,2.573955924172161,,2.555044412612915,19.413347244262695,255.0,0.2574480175971985,3.1322624683380127,154.3333282470703,2.2975969314575195,17.536487579345703,-98.0,252.6666717529297,12074,112.23932647705078,51.79964828491211,-98.0,252.6666717529297,12029,44,1,99.6272983269836,0.36441941361603447,0.008282259400364419,577750,0.0,0.0,0.0,0.0,0,0,577750,0.0,0.0,100.0,50325,26.928516387939453,54.2314453125,-98.0,252.6666717529297,12029,44,38252,23.902632886239445,0.08743169398907104,76.0099354197715,473856,2.8598930835723877,19.523893356323242,-98.0,252.6666717529297,12029,44,461783,2.538534913560238,0.009285521339816315,97.45217956509995,124.81586456298828,56.131011962890625,12.576528549194336,18.009628295898438,29.945880889892578,59.974002838134766,3.017367362976074,10.327677726745605,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2816769,2816769,2.6862802505493164,2383,2335,RGBA,PNG,504eddf76d1da5b8589aab67ff89e31b93f8b6abb9c62529dbdc86b5dd3a4085,5.674870699993335,2.0.0,restoration_eval.error_maps,ok,,124.81586456298828,12.576528549194336,112.23932647705078,44,12029,1,0.36441941361603447,99.6272983269836
opencv_telea__canonical__canonical__p009_zero_control,opencv_telea__canonical__canonical__p009_zero_control,canonical__p009_zero_control,canonical__p009_zero_control,canonical,p009,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,p009_zero_control,zero_control,opencv_telea,True,data/processed/clean/p009_clean.png,data/processed/masked/p009_zero_control_damaged.png,data/processed/masks/p009_zero_control_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p009_zero_control_restored_opencv_telea.png,opencv_telea_canonical_canonical_p009_zero_control_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p009_zero_control_difference_maps.png,768,768,589824,473856,0,589824,0,0,0.0,0.0,75,0,692,768,,,,,5,both,127,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,,,,589824,0.0,0.0,0.0,0.0,0,0,589824,0.0,0.0,100.0,0,,,,,0,0,0,,,,473856,0.0,0.0,0.0,0.0,0,0,473856,0.0,0.0,100.0,,,,,,,,,0.0,0.0,0.0,0.0,False,False,False,False,0,unchanged_or_undefined,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2603141,2603141,2.482548713684082,2383,2335,RGBA,PNG,0bad616fa68d4e9d3bbb7e2d8acb0b24b70b91670f86cd14af70d6a4a37d8bb0,5.779108399990946,2.0.0,restoration_eval.error_maps,ok,,,,,0,0,0,,
opencv_telea__canonical__canonical__p010_loss_large,opencv_telea__canonical__canonical__p010_loss_large,canonical__p010_loss_large,canonical__p010_loss_large,canonical,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,p010_loss_large,loss_large,opencv_telea,False,data/processed/clean/p010_clean.png,data/processed/masked/p010_loss_large_damaged.png,data/processed/masks/p010_loss_large_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p010_loss_large_restored_opencv_telea.png,opencv_telea_canonical_canonical_p010_loss_large_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p010_loss_large_difference_maps.png,768,768,589824,533760,73017,516807,18205,73017,0.1237945556640625,12.37945556640625,0,36,768,731,26.0,165.0,752.0,516.0,5,both,127,33.13998110029172,-80.43954147664243,1.4505938222442405,,23.686914443969727,63.496116638183594,244.0,1.9565232992172241,6.817476272583008,107.33333587646484,21.730392456054688,58.58018112182617,-5.0,234.0,73017,175.53594970703125,26.870784759521484,-5.0,234.0,73015,2,0,99.99726091184245,0.0027390881575523507,0.0,516807,0.0,0.0,0.0,0.0,0,0,516807,0.0,0.0,100.0,18205,91.36328887939453,93.75325775146484,0.0,234.0,9006,0,9199,49.4699258445482,0.0,50.5300741554518,533760,24.01286506652832,61.13328552246094,-5.0,234.0,73015,2,460743,13.679369004796163,0.0003747002398081535,86.32025629496403,191.3405303955078,22.118141174316406,15.804596900939941,12.513253211975098,95.99749755859375,98.09888458251953,4.63420295715332,7.343191623687744,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2946527,2946527,2.8100271224975586,2383,2335,RGBA,PNG,c7171555b99d2dad24eebe0e1489141b7a7a19bd88b9133708db008f41c91015,6.351200299977791,2.0.0,restoration_eval.error_maps,ok,,191.3405303955078,15.804596900939941,175.53594970703125,2,73015,0,0.0027390881575523507,99.99726091184245
opencv_telea__canonical__canonical__p010_loss_small,opencv_telea__canonical__canonical__p010_loss_small,canonical__p010_loss_small,canonical__p010_loss_small,canonical,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,p010_loss_small,loss_small,opencv_telea,False,data/processed/clean/p010_clean.png,data/processed/masked/p010_loss_small_damaged.png,data/processed/masks/p010_loss_small_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p010_loss_small_restored_opencv_telea.png,opencv_telea_canonical_canonical_p010_loss_small_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p010_loss_small_difference_maps.png,768,768,589824,533760,19717,570107,17151,19717,0.03342861599392361,3.342861599392361,0,36,768,731,31.0,77.0,682.0,669.0,5,both,127,47.8399181755169,-92.8655305911988,2.243881287354768,,6.753572940826416,36.49631118774414,240.0,0.4364589750766754,3.2670247554779053,103.0,6.317114353179932,34.27528381347656,0.0,233.33334350585938,19717,188.9732666015625,25.02513313293457,12.333335876464844,233.33334350585938,19717,0,0,100.0,0.0,0.0,570107,0.0,0.0,0.0,0.0,0,0,570107,0.0,0.0,100.0,17151,88.12195587158203,97.13134765625,0.0,233.33334350585938,7870,0,9281,45.88653722814996,0.0,54.11346277185004,533760,6.980639457702637,35.96607208251953,0.0,233.33334350585938,19717,0,514043,3.6939823141486814,0.0,96.30601768585132,202.02969360351562,19.848289489746094,13.056448936462402,12.43055248260498,92.77851867675781,101.73072814941406,4.65656042098999,8.281769752502441,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2796089,2796089,2.666558265686035,2383,2335,RGBA,PNG,d7c1d6ecc4e08cc960f481bb2b44f3ddf15984bb93edd6fd14b5b6f9bf5d1274,5.783976299979258,2.0.0,restoration_eval.error_maps,ok,,202.02969360351562,13.056448936462402,188.9732666015625,0,19717,0,0.0,100.0
opencv_telea__canonical__canonical__p010_mixed_damage,opencv_telea__canonical__canonical__p010_mixed_damage,canonical__p010_mixed_damage,canonical__p010_mixed_damage,canonical,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,p010_mixed_damage,mixed_damage,opencv_telea,False,data/processed/clean/p010_clean.png,data/processed/masked/p010_mixed_damage_damaged.png,data/processed/masks/p010_mixed_damage_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p010_mixed_damage_restored_opencv_telea.png,opencv_telea_canonical_canonical_p010_mixed_damage_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p010_mixed_damage_difference_maps.png,768,768,589824,533760,43214,546610,49610,43214,0.07326592339409722,7.326592339409722,0,36,768,731,0.0,28.0,722.0,739.0,5,both,127,36.09495379583777,-61.61861125252618,1.736979514680101,,13.837060928344727,49.84546661376953,255.0,1.1184368133544922,5.601259708404541,123.33333587646484,12.718624114990234,46.30907440185547,-29.666671752929688,255.0,43214,173.5953369140625,36.64780044555664,-29.666671752929688,255.0,43210,4,0,99.99074374045448,0.009256259545517656,0.0,546610,0.0,0.0,0.0,0.0,0,0,546610,0.0,0.0,100.0,49610,66.10774230957031,92.20060729980469,0.0,255.0,17273,0,32337,34.81757710139085,0.0,65.18242289860915,533760,14.054533958435059,48.4871940612793,-29.666671752929688,255.0,43210,4,490546,8.095398681055157,0.000749400479616307,91.90385191846524,188.86077880859375,29.267074584960938,15.265446662902832,14.569214820861816,69.5406723022461,96.46141052246094,3.4329233169555664,7.756087779998779,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,3051132,3051132,2.9097862243652344,2383,2335,RGBA,PNG,bf4c6051e9670a0214f73dc09c9d63839b7a82f7acaaa5d504af58fe0fae69dc,5.9541775999823585,2.0.0,restoration_eval.error_maps,ok,,188.86077880859375,15.265446662902832,173.5953369140625,4,43210,0,0.009256259545517656,99.99074374045448
opencv_telea__canonical__canonical__p010_scratch_thin,opencv_telea__canonical__canonical__p010_scratch_thin,canonical__p010_scratch_thin,canonical__p010_scratch_thin,canonical,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,p010_scratch_thin,scratch_thin,opencv_telea,False,data/processed/clean/p010_clean.png,data/processed/masked/p010_scratch_thin_damaged.png,data/processed/masks/p010_scratch_thin_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p010_scratch_thin_restored_opencv_telea.png,opencv_telea_canonical_canonical_p010_scratch_thin_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p010_scratch_thin_difference_maps.png,768,768,589824,533760,13544,576280,57634,13544,0.022962782118055556,2.296278211805556,0,36,768,731,0.0,28.0,768.0,739.0,5,both,127,35.434903524315814,-92.18249163221104,2.146867726129585,,4.738420486450195,31.341291427612305,255.0,0.21977518498897552,2.1674063205718994,93.0,4.518645763397217,29.95279884338379,0.0,255.0,13544,196.78128051757812,35.170047760009766,64.0,255.0,13544,0,0,100.0,0.0,0.0,576280,0.0,0.0,0.0,0.0,0,0,576280,0.0,0.0,100.0,57634,46.23485565185547,85.15090942382812,0.0,255.0,13542,0,44092,23.496547177013568,0.0,76.50345282298643,533760,4.993265628814697,31.44893455505371,0.0,255.0,13544,0,520216,2.5374700239808154,0.0,97.46252997601918,206.35220336914062,34.255455017089844,9.570929527282715,10.727416038513184,48.48395919799805,89.04720306396484,2.249100685119629,6.596307754516602,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2951187,2951187,2.8144712448120117,2383,2335,RGBA,PNG,11fc135f7117439114b9c9445ec63bfeeb20f5b884e628befea29fffcaa905b8,5.832976100035012,2.0.0,restoration_eval.error_maps,ok,,206.35220336914062,9.570929527282715,196.78128051757812,0,13544,0,0.0,100.0
opencv_telea__canonical__canonical__p010_zero_control,opencv_telea__canonical__canonical__p010_zero_control,canonical__p010_zero_control,canonical__p010_zero_control,canonical,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,p010_zero_control,zero_control,opencv_telea,True,data/processed/clean/p010_clean.png,data/processed/masked/p010_zero_control_damaged.png,data/processed/masks/p010_zero_control_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p010_zero_control_restored_opencv_telea.png,opencv_telea_canonical_canonical_p010_zero_control_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p010_zero_control_difference_maps.png,768,768,589824,533760,0,589824,0,0,0.0,0.0,0,36,768,731,,,,,5,both,127,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,0,0,,,,589824,0.0,0.0,0.0,0.0,0,0,589824,0.0,0.0,100.0,0,,,,,0,0,0,,,,533760,0.0,0.0,0.0,0.0,0,0,533760,0.0,0.0,100.0,,,,,,,,,0.0,0.0,0.0,0.0,False,False,False,False,0,unchanged_or_undefined,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2654621,2654621,2.531643867492676,2383,2335,RGBA,PNG,5b2cafa1712d542d43dff0680d17340d28d2b9c9f9b608898e824b98cb729d63,5.81515630002832,2.0.0,restoration_eval.error_maps,ok,,,,,0,0,0,,
opencv_telea__canonical__canonical__p011_loss_large,opencv_telea__canonical__canonical__p011_loss_large,canonical__p011_loss_large,canonical__p011_loss_large,canonical,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,p011_loss_large,loss_large,opencv_telea,False,data/processed/clean/p011_clean.png,data/processed/masked/p011_loss_large_damaged.png,data/processed/masks/p011_loss_large_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p011_loss_large_restored_opencv_telea.png,opencv_telea_canonical_canonical_p011_loss_large_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p011_loss_large_difference_maps.png,768,768,589824,405504,42824,547000,9739,42824,0.0726047092013889,7.260470920138889,0,120,768,648,351.0,292.0,655.0,581.0,5,both,127,32.32045893268572,-39.8970826327916,1.873537076358602,,9.734347343444824,35.03800964355469,228.0,0.7460705637931824,3.955090045928955,88.0,8.988276481628418,32.486881256103516,0.0,191.6666717529297,42824,123.79743957519531,17.975849151611328,40.33333206176758,191.6666717529297,42824,0,0,100.0,0.0,0.0,547000,0.0,0.0,0.0,0.0,0,0,547000,0.0,0.0,100.0,9739,64.40746307373047,67.37738800048828,0.0,191.6666717529297,4741,0,4998,48.6805626861074,0.0,51.3194373138926,405504,13.073857307434082,38.49296951293945,0.0,191.6666717529297,42824,0,362680,10.560684974747476,0.0,89.43931502525253,134.07321166992188,15.438131332397461,10.275788307189941,10.840909004211426,66.98963165283203,70.00870513916016,2.5821609497070312,5.364303112030029,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,1887286,1887286,1.799856185913086,2383,2335,RGBA,PNG,cf64eaeca59324bec90559435cf8092ce556bcf14571bba706a98f5b62c5da2c,5.766548000043258,2.0.0,restoration_eval.error_maps,ok,,134.07321166992188,10.275788307189941,123.79743957519531,0,42824,0,0.0,100.0
opencv_telea__canonical__canonical__p011_loss_small,opencv_telea__canonical__canonical__p011_loss_small,canonical__p011_loss_small,canonical__p011_loss_small,canonical,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,p011_loss_small,loss_small,opencv_telea,False,data/processed/clean/p011_clean.png,data/processed/masked/p011_loss_small_damaged.png,data/processed/masks/p011_loss_small_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p011_loss_small_restored_opencv_telea.png,opencv_telea_canonical_canonical_p011_loss_small_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p011_loss_small_difference_maps.png,768,768,589824,405504,19318,570506,16010,19318,0.032752143012152776,3.2752143012152777,0,120,768,648,116.0,138.0,672.0,597.0,5,both,127,53.17693342996169,-25.11057045242778,3.709628304381901,,4.509931564331055,24.6438045501709,221.3333282470703,0.2205980271100998,1.9678478240966797,99.0,4.289333820343018,23.509428024291992,0.0,206.0,19318,130.9634552001953,16.892120361328125,11.666664123535156,206.0,19318,0,0,100.0,0.0,0.0,570506,0.0,0.0,0.0,0.0,0,0,570506,0.0,0.0,100.0,16010,61.780845642089844,67.71168518066406,0.0,206.0,7382,0,8628,46.10868207370393,0.0,53.89131792629607,405504,6.239030838012695,28.138107299804688,0.0,206.0,19318,0,386186,4.76394807449495,0.0,95.23605192550505,137.69882202148438,14.24309253692627,6.735376834869385,8.622916221618652,63.91667556762695,69.83934020996094,2.1358320713043213,5.144428730010986,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,1853440,1853440,1.767578125,2383,2335,RGBA,PNG,9370379e4447008998dc5163f46f32e415e57c79315cd2e50b925f61925e1dec,5.942118499951903,2.0.0,restoration_eval.error_maps,ok,,137.69882202148438,6.735376834869385,130.9634552001953,0,19318,0,0.0,100.0
opencv_telea__canonical__canonical__p011_mixed_damage,opencv_telea__canonical__canonical__p011_mixed_damage,canonical__p011_mixed_damage,canonical__p011_mixed_damage,canonical,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,p011_mixed_damage,mixed_damage,opencv_telea,False,data/processed/clean/p011_clean.png,data/processed/masked/p011_mixed_damage_damaged.png,data/processed/masks/p011_mixed_damage_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p011_mixed_damage_restored_opencv_telea.png,opencv_telea_canonical_canonical_p011_mixed_damage_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p011_mixed_damage_difference_maps.png,768,768,589824,405504,36991,552833,35589,36991,0.06271531846788195,6.271531846788195,0,120,768,648,0.0,134.0,768.0,648.0,5,both,127,57.61134690420192,-15.850594288700847,3.8446715115386105,,9.253679275512695,36.36354064941406,255.0,0.44462865591049194,2.923769950866699,108.0,8.80904769897461,34.600284576416016,0.0,255.0,36991,140.46087646484375,24.437118530273438,21.666664123535156,255.0,36991,0,0,100.0,0.0,0.0,552833,0.0,0.0,0.0,0.0,0,0,552833,0.0,0.0,100.0,35589,50.94457244873047,68.30219268798828,0.0,255.0,13171,0,22418,37.008626260923315,0.0,62.991373739076685,405504,12.813165664672852,41.110172271728516,0.0,255.0,36991,0,368513,9.122228140782829,0.0,90.87777185921718,147.55052185058594,26.04796600341797,7.089634895324707,9.444292068481445,52.617340087890625,70.56526184082031,1.6727639436721802,4.443370819091797,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,2014100,2014100,1.9207954406738281,2383,2335,RGBA,PNG,c81a36728461c91389708569f09db059e03cc5c789ecdfac1b5b109281d08a9d,5.815138300007675,2.0.0,restoration_eval.error_maps,ok,,147.55052185058594,7.089634895324707,140.46087646484375,0,36991,0,0.0,100.0
opencv_telea__canonical__canonical__p011_scratch_thin,opencv_telea__canonical__canonical__p011_scratch_thin,canonical__p011_scratch_thin,canonical__p011_scratch_thin,canonical,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,p011_scratch_thin,scratch_thin,opencv_telea,False,data/processed/clean/p011_clean.png,data/processed/masked/p011_scratch_thin_damaged.png,data/processed/masks/p011_scratch_thin_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p011_scratch_thin_restored_opencv_telea.png,opencv_telea_canonical_canonical_p011_scratch_thin_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p011_scratch_thin_difference_maps.png,768,768,589824,405504,7275,582549,26632,7275,0.012334187825520834,1.2334187825520835,0,120,768,648,0.0,112.0,768.0,656.0,5,both,127,58.83986254295533,-13.08820160366554,5.824282991371753,,1.735180377960205,16.03814697265625,255.0,0.0640953928232193,1.3148760795593262,113.33333587646484,1.6710848808288574,15.35682201385498,0.0,254.0,7275,135.48397827148438,31.474931716918945,63.999996185302734,254.0,7275,0,0,100.0,0.0,0.0,582549,0.0,0.0,0.0,0.0,0,0,582549,0.0,0.0,100.0,26632,37.00983428955078,62.57101058959961,0.0,254.0,7275,0,19357,27.316761790327426,0.0,72.68323820967257,405504,2.430669069290161,18.47110939025879,0.0,254.0,7275,0,398229,1.794063683712121,0.0,98.20593631628788,140.68055725097656,36.15911102294922,5.196563720703125,10.653644561767578,38.42937088012695,65.47220611572266,1.4195328950881958,6.030438423156738,0.0,0.0,0.0,0.0,False,False,False,False,0,improved,unchanged_or_undefined,0.0,255.0,-253.3333282470703,253.3333282470703,1880299,1880299,1.7931928634643555,2383,2335,RGBA,PNG,71bf5e8ec27c67fc713abeedd7a93fe48860500b06ca37df8f839999ff6fb109,5.859973800019361,2.0.0,restoration_eval.error_maps,ok,,140.68055725097656,5.196563720703125,135.48397827148438,0,7275,0,0.0,100.0
