restoration_case_id,model_name,iopaint_model_name,iopaint_package_version,lama_model_version,restoration_method,inference_mode,restoration_generator_name,restoration_generator_version,execution_device,execution_backend,operating_system,processor,machine,python_version,torch_version,cuda_available,cuda_device_count,cuda_device_name,cuda_runtime_version,retry_count,attempt_count,iopaint_returncode,iopaint_command,iopaint_command_log_path,iopaint_stdout_log_path,iopaint_stderr_log_path,dataset_name,source_case_id,source_case_id_original,case_id,painting_id,lama_applicability,source_mask_semantics,mask_threshold,mask_area_pixels,clean_path,damaged_path,mask_path,restored_filename,restored_path,restored_sha256,restored_width,restored_height,restored_mode,runtime_seconds,batch_runtime_seconds,started_at_utc,completed_at_utc,output_written,status,issue,source_metadata_path,mask_id,mask_type,generator_name,generator_version,generated_at_utc,generation_action,clean_filename,mask_filename,damaged_filename,damage_fill_strategy,damage_fill_r,damage_fill_g,damage_fill_b,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,width,height,mode,format,damaged_file_size_bytes,clean_sha256,mask_sha256,damaged_sha256,config_version,experiment_name,experiment_version,notebook_stage,base_mask_id,base_mask_type,sensitivity_mask_id,target_percentage_content,target_pixels,realised_pixels,realised_percentage_content,realised_percentage_full,percentage_error_content,absolute_percentage_error_content,absolute_pixel_error,scale_factor,base_mask_pixels,base_percentage_content,base_percentage_full,content_area_pixels,content_bbox_left,content_bbox_top,content_bbox_right,content_bbox_bottom,deterministic_seed,global_seed,base_mask_path,sensitivity_mask_filename,sensitivity_mask_path,base_mask_sha256,sensitivity_mask_sha256,sensitivity_mask_file_size_bytes,source,full_generation_started_at_utc,full_generation_completed_at_utc,variant_id,robustness_group_id,painting_index,mask_type_index,variant_index,painting_seed,mask_seed,variant_seed,generation_attempt_index,generation_seed,maximum_generation_attempts,generation_area_tolerance,raw_mask_pixels,canvas_area_pixels,padding_area_pixels,actual_mask_area_pixels,damaged_content_pixels,padding_overlap_pixels,actual_mask_area_percentage_content,actual_mask_area_percentage_full,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,bbox_area_pixels,bbox_fill_ratio,bbox_aspect_ratio,connected_component_count,largest_component_pixels,smallest_component_pixels,mean_component_pixels,median_component_pixels,component_area_std_pixels,largest_component_fraction,component_density_per_100k_content_pixels,mean_component_aspect_ratio,maximum_component_aspect_ratio,touches_content_border,minimum_distance_to_content_border_pixels,centroid_x_pixels,centroid_y_pixels,centroid_x_normalised_content,centroid_y_normalised_content,centroid_quadrant,mask_bbox_width_normalised_content,mask_bbox_height_normalised_content,mask_bbox_area_fraction_content_bbox,touches_left_content_border,touches_right_content_border,touches_top_content_border,touches_bottom_content_border,mask_file_size_bytes,mask_generator_name,mask_generator_version,full_generation_finished_at_utc,full_generation_duration_seconds,degradation_type,severity,severity_rank,is_combined,component_degradations,component_count,case_seed,effect_mask_seed,operator_seeds_json,operator_parameters_json,effect_support_pixels,effect_active_pixels,effect_percentage_content,effect_percentage_full,effect_mean_intensity,effect_max_intensity,effect_bbox_x_min,effect_bbox_y_min,effect_bbox_x_max,effect_bbox_y_max,effect_centroid_x,effect_centroid_y,changed_pixels,changed_percentage_full,outside_effect_changed_pixels,inside_effect_changed_pixels,mean_absolute_difference_effect,maximum_absolute_difference,effect_mask_filename,effect_mask_path,degraded_filename,degraded_path,effect_mask_sha256,degraded_sha256,effect_mask_file_size_bytes,degraded_file_size_bytes,lama_mask_area_pixels,lama_staged_input_path,lama_staged_mask_path,lama_staged_output_path,device,restoration_status_normalized,clean_path_project_relative,clean_path_exists,damaged_path_project_relative,damaged_path_exists,mask_path_project_relative,mask_path_exists,restored_path_project_relative,restored_path_exists,model_name_normalized,is_lama_case,all_required_files_exist,content_x_min,content_y_min,content_x_max,content_y_max,category,title,artist,processed_width,processed_height,has_content_bbox,content_bbox_valid,metric_case_id,metric_evaluation_region,masked_mse_improvement,masked_mae_improvement,masked_psnr_improvement,masked_ssim_improvement,has_masked_metric,diagnostic_status,masked_pixel_count,boundary_pixel_count,improvement_mean_masked,positive_improvement_percentage_masked,negative_improvement_percentage_masked,selected_figure_count,selected_selection_groups,selected_figure_paths_project_relative,all_case_figure_path,all_case_figure_path_project_relative,all_case_figure_status,notebook,spatial_schema_version,implementation,created_at_utc,has_selected_figure,has_all_case_figure
lama__canonical__canonical__p001_loss_large,lama,lama,,iopaint_lama,iopaint_lama,model_inference,restoration_eval.restoration_lama,2.0.0,cuda,iopaint,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",AMD64,3.12.6,2.5.1+cu121,True,1,NVIDIA GeForce RTX 3060 Laptop GPU,12.1,0,1,0,iopaint run --model lama --device cuda --image D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\input --mask D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\mask --output D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\output,outputs/tmp/lama_batch_full/logs/iopaint_batch_command.txt,outputs/tmp/lama_batch_full/logs/iopaint_batch_stdout.txt,outputs/tmp/lama_batch_full/logs/iopaint_batch_stderr.txt,canonical,canonical__p001_loss_large,p001_loss_large,canonical__p001_loss_large,p001,primary,binary_missing_content,127,69018,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/clean/p001_clean.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/masked/p001_loss_large_damaged.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/masks/p001_loss_large_mask.png,canonical__p001_loss_large_restored_lama.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/restored/lama/canonical/canonical__p001_loss_large_restored_lama.png,2413a7f0971564a96ee1b5a7b86639411d5a4104c162bda0701e05e8506c63d8,768,768,RGB,1.4609382327775366,525.9377637999132,2026-07-27T22:48:36.045403+00:00,2026-07-27T22:57:21.970156+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p001_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p001_clean.png,p001_loss_large_mask.png,p001_loss_large_damaged.png,white_fill,255.0,255.0,255.0,69018.0,13.554629,11.701457,768,768,RGB,PNG,631126.0,b5852f0337c8342a1a70268f9e9f682534177581d238713f67bf28e0033482a2,0c3aa0f9d930a7b8405439b8ec04e899f72bbe219472b0fa155dfa00afb20aad,b7d7bd4dc2c427bc58c96a397bb24defe2f34945ad81144ddc8204234ab8f4e9,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69018,outputs/tmp/lama_batch_full/input/canonical__p001_loss_large.png,outputs/tmp/lama_batch_full/mask/canonical__p001_loss_large.png,outputs/tmp/lama_batch_full/output/canonical__p001_loss_large.png,cuda,ok,data/processed/clean/p001_clean.png,True,data/processed/masked/p001_loss_large_damaged.png,True,data/processed/masks/p001_loss_large_mask.png,True,data/processed/restored/lama/canonical/canonical__p001_loss_large_restored_lama.png,True,lama,True,True,52,0,715,768,portrait_figure,Juan de Pareja,Diego Velázquez,768,768,True,True,lama__canonical__canonical__p001_loss_large,masked_region,48373.38629150391,209.1352882385254,19.357617838155143,,True,ok,69018,7649,209.13526916503906,99.92031064360022,0.07824045901069286,0,,,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\all_cases\all_cases\lama_canonical_canonical_p001_loss_large_lama_difference_maps.png,outputs/16_lama_difference_maps/figures/all_cases/all_cases/lama_canonical_canonical_p001_loss_large_lama_difference_maps.png,ok,16_lama_difference_maps,1.0.0,restoration_eval.error_maps,2026-07-28T12:19:32.929592+00:00,False,True
lama__canonical__canonical__p001_loss_small,lama,lama,,iopaint_lama,iopaint_lama,model_inference,restoration_eval.restoration_lama,2.0.0,cuda,iopaint,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",AMD64,3.12.6,2.5.1+cu121,True,1,NVIDIA GeForce RTX 3060 Laptop GPU,12.1,0,1,0,iopaint run --model lama --device cuda --image D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\input --mask D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\mask --output D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\output,outputs/tmp/lama_batch_full/logs/iopaint_batch_command.txt,outputs/tmp/lama_batch_full/logs/iopaint_batch_stdout.txt,outputs/tmp/lama_batch_full/logs/iopaint_batch_stderr.txt,canonical,canonical__p001_loss_small,p001_loss_small,canonical__p001_loss_small,p001,primary,binary_missing_content,127,18239,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/clean/p001_clean.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/masked/p001_loss_small_damaged.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/masks/p001_loss_small_mask.png,canonical__p001_loss_small_restored_lama.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/restored/lama/canonical/canonical__p001_loss_small_restored_lama.png,f5094f3ce2a04b38e12c9f38392ea5929c27ba70e882d2346b7a2c00c0108856,768,768,RGB,1.4609382327775366,525.9377637999132,2026-07-27T22:48:36.045403+00:00,2026-07-27T22:57:21.970156+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p001_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p001_clean.png,p001_loss_small_mask.png,p001_loss_small_damaged.png,white_fill,255.0,255.0,255.0,18239.0,3.582006,3.092278,768,768,RGB,PNG,704339.0,b5852f0337c8342a1a70268f9e9f682534177581d238713f67bf28e0033482a2,3b1600dab63bd0ee34f019c51e988b02bb43cb193d8930c2cffd889403fe40c1,d8cb0269b9074b0e596d3ef817ab3c98ec1838b06457ddd0d5a5fd8284481752,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18239,outputs/tmp/lama_batch_full/input/canonical__p001_loss_small.png,outputs/tmp/lama_batch_full/mask/canonical__p001_loss_small.png,outputs/tmp/lama_batch_full/output/canonical__p001_loss_small.png,cuda,ok,data/processed/clean/p001_clean.png,True,data/processed/masked/p001_loss_small_damaged.png,True,data/processed/masks/p001_loss_small_mask.png,True,data/processed/restored/lama/canonical/canonical__p001_loss_small_restored_lama.png,True,lama,True,True,52,0,715,768,portrait_figure,Juan de Pareja,Diego Velázquez,768,768,True,True,lama__canonical__canonical__p001_loss_small,masked_region,54259.773040771484,228.08351373672485,29.25904665333778,,True,ok,18239,8885,228.08351135253906,100.0,0.0,2,largest_boundary_improvement | strongest_masked_mse_improvement,outputs/16_lama_difference_maps/figures/selected_cases/largest_boundary_improvement/lama_canonical_canonical_p001_loss_small_lama_difference_maps.png | outputs/16_lama_difference_maps/figures/selected_cases/strongest_masked_mse_improvement/lama_canonical_canonical_p001_loss_small_lama_difference_maps.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\all_cases\all_cases\lama_canonical_canonical_p001_loss_small_lama_difference_maps.png,outputs/16_lama_difference_maps/figures/all_cases/all_cases/lama_canonical_canonical_p001_loss_small_lama_difference_maps.png,ok,16_lama_difference_maps,1.0.0,restoration_eval.error_maps,2026-07-28T12:19:32.929592+00:00,True,True
lama__canonical__canonical__p001_mixed_damage,lama,lama,,iopaint_lama,iopaint_lama,model_inference,restoration_eval.restoration_lama,2.0.0,cuda,iopaint,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",AMD64,3.12.6,2.5.1+cu121,True,1,NVIDIA GeForce RTX 3060 Laptop GPU,12.1,0,1,0,iopaint run --model lama --device cuda --image D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\input --mask D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\mask --output D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\output,outputs/tmp/lama_batch_full/logs/iopaint_batch_command.txt,outputs/tmp/lama_batch_full/logs/iopaint_batch_stdout.txt,outputs/tmp/lama_batch_full/logs/iopaint_batch_stderr.txt,canonical,canonical__p001_mixed_damage,p001_mixed_damage,canonical__p001_mixed_damage,p001,primary,binary_missing_content,127,45733,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/clean/p001_clean.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/masked/p001_mixed_damage_damaged.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/masks/p001_mixed_damage_mask.png,canonical__p001_mixed_damage_restored_lama.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/restored/lama/canonical/canonical__p001_mixed_damage_restored_lama.png,727ec32e11888e501ea3f7b3b53f2b7b98fc3fc8720e22503b49811397c6b520,768,768,RGB,1.4609382327775366,525.9377637999132,2026-07-27T22:48:36.045403+00:00,2026-07-27T22:57:21.970156+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p001_mixed_damage,mixed_damage,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p001_clean.png,p001_mixed_damage_mask.png,p001_mixed_damage_damaged.png,white_fill,255.0,255.0,255.0,45733.0,8.981626,7.753669,768,768,RGB,PNG,675436.0,b5852f0337c8342a1a70268f9e9f682534177581d238713f67bf28e0033482a2,66aa435e3d05dd8f922f95a0065ef7b626192d8a1e983329ea895b73b356dd94,e5a985ef19e47ab186d825692ca24efbea810c3bd1391ab63a4e8667285c98bb,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45733,outputs/tmp/lama_batch_full/input/canonical__p001_mixed_damage.png,outputs/tmp/lama_batch_full/mask/canonical__p001_mixed_damage.png,outputs/tmp/lama_batch_full/output/canonical__p001_mixed_damage.png,cuda,ok,data/processed/clean/p001_clean.png,True,data/processed/masked/p001_mixed_damage_damaged.png,True,data/processed/masks/p001_mixed_damage_mask.png,True,data/processed/restored/lama/canonical/canonical__p001_mixed_damage_restored_lama.png,True,lama,True,True,52,0,715,768,portrait_figure,Juan de Pareja,Diego Velázquez,768,768,True,True,lama__canonical__canonical__p001_mixed_damage,masked_region,50582.5751953125,214.3921070098877,22.01280385475004,,True,ok,45733,32710,214.39210510253906,100.0,0.0,0,,,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\all_cases\all_cases\lama_canonical_canonical_p001_mixed_damage_lama_difference_maps.png,outputs/16_lama_difference_maps/figures/all_cases/all_cases/lama_canonical_canonical_p001_mixed_damage_lama_difference_maps.png,ok,16_lama_difference_maps,1.0.0,restoration_eval.error_maps,2026-07-28T12:19:32.929592+00:00,False,True
lama__canonical__canonical__p001_scratch_thin,lama,lama,,iopaint_lama,iopaint_lama,model_inference,restoration_eval.restoration_lama,2.0.0,cuda,iopaint,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",AMD64,3.12.6,2.5.1+cu121,True,1,NVIDIA GeForce RTX 3060 Laptop GPU,12.1,0,1,0,iopaint run --model lama --device cuda --image D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\input --mask D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\mask --output D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\output,outputs/tmp/lama_batch_full/logs/iopaint_batch_command.txt,outputs/tmp/lama_batch_full/logs/iopaint_batch_stdout.txt,outputs/tmp/lama_batch_full/logs/iopaint_batch_stderr.txt,canonical,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,p001,primary,binary_missing_content,127,12058,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/clean/p001_clean.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/masked/p001_scratch_thin_damaged.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/masks/p001_scratch_thin_mask.png,canonical__p001_scratch_thin_restored_lama.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/restored/lama/canonical/canonical__p001_scratch_thin_restored_lama.png,90bfb62f8b26e0ec2fbc34c7d7073dbf9ddd8e22d0514684896928ad70de9aa6,768,768,RGB,1.4609382327775366,525.9377637999132,2026-07-27T22:48:36.045403+00:00,2026-07-27T22:57:21.970156+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p001_scratch_thin,scratch_thin,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p001_clean.png,p001_scratch_thin_mask.png,p001_scratch_thin_damaged.png,white_fill,255.0,255.0,255.0,12058.0,2.368103,2.044339,768,768,RGB,PNG,728164.0,b5852f0337c8342a1a70268f9e9f682534177581d238713f67bf28e0033482a2,14dc08421a7e8d5a5f8f96825a2161b6295cd41a98e48a0d71e7c474511e1f4e,7d2e0affa9d97493f34263767ed46cce8d5df73a74caa2812d907c6e3bfe56cb,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12058,outputs/tmp/lama_batch_full/input/canonical__p001_scratch_thin.png,outputs/tmp/lama_batch_full/mask/canonical__p001_scratch_thin.png,outputs/tmp/lama_batch_full/output/canonical__p001_scratch_thin.png,cuda,ok,data/processed/clean/p001_clean.png,True,data/processed/masked/p001_scratch_thin_damaged.png,True,data/processed/masks/p001_scratch_thin_mask.png,True,data/processed/restored/lama/canonical/canonical__p001_scratch_thin_restored_lama.png,True,lama,True,True,52,0,715,768,portrait_figure,Juan de Pareja,Diego Velázquez,768,768,True,True,lama__canonical__canonical__p001_scratch_thin,masked_region,49721.89954376221,216.65488958358765,27.957527373249693,,True,ok,12058,33036,216.65489196777344,100.0,0.0,0,,,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\all_cases\all_cases\lama_canonical_canonical_p001_scratch_thin_lama_difference_maps.png,outputs/16_lama_difference_maps/figures/all_cases/all_cases/lama_canonical_canonical_p001_scratch_thin_lama_difference_maps.png,ok,16_lama_difference_maps,1.0.0,restoration_eval.error_maps,2026-07-28T12:19:32.929592+00:00,False,True
lama__canonical__canonical__p002_loss_large,lama,lama,,iopaint_lama,iopaint_lama,model_inference,restoration_eval.restoration_lama,2.0.0,cuda,iopaint,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",AMD64,3.12.6,2.5.1+cu121,True,1,NVIDIA GeForce RTX 3060 Laptop GPU,12.1,0,1,0,iopaint run --model lama --device cuda --image D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\input --mask D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\mask --output D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\output,outputs/tmp/lama_batch_full/logs/iopaint_batch_command.txt,outputs/tmp/lama_batch_full/logs/iopaint_batch_stdout.txt,outputs/tmp/lama_batch_full/logs/iopaint_batch_stderr.txt,canonical,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,p002,primary,binary_missing_content,127,37439,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/clean/p002_clean.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/masked/p002_loss_large_damaged.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/masks/p002_loss_large_mask.png,canonical__p002_loss_large_restored_lama.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/restored/lama/canonical/canonical__p002_loss_large_restored_lama.png,659bc1fba9177f1e4e6575d1ab3200631a36498be1f7d98e52ac2ecfc5720f63,768,768,RGB,1.4609382327775366,525.9377637999132,2026-07-27T22:48:36.045403+00:00,2026-07-27T22:57:21.970156+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p002_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p002_clean.png,p002_loss_large_mask.png,p002_loss_large_damaged.png,white_fill,255.0,255.0,255.0,37439.0,10.857171,6.347487,768,768,RGB,PNG,292239.0,3f173a947e4c2be2ebdc267f0c852f490981bc81da6c4e55a0b3b85f559a503a,4172a804d241a2b7e4c025e2f9bf015eee28bdd4a7441980abb1c3a824643e16,860b402c5a9b3e65b6e3a302ee4ebac0d2f4f37aef50b97cc94b6e6c5b4140bd,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37439,outputs/tmp/lama_batch_full/input/canonical__p002_loss_large.png,outputs/tmp/lama_batch_full/mask/canonical__p002_loss_large.png,outputs/tmp/lama_batch_full/output/canonical__p002_loss_large.png,cuda,ok,data/processed/clean/p002_clean.png,True,data/processed/masked/p002_loss_large_damaged.png,True,data/processed/masks/p002_loss_large_mask.png,True,data/processed/restored/lama/canonical/canonical__p002_loss_large_restored_lama.png,True,lama,True,True,159,0,608,768,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,768,768,True,True,lama__canonical__canonical__p002_loss_large,masked_region,31630.888916015625,151.16797637939453,10.426441652868512,,True,ok,37439,5793,151.16799926757812,86.12142418333823,13.841181655492935,0,,,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\all_cases\all_cases\lama_canonical_canonical_p002_loss_large_lama_difference_maps.png,outputs/16_lama_difference_maps/figures/all_cases/all_cases/lama_canonical_canonical_p002_loss_large_lama_difference_maps.png,ok,16_lama_difference_maps,1.0.0,restoration_eval.error_maps,2026-07-28T12:19:32.929592+00:00,False,True
lama__canonical__canonical__p002_loss_small,lama,lama,,iopaint_lama,iopaint_lama,model_inference,restoration_eval.restoration_lama,2.0.0,cuda,iopaint,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 165 Stepping 2, GenuineIntel",AMD64,3.12.6,2.5.1+cu121,True,1,NVIDIA GeForce RTX 3060 Laptop GPU,12.1,0,1,0,iopaint run --model lama --device cuda --image D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\input --mask D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\mask --output D:\Masters\FH\Thesis\painting-restoration-eval\outputs\tmp\lama_batch_full\output,outputs/tmp/lama_batch_full/logs/iopaint_batch_command.txt,outputs/tmp/lama_batch_full/logs/iopaint_batch_stdout.txt,outputs/tmp/lama_batch_full/logs/iopaint_batch_stderr.txt,canonical,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,p002,primary,binary_missing_content,127,18776,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/clean/p002_clean.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/masked/p002_loss_small_damaged.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/masks/p002_loss_small_mask.png,canonical__p002_loss_small_restored_lama.png,D:/Masters/FH/Thesis/painting-restoration-eval/data/processed/restored/lama/canonical/canonical__p002_loss_small_restored_lama.png,172e1ef883563fa330273efc4742a0cccfd31b5d9e42e6400f4b0716d8a565c2,768,768,RGB,1.4609382327775366,525.9377637999132,2026-07-27T22:48:36.045403+00:00,2026-07-27T22:57:21.970156+00:00,True,ok,,data/processed/metadata/metadata_damaged_images.csv,p002_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p002_clean.png,p002_loss_small_mask.png,p002_loss_small_damaged.png,white_fill,255.0,255.0,255.0,18776.0,5.44497,3.183322,768,768,RGB,PNG,323835.0,3f173a947e4c2be2ebdc267f0c852f490981bc81da6c4e55a0b3b85f559a503a,3461d79412c9317a26751081f36fea828f6d8b1ca5efd0a63c792218a82f9cf4,4777472ad08c42e288789d5d05b47d4051b61c9b895a787b887a7ebe2109e821,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18776,outputs/tmp/lama_batch_full/input/canonical__p002_loss_small.png,outputs/tmp/lama_batch_full/mask/canonical__p002_loss_small.png,outputs/tmp/lama_batch_full/output/canonical__p002_loss_small.png,cuda,ok,data/processed/clean/p002_clean.png,True,data/processed/masked/p002_loss_small_damaged.png,True,data/processed/masks/p002_loss_small_mask.png,True,data/processed/restored/lama/canonical/canonical__p002_loss_small_restored_lama.png,True,lama,True,True,159,0,608,768,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,768,768,True,True,lama__canonical__canonical__p002_loss_small,masked_region,43845.34658050537,205.0230574607849,31.148247402432087,,True,ok,18776,9307,205.02305603027344,100.0,0.0,0,,,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\all_cases\all_cases\lama_canonical_canonical_p002_loss_small_lama_difference_maps.png,outputs/16_lama_difference_maps/figures/all_cases/all_cases/lama_canonical_canonical_p002_loss_small_lama_difference_maps.png,ok,16_lama_difference_maps,1.0.0,restoration_eval.error_maps,2026-07-28T12:19:32.929592+00:00,False,True
