painting_count,base_mask_type_count,target_level_count,case_count,minimum_target_percentage_content,maximum_target_percentage_content,minimum_realised_percentage_content,maximum_realised_percentage_content,mean_absolute_percentage_error_content,maximum_absolute_percentage_error_content,maximum_allowed_percentage_error,global_seed,fill_strategy,generator_name,generator_version
5,1,7,35,2.0,20.0,1.9971169557566617,20.02557032428356,0.008986818418292117,0.025570324283560097,0.5,20260505,constant_rgb,damage_size_sensitivity,1.1.0
