painting_id,case_count,target_level_count,minimum_realised_percentage_content,maximum_realised_percentage_content,mean_absolute_percentage_error_content,maximum_absolute_percentage_error_content
p001,7,7,1.9971169557566617,20.02557032428356,0.00854251957193118,0.025570324283560097
p018,7,7,1.997298241288626,20.01561472715319,0.01190622945430632,0.021675706771860703
p026,7,7,2.0053067895400125,19.98660995589162,0.006740030605814962,0.013390044108380295
p039,7,7,2.0046080821513,20.00313977541371,0.009279487504221251,0.02073175236406577
p043,7,7,2.0070410529187126,20.00413427441353,0.008465824955186869,0.015744339879978142
