map_id,map_index,candidate_id,status,issue,map_asset_count,map_asset_types,error_map_version,boundary_width_pixels,boundary_mode,mask_threshold,error_vmin,error_vmax,improvement_vmin,improvement_vmax,damaged_error_map_filename,restored_error_map_filename,signed_improvement_map_filename,masked_signed_improvement_map_filename,boundary_signed_improvement_map_filename,mask_overlay_filename,boundary_overlay_filename,damaged_error_map_path,restored_error_map_path,signed_improvement_map_path,masked_signed_improvement_map_path,boundary_signed_improvement_map_path,mask_overlay_path,boundary_overlay_path,damaged_error_filename_length,restored_error_filename_length,signed_improvement_filename_length,masked_signed_improvement_filename_length,boundary_signed_improvement_filename_length,mask_overlay_filename_length,boundary_overlay_filename_length,damaged_error_file_size_bytes,restored_error_file_size_bytes,signed_improvement_file_size_bytes,masked_signed_improvement_file_size_bytes,boundary_signed_improvement_file_size_bytes,mask_overlay_file_size_bytes,boundary_overlay_file_size_bytes
dm_000066,66,sd__can__p008__mixed_damage__p00_generic__s2026__f197c58532,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000066_der.png,dm_000066_rer.png,dm_000066_sig.png,dm_000066_msi.png,dm_000066_bsi.png,dm_000066_msk.png,dm_000066_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000066_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000066_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000066_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000066_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000066_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000066_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000066_bnd.png,17,17,17,17,17,17,17,73643,85427,72334,71986,38411,480832,479977
dm_000067,67,sd__can__p008__mixed_damage__p01_style_period__s2026__90c5ff1128,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000067_der.png,dm_000067_rer.png,dm_000067_sig.png,dm_000067_msi.png,dm_000067_bsi.png,dm_000067_msk.png,dm_000067_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000067_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000067_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000067_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000067_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000067_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000067_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000067_bnd.png,17,17,17,17,17,17,17,73643,86436,73212,72797,38415,480832,479977
dm_000068,68,sd__can__p008__mixed_damage__p02_artist__s2026__92cda93e19,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000068_der.png,dm_000068_rer.png,dm_000068_sig.png,dm_000068_msi.png,dm_000068_bsi.png,dm_000068_msk.png,dm_000068_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000068_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000068_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000068_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000068_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000068_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000068_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000068_bnd.png,17,17,17,17,17,17,17,73643,86660,72740,72358,38462,480832,479977
dm_000069,69,sd__can__p008__mixed_damage__p03_artist_style_p__s2026__d7d8e76ca4,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000069_der.png,dm_000069_rer.png,dm_000069_sig.png,dm_000069_msi.png,dm_000069_bsi.png,dm_000069_msk.png,dm_000069_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000069_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000069_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000069_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000069_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000069_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000069_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000069_bnd.png,17,17,17,17,17,17,17,73643,86639,73165,72679,38497,480832,479977
dm_000070,70,sd__can__p008__mixed_damage__p04_full_context__s2026__3d90e7d5c6,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000070_der.png,dm_000070_rer.png,dm_000070_sig.png,dm_000070_msi.png,dm_000070_bsi.png,dm_000070_msk.png,dm_000070_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000070_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000070_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000070_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000070_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000070_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000070_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000070_bnd.png,17,17,17,17,17,17,17,73643,87235,75247,74722,38751,480832,479977
dm_000071,71,sd__can__p008__scratch_thin__p00_generic__s2026__1adb49ee07,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000071_der.png,dm_000071_rer.png,dm_000071_sig.png,dm_000071_msi.png,dm_000071_bsi.png,dm_000071_msk.png,dm_000071_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000071_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000071_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000071_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000071_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000071_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000071_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000071_bnd.png,17,17,17,17,17,17,17,33663,43717,40907,40547,46280,521782,519981
dm_000072,72,sd__can__p008__scratch_thin__p01_style_period__s2026__fdd32c00e5,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000072_der.png,dm_000072_rer.png,dm_000072_sig.png,dm_000072_msi.png,dm_000072_bsi.png,dm_000072_msk.png,dm_000072_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000072_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000072_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000072_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000072_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000072_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000072_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000072_bnd.png,17,17,17,17,17,17,17,33663,43419,40619,40339,46051,521782,519981
dm_000073,73,sd__can__p008__scratch_thin__p02_artist__s2026__2f167775a6,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000073_der.png,dm_000073_rer.png,dm_000073_sig.png,dm_000073_msi.png,dm_000073_bsi.png,dm_000073_msk.png,dm_000073_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000073_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000073_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000073_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000073_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000073_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000073_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000073_bnd.png,17,17,17,17,17,17,17,33663,43549,40932,40623,46342,521782,519981
dm_000074,74,sd__can__p008__scratch_thin__p03_artist_style_p__s2026__ba298fdf97,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000074_der.png,dm_000074_rer.png,dm_000074_sig.png,dm_000074_msi.png,dm_000074_bsi.png,dm_000074_msk.png,dm_000074_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000074_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000074_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000074_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000074_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000074_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000074_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000074_bnd.png,17,17,17,17,17,17,17,33663,43753,41042,40657,46448,521782,519981
dm_000075,75,sd__can__p008__scratch_thin__p04_full_context__s2026__676d3f1812,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000075_der.png,dm_000075_rer.png,dm_000075_sig.png,dm_000075_msi.png,dm_000075_bsi.png,dm_000075_msk.png,dm_000075_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000075_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000075_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000075_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000075_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000075_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000075_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000075_bnd.png,17,17,17,17,17,17,17,33663,43730,40861,40567,46301,521782,519981
dm_000076,76,sd__can__p008__zero__p00_generic__s2026__b83552a6cb,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000076_der.png,dm_000076_rer.png,dm_000076_sig.png,dm_000076_msi.png,dm_000076_bsi.png,dm_000076_msk.png,dm_000076_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000076_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000076_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000076_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000076_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000076_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000076_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000076_bnd.png,17,17,17,17,17,17,17,4023,4023,4025,2367,2367,516135,516135
dm_000077,77,sd__can__p008__zero__p01_style_period__s2026__7aacd9079d,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000077_der.png,dm_000077_rer.png,dm_000077_sig.png,dm_000077_msi.png,dm_000077_bsi.png,dm_000077_msk.png,dm_000077_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000077_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000077_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000077_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000077_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000077_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000077_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000077_bnd.png,17,17,17,17,17,17,17,4023,4023,4025,2367,2367,516135,516135
dm_000078,78,sd__can__p008__zero__p02_artist__s2026__54a20b7848,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000078_der.png,dm_000078_rer.png,dm_000078_sig.png,dm_000078_msi.png,dm_000078_bsi.png,dm_000078_msk.png,dm_000078_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000078_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000078_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000078_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000078_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000078_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000078_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000078_bnd.png,17,17,17,17,17,17,17,4023,4023,4025,2367,2367,516135,516135
dm_000079,79,sd__can__p008__zero__p03_artist_style_p__s2026__ee70bdb7c3,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000079_der.png,dm_000079_rer.png,dm_000079_sig.png,dm_000079_msi.png,dm_000079_bsi.png,dm_000079_msk.png,dm_000079_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000079_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000079_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000079_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000079_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000079_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000079_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000079_bnd.png,17,17,17,17,17,17,17,4023,4023,4025,2367,2367,516135,516135
dm_000080,80,sd__can__p008__zero__p04_full_context__s2026__d17f21b3e1,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000080_der.png,dm_000080_rer.png,dm_000080_sig.png,dm_000080_msi.png,dm_000080_bsi.png,dm_000080_msk.png,dm_000080_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000080_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000080_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000080_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000080_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000080_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000080_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000080_bnd.png,17,17,17,17,17,17,17,4023,4023,4025,2367,2367,516135,516135
dm_000081,81,sd__can__p009__loss_large__p00_generic__s2026__ed13b2a5ec,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000081_der.png,dm_000081_rer.png,dm_000081_sig.png,dm_000081_msi.png,dm_000081_bsi.png,dm_000081_msk.png,dm_000081_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000081_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000081_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000081_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000081_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000081_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000081_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000081_bnd.png,17,17,17,17,17,17,17,136006,142479,123387,122079,19079,818400,817973
dm_000082,82,sd__can__p009__loss_small__p00_generic__s2026__81d94dce7d,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000082_der.png,dm_000082_rer.png,dm_000082_sig.png,dm_000082_msi.png,dm_000082_bsi.png,dm_000082_msk.png,dm_000082_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000082_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000082_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000082_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000082_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000082_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000082_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000082_bnd.png,17,17,17,17,17,17,17,51682,52576,48561,47078,21143,900002,899711
dm_000083,83,sd__can__p009__mixed_damage__p00_generic__s2026__2fdde1e8fb,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000083_der.png,dm_000083_rer.png,dm_000083_sig.png,dm_000083_msi.png,dm_000083_bsi.png,dm_000083_msk.png,dm_000083_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000083_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000083_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000083_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000083_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000083_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000083_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000083_bnd.png,17,17,17,17,17,17,17,102861,104025,97686,97352,49836,868142,865153
dm_000084,84,sd__can__p009__scratch_thin__p00_generic__s2026__5e14ad9cd8,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000084_der.png,dm_000084_rer.png,dm_000084_sig.png,dm_000084_msi.png,dm_000084_bsi.png,dm_000084_msk.png,dm_000084_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000084_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000084_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000084_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000084_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000084_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000084_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000084_bnd.png,17,17,17,17,17,17,17,47500,51895,49156,49463,55107,927263,916675
dm_000085,85,sd__can__p009__zero__p00_generic__s2026__972c55c5ef,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000085_der.png,dm_000085_rer.png,dm_000085_sig.png,dm_000085_msi.png,dm_000085_bsi.png,dm_000085_msk.png,dm_000085_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000085_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000085_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000085_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000085_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000085_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000085_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000085_bnd.png,17,17,17,17,17,17,17,4023,4023,4025,2367,2367,932461,932461
dm_000086,86,sd__can__p010__loss_large__p00_generic__s2026__9ae03e88cd,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000086_der.png,dm_000086_rer.png,dm_000086_sig.png,dm_000086_msi.png,dm_000086_bsi.png,dm_000086_msk.png,dm_000086_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000086_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000086_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000086_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000086_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000086_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000086_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000086_bnd.png,17,17,17,17,17,17,17,159314,161748,145849,144868,26665,821214,823075
dm_000087,87,sd__can__p010__loss_small__p00_generic__s2026__f7e3e8f49f,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000087_der.png,dm_000087_rer.png,dm_000087_sig.png,dm_000087_msi.png,dm_000087_bsi.png,dm_000087_msk.png,dm_000087_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000087_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000087_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000087_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000087_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000087_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000087_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000087_bnd.png,17,17,17,17,17,17,17,53520,53698,51573,50724,25954,918515,920489
dm_000088,88,sd__can__p010__mixed_damage__p00_generic__s2026__ea0eb15b13,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000088_der.png,dm_000088_rer.png,dm_000088_sig.png,dm_000088_msi.png,dm_000088_bsi.png,dm_000088_msk.png,dm_000088_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000088_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000088_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000088_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000088_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000088_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000088_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000088_bnd.png,17,17,17,17,17,17,17,111114,116542,108098,108391,59087,894179,896638
dm_000089,89,sd__can__p010__scratch_thin__p00_generic__s2026__5a4f5c34e7,ok,,7,damaged_error | restored_error | signed_improvement | masked_signed_improvement | boundary_signed_improvement | mask_overlay | boundary_overlay,3.0.0,3,both,0,0.0,255.0,-242.33334350585938,242.33334350585938,dm_000089_der.png,dm_000089_rer.png,dm_000089_sig.png,dm_000089_msi.png,dm_000089_bsi.png,dm_000089_msk.png,dm_000089_bnd.png,outputs/23_stable_diffusion_difference_maps/maps/damaged_error/dm_000089_der.png,outputs/23_stable_diffusion_difference_maps/maps/restored_error/dm_000089_rer.png,outputs/23_stable_diffusion_difference_maps/maps/signed_improvement/dm_000089_sig.png,outputs/23_stable_diffusion_difference_maps/maps/masked_signed_improvement/dm_000089_msi.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_signed_improvement/dm_000089_bsi.png,outputs/23_stable_diffusion_difference_maps/maps/mask_overlay/dm_000089_msk.png,outputs/23_stable_diffusion_difference_maps/maps/boundary_overlay/dm_000089_bnd.png,17,17,17,17,17,17,17,43769,52968,50527,50619,57210,953926,954012
