artifact_id,artifact_key,producer_notebook,artifact_type,artifact_role,relative_path,format,dataset_scope,experiment_id,schema_version,row_count,file_count,size_bytes,checksum,validation_status
artifact_9eaecb5a7d601b14c94e,explainable_case_retrieval.explanation_cases,29_explainable_ai_and_case_retrieval,normalized_explanation_catalog,complete_candidate_level_explanation_and_evidence_catalog,outputs/29_explainable_ai_and_case_retrieval/data/explanation_cases.csv,csv,controlled_50,explainable_case_retrieval,explanation_cases.v1,13879,1,46809964,4118b8c573dcb7013751de2e3b1279d8824176eb05ad7656c4007ab24ae37f8b,passed
artifact_1f8d8af9adffd5233229,explainable_case_retrieval.case_neighbors,29_explainable_ai_and_case_retrieval,normalized_case_retrieval_table,separate_dinov2_and_clip_neighbor_evidence,outputs/29_explainable_ai_and_case_retrieval/data/case_neighbors.csv,csv,controlled_50,explainable_case_retrieval,case_neighbors.v1,100,1,78782,6cc63587363dfadd249c32d01dcae76e8ee82d707126a2dbe263c1771ec695fb,passed
artifact_21bf8136d72e0272dc58,explainable_case_retrieval.counterfactual_panels,29_explainable_ai_and_case_retrieval,counterfactual_panel_collection,selected_visual_counterfactual_explanations,outputs/29_explainable_ai_and_case_retrieval/figures/counterfactual_panels,directory,controlled_50,explainable_case_retrieval,counterfactual_panels.v1,,14,32660414,226c15b618afdc9eb60050eb59f68edb698496c21b4c26779a736fb5181a0897,passed
artifact_95684abb38691d5eac7f,explainable_case_retrieval.retrieval_panels,29_explainable_ai_and_case_retrieval,case_retrieval_panel_collection,selected_lower_risk_and_flagged_case_retrieval_examples,outputs/29_explainable_ai_and_case_retrieval/figures/example_retrieval_panels,directory,controlled_50,explainable_case_retrieval,case_retrieval_panels.v1,,10,27821699,f5d036698a186dab1284c0172a498b1a0e01edf1980db5ca18c146beec33896e,passed
artifact_e9b517d54090b1fb1ee3,explainable_case_retrieval.report,29_explainable_ai_and_case_retrieval,self_contained_html_report,mock_bound_thesis_aligned_explanation_report,outputs/29_explainable_ai_and_case_retrieval/reports/explanation_catalog.html,html,controlled_50,explainable_case_retrieval,approved_mock_aligned_self_contained_explanation_catalog.v1,,1,7795286,135ea78afd827d891093fa636dd493a66ebef8064c63e27d9554fb729005e85d,passed
artifact_f5c7cf2080ea38264213,validation.29_explainable_ai_and_case_retrieval,29_explainable_ai_and_case_retrieval,validation_table,validation_evidence,outputs/29_explainable_ai_and_case_retrieval/validation/checks.csv,csv,controlled_50,explainable_case_retrieval,validation_checks.v1,146,1,37482,cc104cf4c5f67d21464ed8c6e874a8729a831d3a86601a1c6024276f492f2ddc,passed
